variant,panel,book,family,bps,CAGR,Sharpe,MaxDD,H1,H2,gross,dSharpe_vs_EWALL,dCAGR_vs_EWALL,pass4a,pass4b,pass4b_plus_beats_EWALL
NATIVE,U56,EWALL,CONTROL,10,0.12105234396227527,1.0691440674784338,-0.22525886731411893,1.049087392475229,1.105019849900098,0.7502094315319622,0.0,0.0,False,False,False
NATIVE,U56,EWALL,CONTROL,25,0.11968155938663383,1.0582690399094403,-0.2254761395880328,1.0375254163843364,1.0944283410972857,0.7502094315319622,0.0,0.0,False,False,False
NATIVE,U56,RULESV2,GATE,10,0.08189156945450238,1.1688752937485198,-0.12054946142590717,1.0555786110324472,1.2722458691068976,0.5374396822312262,0.09973122627008602,-0.03916077450777289,False,False,False
NATIVE,U56,RULESV2,GATE,25,0.07904505987063715,1.1307071003888596,-0.12092634875468711,1.0172344877511998,1.2340160237186597,0.5374396822312262,0.07243806047941925,-0.04063649951599668,False,False,False
NATIVE,U56,MA200dg,GATE,10,0.07733155917993417,1.135096773794976,-0.12011679578621492,1.0109684825702818,1.247530285485214,0.5355888272800934,0.06595270631654215,-0.04372078478234109,False,False,False
NATIVE,U56,MA200dg,GATE,25,0.07223141896070828,1.0647180646747103,-0.12079149368067843,0.9366391629049604,1.1801443267167495,0.5355888272800934,0.006449024765269984,-0.04745014042592555,False,False,False
NATIVE,U56,BAND6dg,GATE,10,0.07887961288833822,1.1043760790251156,-0.13472540930022459,1.0183343943074177,1.184106675663899,0.513351281782835,0.03523201154668176,-0.04217273107393704,False,False,False
NATIVE,U56,BAND6dg,GATE,25,0.07679725254777447,1.0769853138467864,-0.13495293795439645,0.9913084500748748,1.1562311567013959,0.513351281782835,0.018716273937346095,-0.042884306838859354,False,False,False
NATIVE,U56,ABSdg,GATE,10,0.08572316400452751,1.0807146750275463,-0.14824447308778788,1.077804526311599,1.089744288927428,0.5628824505547412,0.011570607549112433,-0.03532917995774776,False,False,False
NATIVE,U56,ABSdg,GATE,25,0.08183815675414285,1.0352371283410373,-0.14876277185915088,1.0311712648607148,1.044948664257436,0.5628824505547412,-0.023031911568403007,-0.037843402632490974,False,False,False
NATIVE,U56,TOP5V1,RANKED,10,0.06295239157967791,0.6477424555003553,-0.13827812344296664,0.6660841407660448,0.6332490514334813,0.7494058099522928,-0.42140161197807857,-0.05809995238259735,False,False,False
NATIVE,U56,TOP5V1,RANKED,25,0.025131766308520653,0.2933666531489301,-0.15629975338740554,0.2933103258103507,0.29421539345799036,0.7494058099522928,-0.7649023867605103,-0.09454979307811318,False,False,False
NATIVE,U56,TOP10,RANKED,10,0.16168085265986565,1.053860377780453,-0.23275338724093508,1.1443864462130524,1.0068930956528641,0.7427823600326127,-0.015283689697980885,0.04062850869759038,False,False,False
NATIVE,U56,TOP10,RANKED,25,0.13967330697842129,0.9291335110265265,-0.23392804938783385,1.0018743303608162,0.8928582986009816,0.7427823600326127,-0.1291355288829138,0.019991747591787457,False,False,False
NATIVE,U56,TOP20,RANKED,10,0.14094746585336093,1.1419214662771038,-0.1938880679677374,1.1789640248979512,1.1295870526655623,0.7265087012981783,0.07277739879866996,0.019895121891085665,False,True,True
NATIVE,U56,TOP20,RANKED,25,0.12549099185070522,1.029861917718105,-0.19551285280717734,1.0525931757702427,1.0268910713709654,0.7265087012981783,-0.028407122191335343,0.005809432464071396,False,True,False
NATIVE,U56,TOP40,RANKED,10,0.10294215526597794,1.1424013227872343,-0.15386273005879725,1.0298574696087037,1.2447342187558301,0.6645170748780759,0.07325725530880045,-0.018110188696297325,False,True,True
NATIVE,U56,TOP40,RANKED,25,0.09482206642261182,1.0595253197424988,-0.15484657504246224,0.9440324770723106,1.1636437505014667,0.6645170748780759,0.0012562798330584268,-0.024859492964022012,False,False,False
NATIVE,U56,TOP20V,RANKED,10,0.10263761614096278,1.0125827271594052,-0.17889030766316016,0.9625572644791003,1.0618134833456625,0.7295959380185557,-0.0565613403190286,-0.018414727821312482,False,True,False
NATIVE,U56,TOP20V,RANKED,25,0.085052507110978,0.8538702764843765,-0.18088166642305048,0.7929341609312502,0.9109662896772144,0.7295959380185557,-0.2043987634250638,-0.034629052275655825,False,False,False
NATIVE,U56,TOP20B3,RANKED,10,0.1408215868885998,1.14613279213568,-0.1938880679677376,1.1808387350687446,1.1361627914498151,0.7198663867650756,0.07698872465724627,0.019769242926324537,False,True,True
NATIVE,U56,TOP20B3,RANKED,25,0.1259909274610147,1.038082482646601,-0.19551285280717756,1.0579503726631547,1.0378619097526292,0.7198663867650756,-0.020186557262839244,0.006309368074380872,False,True,False
NATIVE,U56,LOWVOL20,RANKED,10,0.061244010228951096,0.928115524681379,-0.14792995324730218,1.027938460914499,0.8669332476461465,0.7500958232069254,-0.1410285427970548,-0.05980833373332417,False,False,False
NATIVE,U56,LOWVOL20,RANKED,25,0.04843679547425017,0.7441106497132219,-0.14966696152851866,0.8120961299922046,0.7041509403311939,0.7500958232069254,-0.3141583901962184,-0.07124476391238366,False,False,False
NATIVE,B136,EWALL,CONTROL,10,0.13013195931766375,1.0870349833313289,-0.2537106610635028,1.161577975571284,1.047164047350967,0.7501936514416239,0.0,0.0,False,False,False
NATIVE,B136,EWALL,CONTROL,25,0.1286921445970972,1.0762841340259877,-0.2539134786931575,1.1505412678545144,1.0364527901262777,0.7501936514416239,0.0,0.0,False,False,False
NATIVE,B136,RULESV2,GATE,10,0.07617124945758635,1.0820582813703947,-0.1224079386020801,1.1262098537824325,1.040002456077372,0.5373564983058969,-0.004976701960934138,-0.053960709860077394,False,False,False
NATIVE,B136,RULESV2,GATE,25,0.07294444370679831,1.0390775176051121,-0.1228487970108898,1.0871784205622592,0.9932122890500983,0.5373564983058969,-0.03720661642087553,-0.0557477008902989,False,False,False
NATIVE,B136,MA200dg,GATE,10,0.07339148627683478,1.0662994438315476,-0.12616421510282383,1.0871859585818058,1.0467268841991435,0.5364871024627814,-0.02073553949978124,-0.056740473040828965,False,False,False
NATIVE,B136,MA200dg,GATE,25,0.06799384916911677,0.9926132088925435,-0.1269257259707245,1.0160414032459602,0.9705741490575877,0.5364871024627814,-0.08367092513344421,-0.06069829542798044,False,False,False
NATIVE,B136,BAND6dg,GATE,10,0.07757130411949653,1.0683739451940626,-0.13689064857241318,1.1283634027926879,1.0116962998083188,0.5313281056366054,-0.018661038137266273,-0.05256065519816722,False,False,False
NATIVE,B136,BAND6dg,GATE,25,0.07524837496934578,1.0383799424894058,-0.13720246060971275,1.101601002138627,0.9786020940644543,0.5313281056366054,-0.037904191536581866,-0.053443769627751436,False,False,False
NATIVE,B136,ABSdg,GATE,10,0.08538005699733509,1.0497153153370529,-0.16301350516616642,1.13382643392858,0.9727529099583697,0.5693780583958858,-0.037319667994275996,-0.04475190232032866,False,False,False
NATIVE,B136,ABSdg,GATE,25,0.08128804090852149,1.0030197968605719,-0.16380240005309765,1.0900183067012084,0.9233103727948553,0.5693780583958858,-0.0732643371654158,-0.04740410368857573,False,False,False
NATIVE,B136,TOP5V1,RANKED,10,0.0666304477859796,0.6556068845059574,-0.21191263611532785,0.8589032140792171,0.4679410110234199,0.749753928098334,-0.4314280988253715,-0.06350151153168415,False,False,False
NATIVE,B136,TOP5V1,RANKED,25,0.019494002562064017,0.2333272563805424,-0.26721084947028617,0.4376530972679957,0.04403276957466381,0.749753928098334,-0.8429568776454452,-0.1091981420350332,False,False,False
NATIVE,B136,TOP10,RANKED,10,0.16560127277355852,0.936843176623409,-0.26014890056084916,1.1593796953817552,0.8031975487303727,0.7474174619690125,-0.15019180670791987,0.03546931345589477,False,False,False
NATIVE,B136,TOP10,RANKED,25,0.1381714240176002,0.8052654703370722,-0.26302619403159233,1.0014123931570615,0.6867272586882374,0.7474174619690125,-0.2710186636889155,0.009479279420502973,False,False,False
NATIVE,B136,TOP20,RANKED,10,0.14237620423201336,0.9741863013057128,-0.24003217139106847,1.1327402643243598,0.867330689948549,0.7463289071200829,-0.11284868202561604,0.012244244914349611,False,False,False
NATIVE,B136,TOP20,RANKED,25,0.12007524188827423,0.8404736653975294,-0.24152729611504187,0.9850811255638856,0.7421965314750927,0.7463289071200829,-0.23581046862845823,-0.008616902708822982,False,False,False
NATIVE,B136,TOP40,RANKED,10,0.12947308025566584,1.0522302612461365,-0.19865904981775917,1.1618034966536228,0.9669922483693933,0.7395827428340132,-0.03480472208519236,-0.0006588790619979079,False,True,False
NATIVE,B136,TOP40,RANKED,25,0.1129685277819843,0.9321161564333482,-0.19974891479959167,1.0302395197248528,0.8556147529094325,0.7395827428340132,-0.14416797759263944,-0.015723616815112917,False,False,False
NATIVE,B136,TOP20V,RANKED,10,0.08487548302835246,0.8226783308779586,-0.1990841976493546,1.0300275928962825,0.6527809373262512,0.7490892660132358,-0.26435665245337026,-0.04525647628931129,False,False,False
NATIVE,B136,TOP20V,RANKED,25,0.055831371234492,0.5655202452386265,-0.20142290624054593,0.7481750246789682,0.41456642822717055,0.7490892660132358,-0.5107638887873611,-0.07286077336260521,False,False,False
NATIVE,B136,TOP20B3,RANKED,10,0.14356597030397888,0.9856303757849837,-0.22151787929685196,1.1360310486152818,0.8836330567287682,0.7461597722938432,-0.10140460754634517,0.013434010986315137,False,False,False
NATIVE,B136,TOP20B3,RANKED,25,0.12132029628647678,0.8516322044977834,-0.22322379937138392,0.9883485208374585,0.7582054168452118,0.7461597722938432,-0.22465192952820423,-0.0073718483106204324,False,False,False
NATIVE,B136,LOWVOL20,RANKED,10,0.05027262892107087,0.8152888130939466,-0.15157327919865626,0.9691639095505038,0.7187047424428221,0.7500829958514958,-0.27174617023738223,-0.07985933039659288,False,False,False
NATIVE,B136,LOWVOL20,RANKED,25,0.02729217487343072,0.46008122006084556,-0.15430049716564742,0.549006983405507,0.40389898337934316,0.7500829958514958,-0.6162029139651422,-0.1013999697236665,False,False,False
NATIVE,SMALL439,EWALL,CONTROL,10,0.1018177783174512,0.6781352696586775,-0.36166373582084066,0.7970199840580426,0.6139801956312058,0.7501008892339183,0.0,0.0,False,False,False
NATIVE,SMALL439,EWALL,CONTROL,25,0.09894356898141066,0.6620350100338483,-0.36426007858275056,0.7792038123461951,0.5986138224529451,0.7501008892339183,0.0,0.0,False,False,False
NATIVE,SMALL439,RULESV2,GATE,10,0.03803686076484869,0.5710244752159083,-0.14703625800009068,0.5682458981113394,0.5757362229674686,0.3771565135860125,-0.10711079444276927,-0.06378091755260251,False,False,False
