panel,dial,value,bps,turn_yr,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe,fail4a,fail4b,pass4a,pass4b
U56,N,3.0,0,27.632896105904695,0.32579800676469683,1.136449220121474,-0.3233700799757169,1.1172974352554546,1.160238329323744,1.1531446944398132,0.3538131291733666,-0.3233700799757172,1.120582118752105,DD,DD,False,False
U56,N,3.0,5,27.632896105904695,0.3076412716497652,1.0879222208918449,-0.3272352667620779,1.0667107503089273,1.113105814245343,1.1066288044099617,0.33484705780634316,-0.32723526676207826,1.0688672626534255,DD,DD,False,False
U56,N,3.0,10,27.632896105904695,0.2897252419784786,1.0393084565119501,-0.33108044663182035,1.0160349055030042,1.0658881342650115,1.0600261283613266,0.31613815591012484,-0.3310804466318207,1.0170662757288018,DD,DD,False,False
U56,N,3.0,15,27.632896105904695,0.27204683102649896,0.9906177150322639,-0.33490571261742375,0.9652810961047626,1.0185941394777325,1.0133453288142775,0.2976830508725319,-0.33490571261742375,0.9651909053484523,DD,DD,False,False
U56,N,3.0,20,27.632896105904695,0.25460299032802336,0.9418598353845201,-0.33871115736670654,0.9144605711354478,0.9712327283958385,0.9665951188595053,0.2794784128257073,-0.338711157366706,0.9132529477745857,DD,"H1,DD",False,False
U56,N,3.0,25,27.632896105904695,0.2373907092178431,0.8930446974442322,-0.34249687314422117,0.8635846209077894,0.9238128395819681,0.9197842540332789,0.26152095412300747,-0.34249687314422106,0.861264234755819,DD,"H1,DD",False,False
U56,N,3.0,30,27.632896105904695,0.22040701437868804,0.8441822120238796,-0.3462629518326511,0.8126645644927464,0.8763434432161047,0.8729215241211,0.2438074288220704,-0.3462629518326509,0.8092366200679987,DD,"H1,OOS,DD",False,False
U56,N,5.0,0,23.481967557959194,0.24727154658872053,1.0520768697237783,-0.2665961204801821,1.0096972327402778,1.0945117005967422,1.0909177649959096,0.27407394415703723,-0.26659612048018166,1.0037242695045359,DD,DD,False,False
U56,N,5.0,5,23.481967557959194,0.23273431388809596,1.0026360972158082,-0.2732181595092147,0.9554546530774101,1.0488184216263052,1.044191495799339,0.2591874227516342,-0.27321815950921535,0.9502282189998222,DD,"H1,DD",False,False
U56,N,5.0,10,23.481967557959194,0.21836177369919363,0.9531235440707443,-0.2797827030880088,0.9011347477979456,1.003057957882169,0.9973961867299758,0.24446998096190709,-0.27978270308800945,0.8966567073235768,DD,"H1,DD",False,False
U56,N,5.0,15,23.481967557959194,0.20415211337491024,0.9035480644676754,-0.2862902307151248,0.846749232955768,0.9572372866682347,0.9505392890424301,0.22991975301977852,-0.28629023071512527,0.8430209970950981,DD,"H1,DD",False,False
U56,N,5.0,20,23.481967557959194,0.19010353963963467,0.8539185496353049,-0.29274121805259823,0.7923098675831307,0.9113634170792131,0.9036282875697842,0.21553489314884033,-0.2927412180525978,0.7893323922780484,DD,"H1,DD",False,False
U56,N,5.0,25,23.481967557959194,0.1762142783883489,0.8042439198810805,-0.29913613695535024,0.7378284409821664,0.8654433846430091,0.856670694748486,0.2013135753564801,-0.29913613695535,0.7356022262720965,DD,"H1,OOS,DD",False,False
U56,N,5.0,30,23.481967557959194,0.16248257448775227,0.7545331165768696,-0.30579045277535455,0.6833167599702609,0.8194842459268306,0.8096740446042673,0.18725399322809855,-0.3057904527753552,0.6818418499599154,DD,"H1,H2,OOS,DD",False,False
U56,N,8.0,0,19.934947322307046,0.20618753892742125,1.0305628007318288,-0.21802920041990037,1.0269688416229388,1.0394903261841106,1.06799504210243,0.22725460072019077,-0.2159795274435704,0.9837526005853956,DD,DD,False,False
U56,N,8.0,5,19.934947322307046,0.19423928516870426,0.9813043816998007,-0.2258724015304988,0.973556628215487,0.9934894695716655,1.0220088687978903,0.21526203278914524,-0.2165327732364929,0.9297455323225103,DD,DD,False,False
U56,N,8.0,10,19.934947322307046,0.1824063894949739,0.9319824938699403,-0.23373389714910242,0.9200716852529764,0.9474318901368772,0.9759647108782915,0.20338370684042006,-0.2170857786840632,0.8756668919980066,DD,"H1,DD",False,False
U56,N,8.0,15,19.934947322307046,0.17068776679340814,0.8826049114902601,-0.24161996464104218,0.8665241171467902,0.9013238015320958,0.9298688328423493,0.19161856238808905,-0.21763854383506875,0.8215270380935128,DD,"H1,DD",False,False
U56,N,8.0,20,19.934947322307046,0.15908234189159987,0.8331794383393698,-0.2503228366734487,0.8129240664619325,0.8551714410692723,0.8837275233602296,0.17996554853513946,-0.2181910687382964,0.7673363673203843,DD,"H1,DD",False,False
U56,N,8.0,25,19.934947322307046,0.1475890494689176,0.7837139015617585,-0.25911569353624864,0.7592817043136867,0.8089810655032786,0.8375470909857767,0.16842362388905086,-0.2187433534425327,0.7131053046395721,DD,"H1,H2,OOS,DD",False,False
U56,N,8.0,30,19.934947322307046,0.1362068339686262,0.7342161454714424,-0.26780773514273715,0.7056072207212408,0.7627589467916391,0.7913338598446669,0.15699175647810648,-0.22100933542675227,0.658844293237932,DD,"H1,H2,OOS,DD",False,False
U56,N,10.0,0,18.46590127993506,0.19154816051199708,1.02589671624524,-0.229151844398632,1.0255343300699349,1.0324490233003851,1.0655695620083634,0.21190639982259807,-0.22915184439863223,0.9760727505341827,DD,DD,False,False
U56,N,10.0,5,18.46590127993506,0.1806126439155482,0.9770395001708804,-0.22955219631173462,0.9722407599436665,0.9870577513221037,1.0193212551764965,0.20076874684920876,-0.22955219631173496,0.923356543182196,DD,DD,False,False
U56,N,10.0,10,18.46590127993506,0.16977498959078718,0.928114570364593,-0.22995244296705264,0.9188636740461085,0.9416096116841025,0.9730118756781045,0.18973095867673684,-0.22995244296705275,0.8705622429336528,DD,"H1,DD",False,False
U56,N,10.0,15,18.46590127993506,0.15903434391641613,0.8791293472288212,-0.23035258436692152,0.8654129196610632,0.8961104255143645,0.9266475496679505,0.17879216203333148,-0.2303525843669214,0.8176994792518472,DD,"H1,DD",False,False
U56,N,10.0,20,18.46590127993506,0.14838986052559222,0.830091284736368,-0.23075262051367573,0.8118983944329815,0.8505660377562294,0.8802344299278807,0.16795149109136998,-0.23075262051367573,0.7647779276336576,DD,"H1,OOS,DD",False,False
U56,N,10.0,25,18.46590127993506,0.13784070024588524,0.7810078647654614,-0.2311525514096504,0.7583300372146806,0.8049823134179132,0.8337786917890597,0.15720808740562586,-0.2311525514096502,0.7118073007645026,DD,"H1,H2,OOS,DD",False,False
U56,N,10.0,30,18.46590127993506,0.12738603103972457,0.7318865913946204,-0.231552377057181,0.704717818842524,0.7593651337977038,0.7872865290257991,0.14656109985193555,-0.2315523770571809,0.6587973396090662,DD,"H1,H2,OOS,DD",False,False
U56,N,15.0,0,15.256949673145595,0.19320569355507788,1.1344855177099737,-0.2498185119678209,1.173961302386026,1.1080759303575787,1.168406527720451,0.21140250316199882,-0.2498185119678208,1.0930232794468329,DD,DD,False,False
U56,N,15.0,5,15.256949673145595,0.1841479921883875,1.0892964087056567,-0.25033547442697013,1.1236484665638644,1.0669510465450862,1.1268738841804635,0.20247527920881603,-0.25033547442697024,1.0425756880098305,DD,DD,False,False
U56,N,15.0,10,15.256949673145595,0.1751573640881141,1.0440510012490507,-0.2508522113878936,1.07326191792981,1.0257814725651286,1.0852934126068272,0.19361223214295253,-0.2508522113878936,0.9920581929606545,DD,DD,False,False
U56,N,15.0,15,15.256949673145595,0.16623332491509668,0.99875504419084,-0.25136872289723633,1.022809617598382,0.9845715250009628,1.043669570734489,0.1848129120664186,-0.25136872289723655,0.941478786584156,DD,DD,False,False
U56,N,15.0,20,15.256949673145595,0.15737539373933918,0.9534143080755882,-0.2518850090016457,0.9722995622511713,0.9433255345639717,1.0020068317289201,0.17607687215555634,-0.2518850090016459,0.8908454951311967,DD,DD,False,False
U56,N,15.0,25,15.256949673145595,0.14858309301663009,0.908034581467335,-0.25240106974776666,0.9217397778025794,0.9020478438187423,0.9603096817832016,0.16740366864057243,-0.252401069747767,0.8401663724537224,DD,"H1,DD",False,False
U56,N,15.0,30,15.256949673145595,0.13985594856531924,0.8626216672551054,-0.2529169051822471,0.8711383130246141,0.8607428048973351,0.9185826177029992,0.15879286078520005,-0.2529169051822471,0.7894494936007592,DD,"H1,DD",False,False
U56,N,20.0,0,12.832255465220616,0.18400323971140575,1.1754520967032491,-0.23868804284348255,1.1777166843516358,1.1801517026108355,1.2468787532155619,0.2074996618353302,-0.23868804284348244,1.0825782247727582,DD,DD,False,False
U56,N,20.0,5,12.832255465220616,0.17643850867616018,1.1338733181977312,-0.23923853525107497,1.133001313076762,1.1410156972945615,1.207596063397457,0.19983172431968965,-0.23923853525107497,1.0376993555485594,DD,DD,False,False
