panel,n,arm,cost_bps,held_gross,target_gross,gross_err,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,IS_Sharpe,OOS_CAGR,OOS_MaxDD,fail_4a,fail_4b,pass_4a,pass_4b
U56,5,FIXEDTOT,10,0.7411050184279349,0.7407166123778502,0.00038840605008461093,0.1652061375415652,0.9503304315665875,-0.21579769605690724,0.899109009800631,0.9996196866502134,0.9938219468088981,0.8949527757590489,0.1845065829966246,-0.21579769605690757,"H1,H2,DD","H1,DD",False,False
U56,5,FIXEDTOT,25,0.7411050184279349,0.7407166123778502,0.00038840605008461093,0.134820906310829,0.8013544778471435,-0.23163348264917827,0.735609224563,0.8619711520731331,0.8530602868988444,0.7336962844892237,0.1535415546698471,-0.23163348264917738,"H1,H2,DD","H1,OOS,DD",False,False
U56,5,NORM,10,0.7503990969476793,0.75,0.0003990969476792561,0.16180663459267053,0.921298262135641,-0.21508779934709854,0.8869671767269014,0.9567126321357526,0.9548649157256924,0.8800334760721208,0.17956737261751576,-0.2150877993470981,"H1,H2,DD","H1,DD",False,False
U56,5,NORM,25,0.7503990969476793,0.75,0.0003990969476792561,0.13000713067022618,0.7673979827153918,-0.23257256077396848,0.7188555826652729,0.8135064925471623,0.8086210483326352,0.7142876322049375,0.1468752189114666,-0.23257256077396848,"H1,H2,DD","H1,H2,OOS,DD",False,False
U56,10,FIXEDTOT,10,0.737140205115284,0.7370521172638437,8.808785144032161e-05,0.1282617408887945,0.9266774225334887,-0.1753816847361247,0.917565365615771,0.9400360481074402,0.9713031870409113,0.869492913191664,0.14305486648974686,-0.17538168473612448,"H1,H2,DD",H1,False,False
U56,10,FIXEDTOT,25,0.737140205115284,0.7370521172638437,8.808785144032161e-05,0.10506516277524702,0.7794010173940027,-0.17635013913168018,0.7568916268155192,0.8032167025289266,0.8318886878952484,0.7105850053774421,0.11951898530810046,-0.17635013913167996,"H1,H2,DD","H1,H2,OOS,CAGR",False,False
U56,10,NORM,10,0.7503119742244475,0.75,0.0003119742244475088,0.13075815842605842,0.9304560126265969,-0.17538168473612448,0.9033548071341636,0.959397455748533,0.9889767297062282,0.8540256684012727,0.14862635585474715,-0.1753816847361248,"H1,H2,DD",H1,False,False
U56,10,NORM,25,0.7503119742244475,0.75,0.0003119742244475088,0.10613393813112326,0.776684383304833,-0.1763501391316804,0.7378762999371136,0.8144634966801129,0.84136185434665,0.6908003337234173,0.12315623722539648,-0.17635013913168007,"H1,H2,DD","H1,H2,OOS,CAGR",False,False
U56,20,FIXEDTOT,10,0.7168121231366669,0.7167345276872964,7.759544937047114e-05,0.1265975390868721,1.0921370773594148,-0.1830834120957815,1.0882812215237694,1.1015455469867483,1.1679914276771575,0.9928993750331973,0.14360571775847464,-0.1830834120957816,"H1,H2,DD",-,False,True
U56,20,FIXEDTOT,25,0.7168121231366669,0.7167345276872964,7.759544937047114e-05,0.11044653509348135,0.9668309297197248,-0.18440704734541347,0.9535521528089737,0.9835766120951388,1.0495602857825128,0.8577201295316533,0.1273070413346047,-0.18440704734541336,"H1,H2,DD",H1,False,False
U56,20,NORM,10,0.750284174969652,0.75,0.00028417496965205125,0.12788473268230716,1.0635401451844069,-0.1830834120957815,1.0681705978899192,1.066390163678857,1.1306969648831255,0.9759423221787982,0.14453582507655938,-0.1830834120957816,"H1,H2,DD",-,False,True
U56,20,NORM,25,0.750284174969652,0.75,0.00028417496965205125,0.10943777126607523,0.9258528454347059,-0.18440704734541336,0.9231790939009946,0.9340027555681945,0.9985107854581101,0.8300734348994078,0.12559117123906627,-0.18440704734541358,"H1,H2,DD",H1,False,False
U56,30,FIXEDTOT,10,0.6880600257451867,0.688056460369164,3.5653760226406206e-06,0.11025024393899718,1.0984324791527347,-0.1656231735463718,1.0256501892228913,1.1665107779659856,1.2382619008595206,0.9171020780113777,0.13021856898837436,-0.16562317354637157,"H1,H2,DD",-,False,True
U56,30,FIXEDTOT,25,0.6880600257451867,0.688056460369164,3.5653760226406206e-06,0.09870045765397917,0.993715518878102,-0.16676852016030852,0.9171701478496228,1.0647758319150327,1.1364819572669067,0.8083715203240415,0.11839573565631056,-0.16676852016030896,"H1,H2,DD","H1,CAGR",False,False
U56,30,NORM,10,0.75024905719844,0.75,0.00024905719844003915,0.11521133306846476,1.053164746478968,-0.17467887641809243,1.0207638679800624,1.0859377315781873,1.1530281549466137,0.9231837953203341,0.1324128780360585,-0.17467887641809232,"H1,H2,DD",-,False,True
U56,30,NORM,25,0.75024905719844,0.75,0.00024905719844003915,0.09978710293072535,0.9252885285705956,-0.17629547172495286,0.8905065177310817,0.9595688731410765,1.0281637632359033,0.791048327677229,0.1165387344878277,-0.17629547172495286,"H1,H2,DD","H1,CAGR",False,False
U56,40,FIXEDTOT,10,0.647740459931684,0.6476791530944626,6.130683722149755e-05,0.09693359270200652,1.1237480129264121,-0.13972405316382186,1.0729492014222848,1.172181904171983,1.2662592445383687,0.9417869388841175,0.11325799452043239,-0.13972405316382186,"H1,H2,DD",CAGR,False,False
U56,40,FIXEDTOT,25,0.647740459931684,0.6476791530944626,6.130683722149755e-05,0.08870878422890449,1.0359078410043792,-0.14070773331084907,0.9859288750587416,1.0833942479818586,1.1775634956147953,0.854991414397613,0.10460675873171277,-0.14070773331084918,"H1,H2,DD",CAGR,False,False
U56,40,NORM,10,0.750222130876945,0.75,0.00022213087694500366,0.10729700779081641,1.0506671507742882,-0.1666344983733371,1.049923671804273,1.0549640595061787,1.135862001199953,0.941533195312837,0.12036735688960354,-0.16663449837333733,"H1,H2,DD",-,False,True
U56,40,NORM,25,0.750222130876945,0.75,0.00022213087694500366,0.0933842975655288,0.9261640476895078,-0.16830341290188067,0.9264811237960042,0.9290768876528769,1.012324398808312,0.8156665813538626,0.10599351336183815,-0.16830341290188044,"H1,H2,DD","H1,CAGR",False,False
