panel,cadence,G,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_H1,oos_H2,pass4b_full,pass4b_oos,binding_full,binding_oos
U56,W,0.75,0,0.08811251342010373,1.2260252914443186,-0.1202982722439756,1.2528606897278358,1.2054816006150753,0.09650855698784033,1.3011538835614869,-0.12029827224397549,1.4529605016896692,1.1341552196876519,False,False,CAGR,CAGR
U56,W,1.0,0,0.11793923393345063,1.2257100507953582,-0.15879014033027272,1.253241268928925,1.2046024039747392,0.12936485510587525,1.3003274591187373,-0.15879014033027272,1.4506352985553195,1.1349206179446325,True,True,-,-
U56,W,0.75,5,0.08714827947289083,1.2135139905502261,-0.12042392455732664,1.2402575878212923,1.1930158912609061,0.09552975273423114,1.2888900709174087,-0.12042392455732642,1.4424947686501892,1.1197953210442289,False,False,CAGR,CAGR
U56,W,1.0,5,0.11662576794565149,1.2132709430523325,-0.15895011372258516,1.2407146579246007,1.1922048087040598,0.12802748231695738,1.2881300300740304,-0.15895011372258516,1.44024702993271,1.1206109936447,True,True,-,-
U56,W,0.75,10,0.08618487105855244,1.2009973252288961,-0.12054956914840909,1.2276487488133896,1.1805451084990706,0.09455179369762767,1.276620821629499,-0.12054956914840886,1.4320246562487922,1.1054285165424746,False,False,CAGR,CAGR
U56,W,1.0,10,0.11531379250731555,1.200826523632654,-0.1591100739598582,1.2281823490645882,1.17980220286604,0.12669164118494414,1.2759272265148862,-0.1591100739598581,1.4298544480305198,1.1062945051601094,True,True,-,-
U56,W,0.75,25,0.08329959218379979,1.1634169008168884,-0.12092645658916623,1.1897897190855395,1.1431039610729623,0.09162298082962983,1.2397820432399693,-0.12092645658916645,1.400589145390589,1.0622889724955107,False,False,CAGR,CAGR
U56,W,1.0,25,0.11138679315131172,1.1634631374749465,-0.15958987574399808,1.1905531282192168,1.142565948305884,0.12269329076695823,1.2392881437078005,-0.15958987574399786,1.3986519129683268,1.0633061438169973,True,True,-,-
U56,W,0.75,50,0.0785072410614176,1.1006920077540137,-0.12155444788885694,1.1265944498526421,1.080615924277626,0.08675846457990266,1.1782902071194379,-0.12155444788885716,1.348119345497636,0.9902731742079108,False,False,CAGR,CAGR
U56,W,1.0,50,0.10487145298750167,1.1011008803587237,-0.16038928230730998,1.1277414992478094,1.0804205162582374,0.11605984848948858,1.1781302412849795,-0.16038928230730964,1.3465716133631729,0.9915430059348502,False,True,CAGR,-
