panel,band,gross,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dTurn,dTick,cand4b,cap4b,idxg4b,ewbh4b,idxg_DD,cand_DD,ewbh_DD
U56,0.03,1.0,0.0,-0.03676408611228621,-0.10413617667764852,-0.00588854212520018,-0.0562412323117214,-0.4770835376644539,0.18140495867768602,False,True,False,False,-0.2358561650928397,-0.2299676229676395,-0.29162947210697243
U56,0.03,1.0,10.0,-0.03349395246624898,-0.08758798010702096,-0.004489529000809234,-0.04087024192652211,-0.4770835376644539,0.18140495867768602,False,True,False,False,-0.23592910943802092,-0.2314395804372117,-0.2917896524646624
U56,0.03,1.0,25.0,-0.028645734865441197,-0.06319510509946014,-0.002393729650583709,-0.018268889291432,-0.4770835376644539,0.18140495867768602,False,True,False,False,-0.2360385176614186,-0.23364478801083488,-0.2920298708461485
U56,0.03,1.0,50.0,-0.020715859900660938,-0.02358096146763533,0.0010920194403806205,0.01828196498175938,-0.4770835376644539,0.18140495867768602,False,True,False,False,-0.23622084258311504,-0.23731286202349566,-0.29243009576393564
U56,0.05,0.75,0.0,-0.032292254705452716,-0.10360091900123392,0.003987083923319146,-0.152838077407359,-0.4944741450493543,0.18845928038245408,True,True,False,False,-0.17642107877808366,-0.1804081627014028,-0.22090293626211466
U56,0.05,0.75,10.0,-0.03019524378060434,-0.09003002855151343,0.005069527197309465,-0.14150867248366605,-0.4944741450493543,0.18845928038245408,True,True,False,False,-0.17650591684570938,-0.18157544404301884,-0.22110281258395215
U56,0.05,0.75,25.0,-0.02707251708290892,-0.0699572257865757,0.00669171738217611,-0.12483136041132137,-0.4944741450493543,0.18845928038245408,True,True,False,False,-0.17663316474307234,-0.18332488212524845,-0.22140255513681217
U56,0.05,0.75,50.0,-0.02192838271702824,-0.037207877018773816,0.009391436830047728,-0.09781883452635243,-0.4944741450493543,0.18845928038245408,True,False,False,False,-0.17684522002880787,-0.1862366568588556,-0.22190193428732818
U56,0.05,1.0,0.0,-0.04348577233916351,-0.1093849117581438,0.0037791631449841656,-0.16148704627906496,-0.49809946010951345,0.21993916087929755,False,True,False,False,-0.2358561650928397,-0.23963532823782385,-0.29162947210697243
U56,0.05,1.0,10.0,-0.04069694205589047,-0.09640789069086275,0.005120213133633755,-0.15076212434396186,-0.49809946010951345,0.21993916087929755,False,True,False,False,-0.23592910943802092,-0.24104932257165468,-0.2917896524646624
U56,0.05,1.0,25.0,-0.036552172109284964,-0.07722197022472788,0.007129535858883429,-0.13498661014651026,-0.49809946010951345,0.21993916087929755,False,True,False,False,-0.2360385176614186,-0.24316805352030202,-0.2920298708461485
U56,0.05,1.0,50.0,-0.02974606687499648,-0.045940474765259975,0.01047240448879272,-0.10946292212975961,-0.49809946010951345,0.21993916087929755,False,True,False,False,-0.23622084258311504,-0.24669324707190776,-0.29243009576393564
U56,0.1,0.75,0.0,-0.04241562652433961,-0.2343123309376156,-0.00785007073982058,-0.24891755209056554,-0.34890777595172906,0.15916867672631407,True,True,False,False,-0.1862736070887293,-0.17842353634890873,-0.22090293626211466
U56,0.1,0.75,10.0,-0.041425648334590726,-0.22848396539950144,-0.009762487300374434,-0.24444529353908995,-0.34890777595172906,0.15916867672631407,True,True,False,False,-0.18908900698235076,-0.17932651968197633,-0.22110281258395215
U56,0.1,0.75,25.0,-0.03994902130244915,-0.21992487235872815,-0.012620101687412455,-0.23799866905945044,-0.34890777595172906,0.15916867672631407,True,True,False,False,-0.19330049085176493,-0.18068038916435247,-0.22140255513681217
U56,0.1,0.75,50.0,-0.03751013449374274,-0.20611482764644806,-0.01735349147909815,-0.22790215023056404,-0.34890777595172906,0.15916867672631407,True,True,False,False,-0.2002887155118006,-0.18293522403270246,-0.22190193428732818
U56,0.1,1.0,0.0,-0.05758487841754656,-0.236898278839067,-0.025145363611097094,-0.25371510151010535,-0.35062323625760217,0.18997437447813192,False,True,False,False,-0.26216504617765524,-0.23701968256655814,-0.29162947210697243
U56,0.1,1.0,10.0,-0.056283913879209946,-0.23147536699700144,-0.027333496028048354,-0.2497864367536322,-0.35062323625760217,0.18997437447813192,False,True,False,False,-0.26544084371918675,-0.2381073476911384,-0.2917896524646624
U56,0.1,1.0,25.0,-0.05434624318668746,-0.22352066033489892,-0.030599888683955356,-0.2441478165756642,-0.35062323625760217,0.18997437447813192,False,True,False,False,-0.2703378927351985,-0.23973800405124313,-0.2920298708461485
U56,0.1,1.0,50.0,-0.05115337029399991,-0.210709508956052,-0.03600181986467432,-0.23537934888199763,-0.35062323625760217,0.18997437447813192,False,True,False,False,-0.27845534164090635,-0.24245352177623203,-0.29243009576393564
B136,0.0,0.75,0.0,-0.027258253464329973,-0.09249463692540805,0.0014470238880089914,-0.09611755503611352,-0.46391782788254743,0.2094807477586036,True,True,False,False,-0.19366161694406958,-0.19510864083207857,-0.24950213795432208
B136,0.0,0.75,10.0,-0.023034691289995468,-0.06571200875443428,0.0010112595723991147,-0.06556790806629387,-0.46391782788254743,0.2094807477586036,True,True,False,False,-0.19610315531243194,-0.19711441488483106,-0.2496974868545061
B136,0.0,0.75,25.0,-0.01679930528220641,-0.026151345783553825,0.0003584665452867064,-0.02021381491951002,-0.46391782788254743,0.2094807477586036,False,False,False,False,-0.1997584690919878,-0.2001169356372745,-0.2499904387649885
B136,0.0,0.75,50.0,-0.006669680189131499,0.03852832169219744,0.005911415945187737,0.054365998736666254,-0.46391782788254743,0.2094807477586036,False,False,False,False,-0.2058320099918538,-0.21174342593704154,-0.2504785014858515
B136,0.0,1.0,0.0,-0.03676195639812008,-0.09814228588236729,0.0015691918665338145,-0.10338055519112932,-0.4653335936993972,0.2114383789170633,False,False,False,False,-0.2579469022931219,-0.2595160941596557,-0.32706392159329245
B136,0.0,1.0,10.0,-0.031004886292197664,-0.07184416219068968,0.0010074047183240564,-0.07336808400730921,-0.4653335936993972,0.2114383789170633,False,False,False,False,-0.2610197002481809,-0.26202710496650494,-0.32721538557962493
B136,0.0,1.0,25.0,-0.022546725882903518,-0.032995816803712996,0.00016634106445767571,-0.02880727050379739,-0.4653335936993972,0.2114383789170633,False,False,False,False,-0.26561686207171,-0.26578320313616766,-0.3274425325447611
B136,0.0,1.0,50.0,-0.008914053833723568,0.03053296410239903,-0.0012310710775220723,0.044485808422581985,-0.4653335936993972,0.2114383789170633,False,False,False,False,-0.2732467075650691,-0.272015636487547,-0.3278209801418428
B136,0.03,0.75,0.0,-0.025579938448734962,-0.0837676902423039,-0.012235168655488238,-0.09004557742126962,-0.4430247448403536,0.20026486168334312,True,True,False,False,-0.19190115947237263,-0.1796659908168844,-0.24950213795432208
B136,0.03,0.75,10.0,-0.023071838692145352,-0.06755248284296744,-0.010863612704219316,-0.0728594979182946,-0.4430247448403536,0.20026486168334312,True,True,False,False,-0.19198636692516502,-0.1811227542209457,-0.2496974868545061
B136,0.03,0.75,25.0,-0.01934848887668683,-0.04368953805850473,-0.008808841291105818,-0.04746875362156544,-0.4430247448403536,0.20026486168334312,True,True,False,False,-0.1921141683447889,-0.18330532705368308,-0.2499904387649885
B136,0.03,0.75,50.0,-0.013245464057596301,-0.004994327151917832,0.0009010787352667915,-0.006071999160852992,-0.4430247448403536,0.20026486168334312,False,False,False,False,-0.1923271446864364,-0.1932282234217032,-0.2504785014858515
B136,0.03,1.0,0.0,-0.034478435793139806,-0.08950549507200845,-0.01566517149105051,-0.09638727004236136,-0.44614199468891014,0.2017361937465294,False,False,False,False,-0.25578676217047136,-0.24012159067942085,-0.32706392159329245
B136,0.03,1.0,10.0,-0.031094344330014456,-0.07374053636408096,-0.013915637353150823,-0.07960754709967555,-0.44614199468891014,0.2017361937465294,False,False,False,False,-0.2558580448743555,-0.24194240752120466,-0.32721538557962493
B136,0.03,1.0,25.0,-0.02608563835513511,-0.05054031315562635,-0.011295548028103619,-0.054815262784473684,-0.44614199468891014,0.2017361937465294,False,False,False,False,-0.255964960890829,-0.24466941286272537,-0.3274425325447611
B136,0.03,1.0,50.0,-0.017915603769053545,-0.012919459989396587,-0.006939956234994105,-0.014388770958294939,-0.44614199468891014,0.2017361937465294,False,False,False,False,-0.2561431328143262,-0.2492031765793321,-0.3278209801418428
B136,0.05,0.75,0.0,-0.02326176029604632,-0.06259530968543281,-0.002554019873859281,-0.17496491177191276,-0.508212364981492,0.20049357890407205,True,True,False,False,-0.19190115947237252,-0.18934713959851324,-0.24950213795432208
B136,0.05,0.75,10.0,-0.02100537817774817,-0.04723210345055073,-0.0012075485546887421,-0.16050452325323916,-0.508212364981492,0.20049357890407205,True,True,False,False,-0.19198636692516502,-0.19077881837047628,-0.2496974868545061
B136,0.05,0.75,25.0,-0.01764654257912368,-0.024437809212634054,0.000809865967750234,-0.13906512867220044,-0.508212364981492,0.20049357890407205,True,True,False,False,-0.1921141683447889,-0.19292403431253913,-0.2499904387649885
B136,0.05,0.75,50.0,-0.012116678219240784,0.012921456091581685,0.003923979398693711,-0.10395647389092522,-0.508212364981492,0.20049357890407205,False,False,False,False,-0.19256927893137454,-0.19649325833006825,-0.2504785014858515
B136,0.05,1.0,0.0,-0.031200916734922535,-0.06739629798527424,-0.0035255093698152162,-0.18135999041494366,-0.5134030789719857,0.2132629731414979,False,False,False,False,-0.2557867621704716,-0.25226125280065637,-0.32706392159329245
B136,0.05,1.0,10.0,-0.0282042284726729,-0.05266812665059928,-0.0018534073763307735,-0.16751602215205186,-0.5134030789719857,0.2132629731414979,False,False,False,False,-0.2558580448743555,-0.2540046374980247,-0.32721538557962493
B136,0.05,1.0,25.0,-0.02375261002974227,-0.030823232786807653,0.0006511747928197309,-0.14699678701608554,-0.5134030789719857,0.2132629731414979,False,False,False,False,-0.255964960890829,-0.2566161356836487,-0.3274425325447611
B136,0.05,1.0,50.0,-0.016448099446604747,0.004962562471942711,0.004291460586961171,-0.11340826277657101,-0.5134030789719857,0.2132629731414979,False,False,False,False,-0.25666763523629077,-0.26095909582325194,-0.3278209801418428
B136,0.1,0.75,0.0,-0.03350774310030524,-0.18094090798573248,0.005871005017566766,-0.23213272753071357,-0.36330600945081715,0.1862253009311834,True,True,False,False,-0.19190115947237252,-0.19777216448993928,-0.24950213795432208
B136,0.1,0.75,10.0,-0.03242911075340649,-0.17407577611287683,0.00686596571802911,-0.2262820478912848,-0.36330600945081715,0.1862253009311834,True,True,False,False,-0.1919863669251649,-0.19885233264319402,-0.2496974868545061
B136,0.1,0.75,25.0,-0.03082065203294726,-0.16394077925151007,0.008357521921626976,-0.21771838797001652,-0.36330600945081715,0.1862253009311834,True,True,False,False,-0.19211416834478923,-0.2004716902664162,-0.2499904387649885
B136,0.1,0.75,50.0,-0.028165090561715234,-0.14745485103920164,0.010841090132762132,-0.20396806088900243,-0.36330600945081715,0.1862253009311834,False,True,False,False,-0.19232714468643686,-0.203168234819199,-0.2504785014858515
B136,0.1,1.0,0.0,-0.04544438299935294,-0.18239604385779584,0.006933504002732405,-0.23532005287337998,-0.3667051987326235,0.1987651770754435,False,False,False,False,-0.25578676217047125,-0.26272026617320365,-0.32706392159329245
B136,0.1,1.0,10.0,-0.04403006691015654,-0.17598055039446936,0.008160497202548522,-0.23001351033398776,-0.3667051987326235,0.1987651770754435,False,False,False,False,-0.2558580448743556,-0.2640185420769041,-0.32721538557962493
B136,0.1,1.0,25.0,-0.041924230337028856,-0.16651746087943609,0.009999754906713676,-0.22225986222576433,-0.3667051987326235,0.1987651770754435,False,False,False,False,-0.2559649608908292,-0.2659647157975429,-0.3274425325447611
B136,0.1,1.0,50.0,-0.038456004141506295,-0.15114590984547005,0.013061900087242617,-0.2098440332502458,-0.3667051987326235,0.1987651770754435,False,False,False,False,-0.2561431328143261,-0.2692050329015687,-0.3278209801418428
