arm,pool,rank,k,cost_bps,seed,turn_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,LEG_CAGR,LEG_Sharpe,LEG_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SEL_LEG,SEL_FULL,SEL_OOS,keep4a,keep4b
REFERENCE,,SPY,,10.0,,,0.15122886437149563,0.8843572985123862,-0.3371595330739302,0.9570737071317844,0.8249143544295503,0.16361542470672719,0.8377655489435957,-0.22058362096015105,0.1495976200199005,0.8986624857599308,-0.22058362096015105,0.15173364285668045,0.8695727915833684,-0.3371595330739302,-0.0747983988240325,0.09047127227608165,0.18739773212571254,False,False
REFERENCE,,RSP,,10.0,,,0.14198105878990686,0.7938860262363046,-0.3904025643443009,0.9406757126578803,0.6501560526401895,0.2119412788336008,0.9125639477676282,-0.24817518248175197,0.17461543385569644,0.9172826984213761,-0.24817518248175197,0.11495749018372425,0.6821750594576559,-0.390402564344301,0.0,0.0,0.0,False,False
REFERENCE,,LIVE,,10.0,,2.0111459572387926,0.07958992027840184,1.0972023061715337,-0.12241069123223436,1.2295511956034644,0.966907033404254,0.07416940426369534,0.9307516253821232,-0.07898347296561259,0.08095012587409567,1.092172960863223,-0.07898347296561259,0.07821917697113556,1.0982104074439103,-0.12241069123223403,0.018187677614495024,0.30331627993522914,0.4160353479862544,False,False
REFERENCE,,ANSWERKEY20,,10.0,,1.0899606415906828,0.2328878912097212,1.3723495800114731,-0.24458796765096447,1.5331977113181503,1.2503691771099075,0.21689318767307575,1.2082480576334529,-0.1381874187019776,0.22981547378771006,1.4432646428351723,-0.1381874187019776,0.23467525921771948,1.3208953629853706,-0.2445879676509638,0.2956841098658247,0.5784635537751686,0.6387203035277147,False,False
REFERENCE,,POOL100EW,,10.0,,0.9301861069872213,0.16248449045228863,1.1740858208122442,-0.26405051533078083,1.318547322121558,1.0429828633357512,0.1848392238613521,1.1239693383772151,-0.1671417075905255,0.17083503191230642,1.2281873616998833,-0.1671417075905255,0.155017446026112,1.125278992037798,-0.2640505153307804,0.21140539060958696,0.38019979457593966,0.443103932580142,False,False
VINTAGE,POOL100,MOM12_1,10.0,10.0,,11.377751764663614,0.23678010107266734,1.1646625707522646,-0.2815537147580087,1.398775125505541,1.0133264447812846,0.22146105914823133,1.189570138993845,-0.16997410993394013,0.23089948489369938,1.3065179540613325,-0.16997410993394013,0.24151344403636,1.089577814310882,-0.2815537147580087,0.2770061912262167,0.3707765445159601,0.4074027548532262,False,False
VINTAGE,POOL100,MOM12_1,20.0,10.0,,9.982749860407298,0.18481730618913406,1.0915823275455105,-0.2669597842624185,1.222823381409276,1.0016306746397405,0.15630178845451992,0.9573210120596268,-0.1541618214035586,0.17179971708681374,1.130197629849335,-0.15971565266080145,0.19511337284387076,1.070725132509268,-0.2669597842624184,0.04475706429199866,0.297696301309206,0.38855007305161204,False,False
VINTAGE,POOL100,MOM12_1,30.0,10.0,,8.465559697046901,0.17311460062519202,1.1142920122661395,-0.2747187251859461,1.2856123792100087,0.986161441261468,0.16410578305299017,1.0458111541090649,-0.1536153630463014,0.1684224362781408,1.1767847841770267,-0.1536153630463014,0.17655434508675527,1.0730695915147768,-0.27471872518594576,0.13324720634143672,0.32040598602983494,0.3908945320571209,False,False
VINTAGE,POOL100,MOM12_1,40.0,10.0,,7.223879491619343,0.15830222920903791,1.086239595812829,-0.2677843901611848,1.2362029430552908,0.969149270124364,0.1518496802668563,1.0076220876875237,-0.1456776345520494,0.15444519975473714,1.1298915238330978,-0.1456776345520494,0.16098584404948935,1.05461522911233,-0.26778439016118405,0.09505813991989553,0.2923535695765245,0.3724401696546742,False,False
VINTAGE,POOL100,GROWTH3Y,10.0,10.0,,5.564933248809049,0.17547791093361575,0.9419495891052024,-0.34930521557645355,1.1280524696948082,0.8855852895113807,0.0919638111705805,0.753896742282575,-0.1646605197811587,0.12686094824266592,0.945529628613948,-0.22801105518225961,0.21644294217024984,0.9786334839886937,-0.349305215576454,-0.1586672054850532,0.14806356286889788,0.29645842453103777,False,False
VINTAGE,POOL100,GROWTH3Y,20.0,10.0,,5.548985758816447,0.14371169342376522,0.9304027909742884,-0.3009440973825366,1.0828162882482861,0.8799795115929869,0.06752204347079083,0.6457610125985634,-0.15287301479481985,0.10340130639826484,0.8901381701751964,-0.18600683426426867,0.17753629421516393,0.9809734040333193,-0.3009440973825377,-0.2668029351690647,0.1365167647379838,0.29879834457566345,False,False
VINTAGE,POOL100,GROWTH3Y,30.0,10.0,,5.011074144205201,0.13231174453185535,0.9283985282261719,-0.25713933164692515,1.015919565288843,0.9106326636458464,0.06649816585058388,0.659229644169891,-0.13156103181927536,0.09048152013104427,0.8258063877181391,-0.15671419354867866,0.16743099833862574,1.0087170529068017,-0.25713933164692515,-0.2533343035977371,0.1345125019898673,0.3265419934491458,False,False
VINTAGE,POOL100,GROWTH3Y,40.0,10.0,,4.403504236264514,0.13042222550614269,0.9629053332977735,-0.2567481961828574,1.0573278003747184,0.9371800710526113,0.0572285158338508,0.5952988877551499,-0.12688011852517633,0.09312391992356428,0.8768095341681901,-0.14280612667925896,0.16154985647923215,1.0330246673616068,-0.2567481961828568,-0.31726506001247823,0.16901930706146895,0.3508496079039509,False,False
VINTAGE,POOL100,IVOL60,10.0,10.0,,10.669636182870747,0.09649533657005827,0.9808278845083597,-0.2155608547810367,1.309046813169273,0.7429745258221253,0.11772151337141779,1.2572102924490576,-0.12460196182306371,0.1105162904196706,1.2274770645135502,-0.12460196182306371,0.08509575702101246,0.8189519393624396,-0.21556085478103648,0.3446463446814294,0.18694185827205512,0.1367768799047837,False,False
