uni,book,cost,arm,kind,lag,dCAGR,dMaxDD,rate,dSharpe,lever,IS_dCAGR,IS_dMaxDD,IS_rate,OOS_dCAGR,OOS_dMaxDD,OOS_rate
universe.json(56),V1u,10.0,g200-dg,gate,t+1,0.14539786908713825,1.620419116034344,0.08972855704329806,-0.010644726588315834,0.40284729712308665,0.21702991444920716,-0.5762803540029227,,0.08515825996875392,1.620419116034555,0.05255323090556403
universe.json(56),V1u,10.0,g200-rw,gate,t+1,-0.33935670580780286,1.8442960694274868,-0.18400337745834225,0.01709030338208306,0.40284729712308665,0.3266740404963331,-0.06630141000959489,,-0.9021818698837558,1.8442960694275645,-0.4891740999934877
universe.json(56),V1u,10.0,band3-dg,gate,t+1,0.08513772389000529,1.1207339237437441,0.07596604518368451,-0.006308613669812391,0.40284729712308665,0.23290170657590537,-0.04992710900824093,,-0.03919062949182539,1.1207339237438219,-0.03496871885604099
universe.json(56),V1u,10.0,band3-rw,gate,t+1,-0.25639877771854724,2.050699931492639,-0.12502988554348016,0.013763332188388544,0.40284729712308665,0.4982638106864723,-0.00832858926381741,,-0.8946354070996865,2.0506999314926944,-0.4362585638984665
universe.json(56),V1u,10.0,abs12-dg,gate,t+1,0.14379179599659508,2.050699931492672,0.0701183989858191,-0.005914184819712842,0.40284729712308665,0.6378267589064901,-0.37718216995252796,,-0.27313768636356706,2.0506999314926833,-0.1331924198996549
universe.json(56),V1u,10.0,abs12-rw,gate,t+1,-0.11881753370637238,1.0737388265737335,-0.11065776030984681,-0.0017461993963633349,0.40284729712308665,0.4294177645067565,-1.5628847299128612,,-0.5816600785843118,1.1127651993404153,-0.5227159143088652
universe.json(56),V1u,10.0,vol60-dg,gate,t+1,0.0,0.0,,0.0,0.40284729712308665,0.0,0.0,,0.0,0.0,
universe.json(56),V1u,10.0,vol60-rw,gate,t+1,0.0,0.0,,0.0,0.40284729712308665,0.0,0.0,,0.0,0.0,
universe.json(56),V1u,10.0,v1gate-dg,gate,t+1,0.14539786908713825,1.620419116034344,0.08972855704329806,-0.010644726588315834,0.40284729712308665,0.21702991444920716,-0.5762803540029227,,0.08515825996875392,1.620419116034555,0.05255323090556403
universe.json(56),V1u,10.0,v1gate-rw,gate,t+1,-0.1556762339723905,1.8442960694274868,-0.08440956772234302,0.0013752933423393232,0.40284729712308665,0.3266740404963331,-0.06630141000959489,,-0.5626556092900525,1.8442960694275645,-0.3050787878459723
universe.json(56),V1u,10.0,stop15,stop,t+1,0.013317985419902811,-0.5243090329254629,,-0.0011692567161007972,0.40284729712308665,0.0,0.0,,0.02450635919188926,-0.5243090329254407,
universe.json(56),V1u,10.0,stop25,stop,t+1,0.0,0.0,,0.0,0.40284729712308665,0.0,0.0,,0.0,0.0,
universe.json(56),V1u,10.0,ddctl-8/.5/recover,dd,t+1,1.9979523676629585,3.035314991379412,0.6582355944398971,-0.12061804176000934,0.40284729712308665,1.3663386744120487,1.2936947570266089,1.0561522855301684,2.525761243142144,3.035314991379634,0.8321249195933091
universe.json(56),V1u,10.0,ddctl-8/.5/high,dd,t+1,2.58143839506082,3.6878485088013058,0.6999849340069253,-0.1468021056337534,0.40284729712308665,2.432017272889131,1.2936947570265422,1.8799003858367143,2.7066854180824107,3.6878485088012614,0.7339470185998018
universe.json(56),V1u,10.0,ebud-0.10,bud,t+1,3.548304845901895,6.359437860123373,0.5579588831508856,-0.11491885377683642,0.40284729712308665,2.258642636908448,6.257089110971503,0.36097338504385806,4.619967766621058,6.3594378601233625,0.7264742369117887
universe.json(56),V1u,10.0,ebud-0.20,bud,t+1,1.6214413439200825,1.7831008924695912,0.9093379689100988,-0.07375163188801892,0.40284729712308665,1.1251510926965302,0.5649756888426061,1.991503554783896,2.036636391064728,1.7831008924696246,1.1421879713401704
universe.json(56),V1u,10.0,g200-dg,gate,t+2,0.13606140723778637,1.0728798062327405,0.12681887239125691,-0.010345644327456549,0.3239574036350226,0.22374549464481142,-0.8094453466129359,,0.06229318796666661,1.0728798062327516,0.058061665067030505
universe.json(56),V1u,10.0,g200-rw,gate,t+2,-0.48548699591202116,5.304507126976854,-0.09152348828847931,0.03188210712625561,0.3239574036350226,0.04732974869379181,0.6297393707846766,0.07515767774661657,-0.9353318115446818,5.741379968277693,-0.16291062718590005
universe.json(56),V1u,10.0,band3-dg,gate,t+2,0.06043373446278366,0.6665990691836488,0.09065979425502933,-0.004238461154380313,0.3239574036350226,0.15745634120936103,0.1841047837475962,0.8552539374817678,-0.021189551822420327,0.6665990691837376,-0.03178755087127156
universe.json(56),V1u,10.0,band3-rw,gate,t+2,-0.4915816270664619,4.974263717994932,-0.09882500304278455,0.03628681696536118,0.3239574036350226,0.2084161891553027,0.29949596180275373,0.6958898140087925,-1.0834468603768022,5.953629884416312,-0.18198088920722727
universe.json(56),V1u,10.0,abs12-dg,gate,t+2,0.3166558309000589,1.7762711483403026,0.17826998496031032,-0.023478344840188514,0.3239574036350226,0.9490649269930707,-0.5119324998903552,,-0.21790221559487843,1.776271148340347,-0.12267395988415093
