key,gross,panel,arm,bps,pass4a,pass4a_v1,pass4b
COMP,0.75,B136,GATE_OFF,0,0,2,1
COMP,0.75,B136,GATE_OFF,5,0,2,1
COMP,0.75,B136,GATE_OFF,10,0,2,1
COMP,0.75,B136,GATE_OFF,15,0,2,1
COMP,0.75,B136,GATE_OFF,20,0,1,1
COMP,0.75,B136,GATE_OFF,25,0,1,1
COMP,0.75,B136,GATE_OFF,30,0,1,0
COMP,0.75,B136,GATE_ON,0,0,3,3
COMP,0.75,B136,GATE_ON,5,0,3,2
COMP,0.75,B136,GATE_ON,10,0,3,1
COMP,0.75,B136,GATE_ON,15,0,3,1
COMP,0.75,B136,GATE_ON,20,0,3,0
COMP,0.75,B136,GATE_ON,25,0,3,0
COMP,0.75,B136,GATE_ON,30,0,3,0
COMP,0.75,SMALL484,GATE_OFF,0,0,2,0
COMP,0.75,SMALL484,GATE_OFF,5,0,2,0
COMP,0.75,SMALL484,GATE_OFF,10,0,1,0
COMP,0.75,SMALL484,GATE_OFF,15,0,0,0
COMP,0.75,SMALL484,GATE_OFF,20,0,0,0
COMP,0.75,SMALL484,GATE_OFF,25,0,0,0
COMP,0.75,SMALL484,GATE_OFF,30,0,0,0
COMP,0.75,SMALL484,GATE_ON,0,0,0,0
COMP,0.75,SMALL484,GATE_ON,5,0,0,0
COMP,0.75,SMALL484,GATE_ON,10,0,0,0
COMP,0.75,SMALL484,GATE_ON,15,0,0,0
COMP,0.75,SMALL484,GATE_ON,20,0,0,0
COMP,0.75,SMALL484,GATE_ON,25,0,0,0
COMP,0.75,SMALL484,GATE_ON,30,0,0,0
COMP,0.75,U56,GATE_OFF,0,0,0,3
COMP,0.75,U56,GATE_OFF,5,0,0,3
COMP,0.75,U56,GATE_OFF,10,0,0,3
COMP,0.75,U56,GATE_OFF,15,0,0,2
COMP,0.75,U56,GATE_OFF,20,0,0,2
COMP,0.75,U56,GATE_OFF,25,0,0,2
COMP,0.75,U56,GATE_OFF,30,0,0,2
COMP,0.75,U56,GATE_ON,0,0,0,3
COMP,0.75,U56,GATE_ON,5,0,0,3
COMP,0.75,U56,GATE_ON,10,0,0,2
COMP,0.75,U56,GATE_ON,15,0,0,1
COMP,0.75,U56,GATE_ON,20,0,0,1
COMP,0.75,U56,GATE_ON,25,0,0,0
COMP,0.75,U56,GATE_ON,30,0,0,0
COMP,1.0,B136,GATE_OFF,0,0,0,0
COMP,1.0,B136,GATE_OFF,5,0,0,0
COMP,1.0,B136,GATE_OFF,10,0,0,0
COMP,1.0,B136,GATE_OFF,15,0,0,0
COMP,1.0,B136,GATE_OFF,20,0,0,0
COMP,1.0,B136,GATE_OFF,25,0,0,0
COMP,1.0,B136,GATE_OFF,30,0,0,0
COMP,1.0,B136,GATE_ON,0,0,0,0
COMP,1.0,B136,GATE_ON,5,0,0,0
COMP,1.0,B136,GATE_ON,10,0,0,0
COMP,1.0,B136,GATE_ON,15,0,0,0
COMP,1.0,B136,GATE_ON,20,0,0,0
COMP,1.0,B136,GATE_ON,25,0,0,0
COMP,1.0,B136,GATE_ON,30,0,0,0
COMP,1.0,SMALL484,GATE_OFF,0,0,1,0
COMP,1.0,SMALL484,GATE_OFF,5,0,1,0
COMP,1.0,SMALL484,GATE_OFF,10,0,1,0
COMP,1.0,SMALL484,GATE_OFF,15,0,0,0
COMP,1.0,SMALL484,GATE_OFF,20,0,0,0
COMP,1.0,SMALL484,GATE_OFF,25,0,0,0
COMP,1.0,SMALL484,GATE_OFF,30,0,0,0
COMP,1.0,SMALL484,GATE_ON,0,0,0,0
COMP,1.0,SMALL484,GATE_ON,5,0,0,0
COMP,1.0,SMALL484,GATE_ON,10,0,0,0
COMP,1.0,SMALL484,GATE_ON,15,0,0,0
COMP,1.0,SMALL484,GATE_ON,20,0,0,0
COMP,1.0,SMALL484,GATE_ON,25,0,0,0
COMP,1.0,SMALL484,GATE_ON,30,0,0,0
COMP,1.0,U56,GATE_OFF,0,0,0,1
COMP,1.0,U56,GATE_OFF,5,0,0,1
COMP,1.0,U56,GATE_OFF,10,0,0,1
COMP,1.0,U56,GATE_OFF,15,0,0,0
COMP,1.0,U56,GATE_OFF,20,0,0,0
COMP,1.0,U56,GATE_OFF,25,0,0,0
COMP,1.0,U56,GATE_OFF,30,0,0,0
COMP,1.0,U56,GATE_ON,0,0,0,1
COMP,1.0,U56,GATE_ON,5,0,0,1
COMP,1.0,U56,GATE_ON,10,0,0,1
COMP,1.0,U56,GATE_ON,15,0,0,1
COMP,1.0,U56,GATE_ON,20,0,0,1
COMP,1.0,U56,GATE_ON,25,0,0,1
COMP,1.0,U56,GATE_ON,30,0,0,1
V1KEY,0.75,B136,GATE_OFF,0,0,5,2
V1KEY,0.75,B136,GATE_OFF,5,0,5,1
V1KEY,0.75,B136,GATE_OFF,10,0,4,0
V1KEY,0.75,B136,GATE_OFF,15,0,3,0
V1KEY,0.75,B136,GATE_OFF,20,0,2,0
V1KEY,0.75,B136,GATE_OFF,25,0,1,0
V1KEY,0.75,B136,GATE_OFF,30,0,1,0
V1KEY,0.75,B136,GATE_ON,0,0,5,1
V1KEY,0.75,B136,GATE_ON,5,0,5,0
V1KEY,0.75,B136,GATE_ON,10,0,3,0
V1KEY,0.75,B136,GATE_ON,15,0,3,0
V1KEY,0.75,B136,GATE_ON,20,0,2,0
V1KEY,0.75,B136,GATE_ON,25,0,1,0
V1KEY,0.75,B136,GATE_ON,30,0,1,0
V1KEY,0.75,SMALL484,GATE_OFF,0,0,4,0
V1KEY,0.75,SMALL484,GATE_OFF,5,0,4,0
V1KEY,0.75,SMALL484,GATE_OFF,10,0,0,0
V1KEY,0.75,SMALL484,GATE_OFF,15,0,0,0
V1KEY,0.75,SMALL484,GATE_OFF,20,0,0,0
V1KEY,0.75,SMALL484,GATE_OFF,25,0,0,0
V1KEY,0.75,SMALL484,GATE_OFF,30,0,0,0
V1KEY,0.75,SMALL484,GATE_ON,0,0,4,0
V1KEY,0.75,SMALL484,GATE_ON,5,0,3,0
V1KEY,0.75,SMALL484,GATE_ON,10,0,0,0
V1KEY,0.75,SMALL484,GATE_ON,15,0,0,0
V1KEY,0.75,SMALL484,GATE_ON,20,0,0,0
V1KEY,0.75,SMALL484,GATE_ON,25,0,0,0
V1KEY,0.75,SMALL484,GATE_ON,30,0,0,0
V1KEY,0.75,U56,GATE_OFF,0,0,1,4
V1KEY,0.75,U56,GATE_OFF,5,0,1,2
V1KEY,0.75,U56,GATE_OFF,10,0,0,1
V1KEY,0.75,U56,GATE_OFF,15,0,0,0
V1KEY,0.75,U56,GATE_OFF,20,0,0,0
V1KEY,0.75,U56,GATE_OFF,25,0,0,0
V1KEY,0.75,U56,GATE_OFF,30,0,0,0
V1KEY,0.75,U56,GATE_ON,0,0,3,3
V1KEY,0.75,U56,GATE_ON,5,0,3,0
V1KEY,0.75,U56,GATE_ON,10,0,2,0
V1KEY,0.75,U56,GATE_ON,15,0,1,0
V1KEY,0.75,U56,GATE_ON,20,0,0,0
V1KEY,0.75,U56,GATE_ON,25,0,0,0
V1KEY,0.75,U56,GATE_ON,30,0,0,0
V1KEY,1.0,B136,GATE_OFF,0,0,0,0
V1KEY,1.0,B136,GATE_OFF,5,0,0,0
V1KEY,1.0,B136,GATE_OFF,10,0,0,0
V1KEY,1.0,B136,GATE_OFF,15,0,0,0
V1KEY,1.0,B136,GATE_OFF,20,0,0,0
V1KEY,1.0,B136,GATE_OFF,25,0,0,0
V1KEY,1.0,B136,GATE_OFF,30,0,0,0
V1KEY,1.0,B136,GATE_ON,0,0,1,0
