panel,form,parent_gross,family,arm,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_CAGR,names,cash_days,turnover,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,cagr_floor,oos_cagr_floor,pass4a,pass4b,fail4b
U56,MARS20,0.35,PARENT,parent,0,0.06598439604518691,1.1741496980931956,-0.08741467328278474,1.1315266803003752,1.2177983187086934,0.07627196540542514,1.2779441615353475,-0.08741467328278463,1.0365762437288149,0.05365002713712674,19.088984005406623,0.0,4.740267890752955,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,CAGR
U56,MARS20,0.35,PARENT,parent,10,0.06094501813144859,1.0893010366967106,-0.08787608609735154,1.0409061444066616,1.1372467321418445,0.07114618198314782,1.1970255260291545,-0.08787608609735176,0.9458953035629963,0.04871376904787161,19.088984005406623,0.0,4.740267890752955,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,CAGR
U56,MARS20,0.35,PARENT,parent,25,0.05342946434014517,0.9616995420538003,-0.08856794996014539,0.9046194313029132,1.016108431267657,0.06350206938540581,1.0753102523137645,-0.08856794996014528,0.8095600199455226,0.041351651199253325,19.088984005406623,0.0,4.740267890752955,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,"H1,CAGR"
U56,MARS20,0.35,GROSS,g=0.85,0,0.16176229342591508,1.1741705874720614,-0.20504876233082425,1.1313240371685762,1.2180462829181151,0.18853958589144204,1.2782335995806533,-0.2050487623308238,1.0362004905209752,0.13012181335746775,19.088984005406623,0.0,11.423318756142285,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,DD
U56,MARS20,0.35,GROSS,g=0.85,10,0.1485769196244282,1.090092120470504,-0.20602127401146675,1.0414674360873832,1.1382662162790547,0.1749528626307224,1.1980841713474324,-0.20602127401146653,0.9462898847592845,0.1174078244666481,19.088984005406623,0.0,11.423318756142285,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,DD
U56,MARS20,0.35,GROSS,g=0.85,25,0.12907190754819853,0.9636491464141684,-0.20747872570060155,0.9063346101555655,1.0182853188669683,0.15485599647229042,1.077523111245153,-0.20747872570060166,0.8111180910050716,0.09859802429774267,19.088984005406623,0.0,11.423318756142285,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,"H1,DD"
U56,MARS20,0.35,GROSS,g=1.00,0,0.19070287699143296,1.174153978464282,-0.23868813822669666,1.131248878513759,1.2180936211421325,0.22282376382078395,1.2782884859847403,-0.23868813822669688,1.03607445794351,0.15290866907061673,19.088984005406623,0.0,13.437191212455645,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,DD
U56,MARS20,0.35,GROSS,g=1.00,10,0.17482454689610338,1.0901298986837547,-0.23978888764278372,1.0414261230893858,1.1383822233665892,0.20640025006960983,1.198202421938795,-0.2397888876427835,0.9462039043743563,0.1376678395469777,19.088984005406623,0.0,13.437191212455645,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,DD
U56,MARS20,0.35,GROSS,g=1.00,25,0.15139329040374894,0.9637681982162496,-0.24143824954361703,0.906344871217299,1.0185033067138618,0.18216709283918187,1.0777354517103865,-0.24143824954361692,0.811093017110592,0.1151743936699019,19.088984005406623,0.0,13.437191212455645,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,"H1,DD"
U56,MARS20,0.35,CONC,n=5,0,0.08682895560929715,1.0310191357102818,-0.1007900959940421,1.0039407404288312,1.0612427510055016,0.09541169574060282,1.060191488275561,-0.10079009599404143,0.9967370481051343,0.07651880973201619,4.940076593827438,0.0,8.603607688912787,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,0.10659631490596622,0.10815502386145286,False,False,CAGR
