label,family,draw,vintage,seed_key,K,H,N,mean_nsel,mean_gross,zero_share,gross_when_held,book_new_per_reb,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,pass4b_full_and_oos,EDGE_OPEN_pp,EDGE_IS_OPEN_pp,EDGE_OOS_OPEN_pp,EDGE_se_OPEN_pp,null_med_OPEN,NTURN_raw_OPEN,lam_med_OPEN,drier_OPEN,EDGE_ELIG_pp,EDGE_IS_ELIG_pp,EDGE_OOS_ELIG_pp,EDGE_se_ELIG_pp,null_med_ELIG,NTURN_raw_ELIG,lam_med_ELIG,drier_ELIG,GATE_pp,GATE_IS_pp,GATE_OOS_pp,GATE_se_pp,GATE_decisive
U56@A,REF_U56,-1,A,U56,56,5,5,4.996746203904555,0.75,0.0,0.75,4.183297180043384,15.738486572165863,0.17362710667248882,0.9797648638130987,-0.21371401057426764,0.953969397815101,1.008474255165402,0.1529154482789028,0.947542028060559,-0.18877577460581252,0.1909705329774074,1.0071819694492214,-0.2137140105742673,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,12.097438584160368,10.362942956194022,13.14578535688674,0.30474104972585697,0.052652720830885125,59.8946449194727,0.7861873850349744,2,13.022844646738063,12.287541905738141,13.670759434464486,0.3777957315265052,0.043398660205108186,56.26164591010358,0.942270162953282,14,-0.9254060625776948,-1.9245989495441194,-0.5249740775777454,0.4853830674299057,False
U56@A,REF_U56,-1,A,U56,56,5,10,9.900216919739696,0.75,0.0,0.75,8.292841648590022,13.104600175598513,0.14280740075317477,1.0058251076988929,-0.1753820876112081,0.9651448121062653,1.0467055996650536,0.11763180016614028,0.910546262412629,-0.13177917780444692,0.16397489624643424,1.078068131093783,-0.17538208761120821,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,9.565254692675317,7.340933859926768,11.274497946280581,0.27381283968533526,0.047154853826421594,53.75881672488003,0.6777732748399867,0,8.632396146488508,7.547002377054424,9.84938482725709,0.17839423928565704,0.056483439288289694,47.620676824625825,0.985189740131455,17,0.9328585461868091,-0.2060685171276564,1.4251131190234911,0.3267995957568726,True
U56@A,REF_U56,-1,A,U56,56,5,20,19.211496746203906,0.75,0.0,0.75,16.122559652928416,9.855699796580332,0.1313348540420931,1.0880027219009214,-0.1848248123803885,1.0916110540413073,1.0919230997127218,0.10912484386748522,0.9840970564810252,-0.12195565630667093,0.1499672662519469,1.166983600459652,-0.1848248123803885,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,6.5232706483411835,4.5358188944448985,8.022721592741656,0.1551698913944582,0.06610214755868127,41.78438410173866,0.7818359753538648,0,5.384038927373991,4.1212952700817045,6.60460065739038,0.10091533826220322,0.0774944647683532,32.82224700944758,1.0,40,1.1392317209671923,0.414523624363194,1.4181209353512756,0.185098894356349,True
U56@A,REF_U56,-1,A,U56,56,5,40,34.729934924078094,0.75,0.0,0.75,29.17462039045553,7.829126563177795,0.10930373920010239,1.0669054966499414,-0.16666155833633256,1.061890479445758,1.075064871755466,0.09203452268980405,0.9435576290301367,-0.11246915623470721,0.12373669860697945,1.162973993033289,-0.16666155833633212,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,2.809087934001564,1.3637296979024827,3.9423089648006004,0.08539093345095619,0.08121285986008675,17.75211731208521,0.7191121717551404,0,0.8569777983139404,0.10821727901676459,1.5098272964580772,0.0315810692962734,0.10073396121696299,10.965409940200004,1.0,40,1.9521101356876236,1.255512418885718,2.432481668342523,0.09104381062720107,True
U56@A,REF_U56,-1,A,U56,56,21,5,4.997830802603037,0.75,0.0,0.75,0.9978308026030369,8.054299167005292,0.16544535465554722,0.9137525936261826,-0.2544832466951876,1.1067808131094459,0.7697391709052223,0.17794401993471598,1.068117656533968,-0.17242689901953856,0.15524751310073315,0.8158538818925081,-0.2544832466951873,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,5.862573149501471,7.629882916324493,4.09006759149989,0.4896776067417542,0.1068196231605325,14.857664947434012,1.0,21,6.442628669985928,9.5072937342483,3.7569221379068707,0.3678804199222547,0.10101906795568794,14.783803612766114,1.0,37,-0.5800555204844571,-1.8774108179238072,0.3331454535930196,0.612470539623341,False
U56@A,REF_U56,-1,A,U56,56,21,10,9.958785249457701,0.75,0.0,0.75,1.992407809110629,7.7175905436244046,0.16567053966961298,1.0909908375301445,-0.201179151569575,1.2124654852310826,0.9958568566949407,0.16041589997065397,1.1355269280745122,-0.14001990023777344,0.17001766625456738,1.0628807795672506,-0.201179151569575,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,7.303629457194772,7.532943723550645,7.014878849926931,0.2969861505323313,0.09263424509766527,13.402131082938698,0.8205068040582321,2,6.350716197815032,6.460453577477255,5.806066279908729,0.218874312132377,0.10216337769146266,14.250302864297673,1.0,35,0.9529132593797396,1.07249014607339,1.2088125700182024,0.3689264670898982,True
U56@A,REF_U56,-1,A,U56,56,21,20,19.585683297180044,0.75,0.0,0.75,3.9219088937093276,6.12818240158887,0.14380295368767393,1.1169004999068222,-0.20241626421443515,1.2125474630335662,1.0503089649355188,0.13107945727078163,1.1218454285224877,-0.11825948556173882,0.15439320231207887,1.1195589882774417,-0.20241626421443537,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,3.901496937289417,2.8582410199510466,4.418169721812115,0.2597474115298846,0.10478798431477976,10.600503888014195,0.8669693024919165,4,3.730391381877496,3.228956304650077,4.262371608499782,0.1286369795047849,0.10649903986889897,12.962474274982934,1.0,38,0.17110555541192118,-0.37071528469903026,0.15579811331233273,0.28985546448633615,False
U56@A,REF_U56,-1,A,U56,56,21,40,36.426247288503255,0.75,0.0,0.75,7.2960954446854664,4.774015986523115,0.12082984419447729,1.0982776208547051,-0.1927019049490506,1.168974659280983,1.0450113140385324,0.10912510388586472,1.0562941225367344,-0.10750407997088052,0.13056603170133907,1.1317797094512474,-0.19270190494905026,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,1.336208379308057,0.6357715931032737,1.7144842921220205,0.11433310796107085,0.10746776040139672,4.85382809317302,0.841057428017276,0,1.2069224868728856,0.6688388424250014,1.6697011591373823,0.0670818489764798,0.10876061932574843,7.658596999898235,1.0,28,0.1292858924351714,-0.033067249321727665,0.04478313298463821,0.13255954902662095,False
U56@A,REF_U56,-1,A,U56,56,126,5,5.0,0.75,0.0,0.75,0.1843817787418655,3.1277106337078457,0.17934088045861651,0.9910795528892269,-0.25853596305636206,1.1945237681807246,0.8381454432504686,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.17254137273488523,0.908869985011323,-0.2585359630563616,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,6.054225055014917,7.708126404822768,5.18900669874518,0.3841748485588571,0.11879862990846735,3.3911426693569946,1.0,23,7.463737547249516,8.903362439164276,7.0589985002290305,0.4412560339831806,0.10470350498612135,3.4257957453850665,1.0,24,-1.4095124922345992,-1.1952360343415078,-1.8699918014838506,0.5850617076785889,True
U56@A,REF_U56,-1,A,U56,56,126,10,9.972885032537961,0.75,0.0,0.75,0.37093275488069416,3.029387004751241,0.17169521313860825,1.1150352182268768,-0.20771056362661844,1.2481359849672133,1.0074096115484727,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17796813592201777,1.0997426361100902,-0.20771056362661866,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,6.172404996632763,5.757355777097251,6.310027975106902,0.4160857733993336,0.10997116317228062,3.117697710871778,0.9056605849816639,6,6.519626186083993,5.884443319875199,7.5482026175133115,0.2806325708547862,0.10649895127776832,3.4743306528341718,0.9948715316144953,19,-0.34722118945123004,-0.12708754277794831,-1.2381746424064097,0.5018784819554313,False
