panel,grid,book,cost,rule,kind,pass_share,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,oCAGR,oSharpe,oMaxDD,p4b,p4b_oos,p4a,p4a_oos
U56,DOM21,TOP20,10.0,SHARE50,ESTIMATOR,0.23809523809523808,0.13656030687988774,1.1177568514320018,-0.20910570992038935,1.150511439599565,1.0916369003296214,1.0526385279110868,0.15511136237175083,1.163787107824349,-0.20910570992038913,False,False,False,False
U56,DOM21,TOP20,10.0,TRANCHE,BOOK,0.23809523809523808,0.13778261221169052,1.1377583547563754,-0.20054487846194125,1.1567347607494762,1.1308161844496254,1.0530762762995605,0.15585579121234727,1.2028312211312706,-0.20054487846194125,True,True,False,False
U56,DOM21,TOP20,25.0,CANON,BOOK,0.23809523809523808,0.1395674951758925,1.1494497090313518,-0.1959642729783223,1.1531318940502684,1.1533311529329728,1.0395688374740368,0.15927531762388902,1.2328607949422643,-0.19596427297832208,True,True,False,False
U56,DOM21,TOP20,25.0,MEAN,ESTIMATOR,0.23809523809523808,0.13011732108355614,1.0629959558207498,-0.20754814533791924,1.081094923901249,1.0568310761293513,0.9783442280741854,0.1480113542742257,1.1276801309410311,-0.20754814533791915,False,False,False,False
U56,DOM21,TOP20,25.0,MEDIAN,ESTIMATOR,0.23809523809523808,0.12928298652501824,1.0635006025572498,-0.20983714379386464,1.0904461305012982,1.0445764026638704,0.9926215911595465,0.1475296575395768,1.115690186535562,-0.20983714379386487,False,False,False,False
U56,DOM21,TOP20,25.0,MIN,ESTIMATOR,0.23809523809523808,0.12013406146660532,0.9715846644970484,-0.23047158417810532,0.9718488536438246,0.9714306343543054,0.8567336018014372,0.13593134783731453,1.0467625750532197,-0.23047158417810532,False,False,False,False
U56,DOM21,TOP20,25.0,SHARE50,ESTIMATOR,0.23809523809523808,0.12928298652501824,1.0635006025572498,-0.20983714379386464,1.0904461305012982,1.0445764026638704,0.9926215911595465,0.1475296575395768,1.115690186535562,-0.20983714379386487,False,False,False,False
U56,DOM21,TOP20,25.0,TRANCHE,BOOK,0.23809523809523808,0.1304365856383194,1.0837094709779538,-0.2011303034550379,1.097966644309593,1.0802637535459862,0.9940800355897912,0.14841585812329705,1.1520790568050725,-0.20113030345503802,True,True,False,False
U56,DOM21,TOP20,50.0,CANON,BOOK,0.23809523809523808,0.12732285583179137,1.0591387480638688,-0.19745704468731728,1.0563566422340298,1.067914168035753,0.9421065534100428,0.14683054757575964,1.1474800983510742,-0.1974570446873174,True,True,False,False
U56,DOM21,TOP20,50.0,MEAN,ESTIMATOR,0.23809523809523808,0.11796368756991298,0.9735400034966776,-0.20871370504738276,0.9833066277378778,0.9734236331930239,0.880362157672271,0.1357033751984321,1.0438150104161896,-0.20871370504738285,False,False,False,False
U56,DOM21,TOP20,50.0,MEDIAN,ESTIMATOR,0.23809523809523808,0.11737377831276397,0.9725521195199175,-0.21105620024965688,0.9895216225522065,0.9657770932294653,0.893244115132784,0.1353401765277742,1.0353500763231922,-0.2110562002496571,False,False,False,False
U56,DOM21,TOP20,50.0,MIN,ESTIMATOR,0.23809523809523808,0.10799555111377579,0.8833331953812796,-0.23215239401924737,0.874286505085686,0.8906724635637752,0.7586395699782682,0.12350269408591608,0.9657398078340877,-0.2321523940192476,False,False,False,False
U56,DOM21,TOP20,50.0,SHARE50,ESTIMATOR,0.23809523809523808,0.11737377831276397,0.9725521195199175,-0.21105620024965688,0.9895216225522065,0.9657770932294653,0.893244115132784,0.1353401765277742,1.0353500763231922,-0.2110562002496571,False,False,False,False
U56,DOM21,TOP20,50.0,TRANCHE,BOOK,0.23809523809523808,0.11829794089711454,0.9936112813505649,-0.2021051220793867,1.0000025887339883,0.9959934950052689,0.8957351171801208,0.13612169953345266,1.0674758733279404,-0.2021051220793868,True,True,False,False
U56,DOM21,BAND03_G075,0.0,CANON,BOOK,0.0,0.09009397492200666,1.188355498619767,-0.14364711928942697,1.2290780838575825,1.1557315042573122,1.1222215671656535,0.09690755105638149,1.2402916421016255,-0.14364711928942708,False,False,False,False
U56,DOM21,BAND03_G075,0.0,MEAN,ESTIMATOR,0.0,0.08866563306025485,1.1607402808292928,-0.15963936915199636,1.217363388968852,1.119605268902865,1.1056948377619533,0.09634506818952528,1.204771604250192,-0.15963936915199642,False,False,False,False
U56,DOM21,BAND03_G075,0.0,MEDIAN,ESTIMATOR,0.0,0.0886604656151575,1.1597653853693264,-0.15800224838332255,1.2225496215450402,1.1183272592618438,1.1132287222064,0.09638619464106135,1.2032188783601856,-0.15800224838332277,False,False,False,False
U56,DOM21,BAND03_G075,0.0,MIN,ESTIMATOR,0.0,0.08500004743566758,1.1288833774075582,-0.18693447923912643,1.1655730432930016,1.0552217030161133,1.0456931285082554,0.09329668659479684,1.1389385452848542,-0.18693447923912643,False,False,False,False
U56,DOM21,BAND03_G075,0.0,SHARE50,ESTIMATOR,0.0,0.0886604656151575,1.1597653853693264,-0.15800224838332255,1.2225496215450402,1.1183272592618438,1.1132287222064,0.09638619464106135,1.2032188783601856,-0.15800224838332277,False,False,False,False
U56,DOM21,BAND03_G075,0.0,TRANCHE,BOOK,0.0,0.08873463978951945,1.173365740299349,-0.15664563861349967,1.227025110311198,1.1333899089133757,1.1148878258858321,0.09643447438971808,1.219181169150389,-0.1566456386134999,False,False,False,False
U56,DOM21,BAND03_G075,10.0,CANON,BOOK,0.0,0.08875067737943576,1.1719852241051194,-0.14381688635218048,1.2125153857423137,1.1394846033576025,1.105466150017912,0.09554273464862484,1.2242094738024112,-0.1438168863521796,False,False,False,False
U56,DOM21,BAND03_G075,10.0,MEAN,ESTIMATOR,0.0,0.08732814916865829,1.1444705219934426,-0.1597743744933902,1.200312748639033,1.1039051922002567,1.0883350773805025,0.09500597557158429,1.189273257397782,-0.15977437449339024,False,False,False,False
U56,DOM21,BAND03_G075,10.0,MEDIAN,ESTIMATOR,0.0,0.08731172157104505,1.1433578353532259,-0.15837826234681784,1.2060816616843935,1.1029439467459796,1.0964231966170905,0.09507162753582299,1.188068600720201,-0.1583782623468175,False,False,False,False
U56,DOM21,BAND03_G075,10.0,MIN,ESTIMATOR,0.0,0.08362551875747704,1.11315005313514,-0.186954123960824,1.1480725621347627,1.0398952884905157,1.0280237049179706,0.09201591240920282,1.1238052241542082,-0.18695412396082411,False,False,False,False
U56,DOM21,BAND03_G075,10.0,SHARE50,ESTIMATOR,0.0,0.08731172157104505,1.1433578353532259,-0.15837826234681784,1.2060816616843935,1.1029439467459796,1.0964231966170905,0.09507162753582299,1.188068600720201,-0.1583782623468175,False,False,False,False
U56,DOM21,BAND03_G075,10.0,TRANCHE,BOOK,0.0,0.08739717782520207,1.1569487517334653,-0.15685527025008916,1.2098721567062731,1.1175194023782429,1.0974155651749988,0.09509537372637356,1.2035214579594622,-0.15685527025008872,False,False,False,False
U56,DOM21,BAND03_G075,25.0,CANON,BOOK,0.0,0.08673848863956457,1.1473625866101185,-0.14407153694630936,1.1875959417697521,1.1150532651100733,1.0802644816247433,0.09349835239062498,1.200020239034876,-0.14407153694630903,False,False,False,False
U56,DOM21,BAND03_G075,25.0,MEAN,ESTIMATOR,0.0,0.08532465664952743,1.1200060997104708,-0.1599768825054808,1.1746659472401393,1.0803027969696766,1.062230131701626,0.09300006366094071,1.165969786099656,-0.15997688250548092,False,False,False,False
U56,DOM21,BAND03_G075,25.0,MEDIAN,ESTIMATOR,0.0,0.08529138819270354,1.1186932237689942,-0.15894228329205995,1.1813029189141382,1.0798252781677355,1.0699764555087328,0.09310239839757695,1.1652960354533577,-0.1589422832920604,False,False,False,False
U56,DOM21,BAND03_G075,25.0,MIN,ESTIMATOR,0.0,0.08156662107398893,1.088436392772659,-0.18698359104336992,1.1217390648735412,1.0168535550785396,1.0014434145477817,0.09009724736445035,1.1010500198812978,-0.18698359104336992,False,False,False,False
U56,DOM21,BAND03_G075,25.0,SHARE50,ESTIMATOR,0.0,0.08529138819270354,1.1186932237689942,-0.15894228329205995,1.1813029189141382,1.0798252781677355,1.0699764555087328,0.09310239839757695,1.1652960354533577,-0.1589422832920604,False,False,False,False
U56,DOM21,BAND03_G075,25.0,TRANCHE,BOOK,0.0,0.08539404750041979,1.1323218374174018,-0.15716962668407686,1.1841410653789972,1.0937123875398114,1.0712055126592188,0.09308977125903262,1.180030604608893,-0.15716962668407664,False,False,False,False
U56,DOM21,BAND03_G075,50.0,CANON,BOOK,0.0,0.08339218242885682,1.1061575036587754,-0.14449595460319153,1.1458754942599334,1.0741828117284549,1.038092326969709,0.09009861580682088,1.1595397536321892,-0.14449595460319153,False,False,False,False
U56,DOM21,BAND03_G075,50.0,MEAN,ESTIMATOR,0.0,0.08199277960346192,1.0790845205332664,-0.16035675656200307,1.1317464977289595,1.0408363963860143,1.018562405118724,0.08966413752287812,1.126991590562585,-0.16035675656200316,False,False,False,False
U56,DOM21,BAND03_G075,50.0,MEDIAN,ESTIMATOR,0.0,0.08193802856015964,1.0774554009596657,-0.1598823182007968,1.138616239236705,1.0404991076390868,1.025441376745976,0.08982732957330608,1.1270618643355692,-0.15988231820079735,False,False,False,False
U56,DOM21,BAND03_G075,50.0,MIN,ESTIMATOR,0.0,0.07814283308341596,1.0456345220346694,-0.18703270284761409,1.0774248747727655,0.9783213663432287,0.9569558976655517,0.08690611868606934,1.062986919920504,-0.18703270284761386,False,False,False,False
U56,DOM21,BAND03_G075,50.0,SHARE50,ESTIMATOR,0.0,0.08193802856015964,1.0774554009596657,-0.1598823182007968,1.138616239236705,1.0404991076390868,1.025441376745976,0.08982732957330608,1.1270618643355692,-0.15988231820079735,False,False,False,False
U56,DOM21,BAND03_G075,50.0,TRANCHE,BOOK,0.0,0.08206364742666405,1.0912733498268101,-0.15769331143861087,1.1412517066988255,1.0540308436188748,1.027517884116622,0.08975521353555593,1.1408759151626793,-0.1576933114386111,False,False,False,False
U56,DOM21,BAND10_G100,0.0,CANON,BOOK,0.47619047619047616,0.12104493876774569,1.1414054509155198,-0.20820524658425466,1.246505105963854,1.0567894302436767,1.1479824772011573,0.12538582139604793,1.1381688244834438,-0.20820524658425477,False,False,False,False
U56,DOM21,BAND10_G100,0.0,MEAN,ESTIMATOR,0.47619047619047616,0.11855402694929036,1.1317810263237624,-0.19992136279908385,1.2242597210237567,1.0564323178727415,1.121713209049221,0.12374277403562466,1.140920304471278,-0.19992136279908396,True,True,False,False
U56,DOM21,BAND10_G100,0.0,MEDIAN,ESTIMATOR,0.47619047619047616,0.11921831460341403,1.1400821063861937,-0.20291647005759128,1.2257215374360828,1.057111659142996,1.1254379529146734,0.12453088870928108,1.1394406670432047,-0.2029164700575915,False,False,False,False
U56,DOM21,BAND10_G100,0.0,MIN,ESTIMATOR,0.47619047619047616,0.11221381545244169,1.0760048837705052,-0.21407905544942885,1.172084533830175,0.9855099806388543,1.0638928293397463,0.11571995786074862,1.0751039593385971,-0.21407905544942873,False,False,False,False
U56,DOM21,BAND10_G100,0.0,SHARE50,ESTIMATOR,0.47619047619047616,0.11921831460341403,1.1400821063861937,-0.20291647005759128,1.2257215374360828,1.057111659142996,1.1254379529146734,0.12453088870928108,1.1394406670432047,-0.2029164700575915,False,False,False,False
U56,DOM21,BAND10_G100,0.0,TRANCHE,BOOK,0.47619047619047616,0.1186283584588137,1.139019811976941,-0.19646049652134856,1.228843013311298,1.0651298161187062,1.126084129382397,0.12384422208540435,1.1500369074146886,-0.19646049652134856,True,True,False,False
U56,DOM21,BAND10_G100,10.0,CANON,BOOK,0.47619047619047616,0.11998891539262524,1.1324582109374477,-0.2082577923460346,1.2376199811454298,1.0477497692113142,1.1391717520244447,0.1242711964037515,1.1291060047298707,-0.20825779234603403,False,False,False,False
U56,DOM21,BAND10_G100,10.0,MEAN,ESTIMATOR,0.47619047619047616,0.11749887073905682,1.1226796328875286,-0.20000633137199447,1.215267535610205,1.0471950790351454,1.1127126805294667,0.12263580257356599,1.1317302019510516,-0.20000633137199447,True,True,False,False
U56,DOM21,BAND10_G100,10.0,MEDIAN,ESTIMATOR,0.47619047619047616,0.11816194098112898,1.1308885318553406,-0.20296576689168844,1.2169085195710507,1.047837502760718,1.116407260387737,0.12340317053322902,1.130105765656313,-0.2029657668916881,False,False,False,False
U56,DOM21,BAND10_G100,10.0,MIN,ESTIMATOR,0.47619047619047616,0.11116762222850407,1.0669347673073766,-0.2141236067823501,1.1630784262053198,0.976363235024262,1.0548204505165062,0.11464140646335319,1.0660600982528885,-0.21412360678234998,False,False,False,False
U56,DOM21,BAND10_G100,10.0,SHARE50,ESTIMATOR,0.47619047619047616,0.11816194098112898,1.1308885318553406,-0.20296576689168844,1.2169085195710507,1.047837502760718,1.116407260387737,0.12340317053322902,1.130105765656313,-0.2029657668916881,False,False,False,False
U56,DOM21,BAND10_G100,10.0,TRANCHE,BOOK,0.47619047619047616,0.11757324447671724,1.1298730727659296,-0.19662143925159592,1.2198307121515248,1.0558287846601422,1.1170611142638365,0.12273728175458554,1.140786409830938,-0.19662143925159636,True,True,False,False
U56,DOM21,BAND10_G100,25.0,CANON,BOOK,0.47619047619047616,0.11840648108481222,1.1190128997182358,-0.20833661098870415,1.2242642972949203,1.0341685295027492,1.1259301532098813,0.12260104704576968,1.1154880357776848,-0.20833661098870426,False,False,False,False
U56,DOM21,BAND10_G100,25.0,MEAN,ESTIMATOR,0.47619047619047616,0.11591774200480702,1.1090043217513246,-0.20013378423136038,1.201753523270126,1.0333179902733243,1.0991880829217504,0.1209771161013984,1.11792223020436,-0.20013378423136027,True,True,False,False
U56,DOM21,BAND10_G100,25.0,MEDIAN,ESTIMATOR,0.47619047619047616,0.11657899479943112,1.1170768754478348,-0.20303971214283312,1.2036608420711135,1.0341685295027492,1.1028400117691985,0.1217134406994278,1.1160760211303493,-0.2030397121428329,False,False,False,False
U56,DOM21,BAND10_G100,25.0,MIN,ESTIMATOR,0.47619047619047616,0.1095999197139772,1.0533078233860071,-0.21419043378173164,1.1495464033577119,0.9626240383477157,1.041191044588179,0.11302526421529535,1.0524734548045422,-0.21419043378173142,False,False,False,False
U56,DOM21,BAND10_G100,25.0,SHARE50,ESTIMATOR,0.47619047619047616,0.11657899479943112,1.1170768754478348,-0.20303971214283312,1.2036608420711135,1.0341685295027492,1.1028400117691985,0.1217134406994278,1.1160760211303493,-0.2030397121428329,False,False,False,False
U56,DOM21,BAND10_G100,25.0,TRANCHE,BOOK,0.47619047619047616,0.11599242631026829,1.1161521919517163,-0.19686279824432407,1.2063114195759983,1.041876523878083,1.1035257606960307,0.12107890148186029,1.1269099415244914,-0.19686279824432362,True,True,False,False
U56,DOM21,BAND10_G100,50.0,CANON,BOOK,0.47619047619047616,0.11577335420558188,1.0965413255550027,-0.2084679753931532,1.201932678359399,1.0114776023216863,1.10379529541894,0.11982222715487967,1.092730586354884,-0.20846797539315332,False,False,False,False
U56,DOM21,BAND10_G100,50.0,MEAN,ESTIMATOR,0.47619047619047616,0.11328680392410859,1.0861527879423318,-0.20034620566363662,1.1791641434462778,1.0101354597700118,1.0765862330513318,0.1182173546631734,1.094850634488275,-0.20034620566363676,True,True,False,False
U56,DOM21,BAND10_G100,50.0,MEDIAN,ESTIMATOR,0.47619047619047616,0.11394505073650962,1.0940032978870429,-0.20316295422807495,1.181508869756459,1.0114776023216863,1.0801741405289265,0.118902144489065,1.0927944292058163,-0.2031629542280753,False,False,False,False
U56,DOM21,BAND10_G100,50.0,MIN,ESTIMATOR,0.47619047619047616,0.10699131002569429,1.0305407528835686,-0.21430181211403454,1.1269346396776605,0.9396770614601524,1.018422425137311,0.11033618124307676,1.0297759498558867,-0.21430181211403465,False,False,False,False
U56,DOM21,BAND10_G100,50.0,SHARE50,ESTIMATOR,0.47619047619047616,0.11394505073650962,1.0940032978870429,-0.20316295422807495,1.181508869756459,1.0114776023216863,1.0801741405289265,0.118902144489065,1.0927944292058163,-0.2031629542280753,False,False,False,False
U56,DOM21,BAND10_G100,50.0,TRANCHE,BOOK,0.47619047619047616,0.11336266252713378,1.0932820552760252,-0.19726491633239085,1.1837770811837844,1.0186209078811188,1.0809646814808573,0.11832033952526833,1.1037806238827805,-0.19726491633239174,True,True,False,False
U56,DOM21,EWELIG,0.0,CANON,BOOK,0.0,0.08375504906064823,1.2050380963701042,-0.10782889262510187,1.197970943251426,1.2118299973836373,1.0761310792048775,0.09062532603695916,1.314392742782871,-0.10782889262510165,False,False,False,True
U56,DOM21,EWELIG,0.0,MEAN,ESTIMATOR,0.0,0.08096682082310769,1.1289294140670607,-0.14339072914081016,1.143939409450991,1.1200151274826018,1.0203681492500163,0.08959613086884105,1.2157101937996666,-0.14339072914081022,False,False,False,False
U56,DOM21,EWELIG,0.0,MEDIAN,ESTIMATOR,0.0,0.08103873197906553,1.1343349111177252,-0.14903213239264024,1.1578554639373284,1.1088215665434766,1.0328345336044893,0.08927186026164513,1.2086088273466866,-0.1490321323926399,False,False,False,False
U56,DOM21,EWELIG,0.0,MIN,ESTIMATOR,0.0,0.07486488623741683,1.015728809116812,-0.17927919658760527,1.014953212136386,1.0013715458089196,0.8858839415103997,0.08373648419102953,1.0949006690820327,-0.17927919658760516,False,False,False,False
U56,DOM21,EWELIG,0.0,SHARE50,ESTIMATOR,0.0,0.08103873197906553,1.1343349111177252,-0.14903213239264024,1.1578554639373284,1.1088215665434766,1.0328345336044893,0.08927186026164513,1.2086088273466866,-0.1490321323926399,False,False,False,False
U56,DOM21,EWELIG,0.0,TRANCHE,BOOK,0.0,0.08107917087188521,1.1513066290490432,-0.13898751318154756,1.1591306560439314,1.1464974529289143,1.0344194149454937,0.08974557220937673,1.2437573859595852,-0.13898751318154745,False,False,False,False
U56,DOM21,EWELIG,10.0,CANON,BOOK,0.0,0.08200283296789168,1.181718096186883,-0.10816625062270846,1.176264837731053,1.1869324190862036,1.0543165127311553,0.08878478108160204,1.2898165435521711,-0.10816625062270868,False,False,False,True
U56,DOM21,EWELIG,10.0,MEAN,ESTIMATOR,0.0,0.07922912539115126,1.1063078242272448,-0.1436789245171616,1.121118660792787,1.0974817483791868,0.9974128314534406,0.08782295563614143,1.193310512573683,-0.14367892451716166,False,False,False,False
U56,DOM21,EWELIG,10.0,MEDIAN,ESTIMATOR,0.0,0.07932708481077833,1.1121828814258565,-0.1490321323926399,1.134367637344428,1.0851468722802338,1.0106414693614252,0.08741813285270705,1.1850574192198007,-0.1490321323926399,False,False,False,False
U56,DOM21,EWELIG,10.0,MIN,ESTIMATOR,0.0,0.07312838108086006,0.9938076557497644,-0.17932197066568578,0.9914007182003113,0.9794580374885414,0.8620424411808586,0.08195188603958092,1.0732460516882139,-0.17932197066568567,False,False,False,False
U56,DOM21,EWELIG,10.0,SHARE50,ESTIMATOR,0.0,0.07932708481077833,1.1121828814258565,-0.1490321323926399,1.134367637344428,1.0851468722802338,1.0106414693614252,0.08741813285270705,1.1850574192198007,-0.1490321323926399,False,False,False,False
U56,DOM21,EWELIG,10.0,TRANCHE,BOOK,0.0,0.07934145130229453,1.1282722140931807,-0.13927353178924595,1.1360644348566005,1.123445794897351,1.0112010068809474,0.08797228552319658,1.2208615755098087,-0.13927353178924617,False,False,False,False
U56,DOM21,EWELIG,25.0,CANON,BOOK,0.0,0.07937925566849158,1.1465973811415444,-0.10867228761912018,1.1435850734590345,1.149425399183371,1.0214877370847013,0.0860291842685792,1.2527793587018046,-0.10867228761911962,False,False,False,False
U56,DOM21,EWELIG,25.0,MEAN,ESTIMATOR,0.0,0.07662726782990743,1.0722734611654217,-0.1441111496790707,1.0867819382242552,1.063581419178273,0.9628859488732475,0.0851680396697707,1.1596021198043247,-0.14411114967907065,False,False,False,False
U56,DOM21,EWELIG,25.0,MEDIAN,ESTIMATOR,0.0,0.07679925360476836,1.0788556117882089,-0.14903213239264002,1.0993999205160832,1.0495260257056027,0.9772890102664181,0.08464284244416054,1.1496106064040483,-0.1490321323926399,False,False,False,False
U56,DOM21,EWELIG,25.0,MIN,ESTIMATOR,0.0,0.0705283215155954,0.9608367628697912,-0.17991567090635374,0.9559708788991812,0.9465007472476595,0.8261921349749916,0.07927990711852284,1.0406690948541948,-0.17991567090635396,False,False,False,False
U56,DOM21,EWELIG,25.0,SHARE50,ESTIMATOR,0.0,0.07679925360476836,1.0788556117882089,-0.14903213239264002,1.0993999205160832,1.0495260257056027,0.9772890102664181,0.08464284244416054,1.1496106064040483,-0.1490321323926399,False,False,False,False
U56,DOM21,EWELIG,25.0,TRANCHE,BOOK,0.0,0.07674007984124764,1.0937187835527056,-0.13970239283868024,1.1014630889580366,1.0888667182032141,0.9763714183471661,0.08531773534845799,1.186516188310693,-0.13970239283868013,False,False,False,False
U56,DOM21,EWELIG,50.0,CANON,BOOK,0.0,0.07501925803645837,1.0877205554076532,-0.10951568261313716,1.0888245709554818,1.0865240157822507,0.966515780187256,0.08145041333670622,1.190627275559819,-0.10951568261313749,False,False,False,False
U56,DOM21,EWELIG,50.0,MEAN,ESTIMATOR,0.0,0.07230330683040469,1.0153074775982702,-0.14487334161574245,1.0293035805201587,1.0068426842431468,0.9051222142488029,0.08075607676937109,1.1031600467465112,-0.1448733416157425,False,False,False,False
U56,DOM21,EWELIG,50.0,MEDIAN,ESTIMATOR,0.0,0.07262758604322928,1.0230729350445493,-0.14903213239264002,1.0399316565050067,0.9899016822099271,0.9215612974005143,0.08003146168626918,1.0902469458189827,-0.14903213239264002,False,False,False,False
U56,DOM21,EWELIG,50.0,MIN,ESTIMATOR,0.0,0.0662073905845777,0.9056748580512269,-0.18118719268473849,0.8966863751475512,0.8913668840635365,0.7662424922914486,0.07483969584078487,0.986147289088059,-0.18118719268473904,False,False,False,False
U56,DOM21,EWELIG,50.0,SHARE50,ESTIMATOR,0.0,0.07262758604322928,1.0230729350445493,-0.14903213239264002,1.0399316565050067,0.9899016822099271,0.9215612974005143,0.08003146168626918,1.0902469458189827,-0.14903213239264002,False,False,False,False
U56,DOM21,EWELIG,50.0,TRANCHE,BOOK,0.0,0.07241831167333279,1.036125333316055,-0.14041671650412302,1.0437892241628952,1.0312311078834027,0.918317246232745,0.08090779287432581,1.129269848038164,-0.14041671650412302,False,False,False,False
U56,DOM21,MAXVOL060,0.0,CANON,BOOK,0.47619047619047616,0.11736362457060845,1.1282720989704567,-0.21467570302096284,1.2472827490147245,1.0285534986071507,1.154533862901739,0.11801860563153732,1.1084652490699558,-0.21467570302096295,False,False,False,False
U56,DOM21,MAXVOL060,0.0,MEAN,ESTIMATOR,0.47619047619047616,0.11667101336426988,1.1268898052555454,-0.20039934958191888,1.2061550472135831,1.0596800472467445,1.1111445421014043,0.12012481386495874,1.1398456897670077,-0.20039934958191874,True,True,False,False
U56,DOM21,MAXVOL060,0.0,MEDIAN,ESTIMATOR,0.47619047619047616,0.11653872385666131,1.1282720989704567,-0.20248636493839156,1.2009406512625596,1.0610845223013814,1.1050813380233595,0.1196797511440526,1.142275937819465,-0.20248636493839145,False,False,False,False
U56,DOM21,MAXVOL060,0.0,MIN,ESTIMATOR,0.47619047619047616,0.11012999436956727,1.0717185256986685,-0.21467570302096284,1.1640918703398877,0.9914953546977326,1.0686619418579972,0.11200383742321773,1.0741848333226016,-0.21467570302096295,False,False,False,False
U56,DOM21,MAXVOL060,0.0,SHARE50,ESTIMATOR,0.47619047619047616,0.11653872385666131,1.1282720989704567,-0.20248636493839156,1.2009406512625596,1.0610845223013814,1.1050813380233595,0.1196797511440526,1.142275937819465,-0.20248636493839145,False,False,False,False
U56,DOM21,MAXVOL060,0.0,TRANCHE,BOOK,0.47619047619047616,0.11674633392123179,1.1345039729528652,-0.19667535538398817,1.209682723426404,1.0697987202404866,1.1143976609849469,0.12023435742364885,1.1505498329953063,-0.19667535538398784,True,True,False,False
U56,DOM21,MAXVOL060,10.0,CANON,BOOK,0.47619047619047616,0.11646675954023822,1.1204882616481462,-0.21473536557435569,1.2397841731958836,1.020482177125415,1.146982521802159,0.11707355677868492,1.1004941272006679,-0.21473536557435557,False,False,False,False
U56,DOM21,MAXVOL060,10.0,MEAN,ESTIMATOR,0.47619047619047616,0.11578618793614077,1.1191640230704551,-0.2004786544381687,1.1988965159101792,1.051511404290905,1.1038402905123934,0.1191827587387076,1.1317820546028008,-0.2004786544381687,True,True,False,False
U56,DOM21,MAXVOL060,10.0,MEDIAN,ESTIMATOR,0.47619047619047616,0.11562908101436875,1.1204882616481462,-0.20254348634045083,1.1937036049163015,1.0530199523834773,1.0979365580539602,0.11872374071274772,1.1340380243320278,-0.20254348634045094,False,False,False,False
U56,DOM21,MAXVOL060,10.0,MIN,ESTIMATOR,0.47619047619047616,0.1092538686778528,1.0640048088724856,-0.21473536557435569,1.1569158408663325,0.9832640035779399,1.0614107437898403,0.11106517589966902,1.0661010243329234,-0.21473536557435557,False,False,False,False
U56,DOM21,MAXVOL060,10.0,SHARE50,ESTIMATOR,0.47619047619047616,0.11562908101436875,1.1204882616481462,-0.20254348634045083,1.1937036049163015,1.0530199523834773,1.0979365580539602,0.11872374071274772,1.1340380243320278,-0.20254348634045094,False,False,False,False
