panel,bps,family,arm,name,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross_mean,gross_mean_IS,gross_mean_OOS,turnover,f4a,f4b,g,axis,bucket,armed_share,armed_share_IS,armed_share_OOS
u56,0,LIVE,V2,RULES v2 (live),0.08852950361247114,1.2306462622986376,-0.12029812615148339,0.07099217817752237,1.2511233124662855,1.2157854547481275,0.07798689870063158,1.129947080577894,-0.0774191642673806,0.097307362439361,1.3095985770043688,-0.12029812615148383,0.532752804375372,0.5277824591318412,0.5368545654377757,1.7745075061261604,"H1,H2",CAGR,,,,,,
u56,0,BENCH,SPY,SPY,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.17716648423405157,0.9566200326036914,0.834015937642442,0.149587948062176,0.8986374811215905,-0.22061944945147505,0.15450717694493266,0.8820107671822842,-0.33717235283398284,1.0,1.0,1.0,0.0,"H1,H2,DD",-,,,,,,
u56,0,CG,CG,CG g=0.20,0.03529914099040088,1.1301894667760106,-0.06391603477666619,0.031125109109369678,1.1941942298016368,1.0796023154261498,0.03355938572553274,1.113754935823156,-0.0347250808524453,0.036737073630435324,1.1436884439485244,-0.06391603477666685,0.20021180064330177,0.20017265219922073,0.20024410776800183,0.24951768911387603,"H1,H2",CAGR,0.2,,,,,
u56,0,CG,CG,CG g=0.25,0.04416947757716061,1.130287509901785,-0.07944376606171055,0.038912969617727264,1.1944826077578796,1.0795641890165075,0.041989811503208685,1.1140575251783271,-0.04326222589742401,0.045971673349719744,1.1436319585011236,-0.07944376606171066,0.2502465305818309,0.2502007665897256,0.25028429716577627,0.30729388558817294,"H1,H2",CAGR,0.25,,,,,
u56,0,CG,CG,CG g=0.30,0.053056338333332675,1.1303832280479593,-0.09479333300157022,0.046703706169742565,1.1947704654072644,1.0795229520904974,0.050435054435201465,1.1143598023370163,-0.05174225724663173,0.05522446998446262,1.1435717777105059,-0.09479333300156945,0.30027423943214576,0.3002231118914326,0.30031643226693666,0.36355236164879956,"H1,H2",CAGR,0.3,,,,,
u56,0,CG,CG,CG g=0.35,0.061958852721752056,1.1304766378583038,-0.10996590435548603,0.0544974430427805,1.1950578143590709,1.0794786419975082,0.05889439173178879,1.1146617795840983,-0.0601654417559202,0.0644944672478589,1.143507928439096,-0.10996590435548648,0.35029506078957023,0.3502398130711704,0.35034065378744383,0.41843882867879933,"H1,H2",CAGR,0.35,,,,,
u56,0,CG,CG,CG g=0.40,0.07087613740940868,1.1305677549146855,-0.12496264628882836,0.06229430633397011,1.1953446661050091,1.0794312948742235,0.06736709180670797,1.1149634690963395,-0.06853204552273406,0.0737806524836464,1.1434404359969472,-0.12496264628882792,0.40030912833332233,0.4002509949821685,0.4003571026901339,0.4720848706966237,"H1,H2,DD",CAGR,0.4,,,,,
u56,0,CG,CG,CG g=0.45,0.07980729625596772,1.1306565937344653,-0.13978472237690265,0.07009442406714765,1.1956310320211214,1.0793809456639263,0.07585241431733958,1.115264882944368,-0.07684233388706696,0.0830819966092895,1.1433693241473983,-0.13978472237690276,0.45031657584538193,0.4502567823717947,0.4503659202127708,0.5246905376972071,"H1,H2,DD",CAGR,0.45,,,,,
u56,0,CG,CG,CG g=0.50,0.08875142030383998,1.1307431677654833,-0.1544332936087477,0.07789792630417156,1.1959169233696516,1.079327628132899,0.08434961020703802,1.1155660330946087,-0.08509657143241567,0.092397454060406,1.1432946151091719,-0.1544332936087477,0.5003175372296268,0.5002572998892573,0.5003672478966175,0.5764036176090475,"H1,H2,DD",CAGR,0.5,,,,,
u56,0,CG,CG,CG g=0.55,0.09770758776977972,1.1308274893785464,-0.1689095183909165,0.0857049452609292,1.1962023513008744,1.0792713748838378,0.09285792174958196,1.1158669314111826,-0.09329502198674078,0.10172596273638734,1.1432163295547995,-0.16890951839091695,0.5503121465312613,0.5502526720932728,0.5503612276155716,0.6274033741558686,"H1,H2,DD",CAGR,0.55,,,,,
u56,0,CG,CG,CG g=0.60,0.10667486403799797,1.1309095698572977,-0.18321455255124774,0.09351561542837686,1.1964873268548841,1.0792122173661927,0.10137658259579507,1.1161675896577705,-0.10143794862341549,0.11106644394719933,1.1431344866052369,-0.1832145525512474,0.6003005379565632,0.600243023459702,0.6003480016059056,0.6778993923434782,"H1,H2,DD",-,0.6,,,,,
u56,0,CG,CG,CG g=0.65,0.11565230165478302,1.1309894193853747,-0.1973495493426174,0.10133007369897612,1.196771860963355,1.0791501858833148,0.10990481782232298,1.1164680194994412,-0.10952561366218827,0.12041780236133426,1.1430491038205233,-0.19734954934261728,0.6502828458929774,0.650228478389157,0.6503277124966648,0.7280825846229345,"H1,H2,DD",-,0.65,,,,,
u56,0,CG,CG,CG g=0.70,0.12463894032458689,1.1310670470307025,-0.21131565944668917,0.10914845949891502,1.1970559644512573,1.0790853095962951,0.11844184398257851,1.1167682325044472,-0.11755827867013313,0.12977892595486207,1.1429601971862982,-0.21131565944668917,0.7002592049295788,0.7002091612145795,0.7003005033407645,0.7782062297945905,"H1,H2,DD",DD,0.7,,,,,
u56,0,CG,CG,CG g=0.75,0.1336338069075811,1.1311424607267913,-0.22511403097764315,0.11697091492652907,1.1973396480385436,1.079017616524333,0.12698686915989055,1.1170682401459866,-0.12553620446261082,0.13914868596156915,1.1428677810959933,-0.2251140309776435,0.7502297498779416,0.7501851962087973,0.7502665176468446,0.8284430410038339,"H1,H2,DD",DD,0.75,,,,,
u56,0,CG,CG,CG g=0.80,0.14263591541864407,1.1312156672508715,-0.23874580948589486,0.12479758489736552,1.1976229223417987,1.0789471335414837,0.1355390930228335,1.1173680538039308,-0.13345965110421876,0.14852593682412185,1.142771868328472,-0.23874580948589486,0.800194615793436,0.8001567075920532,0.8002258994119292,0.8790825365544047,"H1,H2,DD",DD,0.8,,,,,
u56,0,CG,CG,CG g=0.85,0.1516442670277529,1.1312866721986845,-0.25221213796180086,0.13262861729636724,1.1979057978758563,1.078873886369583,0.14409770688277201,1.1176676847665248,-0.1413288779097529,0.1579095161462245,1.142672470020875,-0.25221213796180086,0.8501539379969938,0.8501238195395175,0.850178793154952,0.9303871438646247,"H1,H2,DD",DD,0.85,,,,,
u56,0,CG,CG,CG g=0.90,0.16065785006175437,1.1313554799557386,-0.2655141568393544,0.14046416313768567,1.1981882850553793,1.0787978995671503,0.1526618937536075,1.1179671442320473,-0.14914414344516025,0.1672982446457214,1.1425695956364026,-0.2655141568393542,0.9001078520973668,0.900086656188781,0.9001253439512041,0.9826063254097498,"H1,H2,DD",DD,0.9,,,,,
u56,0,CG,CG,CG g=0.95,0.16967564000748636,1.1314220936648003,-0.2786530039998667,0.1483043767326711,1.1984703941964132,1.078719196514024,0.16123082841377068,1.1182664433104494,-0.15690570552849414,0.1766909261085785,1.1424632529267311,-0.2786530039998669,0.9500564940139214,0.9500453416473278,0.9500656974677673,1.0360148163020082,"H1,H2,DD",DD,0.95,,,,,
u56,0,CG,CG,CG g=1.00,0.17869659951621486,1.1314865151893927,-0.29162981477563454,0.156149415866628,1.1987521355178996,1.078637799391468,0.16980367747042813,1.1185655930249572,-0.16461382123087198,0.18608634734371776,1.1423534478887303,-0.29162981477563454,1.0,1.0,1.0,1.0909251324398823,"H1,H2,DD",DD,1.0,,,,,
