panel,m,n,key,CAGR,Sharpe,MaxDD,H1,H2,TO,n_held,realised_share,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,fail4b,fail4b_oos,pass4b,pass4b_oos
u56,0.03,2,NONE,0.19551093112402285,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,24.807028341578285,1.9556206352782157,0.06537771097945773,0.19644302833930105,0.8826595758148738,-0.2327272652421849,0.19474226788534743,0.8268268345476769,-0.25979982500932397,False,"H1,OOS,DD","H1,H2,OOS,DD",False,False
u56,0.03,2,INV,0.053957036866183916,0.514319105637004,-0.18024488979756215,0.5203963140574044,0.5103845528905515,32.2175950205466,1.996395584591124,0.06654047649589448,0.052511449225776996,0.5206108163142948,-0.1735519497917909,0.055151498522853615,0.5101688924956821,-0.1802448897975617,False,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False
u56,0.03,2,POS,0.20352851501922742,0.8232543805858391,-0.3104650770250419,0.6766268505723915,0.9557194401520632,26.203677058949832,2.0,0.06666436263185017,0.15917569440734858,0.7114909284214297,-0.29079568217603347,0.24140582822149637,0.9077872650972231,-0.31046507702504167,False,"H1,DD","H2,DD",False,False
u56,0.03,2,MOM,0.20303362404037428,0.8683265825352425,-0.31476247245259226,0.8205671950185061,0.9135908299863602,23.365971846741303,1.9995494480738905,0.06665387901019286,0.18912480685323918,0.8674394762590607,-0.31476247245259226,0.2146342724978303,0.8719672893085572,-0.2807139463046968,False,"H1,OOS,DD","H1,OOS,DD",False,False
u56,0.03,2,R6,0.2235841516208863,0.9391051865333749,-0.2590429933771773,0.9353030450491885,0.9442079680209297,22.553195934305982,1.9995494480738905,0.06662728304786909,0.22287842262409963,0.9689138599402677,-0.19084834095758674,0.2241668588820087,0.9175561173001828,-0.2590429933771773,False,"H1,DD","H2,DD",False,False
u56,0.03,2,R3,0.20936455077901672,0.8913365564608362,-0.3610285107370328,0.8939832981968291,0.8913320882866987,26.047640160515844,1.9984230682586168,0.06662281830619046,0.2162681591254687,0.9522787114130408,-0.2545487589875769,0.20369689245341283,0.8472370583920946,-0.361028510737033,False,"H1,OOS,DD","H2,OOS,DD",False,False
u56,0.03,2,RND,0.16862086927590703,0.8878563316751538,-0.23600947798099314,0.9728724359505521,0.8229780980881136,15.90108418938203,1.9997747240369452,0.06665843431703293,0.15301690833299708,0.8657572344688995,-0.23600947798099314,0.18165690295085057,0.9066445412960752,-0.18385395983576447,False,"H2,DD",-,False,True
u56,0.05,2,NONE,0.19551093112402285,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,24.807028341578285,1.9556206352782157,0.06537771097945773,0.19644302833930105,0.8826595758148738,-0.2327272652421849,0.19474226788534743,0.8268268345476769,-0.25979982500932397,False,"H1,OOS,DD","H1,H2,OOS,DD",False,False
u56,0.05,2,INV,0.053957036866183916,0.514319105637004,-0.18024488979756215,0.5203963140574044,0.5103845528905515,32.2175950205466,1.996395584591124,0.06654047649589448,0.052511449225776996,0.5206108163142948,-0.1735519497917909,0.055151498522853615,0.5101688924956821,-0.1802448897975617,False,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False
u56,0.05,2,POS,0.20352851501922742,0.8232543805858391,-0.3104650770250419,0.6766268505723915,0.9557194401520632,26.203677058949832,2.0,0.06666436263185017,0.15917569440734858,0.7114909284214297,-0.29079568217603347,0.24140582822149637,0.9077872650972231,-0.31046507702504167,False,"H1,DD","H2,DD",False,False
