panel,cost_bps,chooser,pick_s,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,full4b,pick_is_INF,beats_spy_oos,beats_base_oos
U56,0.0,C_ISSHARPE,0.10,1.0,0.07056336984465883,1.4164514375416313,-0.07668797543494477,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,True
U56,0.0,C_ISCALMAR,0.10,1.0,0.07056336984465883,1.4164514375416313,-0.07668797543494477,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,True
U56,10.0,C_ISSHARPE,0.10,1.0,0.06816468229908068,1.3703968666135788,-0.07931238413007768,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,True
U56,10.0,C_ISCALMAR,0.10,1.0,0.06816468229908068,1.3703968666135788,-0.07931238413007768,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,True
U56,25.0,C_ISSHARPE,0.10,1.0,0.06457629390196296,1.3011504671879741,-0.08323547362301931,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,True
U56,25.0,C_ISCALMAR,0.10,1.0,0.06457629390196296,1.3011504671879741,-0.08323547362301931,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,True
U56,50.0,C_ISSHARPE,0.40,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,False
U56,50.0,C_ISCALMAR,0.10,1.0,0.05862127300148767,1.1853962700510685,-0.08973805291112746,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False,False,True,False
B136,0.0,C_ISSHARPE,0.10,0.75,0.11399960714923796,1.113805145921825,-0.16455413333458602,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,True,True
B136,0.0,C_ISCALMAR,0.10,0.75,0.11399960714923796,1.113805145921825,-0.16455413333458602,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,True,True
B136,10.0,C_ISSHARPE,0.10,0.75,0.1086290362445117,1.0658773382741895,-0.1702875038400694,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,True,False
B136,10.0,C_ISCALMAR,0.10,0.75,0.1086290362445117,1.0658773382741895,-0.1702875038400694,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,True,False
B136,25.0,C_ISSHARPE,0.10,0.75,0.10061966208544648,0.9938905137523759,-0.1788163928687576,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,True,False
B136,25.0,C_ISCALMAR,0.10,0.75,0.10061966208544648,0.9938905137523759,-0.1788163928687576,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,True,False
B136,50.0,C_ISSHARPE,0.10,0.75,0.08739374332090355,0.8737624719028172,-0.19284344753844818,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,True,False
B136,50.0,C_ISCALMAR,0.30,0.75,0.09527458603872074,0.9105523613820905,-0.193140200371554,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,True,False
