panel,kind,start,end,n,spy_CAGR,spy_Sharpe,spy_MaxDD,dd_cap,cagr_floor
U56,FULL,2009-01-13,2026-09-18,4448,0.1512259848581483,0.8844382267420076,-0.3371728920067375,-0.2023037352040425,0.10585818940070381
U56,IS<2017,2009-01-13,2016-12-30,2007,0.14958794806217557,0.8988610973875973,-0.22061944945147527,-0.13237166967088515,0.1047115636435229
U56,OOS>=2017,2017-01-03,2026-09-18,2441,0.1525745335844091,0.8738401470547136,-0.33717289200673783,-0.20230373520404268,0.10680217350908636
U56,IS<2015,2009-01-13,2014-12-31,1503,0.17950490060181523,1.007069202860886,-0.22061944945147527,-0.13237166967088515,0.12565343042127067
U56,OOS>=2015,2015-01-02,2026-09-18,2945,0.13705599284478365,0.8203133242866935,-0.33717289200673806,-0.20230373520404282,0.09593919499134855
U56,IS<2019,2009-01-13,2018-12-31,2509,0.13489939699874842,0.8539877532492405,-0.22061944945147527,-0.13237166967088515,0.09442957789912389
U56,OOS>=2019,2019-01-02,2026-09-18,1939,0.1727011126829685,0.9240266152169354,-0.3371728920067377,-0.20230373520404263,0.12089077887807795
U56,CY2009,2009-01-13,2009-12-31,245,0.32152083155369615,1.1891138312798837,-0.22061944945147527,-0.13237166967088515,0.22506458208758728
U56,CY2010,2010-01-04,2010-12-31,252,0.15056151404386164,0.8735423180794809,-0.15699676276134822,-0.09419805765680893,0.10539305983070314
U56,CY2011,2011-01-03,2011-12-30,252,0.018949753317750284,0.1971048669328736,-0.18605534397451118,-0.11163320638470671,0.013264827322425198
U56,CY2012,2012-01-03,2012-12-31,250,0.16128073769340578,1.2401360418630056,-0.09686946889662118,-0.05812168133797271,0.11289651638538405
U56,CY2013,2013-01-02,2013-12-31,252,0.3230772903674206,2.58984210323351,-0.055505269307231764,-0.033303161584339054,0.2261541032571944
U56,CY2014,2014-01-02,2014-12-31,252,0.13463786276377254,1.182009548990792,-0.07273443441532645,-0.04364066064919587,0.09424650393464078
U56,CY2015,2015-01-02,2015-12-31,252,0.012343126670188553,0.15678479142080567,-0.11910198319942145,-0.07146118991965286,0.008640188669131986
U56,CY2016,2016-01-04,2016-12-30,252,0.11997896136885777,0.9347410031789105,-0.09187538510658122,-0.05512523106394873,0.08398527295820044
U56,CY2017,2017-01-03,2017-12-29,251,0.21800663350186,2.965038116488878,-0.026101097683464802,-0.01566065861007888,0.15260464345130198
U56,CY2018,2018-01-02,2018-12-31,251,-0.04586762497439312,-0.19082709004409115,-0.1934891526272724,-0.11609349157636344,-0.03210733748207518
U56,CY2019,2019-01-02,2019-12-31,252,0.31223839687548005,2.240042241988881,-0.06618335618289428,-0.03971001370973657,0.218566877812836
U56,CY2020,2020-01-02,2020-12-31,253,0.18252920164599984,0.671439535892206,-0.33717289200673783,-0.20230373520404268,0.12777044115219988
U56,CY2021,2021-01-04,2021-12-31,252,0.2872876503039494,2.013994897432747,-0.051141347036690266,-0.030684808222014158,0.2011013552127646
U56,CY2022,2022-01-03,2022-12-30,251,-0.18240729317540605,-0.7110045702775378,-0.24496397555877514,-0.14697838533526508,-0.12768510522278423
U56,CY2023,2023-01-03,2023-12-29,250,0.2641070098700091,1.8620267598213556,-0.09974326259884991,-0.059845957559309944,0.18487490690900638
U56,CY2024,2024-01-02,2024-12-31,252,0.24886468383777327,1.8352654123987733,-0.08405625908508785,-0.050433755451052706,0.17420527868644128
U56,CY2025,2025-01-02,2025-12-31,250,0.17872782995987246,0.941957630207667,-0.18755228269937008,-0.11253136961962204,0.1251094809719107
U56,ROLL3y,2009-01-31,2012-01-31,756,0.19082358493432472,0.9060639057945644,-0.21802487557490546,-0.13081492534494327,0.1335765094540273
U56,ROLL3y,2009-02-28,2012-02-29,757,0.2540767579330878,1.1721250481887562,-0.1860553439745115,-0.1116332063847069,0.17785373055316145
U56,ROLL3y,2009-03-31,2012-03-31,758,0.237493554477334,1.1773651327951296,-0.18605534397451107,-0.11163320638470664,0.16624548813413378
U56,ROLL3y,2009-04-30,2012-04-30,757,0.19321782817886035,1.012387670396077,-0.1860553439745114,-0.11163320638470683,0.13525247972520224
U56,ROLL3y,2009-05-31,2012-05-31,758,0.1466332273423976,0.8181552511356711,-0.18605534397451118,-0.11163320638470671,0.10264325913967831
U56,ROLL3y,2009-06-30,2012-06-30,758,0.15901655773494916,0.874329143684401,-0.1860553439745115,-0.1116332063847069,0.11131159041446441
U56,ROLL3y,2009-07-31,2012-07-31,757,0.13985915963227935,0.7913721143210312,-0.18605534397451196,-0.11163320638470717,0.09790141174259553
U56,ROLL3y,2009-08-31,2012-08-31,759,0.1312164799967932,0.7552623622379666,-0.1860553439745115,-0.1116332063847069,0.09185153599775524
U56,ROLL3y,2009-09-30,2012-09-30,757,0.12979859720823983,0.7503165276593567,-0.1860553439745113,-0.11163320638470677,0.09085901804576788
U56,ROLL3y,2009-10-31,2012-10-31,755,0.1320225136989568,0.7682295629208331,-0.18605534397451118,-0.11163320638470671,0.09241575958926974
U56,ROLL3y,2009-11-30,2012-11-30,757,0.11268687588842718,0.6749632495122987,-0.18605534397451073,-0.11163320638470643,0.07888081312189903
U56,ROLL3y,2009-12-31,2012-12-31,755,0.10447498034773406,0.6334672174664275,-0.18605534397451162,-0.11163320638470697,0.07313248624341384
U56,ROLL3y,2010-01-31,2013-01-31,756,0.14046277845207,0.8128108176291375,-0.18605534397451096,-0.11163320638470657,0.098323944916449
