panel,anchor,ladder,chooser,k,pick,anchor_rung,is_anchor,P_pick,P_max,obs_margin,B_RESOLVED,gapq_50,GAPEX_50,gapq_55,GAPEX_55,gapq_60,GAPEX_60,gapq_65,GAPEX_65,gapq_70,GAPEX_70,gapq_75,GAPEX_75,gapq_80,GAPEX_80,gapq_82.5,GAPEX_82.5,gapq_85,GAPEX_85,gapq_87.5,GAPEX_87.5,gapq_90,GAPEX_90,gapq_92.5,GAPEX_92.5,gapq_95,GAPEX_95,gapq_96,GAPEX_96,gapq_97,GAPEX_97,gapq_97.5,GAPEX_97.5,gapq_98,GAPEX_98,gapq_99,GAPEX_99,gapq_99.5,GAPEX_99.5,gap_pctrank,gap_med,margin_over_q95
U56,A,N,CH_ISSHARPE,9,40,20,0.0,0.418,0.418,0.010075690077960164,0.0,0.050121103114015464,0.0,0.057743053368433654,0.0,0.06640634056646706,0.0,0.07633687990458284,0.0,0.08534569103357909,0.0,0.09841167586232108,0.0,0.11174721457552744,0.0,0.11870058354915601,0.0,0.1261088408563929,0.0,0.13501449439067223,0.0,0.14525170410305024,0.0,0.15949574579289372,0.0,0.17356048765315601,0.0,0.1870286248016025,0.0,0.19863191068943212,0.0,0.20238321608095902,0.0,0.205418322325595,0.0,0.2227204439302033,0.0,0.2280943497001167,0.0,0.127,0.050121103114015464,0.05805290255980073
U56,A,N,CH_ISCAGR,9,5,20,0.0,0.786,0.786,0.023520397408231863,0.0,0.022210848868696176,1.0,0.02568299034831354,0.0,0.02905574854892263,0.0,0.03293937083140798,0.0,0.03617731263653323,0.0,0.041025290799996894,0.0,0.044909400749987956,0.0,0.04679553030457647,0.0,0.04875396954165277,0.0,0.05104652283759359,0.0,0.053777370524715436,0.0,0.05779856830566122,0.0,0.06284145437043114,0.0,0.06493024852111962,0.0,0.06876051864861203,0.0,0.06984799928240033,0.0,0.07140768495224331,0.0,0.07787050778581249,0.0,0.08113660714101323,0.0,0.521,0.022210848868696176,0.37428155735521845
U56,A,N,CH_ISDD,9,40,20,0.0,0.925,0.925,0.013708522069097118,1.0,0.014881731797507625,0.0,0.015302945747789443,0.0,0.016384916299296858,0.0,0.017158342003377798,0.0,0.018295051836662746,0.0,0.019979484152030325,0.0,0.02183660959338687,0.0,0.022912753268113286,0.0,0.0242631673553144,0.0,0.025494010110788334,0.0,0.026341680421122154,0.0,0.029188781252675298,0.0,0.03264173025464097,0.0,0.0345160475494125,0.0,0.0369788085513045,0.0,0.03816895181334393,0.0,0.03969819019400559,0.0,0.0436930866187592,0.0,0.05062775126537487,0.0,0.443,0.014881731797507625,0.4199692222855758
U56,A,H,CH_ISSHARPE,4,252,126,0.0,0.42,0.42,0.009654230005583075,0.0,0.04580803813677092,0.0,0.05266122493151288,0.0,0.059604527799033795,0.0,0.06686711355766681,0.0,0.07369327586966876,0.0,0.0805766250693547,0.0,0.0901779493444078,0.0,0.09571655613299952,0.0,0.10327154305510955,0.0,0.11249934362260404,0.0,0.12743984909746953,0.0,0.14057078692046976,0.0,0.15237751102488928,0.0,0.1583516675588728,0.0,0.16766031936408743,0.0,0.17517871792492873,0.0,0.18030046778118183,0.0,0.2188459822467306,0.0,0.23159854040769057,0.0,0.127,0.04580803813677092,0.06335731526685823
U56,A,H,CH_ISCAGR,4,252,126,0.0,0.502,0.502,0.0026572189032110227,0.0,0.006110315637378738,0.0,0.006888714407333719,0.0,0.007704467785882674,0.0,0.008548353204302596,0.0,0.009734893025665879,0.0,0.011129520768204781,0.0,0.012181549249461332,0.0,0.012952938989520536,0.0,0.013962447997493464,0.0,0.014799399212826553,0.0,0.01623198457023476,0.0,0.017821020932965746,0.0,0.02017570737009907,0.0,0.021908471427052056,0.0,0.0230372783212168,0.0,0.02359581912731712,0.0,0.02428267097756343,0.0,0.027124174832072512,0.0,0.03019428700496006,0.0,0.244,0.006110315637378738,0.1317038780582777
U56,A,H,CH_ISDD,4,21,126,0.0,0.523,0.523,0.00979552595790334,0.0,0.00834163119416187,1.0,0.0097036737780563,1.0,0.01093409467574904,0.0,0.012659710216968267,0.0,0.014299920706978997,0.0,0.016183253357018812,0.0,0.018601306382053998,0.0,0.02005874525161106,0.0,0.022137289630859466,0.0,0.024446375142574875,0.0,0.026508549114669846,0.0,0.03017588830530776,0.0,0.03342933605261939,0.0,0.03536507257584655,0.0,0.0370880070157323,0.0,0.03804454918045268,0.0,0.038973905868665566,0.0,0.045121855211915,0.0,0.052864816492177585,0.0,0.553,0.00834163119416187,0.293021851899323
U56,A,GROSS,CH_ISSHARPE,10,0.75,0.75,1.0,0.725,0.725,0.00010871918089216948,0.0,0.00014855951128617262,0.0,0.00016640674798495402,0.0,0.0001868663272289961,0.0,0.00020907420473988418,0.0,0.0002428837826286667,0.0,0.0002738015568615748,0.0,0.0003055759328000729,0.0,0.0003202015621376342,0.0,0.0003333660842144647,0.0,0.0003580682044120251,0.0,0.00038619005768441027,0.0,0.00042254677625017676,0.0,0.0004562657307948747,0.0,0.0004747746780457615,0.0,0.0004973513792902184,0.0,0.0005232463093787664,0.0,0.0005285170829202546,0.0,0.000596588551992988,0.0,0.0006232869837599252,0.0,0.392,0.00014855951128617262,0.23828040011413176
U56,A,GROSS,CH_ISCAGR,10,0.75,0.75,1.0,1.0,1.0,0.009332336480988523,1.0,0.009616011810583025,0.0,0.009954516721978224,0.0,0.010301524086765036,0.0,0.010631310355183688,0.0,0.01106617795269067,0.0,0.011450449141031993,0.0,0.011895748739189794,0.0,0.01215591177314294,0.0,0.012343404189637985,0.0,0.01270560154178288,0.0,0.01303518640023158,0.0,0.013520713159290276,0.0,0.014066514348245449,0.0,0.01446921505514715,0.0,0.014684007258961296,0.0,0.014853489091718746,0.0,0.014962498434470742,0.0,0.015715801486272423,0.0,0.016342312817092263,0.0,0.469,0.009616011810583025,0.6634434267045388
U56,A,GROSS,CH_ISDD,10,0.3,0.75,0.0,1.0,1.0,0.009343501791207132,1.0,0.01007389661301955,0.0,0.010406637759861026,0.0,0.010696289414182436,0.0,0.011071430627477147,0.0,0.011505045523233315,0.0,0.011935810932515528,0.0,0.012464492372794723,0.0,0.012778810430152505,0.0,0.013111951984710013,0.0,0.013497587623093277,0.0,0.013992831267964858,0.0,0.014737455721239894,0.0,0.0156723557696838,0.0,0.016222180461719738,0.0,0.01664249207718724,0.0,0.016975305690826243,0.0,0.017662637054406346,0.0,0.01885004751186739,0.0,0.020498997301065858,0.0,0.363,0.01007389661301955,0.5961772389879612
U56,A,CADENCE,CH_ISSHARPE,4,W,W,1.0,0.296,0.298,0.00784528187974276,0.0,0.041393004230055375,0.0,0.047985046859220636,0.0,0.053395966116986535,0.0,0.06104530841854642,0.0,0.07004903621084323,0.0,0.07984381500578674,0.0,0.08991060652877361,0.0,0.0967897675946186,0.0,0.10305036698388717,0.0,0.11209794044424504,0.0,0.12163215489085363,0.0,0.13667247511540773,0.0,0.15712539007160775,0.0,0.1752594574391398,0.0,0.18828794489838316,0.0,0.1961697519811274,0.0,0.2041092758152123,0.0,0.22555286724749546,0.0,0.26639641705120576,0.0,0.099,0.041393004230055375,0.04993007098450085
