panel,theta,arm,cons,gross,vs,field,cstar,d_at_0,d_at_10,dturn_yr
B136,-0.12,MA-THRESH,DEGROSS,0.5,W,Sharpe,0.0,-0.012221484935932558,-0.03484038751535956,1.4308393021395607
B136,-0.12,MA-THRESH,DEGROSS,0.5,W,CAGR,0.0,-0.001993200218976865,-0.0035223579202576794,1.4308393021395607
B136,-0.12,MA-THRESH,DEGROSS,0.5,M,Sharpe,1.9409481470574974,0.006362663885912445,-0.02641380042561292,2.0571331047584813
B136,-0.12,MA-THRESH,DEGROSS,0.5,M,CAGR,0.0,-0.004079585717205569,-0.006280497864176615,2.0571331047584813
B136,-0.12,MA-THRESH,DEGROSS,0.5,Q,Sharpe,0.5802174231575918,0.0020987690789946445,-0.034068011581584345,2.291347185236539
B136,-0.12,MA-THRESH,DEGROSS,0.5,Q,CAGR,0.0,-0.0038239502354173727,-0.0062768875903504995,2.291347185236539
B136,-0.12,MA-THRESH,DEGROSS,0.75,W,Sharpe,0.0,-0.01179369071659453,-0.03403419103871075,2.1087562605409906
B136,-0.12,MA-THRESH,DEGROSS,0.75,W,CAGR,0.0,-0.0031376598833268154,-0.005463839245207547,2.1087562605409906
B136,-0.12,MA-THRESH,DEGROSS,0.75,M,Sharpe,2.248925086860254,0.007250507181894461,-0.024985003823173146,3.031273862097681
B136,-0.12,MA-THRESH,DEGROSS,0.75,M,CAGR,0.0,-0.006560545066962131,-0.009909866737234374,3.031273862097681
B136,-0.12,MA-THRESH,DEGROSS,0.75,Q,Sharpe,2.6975610615409096,0.009599219259845748,-0.025981636972493227,3.378273963499052
B136,-0.12,MA-THRESH,DEGROSS,0.75,Q,CAGR,0.0,-0.005697009163287081,-0.009433388755357708,3.378273963499052
B136,-0.12,MA-THRESH,DEGROSS,1.0,W,Sharpe,0.0,-0.011329360896184637,-0.033432015753223965,2.791807494118615
B136,-0.12,MA-THRESH,DEGROSS,1.0,W,CAGR,0.0,-0.004383103511148789,-0.007558439649314019,2.791807494118615
B136,-0.12,MA-THRESH,DEGROSS,1.0,M,Sharpe,2.585692876346002,0.008286429456669797,-0.02375673938852274,4.0124915576005655
B136,-0.12,MA-THRESH,DEGROSS,1.0,M,CAGR,0.0,-0.009372344309668712,-0.013946013341591623,4.0124915576005655
B136,-0.12,MA-THRESH,DEGROSS,1.0,Q,Sharpe,5.0629946401386405,0.01790641234853596,-0.017458215859225135,4.47227221382579
B136,-0.12,MA-THRESH,DEGROSS,1.0,Q,CAGR,0.0,-0.0075512964730810594,-0.012656302048531742,4.47227221382579
B136,-0.12,MA-THRESH,RESPREAD,0.5,W,Sharpe,0.0,-0.007579045363017567,-0.0418313618884496,2.6000027543576936
B136,-0.12,MA-THRESH,RESPREAD,0.5,W,CAGR,0.0,-0.0006380598782849134,-0.0034394854004096143,2.6000027543576936
B136,-0.12,MA-THRESH,RESPREAD,0.5,M,Sharpe,0.0,-0.0412194134886803,-0.09007256894310345,3.6776900864637643
B136,-0.12,MA-THRESH,RESPREAD,0.5,M,CAGR,0.0,-0.00415484654408349,-0.008119504183695447,3.6776900864637643
B136,-0.12,MA-THRESH,RESPREAD,0.5,Q,Sharpe,0.0,-0.06241584430186342,-0.11636362920850774,4.065681291932523
B136,-0.12,MA-THRESH,RESPREAD,0.5,Q,CAGR,0.0,-0.005476877394802404,-0.009862138234377982,4.065681291932523
B136,-0.12,MA-THRESH,RESPREAD,0.75,W,Sharpe,0.0,-0.007400588586746526,-0.040931026810079096,3.8150233592806577
B136,-0.12,MA-THRESH,RESPREAD,0.75,W,CAGR,0.0,-0.0011828888001572668,-0.005440393617122341,3.8150233592806577
B136,-0.12,MA-THRESH,RESPREAD,0.75,M,Sharpe,0.0,-0.04012553684592923,-0.08791593571287049,5.391531461474844
B136,-0.12,MA-THRESH,RESPREAD,0.75,M,CAGR,0.0,-0.006951944196514459,-0.012973797940397214,5.391531461474844
B136,-0.12,MA-THRESH,RESPREAD,0.75,Q,Sharpe,0.0,-0.056051754933361675,-0.10880077740982919,5.96010878586851
B136,-0.12,MA-THRESH,RESPREAD,0.75,Q,CAGR,0.0,-0.008405672214395477,-0.015068708267435005,5.96010878586851
B136,-0.12,MA-THRESH,RESPREAD,1.0,W,Sharpe,0.0,-0.007154531721890844,-0.0401058822976208,4.9944741244009325
B136,-0.12,MA-THRESH,RESPREAD,1.0,W,CAGR,0.0,-0.001891578282093409,-0.007655985994235559,4.9944741244009325
B136,-0.12,MA-THRESH,RESPREAD,1.0,M,Sharpe,0.0,-0.038826623956713435,-0.08575305907567543,7.0511955161385975
B136,-0.12,MA-THRESH,RESPREAD,1.0,M,CAGR,0.0,-0.010302521793239316,-0.018450179134928302,7.0511955161385975
B136,-0.12,MA-THRESH,RESPREAD,1.0,Q,Sharpe,0.0,-0.04876799041807067,-0.10052825412786826,7.792727546174524
B136,-0.12,MA-THRESH,RESPREAD,1.0,Q,CAGR,0.0,-0.01150386565923256,-0.02052084154499001,7.792727546174524
B136,-0.12,MOM-D,DEGROSS,0.5,W,Sharpe,0.0,-0.001008516707589946,-0.025225136916716018,1.5783769736940398
B136,-0.12,MOM-D,DEGROSS,0.5,W,CAGR,0.0,-0.0011257096688133128,-0.002819524053990774,1.5783769736940398
B136,-0.12,MOM-D,DEGROSS,0.5,M,Sharpe,9.985323907494603,0.03471437903553087,-5.101609122704076e-05,2.251136574058309
B136,-0.12,MOM-D,DEGROSS,0.5,M,CAGR,0.0,-0.0012471796007169633,-0.0036658227441559443,2.251136574058309
B136,-0.12,MOM-D,DEGROSS,0.5,Q,Sharpe,7.89263574861252,0.030218789995510198,-0.008067789223460409,2.4979558106192834
B136,-0.12,MOM-D,DEGROSS,0.5,Q,CAGR,0.0,-0.0010484911475159286,-0.0037329328581290344,2.4979558106192834
B136,-0.12,MOM-D,DEGROSS,0.75,W,Sharpe,0.0,-0.0005316890242996752,-0.02436736205278356,2.3286080517255185
B136,-0.12,MOM-D,DEGROSS,0.75,W,CAGR,0.0,-0.0018089612764538021,-0.004393412015393672,2.3286080517255185
B136,-0.12,MOM-D,DEGROSS,0.75,M,Sharpe,10.454151400153933,0.03577017015578665,0.0015537628771358225,3.319926017280437
B136,-0.12,MOM-D,DEGROSS,0.75,M,CAGR,0.0,-0.002209482529784923,-0.005900704129368162,3.319926017280437
B136,-0.12,MOM-D,DEGROSS,0.75,Q,Sharpe,9.920721351772954,0.03738606823891666,-0.0002987339943738565,3.685289108850369
B136,-0.12,MOM-D,DEGROSS,0.75,Q,CAGR,0.0,-0.0014410958654653694,-0.005540300557394184,3.685289108850369
B136,-0.12,MOM-D,DEGROSS,1.0,W,Sharpe,0.0,-1.2518378376125128e-05,-0.023706004516921286,3.0834983025724676
B136,-0.12,MOM-D,DEGROSS,1.0,W,CAGR,0.0,-0.0025768210731613728,-0.006112252245586758,3.0834983025724676
B136,-0.12,MOM-D,DEGROSS,1.0,M,Sharpe,10.87073784419772,0.03697396248287088,0.002961269935336963,4.395018963931026
B136,-0.12,MOM-D,DEGROSS,1.0,M,CAGR,0.0,-0.003439479110609378,-0.008490514303597374,4.395018963931026
B136,-0.12,MOM-D,DEGROSS,1.0,Q,Sharpe,12.114910283889913,0.045369402370484035,0.007919501626675984,4.878692024474927
B136,-0.12,MOM-D,DEGROSS,1.0,Q,CAGR,0.0,-0.0017586511093925505,-0.007369373099634258,4.878692024474927
B136,-0.12,MOM-D,RESPREAD,0.5,W,Sharpe,0.24683294705027947,0.0008313126824823769,-0.03285857450741836,2.7701501001049773
B136,-0.12,MOM-D,RESPREAD,0.5,W,CAGR,3.082118802012701,0.0009301525650613485,-0.002080699987289547,2.7701501001049773
B136,-0.12,MOM-D,RESPREAD,0.5,M,Sharpe,0.5610097041426343,0.0026778835961529524,-0.04506454945779992,3.901214310836919
B136,-0.12,MOM-D,RESPREAD,0.5,M,CAGR,8.425836244896345,0.003578867263185126,-0.0006667481134969844,3.901214310836919
B136,-0.12,MOM-D,RESPREAD,0.5,Q,Sharpe,0.0,-0.029929386542275616,-0.08288058554420341,4.308783751624837
B136,-0.12,MOM-D,RESPREAD,0.5,Q,CAGR,2.49716408598033,0.0011727661652507493,-0.0035144677374761013,4.308783751624837
B136,-0.12,MOM-D,RESPREAD,0.75,W,Sharpe,0.26090979499713285,0.0008601602345850168,-0.03211910059548262,4.066483900750289
B136,-0.12,MOM-D,RESPREAD,0.75,W,CAGR,2.621810911114153,0.0012094558900401786,-0.0033868009410986666,4.066483900750289
B136,-0.12,MOM-D,RESPREAD,0.75,M,Sharpe,0.844995064289833,0.003945434356595667,-0.04275602964124281,5.719133525383786
B136,-0.12,MOM-D,RESPREAD,0.75,M,CAGR,7.516473391842737,0.004873330363192929,-0.0016035927719233456,5.719133525383786
B136,-0.12,MOM-D,RESPREAD,0.75,Q,Sharpe,0.0,-0.02459925739401081,-0.07636782265611997,6.317063276761038
B136,-0.12,MOM-D,RESPREAD,0.75,Q,CAGR,2.3706125326498295,0.0017000578598957983,-0.005450537195667016,6.317063276761038
B136,-0.12,MOM-D,RESPREAD,1.0,W,Sharpe,0.31192552542052,0.0010104451593031527,-0.03139553855759947,5.3251280927171285
B136,-0.12,MOM-D,RESPREAD,1.0,W,CAGR,2.1350679899114766,0.001340884756537486,-0.004907598830631743,5.3251280927171285
B136,-0.12,MOM-D,RESPREAD,1.0,M,Sharpe,1.1806055737906718,0.0054116340468435276,-0.04043611445618622,7.478241848864316
B136,-0.12,MOM-D,RESPREAD,1.0,M,CAGR,6.5098285989733995,0.005738402666110254,-0.0030600967538492174,7.478241848864316
B136,-0.12,MOM-D,RESPREAD,1.0,Q,Sharpe,0.0,-0.01829225897250253,-0.06907680178566888,8.25894776981843
