book,rule,prereg,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,vs_anchor,vs_SPY,vs_v2,regret,keep4b,fails4b
CAND10,S_BREADTH,highest IS breadth,q0.500~s26,0.8538764984939692,0.10586160754189522,0.7797658786161444,-0.22225191365309716,0.08062228830772777,-0.10225804498108715,-0.08564160078422278,0.4061657121227885,False,"H1,H2,OOS,DD"
CAND10,S_BREADTH^rev,sign check,q0.500~s10,0.9372031996335972,0.09095741144965741,0.5995270499002852,-0.37882569997573956,-0.0996165404081315,-0.2824968736969464,-0.26588042950008206,0.5864045408386478,False,"H2,OOS,DD"
CAND10,S_DISP,highest IS dispersion,q0.500~s53,0.6443860170360995,0.0765135946206883,0.5435234328333232,-0.2670652313051751,-0.1556201574750935,-0.3385004907639084,-0.32188404656704406,0.6424081579056098,False,"H1,H2,OOS,DD,CAGR"
CAND10,S_DISP^rev,sign check,q0.500~s47,0.4405185173419624,0.06943873908209319,0.5352164935459792,-0.23827904731952587,-0.16392709676243744,-0.34680743005125236,-0.330190985854388,0.6507150971929537,False,"H1,H2,OOS,DD,CAGR"
CAND10,S_CORR,LOWEST IS mean pairwise correlation,q0.500~s34,0.9230611750350926,0.1691093699226669,1.070445162813442,-0.24180076721729382,0.37130157250502527,0.18842123921621035,0.2050376834130747,0.11548642792549102,False,DD
CAND10,S_CORR^rev,sign check,q0.500~s47,0.4405185173419624,0.06943873908209319,0.5352164935459792,-0.23827904731952587,-0.16392709676243744,-0.34680743005125236,-0.330190985854388,0.6507150971929537,False,"H1,H2,OOS,DD,CAGR"
CAND10,S_EVOL,LOWEST IS eligible-set vol,q0.500~s47,0.4405185173419624,0.06943873908209319,0.5352164935459792,-0.23827904731952587,-0.16392709676243744,-0.34680743005125236,-0.330190985854388,0.6507150971929537,False,"H1,H2,OOS,DD,CAGR"
CAND10,S_EVOL^rev,sign check,q0.500~s57,0.7579834001537639,0.11007785418886429,0.7000123587847386,-0.36664069385179965,0.0008687684763218906,-0.18201156481249303,-0.16539512061562867,0.4859192319541944,False,"H1,H2,OOS,DD"
CAND10,S_EWALL,highest IS EWall Sharpe (idea 271's winner),q0.500~s38,1.014098591426689,0.06668684206375541,0.4873423202772362,-0.3578980123818315,-0.2118012700311805,-0.3946816033199954,-0.37806515912313104,0.6985892704616967,False,"H2,OOS,DD,CAGR"
CAND10,S_EWALL^rev,sign check,q0.500~s21,0.41881578973100453,0.03318784725678303,0.29659703671134746,-0.33741019464928157,-0.4025465535970692,-0.5854268868858841,-0.5688104426890197,0.8893345540275854,False,"H1,H2,OOS,DD,CAGR"
CAND10,S_ISS,highest IS Sharpe of the book itself,q0.500~s06,1.0860538663954153,0.11995226790419977,0.7672018512912127,-0.25273826832991564,0.06805826098279599,-0.11482207230601893,-0.09820562810915456,0.4187297394477203,False,"H2,OOS,DD"
CAND10,S_ISS^rev,sign check,q0.500~s00,0.27837370813012347,0.08195705612543591,0.5974225074800753,-0.3218144517989209,-0.10172108282834136,-0.2846014161171563,-0.2679849719202919,0.5885090832588576,False,"H1,H2,OOS,DD,CAGR"
CAND10,ANCHOR (do nothing: mean of 60 draws),control,-,0.7226881668026212,0.10111612283798715,0.6991435903084167,-0.28129118369009554,0.0,-0.18288033328881492,-0.16626388909195056,0.4867880004305163,False,n/a (mean)
CAND20,S_BREADTH,highest IS breadth,q0.500~s26,0.9359861970396037,0.10676910770118053,0.8496788413426987,-0.22083598863522602,0.12415525134148242,-0.03234508225453292,-0.015728638057668554,0.20021175169715344,False,"H2,OOS,DD"
CAND20,S_BREADTH^rev,sign check,q0.500~s10,0.7977411118400468,0.10093683275158871,0.7311375335207854,-0.3152809925364547,0.00561394351956912,-0.15088639007644622,-0.13426994587958185,0.31875305951906674,False,"H1,H2,OOS,DD,CAGR"
CAND20,S_DISP,highest IS dispersion,q0.500~s53,0.8068182777051497,0.08961339111402822,0.6848848732379066,-0.2673049027197901,-0.04063871676330966,-0.197139050359325,-0.18052260616246063,0.3650057198019455,False,"H2,OOS,DD,CAGR"
CAND20,S_DISP^rev,sign check,q0.500~s47,0.5583711213005013,0.08011299864595434,0.6759664122609778,-0.20211050699586497,-0.04955717774023849,-0.20605751133625383,-0.18944106713938946,0.37392418077887435,False,"H1,H2,OOS,DD,CAGR"
CAND20,S_CORR,LOWEST IS mean pairwise correlation,q0.500~s34,0.9496219735318601,0.13726410821654844,1.013012149930646,-0.24062594203753218,0.2874885599294297,0.13098822633341434,0.1476046705302787,0.03687844310920618,False,DD
CAND20,S_CORR^rev,sign check,q0.500~s47,0.5583711213005013,0.08011299864595434,0.6759664122609778,-0.20211050699586497,-0.04955717774023849,-0.20605751133625383,-0.18944106713938946,0.37392418077887435,False,"H1,H2,OOS,DD,CAGR"
CAND20,S_EVOL,LOWEST IS eligible-set vol,q0.500~s47,0.5583711213005013,0.08011299864595434,0.6759664122609778,-0.20211050699586497,-0.04955717774023849,-0.20605751133625383,-0.18944106713938946,0.37392418077887435,False,"H1,H2,OOS,DD,CAGR"
CAND20,S_EVOL^rev,sign check,q0.500~s57,0.7602698005990016,0.11138655143561804,0.7757495737177811,-0.3796304355865444,0.05022598371656484,-0.1062743498794505,-0.08965790568258614,0.274141019322071,False,"H1,H2,OOS,DD"
CAND20,S_EWALL,highest IS EWall Sharpe (idea 271's winner),q0.500~s38,1.0250910129639421,0.07788389961147146,0.6123921281355904,-0.34249074697552906,-0.11313146186562584,-0.2696317954616412,-0.2530153512647768,0.4374984649042617,False,"H2,OOS,DD,CAGR"
CAND20,S_EWALL^rev,sign check,q0.500~s21,0.42642126500901956,0.04871756458905585,0.42152669103997487,-0.31417665177438625,-0.3039968989612414,-0.4604972325572567,-0.44388078836039235,0.6283639019998772,False,"H1,H2,OOS,DD,CAGR"
CAND20,S_ISS,highest IS Sharpe of the book itself,q0.500~s48,1.0945894635957085,0.07458019297530849,0.6023026034565738,-0.2788574103735828,-0.12322098654464242,-0.27972132014065776,-0.2631048759437934,0.4475879895832783,False,"H2,OOS,DD,CAGR"
