boundary_def,at_boundary,n,moved,move_rate,mean_d_oos
B_STRICT,True,24,19,0.7916666666666666,-0.019331078330282886
B_STRICT,False,12,7,0.5833333333333334,-0.04546364432329008
B_ADJ,True,32,24,0.75,-0.03023744567889968
B_ADJ,False,4,2,0.5,-0.01047783752037007
