panel,block_L,n_i,n_j,var_dEDGE,var_dbook,var_dnullmed,cov,null_var_share
U56,21,5,8,2.6803436840589674,2.4039378982748683,0.3381494559742605,0.030871835095080808,0.12615899147014806
U56,21,5,10,4.261524692468287,3.951061565561692,0.3119203632936909,0.0007286181935480643,0.07319454556839039
U56,21,5,12,5.992704673458127,5.5529840139013125,0.27826854880567786,-0.08072605537556819,0.046434550669272566
U56,21,5,15,7.116201961866298,6.792569622459263,0.2286033427530916,-0.04751449832697187,0.032124347225965744
U56,21,5,20,8.351935110100415,7.908491817668723,0.3656369381188871,-0.038903177156403256,0.04377870916127017
U56,21,5,25,9.356231612085244,9.230490349854062,0.20621300272242266,0.04023587024561959,0.02204017720724888
U56,21,5,30,9.973718141122426,9.851011255897395,0.20449595195604958,0.040894533365509605,0.020503482158062664
U56,21,5,40,10.914974055472982,10.867641593075856,0.20542537107605444,0.07904645433946432,0.018820509332594347
U56,21,8,10,1.2523568484023142,1.0185897360217673,0.2002392911926432,-0.016763910593951804,0.1598899638294765
U56,21,8,12,2.357460510491475,2.1382360796010276,0.19659987418048752,-0.01131227835498,0.08339476878002978
U56,21,8,15,3.165948147106988,2.966741547652038,0.20732558252271152,0.004059491533880838,0.06548609544100197
U56,21,8,20,3.7558507001043866,3.5549543202692626,0.17914892535283145,-0.01087372724114628,0.04769862799600962
U56,21,8,25,4.599800321043337,4.549252521091717,0.18404463746021582,0.06674841875429792,0.04001144063107296
U56,21,8,30,5.301961520007035,5.1485510578369285,0.2172971704575001,0.031943354143696596,0.040984297912673606
U56,21,8,40,6.159030605733961,5.928675650537199,0.265536920676177,0.017590982739708227,0.04311342769249536
U56,21,10,12,1.1744232520927986,1.0735860276672686,0.18096934753073926,0.040066061552604705,0.15409210198133896
U56,21,10,15,1.8754331664954134,1.7935209208346998,0.18214809031753154,0.050117922328409156,0.09712321055828839
U56,21,10,20,2.6292433010841547,2.504541010623742,0.15224990489783002,0.01377380721870825,0.05790635839408645
U56,21,10,25,3.3428141683577617,3.340367096867061,0.1858789080109555,0.09171591826012744,0.05560551638509807
U56,21,10,30,4.039896748397274,3.869084320147715,0.2204296216280022,0.02480859668922149,0.054563182020791
U56,21,10,40,4.842499611199656,4.556136297362147,0.2750164492464428,-0.005673432295533102,0.056792250145026174
U56,21,12,15,0.8572465589748428,0.6994365142630569,0.13846437530479241,-0.009672834703496808,0.16152222934598662
U56,21,12,20,1.448190115831865,1.3772451770278145,0.1459380993885064,0.03749658029222778,0.10077274923581221
U56,21,12,25,2.0654906583247814,1.9700865866434971,0.12844081873139387,0.01651837352505455,0.06218416830583292
U56,21,12,30,2.803629076281404,2.5193954796452616,0.1694629617525859,-0.05738531744177831,0.0604441447644541
U56,21,12,40,3.602043430540346,3.1964846261847475,0.20682626687026082,-0.09936626874266935,0.05741914856346819
U56,21,15,20,0.7318331471322292,0.6131008136379846,0.20785844501697393,0.04456305576136463,0.28402436515958684
U56,21,15,25,1.1802429545911635,1.1206895330723399,0.0849592604116764,0.012702919446426406,0.07198455206293208
U56,21,15,30,1.7063829416444911,1.5401517495135255,0.10388510370050036,-0.031173044215232516,0.06088029900274511
U56,21,15,40,2.2424508877287894,2.034415995790677,0.11983367172563683,-0.04410061010623767,0.05343870511563685
