panel,kind,flavour,etf_share,seed,arm,gross,cadence,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,keep4a,keep4b,fail4b
U56,REAL,-,,-1,EWall,0.5,W,0.08812440871567429,1.1233164142816057,-0.15455481806460203,1.1883807331897813,1.0719568965457151,1.1358721975846995,False,False,CAGR
U56,REAL,-,,-1,MA-RS,0.5,W,0.07685124783366115,1.0908164049666391,-0.12708718203345026,1.1664271840482552,1.0366205157987427,1.1118752031587715,False,False,CAGR
U56,REAL,-,,-1,EWall,0.5,M,0.08806371163764837,1.1339200700376335,-0.1521241377630005,1.1851695696687254,1.0934193267251773,1.1573316359237287,False,False,CAGR
U56,REAL,-,,-1,MA-RS,0.5,M,0.0833539745605194,1.156317374827736,-0.12435434487680852,1.2050428031249028,1.1225565940363598,1.1944021933742328,False,False,CAGR
U56,REAL,-,,-1,EWall,0.75,W,0.13269560660401059,1.124034686997564,-0.22525886233200354,1.1901342806780089,1.071956590475289,1.1357456546242786,False,False,DD
U56,REAL,-,,-1,MA-RS,0.75,W,0.11550771620309908,1.0909448611053358,-0.1864741894557631,1.1669196683757839,1.0365733966172206,1.1117899810925378,False,True,-
U56,REAL,-,,-1,EWall,0.75,M,0.13286142526195843,1.1339938764798247,-0.2227698341888874,1.1889932188558443,1.0907049643719569,1.1542484119818377,False,False,DD
U56,REAL,-,,-1,MA-RS,0.75,M,0.12590833694454684,1.1579560633273787,-0.18229398064920188,1.2077970846804917,1.1233316085976048,1.1949871159552083,False,True,-
U56,REAL,-,,-1,EWall,1.0,W,0.17741215580008407,1.124475038236714,-0.29178994535323965,1.191650584693579,1.071666515343234,1.1353159277294047,False,False,DD
U56,REAL,-,,-1,MA-RS,1.0,W,0.15418957637610164,1.0910038805892275,-0.24316477005081072,1.1673478577079555,1.0364678699654766,1.1116326728616361,False,False,DD
U56,REAL,-,,-1,EWall,1.0,M,0.1780488584232891,1.1337900298588552,-0.29001380031909985,1.1925708887432371,1.0877720069100383,1.1508790479642887,False,False,DD
U56,REAL,-,,-1,MA-RS,1.0,M,0.16897422185766398,1.1595138763569754,-0.23758140602368916,1.2104849356002818,1.1240365311842742,1.1954597444544677,False,False,DD
B136,REAL,-,,-1,EWall,0.5,W,0.09402878987717611,1.1215619496412732,-0.17483787554564623,1.228872184413695,1.0250910923755148,1.1034476037363115,False,False,CAGR
B136,REAL,-,,-1,MA-RS,0.5,W,0.07746534445109798,1.0561663241355352,-0.1373301636117984,1.1558482864878998,0.9700051092625578,1.065137950120036,False,False,CAGR
B136,REAL,-,,-1,EWall,0.5,M,0.09294406539140931,1.1221863584910545,-0.17087982666779655,1.2201773128707738,1.0322824231125387,1.112699867808078,False,False,CAGR
B136,REAL,-,,-1,MA-RS,0.5,M,0.08234290646949849,1.0930063812622328,-0.1488479909563294,1.1924074796571653,1.010257257081291,1.1005768699534773,False,False,CAGR
B136,REAL,-,,-1,EWall,0.75,W,0.14157411947237497,1.1219549467170122,-0.2537106610635025,1.2311809584625346,1.0240240275629424,1.1022031339130582,False,False,DD
B136,REAL,-,,-1,MA-RS,0.75,W,0.11637443421605997,1.056627234650641,-0.20122396720949698,1.1576062671159508,0.9695425892777702,1.064516105449877,False,True,-
B136,REAL,-,,-1,EWall,0.75,M,0.1403118949199531,1.1223215296797844,-0.24997108761675657,1.2242984600783362,1.0295928583140237,1.1092258920060423,False,False,DD
B136,REAL,-,,-1,MA-RS,0.75,M,0.12427283151947832,1.0944102136113205,-0.21789078167135778,1.1957261093753282,1.0104315249675984,1.1001206042656517,False,False,DD
B136,REAL,-,,-1,EWall,1.0,W,0.18923588424462268,1.12201871066808,-0.32721478414341365,1.2332369225764623,1.0226050579153692,1.100579361004539,False,False,DD
B136,REAL,-,,-1,MA-RS,1.0,W,0.15526226766891726,1.0570090346871248,-0.2620169380936376,1.1593110831107212,0.9690089986236964,1.0637965351353782,False,False,DD
B136,REAL,-,,-1,EWall,1.0,M,0.1881435093051551,1.122044041476199,-0.32505978101062993,1.2280913006948575,1.0265823371151441,1.1053168262930422,False,False,DD
B136,REAL,-,,-1,MA-RS,1.0,M,0.16663015095319111,1.0957211497000419,-0.2835466439372757,1.1990087779488854,1.0105485838311303,1.0995272687214588,False,False,DD
SMALL439,REAL,-,,-1,EWall,0.5,W,0.06994207130721075,0.6790598275986033,-0.25214413642471223,0.7969956676819625,0.6154181993905303,0.6380414257814951,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,MA-RS,0.5,W,0.04509993082258035,0.5027471716794911,-0.2699489133168226,0.4955551571232714,0.5181443829108625,0.5357275317094526,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,EWall,0.5,M,0.06693602567193913,0.6624547612602079,-0.2363882248926631,0.7763110763282024,0.5992491238730144,0.6269942883096565,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,MA-RS,0.5,M,0.058891933193619295,0.6306605756340735,-0.27499710259953936,0.6731358567554921,0.6130859412047659,0.6355776495867385,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,EWall,0.75,W,0.1018177783174512,0.678135269658678,-0.3616637358208413,0.7970199840580422,0.6139801956312066,0.6366624355474833,False,False,"H1,H2,OOS,DD"
SMALL439,REAL,-,,-1,MA-RS,0.75,W,0.06478682046825734,0.5033872943946726,-0.38239943767382534,0.49768164644656343,0.5177740654303229,0.535474046054103,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,EWall,0.75,M,0.09756071669611144,0.6606192319497557,-0.3476061094999652,0.7766615946286013,0.5963665514200113,0.6238458517363085,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,MA-RS,0.75,M,0.08615983450417919,0.630662780588819,-0.39436414443317025,0.6772390202992641,0.6105560088607724,0.6329681136360448,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,EWall,1.0,W,0.13122175544841364,0.6770308933152683,-0.46032779538269797,0.7968992103547006,0.6123984905213491,0.6351153641844326,False,False,"H1,H2,OOS,DD"
SMALL439,REAL,-,,-1,MA-RS,1.0,W,0.0823500941758164,0.5040228799735411,-0.48128090621995157,0.4998344507023665,0.517392324906976,0.5351983780207353,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,REAL,-,,-1,EWall,1.0,M,0.12596736622106142,0.658581793986655,-0.45295196823820694,0.7769840599330307,0.593493223234275,0.6205397357484597,False,False,"H1,H2,OOS,DD"
SMALL439,REAL,-,,-1,MA-RS,1.0,M,0.11177106334233944,0.6307371727753454,-0.5021271609327665,0.6814466557339938,0.6083176776252623,0.6304782536569784,False,False,"H1,H2,OOS,DD"
ALL36~s0.000~0,MIX,ALL36,0.0,0,EWall,0.5,W,0.10099504029970974,1.0993518704816172,-0.1950072395723147,1.1689940111987107,1.0383315187023885,1.1107128683293548,False,False,CAGR
ALL36~s0.000~0,MIX,ALL36,0.0,0,MA-RS,0.5,W,0.0804343453896934,0.9676357974007698,-0.17531564784076836,0.9953897636914163,0.9488855630713372,1.0307446357309007,False,False,CAGR
ALL36~s0.000~0,MIX,ALL36,0.0,0,EWall,0.5,M,0.09968984545679382,1.097975878205861,-0.1904222047459676,1.1565822485739057,1.0456207715715766,1.1201413686246213,False,False,CAGR
ALL36~s0.000~0,MIX,ALL36,0.0,0,MA-RS,0.5,M,0.07951953867225847,0.9427559358333923,-0.18461384650332013,0.9673755151059625,0.9276765688632524,1.0110944753344915,False,False,CAGR
ALL36~s0.000~0,MIX,ALL36,0.0,0,EWall,0.75,W,0.1519153867698808,1.0996532543733242,-0.2818436853715194,1.1715516665190981,1.0368529442946834,1.109102312907703,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,MA-RS,0.75,W,0.12048691220393515,0.9690347731304368,-0.25500774831666584,0.9994111751746695,0.9482347167466499,1.0299424261457828,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,EWall,0.75,M,0.15048552534546045,1.0986222838120066,-0.2782198460862123,1.1609871301815973,1.0435980272491001,1.1172096800199767,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,MA-RS,0.75,M,0.11942581292822396,0.9446187386305629,-0.2695787831656713,0.9705977266147128,0.928799224095349,1.011305676577917,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,EWall,1.0,W,0.20280197717458504,1.0995766960100355,-0.36203346084389165,1.1738409630612092,1.034945272853316,1.1070318976885025,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,MA-RS,1.0,W,0.1602337102674809,0.9703378079094299,-0.3295913082939562,1.0034072039736621,0.9474594622638958,1.0289878790382128,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,EWall,1.0,M,0.2017515702712216,1.0987401452661258,-0.3613221677804692,1.164960106633134,1.0411465987930903,1.1137068048576182,False,False,DD
ALL36~s0.000~0,MIX,ALL36,0.0,0,MA-RS,1.0,M,0.15930242957531382,0.9462926377739819,-0.34989844315637386,0.9737541402786962,0.9297395530759636,1.0112063439045464,False,False,DD
ALL36~s0.000~1,MIX,ALL36,0.0,1,EWall,0.5,W,0.10856643946143518,1.1215586211784596,-0.1789943918300173,1.1949857328220714,1.047114776753062,1.116248727717302,False,True,-
ALL36~s0.000~1,MIX,ALL36,0.0,1,MA-RS,0.5,W,0.097143606989615,1.0898903587330495,-0.15723606236192933,1.1141300155644578,1.06502018797518,1.1331452252545857,False,False,CAGR
ALL36~s0.000~1,MIX,ALL36,0.0,1,EWall,0.5,M,0.10678238269155726,1.1165776297521501,-0.1737612426260201,1.1832432182831767,1.0481994537283263,1.1196722869121079,False,True,-
ALL36~s0.000~1,MIX,ALL36,0.0,1,MA-RS,0.5,M,0.09983643463147263,1.0844679109789943,-0.15254840518024126,1.0770752751175836,1.092176145743378,1.1624258896973634,False,False,CAGR
ALL36~s0.000~1,MIX,ALL36,0.0,1,EWall,0.75,W,0.1636196367014071,1.123128670934713,-0.2591500722356994,1.1984706884929954,1.0469038642316093,1.115866501811479,False,False,DD
ALL36~s0.000~1,MIX,ALL36,0.0,1,MA-RS,0.75,W,0.14607257006761531,1.0901198233795673,-0.2298183428829249,1.1150386120347466,1.0645768549751191,1.1326228362170816,False,False,DD
ALL36~s0.000~1,MIX,ALL36,0.0,1,EWall,0.75,M,0.16150045118363598,1.119067682988381,-0.25374974493323355,1.1900737100826473,1.0466248640956046,1.1174353006999866,False,False,DD
ALL36~s0.000~1,MIX,ALL36,0.0,1,MA-RS,0.75,M,0.15050426811007722,1.0822068288243532,-0.22283833448366552,1.0719865960254447,1.0930112529476215,1.1628900157757271,False,False,DD
ALL36~s0.000~1,MIX,ALL36,0.0,1,EWall,1.0,W,0.21885984304266182,1.1243733807801737,-0.333491157894627,1.201672007613103,1.0463532962231223,1.115116264687985,False,False,DD
ALL36~s0.000~1,MIX,ALL36,0.0,1,MA-RS,1.0,W,0.1949630694377047,1.090126864014617,-0.29863097956752127,1.1155955783301947,1.0640472123595843,1.131991362641267,False,False,DD
