panel,cost_bps,chooser,pick_H,pick_c,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,picks_the_candidate
B136,0.0,C_ISSHARPE,142,0.25,0.19491030341807924,1.119227927931115,-0.26603170104139406,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,0.0,C_ISLEGS,142,0.25,0.19491030341807924,1.119227927931115,-0.26603170104139406,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,0.0,C_STEEP,142,0.25,0.19491030341807924,1.119227927931115,-0.26603170104139406,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,0.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.1658562725714139,1.0394454606429173,-0.2061887630500029,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,5.0,C_ISSHARPE,142,0.25,0.19290988961411215,1.1095446539814737,-0.26609347680788054,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,5.0,C_ISLEGS,142,0.25,0.19290988961411215,1.1095446539814737,-0.26609347680788054,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,5.0,C_STEEP,142,0.25,0.19290988961411215,1.1095446539814737,-0.26609347680788054,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,5.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.16386393535069455,1.0287059123823554,-0.20679540743620795,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,10.0,C_ISSHARPE,142,0.25,0.19091241161502026,1.099848159686729,-0.2661613143718561,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,10.0,C_ISLEGS,142,0.25,0.19091241161502026,1.099848159686729,-0.2661613143718561,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,10.0,C_STEEP,142,0.25,0.19091241161502026,1.099848159686729,-0.2661613143718561,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,10.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.16187458516000452,1.0179537645049168,-0.2074018763117903,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,25.0,C_ISSHARPE,142,0.0,0.19247220707856116,1.070128891022176,-0.2684232932296561,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,25.0,C_ISLEGS,142,0.0,0.19247220707856116,1.070128891022176,-0.2684232932296561,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,25.0,C_STEEP,142,0.25,0.18493755410945845,1.0706826395025342,-0.2664103068624698,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,25.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.15592441719969785,0.9856261319617375,-0.2092202300433016,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,50.0,C_ISSHARPE,142,0.0,0.18321698128093966,1.0266293991183548,-0.26862694298628054,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,50.0,C_ISLEGS,142,0.0,0.18321698128093966,1.0266293991183548,-0.26862694298628054,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,50.0,C_STEEP,142,0.25,0.1750378172261382,1.0218398804571516,-0.2668251518399135,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
B136,50.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.14606684259516278,0.9315360714434,-0.21224731095592175,False,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False
SMALL,0.0,C_ISSHARPE,126,1.0,0.1092927873857159,0.675547162340589,-0.3070896333610673,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,0.0,C_ISLEGS,126,1.0,0.1092927873857159,0.675547162340589,-0.3070896333610673,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,0.0,C_STEEP,126,0.25,0.08122965039342622,0.5180238170364736,-0.34768656573992784,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,0.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.07163160665111379,0.4630660434421219,-0.3610134358612985,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,5.0,C_ISSHARPE,126,1.0,0.10568974348758098,0.6570515253601048,-0.3104621645118171,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,5.0,C_ISLEGS,126,1.0,0.10568974348758098,0.6570515253601048,-0.3104621645118171,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,5.0,C_STEEP,126,0.25,0.07875454432883955,0.5054820070388522,-0.3498996866359736,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,5.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.06930782543633307,0.4514606999776356,-0.3630621199190308,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,10.0,C_ISSHARPE,126,1.0,0.10209727114178224,0.6385430060776239,-0.3138193742214961,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,10.0,C_ISLEGS,126,1.0,0.10209727114178224,0.6385430060776239,-0.3138193742214961,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,10.0,C_STEEP,126,0.25,0.0762840750763556,0.4929302364104871,-0.3521062512833162,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,10.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.06698806653983369,0.43984693026555083,-0.3651051671527563,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,25.0,C_ISSHARPE,126,1.0,0.09138299945456718,0.5829577061673739,-0.32513905025087564,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,25.0,C_ISLEGS,126,1.0,0.09138299945456718,0.5829577061673739,-0.32513905025087564,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,25.0,C_STEEP,126,0.25,0.0689004152472168,0.4552256668106703,-0.35868677830294227,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,25.0,C_ZERO (0 params: frozen incumbent H=126 c=0),126,0.0,0.060052866790714976,0.40496433030939183,-0.3712006215128405,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,50.0,C_ISSHARPE,126,1.0,0.07373467131592926,0.4902216054394969,-0.34481381331747374,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,50.0,C_ISLEGS,126,1.0,0.07373467131592926,0.4902216054394969,-0.34481381331747374,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
SMALL,50.0,C_STEEP,126,0.25,0.05668637248065855,0.39228361208621926,-0.3695247844091084,False,0.8752553821643039,0.15286966214114894,-0.33717256724185307,False
