set,panel,form,cost,B,depth,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,ctrl_CAGR,ctrl_Sharpe,ctrl_MaxDD,dCAGR_pp,dDD_pp,dSharpe,ratio,numeraire,beats_numeraire,neg_share,loss_share,pass4a,fail4a,pass4b,fail4b,IS_dDD_pp,IS_neg_share,IS_ctrl_MaxDD,OOS_dDD_pp,OOS_neg_share,OOS_ctrl_MaxDD
IN,U56,EWALL,0,0.3,0.25,0.12831453005910243,1.1616133303612777,-0.20043223477226724,1.1903159263577998,1.139514739994085,1.1023014039661923,1.2088290684632075,0.13660717495044827,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-0.531927684847866,2.4681796205375917,0.03047086963448642,4.640066104556118,1.6845589913735546,True,0.5072714867497329,0.5313641373671879,False,"H1,H2,DD",True,,-0.28752003776616464,0.0,-0.12553620446261082,2.4681796205376028,0.5072714867497329,-0.2251140309776435
IN,U56,EWALL,0,0.3,0.5,0.12273372879746391,1.1748768674868462,-0.17578731687274907,1.1651655059956616,1.1858172858344052,1.0695506470737768,1.260172252908002,0.1337207265821969,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-1.0900078110117173,4.932671410489409,0.04373440676005491,4.525354186142051,1.6845589913735546,True,0.5072714867497329,0.5313641373671879,False,"H1,H2,DD",True,,-1.2072278570553263,0.0,-0.12553620446261082,4.932671410489464,0.5072714867497329,-0.2251140309776435
IN,U56,EWALL,0,0.3,1.0,0.11080432094376524,1.120996294622943,-0.16451538198630444,1.0488928386560135,1.1894601446807958,0.9403459569546676,1.2707431291904776,0.12692626341826996,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-2.2829485963815843,6.059864899133871,-0.01014616610384822,2.6544026916500014,1.6845589913735546,True,0.5072714867497329,0.5313641373671879,False,"H1,H2,DD",True,,-3.897917752369362,0.0,-0.12553620446261082,7.491517990683427,0.5072714867497329,-0.2251140309776435
IN,U56,EWALL,0,0.4,0.25,0.12742106675044518,1.1839422611760804,-0.20593320774584545,1.238397938652577,1.1403882849594977,1.1486013316961885,1.212112989005334,0.13398796508027844,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-0.621274015713591,1.9180823231797706,0.052799800449289114,3.0873371083718584,1.6845589913735546,True,0.5072714867497329,0.6407805476216885,False,"H2,DD",False,DD,1.607474344205151,0.0,-0.12553620446261082,1.9180823231797928,0.5072714867497329,-0.2251140309776435
IN,U56,EWALL,0,0.4,0.5,0.12085204611624056,1.218386061941503,-0.18712837360750012,1.2587607966528682,1.1857273012664715,1.1594446507941105,1.2652777379917204,0.12841492625445072,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-1.2781760791340524,3.7985657370143033,0.08724360121471175,2.9718642048032864,1.6845589913735546,True,0.5072714867497329,0.6407805476216885,False,"H2,DD",True,,2.5534969424729326,0.0,-0.12553620446261082,3.7985657370143033,0.5072714867497329,-0.2251140309776435
IN,U56,EWALL,0,0.4,1.0,0.1066731369637659,1.1687764910269278,-0.17362462974758042,1.1857502585535238,1.1556379937782097,1.070888717841576,1.2472682476630288,0.11606043436742342,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-2.6960669943815185,5.148940123006273,0.03763403030013657,1.9097968016879519,1.6845589913735546,True,0.5072714867497329,0.6407805476216885,False,"H1,H2,DD",True,,0.8703818086961523,0.0,-0.12553620446261082,5.148940123006307,0.5072714867497329,-0.2251140309776435
IN,U56,EWALL,0,0.5,0.25,0.12305644894566048,1.1679315047064454,-0.2052447344834103,1.2131484467520286,1.1322225988439187,1.1191089440713882,1.2066542038602015,0.13063403243020066,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-1.0577357961920608,1.9869296494232858,0.0367890439796541,1.8784744324399365,1.6845589913735546,True,0.43412908112821536,0.6298056587689262,False,"H1,H2,DD",False,DD,2.0331937867018812,0.0,-0.12553620446261082,1.9869296494233524,0.43412908112821536,-0.2251140309776435
IN,U56,EWALL,0,0.5,0.5,0.112121453002747,1.181186023413419,-0.18580893057035353,1.2006155774230078,1.1666975232719552,1.0917295457993137,1.2524033152708098,0.12167504614722002,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-2.151235390483408,3.930510040728963,0.050043562686627796,1.8270943561623587,1.6845589913735546,True,0.43412908112821536,0.6298056587689262,False,"H1,H2,DD",True,,1.740552399194939,0.0,-0.12553620446261082,3.930510040728996,0.43412908112821536,-0.2251140309776435
IN,U56,EWALL,0,0.5,1.0,0.08922940775904187,1.0527501157185803,-0.17207669349175392,1.0248459179881908,1.0799615900372204,0.8890709408975019,1.1849244266500805,0.10247379086441089,0.1336338069075811,1.1311424607267913,-0.22511403097764315,-4.440439914853922,5.3037337485889235,-0.0783923450082109,1.1944162853881115,1.6845589913735546,False,0.43412908112821536,0.6298056587689262,False,"H1,H2,DD",False,CAGR,-2.004100329860814,0.0,-0.12553620446261082,5.303733748588934,0.43412908112821536,-0.2251140309776435
IN,U56,EWALL,10,0.3,0.25,0.1267064230985504,1.148432876849891,-0.2007167518473698,1.1752049586561863,1.1279958612350962,1.0868428732555513,1.197458600071951,0.13517377505423456,0.13269504597354542,1.1240306130524902,-0.2252589051154078,-0.598862287499502,2.454215326803799,0.024402263797400847,4.098129700320861,1.6975683113318056,True,0.5071923618650657,0.5312881928560749,False,"H1,H2,DD",True,,-0.44048490092618575,0.0,-0.12568116248617456,2.4542153268037548,0.5071923618650657,-0.2252589051154077
