panel,family,cost,h,conv,n_folds,n_arms,conc_m,conc_w,corner_m,corner_w,out_of_family_w,ch_m_mean,ch_m_hit,ch_m_skew,ch_w_mean,ch_w_hit,ch_w_skew,CONTROL_arm,CONTROL_mean,CONTROL_hit,CONTROL_qm,CONTROL_qw,MEDIAN_arm,MEDIAN_mean,MEDIAN_hit,MEDIAN_qm,MEDIAN_qw,LADMIN_arm,LADMIN_mean,LADMIN_hit,LADMIN_qm,LADMIN_qw,LADMAX_arm,LADMAX_mean,LADMAX_hit,LADMAX_qm,LADMAX_qw
u56,GROSS,0.0,1,POOLMEAN,13,7,0.5029585798816568,0.5266272189349113,1.0,0.0,1.0,-0.0009345951088104837,0.46153846153846156,-0.5930010915354795,-0.2299909970513065,0.46153846153846156,-0.6023622076107265,g=0.750,0.0003129990526404558,0.6923076923076923,LOSE,LOSE,g=0.625,-2.886100735472335e-07,0.46153846153846156,LOSE,LOSE,g=0.250,-0.0009393915161031804,0.3076923076923077,DOMINATE,REVERSE,g=1.000,0.000940115517011361,0.6923076923076923,LOSE,LOSE
u56,GROSS,0.0,1,CONTROL,13,7,0.5029585798816568,0.5266272189349113,1.0,0.0,1.0,-0.0012475941614509395,0.46153846153846156,-0.7863494299350162,-0.23030399610394703,0.46153846153846156,-0.6019107281684599,g=0.750,0.0,0.0,REVERSE,REVERSE,g=0.625,-0.000313287662714003,0.3076923076923077,REVERSE,REVERSE,g=0.250,-0.001252390568743636,0.3076923076923077,DOMINATE,REVERSE,g=1.000,0.0006271164643709052,0.6923076923076923,LOSE,LOSE
u56,GROSS,0.0,2,POOLMEAN,12,7,0.5,0.513888888888889,1.0,0.0,1.0,-0.0012673142585369983,0.3333333333333333,-0.18051607182017093,-0.0962080836096801,0.5,-0.7727255785347051,g=0.750,-4.083599760188831e-05,0.5,LOSE,LOSE,g=0.625,4.924321286829218e-06,0.3333333333333333,LOSE,REVERSE,g=0.250,0.0001275348787641295,0.5,LOSE,LOSE,g=1.000,-0.0001398460879386739,0.5,LOSE,LOSE
u56,GROSS,0.0,2,CONTROL,12,7,0.5,0.513888888888889,1.0,0.0,1.0,-0.00122647826093511,0.3333333333333333,-0.24714000540168224,-0.09616724761207822,0.5,-0.7746390673661696,g=0.750,0.0,0.0,REVERSE,REVERSE,g=0.625,4.576031888871753e-05,0.5,LOSE,LOSE,g=0.250,0.0001683708763660178,0.5,LOSE,LOSE,g=1.000,-9.901009033678558e-05,0.5,LOSE,LOSE
u56,GROSS,0.0,3,POOLMEAN,11,7,0.5041322314049586,0.5371900826446281,1.0,0.0,1.0,-0.001259393525273509,0.2727272727272727,0.0025272478658283077,-0.05619894736204189,0.36363636363636365,0.16113256853826505,g=0.750,-0.0001802882322304855,0.36363636363636365,LOSE,LOSE,g=0.625,5.254425069267654e-06,0.45454545454545453,LOSE,LOSE,g=0.250,0.0005462263505407713,0.6363636363636364,LOSE,LOSE,g=1.000,-0.000559362504591331,0.36363636363636365,LOSE,LOSE
u56,GROSS,0.0,3,CONTROL,11,7,0.5041322314049586,0.5371900826446281,1.0,0.0,1.0,-0.0010791052930430236,0.2727272727272727,0.042596295723826366,-0.0560186591298114,0.36363636363636365,0.15872134595214415,g=0.750,0.0,0.0,REVERSE,REVERSE,g=0.625,0.00018554265729975317,0.6363636363636364,LOSE,LOSE,g=0.250,0.0007265145827712569,0.6363636363636364,LOSE,LOSE,g=1.000,-0.00037907427236084543,0.36363636363636365,LOSE,LOSE
u56,WIDTH,0.0,1,POOLMEAN,13,6,0.5266272189349113,0.5266272189349113,0.6153846153846154,0.6153846153846154,0.0,-0.21218691016077942,0.38461538461538464,-0.15253380625846624,-0.21218691016077942,0.38461538461538464,-0.15253380625846624,n=ALL,0.018117085943167563,0.46153846153846156,LOSE,LOSE,n=40,0.03973517866431177,0.5384615384615384,LOSE,LOSE,n=5,-0.07880354583317692,0.5384615384615384,LOSE,LOSE,n=ALL,0.018117085943167563,0.46153846153846156,LOSE,LOSE
u56,WIDTH,0.0,1,CONTROL,13,6,0.5266272189349113,0.5266272189349113,0.6153846153846154,0.6153846153846154,0.0,-0.23030399610394703,0.46153846153846156,-0.6019107281684599,-0.23030399610394703,0.46153846153846156,-0.6019107281684599,n=ALL,0.0,0.0,REVERSE,REVERSE,n=40,0.02161809272114421,0.6153846153846154,LOSE,LOSE,n=5,-0.0969206317763445,0.46153846153846156,LOSE,LOSE,n=ALL,0.0,0.0,REVERSE,REVERSE
u56,WIDTH,0.0,2,POOLMEAN,12,6,0.513888888888889,0.513888888888889,0.5833333333333334,0.5833333333333334,0.0,-0.09006179648128355,0.25,-0.42018983602341464,-0.09006179648128355,0.25,-0.42018983602341464,n=ALL,0.006105451130794637,0.6666666666666666,LOSE,LOSE,n=40,0.014513794712599346,0.5833333333333334,LOSE,LOSE,n=5,-0.016707484972506542,0.3333333333333333,LOSE,LOSE,n=ALL,0.006105451130794637,0.6666666666666666,LOSE,LOSE
u56,WIDTH,0.0,2,CONTROL,12,6,0.513888888888889,0.513888888888889,0.5833333333333334,0.5833333333333334,0.0,-0.09616724761207822,0.5,-0.7746390673661696,-0.09616724761207822,0.5,-0.7746390673661696,n=ALL,0.0,0.0,REVERSE,REVERSE,n=40,0.008408343581804709,0.5833333333333334,LOSE,LOSE,n=5,-0.02281293610330119,0.5,LOSE,LOSE,n=ALL,0.0,0.0,REVERSE,REVERSE
