panel,family,m,gross,max_name_w,p99_name_w,med_name_w,mean_gross,mean_sweep_w,turnover_yr,bind_share,max_row_sum
B136,FLOOR,20,0.75,0.0375,0.02027027027027027,0.007142857142857143,1.0000000000000004,0.27049923067469556,5.039923269927129,0.01933453237410072,1.0000000000000002
B136,FLOOR,INF,0.75,0.006097560975609756,0.006097560975609756,0.005681818181818182,1.0000000000000004,0.4728799136995806,3.0323229820692053,1.0,1.0000000000000016
B136,CAP2,cap0.020,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.27187870380698675,4.675125426436814,,1.0000000000000002
B136,FLOORCAP,1,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.27187870380698675,4.675125426436814,0.0,1.0000000000000002
B136,FLOORCAP,3,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.27187870380698675,4.675125426436814,0.0,1.0000000000000002
B136,FLOORCAP,5,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.27187870380698675,4.675125426436814,0.0,1.0000000000000002
B136,FLOORCAP,8,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.27207873890086287,4.692199903726198,0.0024730215827338128,1.0000000000000002
B136,FLOORCAP,12,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.2726788441824913,4.701503813156763,0.007194244604316547,1.0000000000000002
B136,FLOORCAP,20,0.75,0.02,0.02,0.007142857142857143,1.0000000000000004,0.2753081964975988,4.784398554502132,0.01933453237410072,1.0000000000000002
B136,FLOORCAP,INF,0.75,0.006097560975609756,0.006097560975609756,0.005681818181818182,1.0000000000000004,0.4728799136995806,3.0323229820692053,1.0,1.0000000000000016
B136,FLOOR,1,1.0,0.16666666666666666,0.02857142857142857,0.009523809523809525,1.0000000000000009,0.011349264408995289,6.316743996025918,0.0,1.0000000000000022
B136,FLOOR,3,1.0,0.16666666666666666,0.02857142857142857,0.009523809523809525,1.0000000000000009,0.011349264408995289,6.316743996025918,0.0,1.0000000000000022
B136,FLOOR,5,1.0,0.16666666666666666,0.02857142857142857,0.009523809523809525,1.0000000000000009,0.011349264408995289,6.316743996025918,0.0,1.0000000000000022
B136,FLOOR,8,1.0,0.125,0.02857142857142857,0.009523809523809525,1.0000000000000009,0.013341311885996267,6.434249448191264,0.0024730215827338128,1.0000000000000022
B136,FLOOR,12,1.0,0.08333333333333333,0.027777777777777776,0.009523809523809525,1.0000000000000009,0.01724225570965131,6.393764559384907,0.007194244604316547,1.0000000000000022
B136,FLOOR,20,1.0,0.05,0.02702702702702703,0.009523809523809525,1.0000000000000009,0.02733230756626124,6.500508563647039,0.01933453237410072,1.0000000000000022
B136,FLOOR,INF,1.0,0.008130081300813009,0.008130081300813009,0.007575757575757576,0.9999999999999998,0.2971732182661068,4.060172545585136,1.0,1.000000000000001
B136,CAP2,cap0.020,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.0436518179961833,5.829629100658773,,1.0000000000000022
B136,FLOORCAP,1,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.0436518179961833,5.829629100658773,0.0,1.0000000000000022
B136,FLOORCAP,3,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.0436518179961833,5.829629100658773,0.0,1.0000000000000022
B136,FLOORCAP,5,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.0436518179961833,5.829629100658773,0.0,1.0000000000000022
B136,FLOORCAP,8,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.0438226081932939,5.84415863771394,0.0024730215827338128,1.0000000000000022
B136,FLOORCAP,12,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.04433497878462572,5.8519982633684355,0.007194244604316547,1.0000000000000022
B136,FLOORCAP,20,1.0,0.02,0.02,0.009523809523809525,1.0000000000000009,0.04660427108006888,5.924178057269517,0.01933453237410072,1.0000000000000022
B136,FLOORCAP,INF,1.0,0.008130081300813009,0.008130081300813009,0.007575757575757576,0.9999999999999998,0.2971732182661068,4.060172545585136,1.0,1.000000000000001
SMALL,FLOOR,1,0.75,0.05357142857142857,0.007352941176470588,0.00234375,1.0000000000000002,0.25000000000000033,7.019147562041687,0.0,1.0
SMALL,FLOOR,3,0.75,0.05357142857142857,0.007352941176470588,0.00234375,1.0000000000000002,0.25000000000000033,7.019147562041687,0.0,1.0
SMALL,FLOOR,5,0.75,0.05357142857142857,0.007352941176470588,0.00234375,1.0000000000000002,0.25000000000000033,7.019147562041687,0.0,1.0
SMALL,FLOOR,8,0.75,0.05357142857142857,0.007352941176470588,0.00234375,1.0000000000000002,0.25000000000000033,7.019147562041687,0.0,1.0
SMALL,FLOOR,12,0.75,0.05357142857142857,0.007352941176470588,0.00234375,1.0000000000000002,0.25000000000000033,7.019147562041687,0.0,1.0
SMALL,FLOOR,20,0.75,0.03409090909090909,0.007352941176470588,0.00234375,1.0000000000000002,0.2509226729564143,7.094775535859877,0.00126806999746386,1.0
SMALL,FLOOR,INF,0.75,0.0019329896907216496,0.0019280205655526992,0.0013711151736745886,1.0,0.588864048051639,3.4796424917489066,1.0,1.0
SMALL,CAP2,cap0.020,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2510677149378649,6.982385750544569,,1.0
SMALL,FLOORCAP,1,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2510677149378649,6.982385750544569,0.0,1.0
SMALL,FLOORCAP,3,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2510677149378649,6.982385750544569,0.0,1.0
SMALL,FLOORCAP,5,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2510677149378649,6.982385750544569,0.0,1.0
SMALL,FLOORCAP,8,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2510677149378649,6.982385750544569,0.0,1.0
SMALL,FLOORCAP,12,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2510677149378649,6.982385750544569,0.0,1.0
SMALL,FLOORCAP,20,0.75,0.02,0.007352941176470588,0.00234375,1.0000000000000002,0.2514654069153288,7.037853169713096,0.00126806999746386,1.0
SMALL,FLOORCAP,INF,0.75,0.0019329896907216496,0.0019280205655526992,0.0013711151736745886,1.0,0.588864048051639,3.4796424917489066,1.0,1.0
SMALL,FLOOR,1,1.0,0.07142857142857142,0.00980392156862745,0.003125,1.0000000000000018,2.0109312248466662e-15,9.005477021194961,0.0,1.0000000000000142
SMALL,FLOOR,3,1.0,0.07142857142857142,0.00980392156862745,0.003125,1.0000000000000018,2.0109312248466662e-15,9.005477021194961,0.0,1.0000000000000142
SMALL,FLOOR,5,1.0,0.07142857142857142,0.00980392156862745,0.003125,1.0000000000000018,2.0109312248466662e-15,9.005477021194961,0.0,1.0000000000000142
SMALL,FLOOR,8,1.0,0.07142857142857142,0.00980392156862745,0.003125,1.0000000000000018,2.0109312248466662e-15,9.005477021194961,0.0,1.0000000000000142
SMALL,FLOOR,12,1.0,0.07142857142857142,0.00980392156862745,0.003125,1.0000000000000018,2.0109312248466662e-15,9.005477021194961,0.0,1.0000000000000142
SMALL,FLOOR,20,1.0,0.045454545454545456,0.00980392156862745,0.003125,1.0000000000000018,0.0012302306085539832,9.111622984827957,0.00126806999746386,1.0000000000000142
SMALL,FLOOR,INF,1.0,0.002577319587628866,0.002570694087403599,0.0018281535648994515,1.0000000000000004,0.45181873073551904,4.672344880026921,1.0,1.0
SMALL,CAP2,cap0.020,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0023231042353558,8.932513680123817,,1.0000000000000142
SMALL,FLOORCAP,1,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0023231042353558,8.932513680123817,0.0,1.0000000000000142
SMALL,FLOORCAP,3,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0023231042353558,8.932513680123817,0.0,1.0000000000000142
SMALL,FLOORCAP,5,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0023231042353558,8.932513680123817,0.0,1.0000000000000142
SMALL,FLOORCAP,8,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0023231042353558,8.932513680123817,0.0,1.0000000000000142
SMALL,FLOORCAP,12,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0023231042353558,8.932513680123817,0.0,1.0000000000000142
SMALL,FLOORCAP,20,1.0,0.02,0.00980392156862745,0.003125,1.0000000000000018,0.0027113363655917695,8.98657934091789,0.00126806999746386,1.0000000000000142
SMALL,FLOORCAP,INF,1.0,0.002577319587628866,0.002570694087403599,0.0018281535648994515,1.0000000000000004,0.45181873073551904,4.672344880026921,1.0,1.0
