window,family,is_start,is_end,oos_start,panel,target,chooser,scope,T_pick,R_pick,refresh_class,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_oos,keep4a_oos,spy_oos_Sharpe,spy_oos_MaxDD,spy_oos_CAGR,d_is_Sharpe,d_is_MaxDD,d_oos_Sharpe,d_oos_MaxDD
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISSHARPE,JOINT,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISCALMAR,JOINT,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISDD,JOINT,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISLEGS,JOINT,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISSHARPE,T=D,D,M,STALE,0.15253831577674348,1.2643536949331384,-0.21038685081278075,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISCALMAR,T=D,D,M,STALE,0.15253831577674348,1.2643536949331384,-0.21038685081278075,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISDD,T=D,D,M,STALE,0.15253831577674348,1.2643536949331384,-0.21038685081278075,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISLEGS,T=D,D,M,STALE,0.15253831577674348,1.2643536949331384,-0.21038685081278075,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISSHARPE,T=W,W,M,STALE,0.15221849267829013,1.2649923221170265,-0.21272867194044376,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISCALMAR,T=W,W,M,STALE,0.15221849267829013,1.2649923221170265,-0.21272867194044376,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISDD,T=W,W,M,STALE,0.15221849267829013,1.2649923221170265,-0.21272867194044376,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISLEGS,T=W,W,M,STALE,0.15221849267829013,1.2649923221170265,-0.21272867194044376,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISSHARPE,T=M,M,M,STALE,0.1536992580236911,1.2865298993454573,-0.2100819118598538,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISCALMAR,T=M,M,M,STALE,0.1536992580236911,1.2865298993454573,-0.2100819118598538,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISDD,T=M,M,M,STALE,0.1536992580236911,1.2865298993454573,-0.2100819118598538,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISLEGS,T=M,M,M,STALE,0.1536992580236911,1.2865298993454573,-0.2100819118598538,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISSHARPE,T=Q,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISCALMAR,T=Q,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISDD,T=Q,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,C_ISLEGS,T=Q,Q,M,STALE,0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,TRUTH_FRESH_minus_STALE,T=D,D,-,-,,,,,,,,,0.001271420546551827,0.0020141396864967187,0.16539370228696737,0.08949635167877074
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,TRUTH_FRESH_minus_STALE,T=W,W,-,-,,,,,,,,,0.0015802049637119175,0.001769649281787744,0.16547596190554037,0.09019828105770633
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,TRUTH_FRESH_minus_STALE,T=M,M,-,-,,,,,,,,,0.00016782063643039358,0.0016989448297791143,0.15823858974399085,0.08970858099834306
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.12,TRUTH_FRESH_minus_STALE,T=Q,Q,-,-,,,,,,,,,-0.0054181439960845346,0.0009277257435611475,0.14970153728913305,0.08618203636080873
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.16,C_ISSHARPE,JOINT,Q,M,STALE,0.16806352864514085,1.2183951938794997,-0.23955820516994875,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
W0,SLID,2009-01-01,2016-12-31,2017-01-01,U56,0.16,C_ISCALMAR,JOINT,Q,M,STALE,0.16806352864514085,1.2183951938794997,-0.23955820516994875,False,False,0.8736611364726746,-0.33717289200673783,0.1525745335844091,,,,
