panel,criterion,kind,peeking,twin,sel_n,sel_vc,twin_n,twin_vc,same,sel_OOS_Sharpe,twin_OOS_Sharpe,d_OOS_Sharpe,sel_OOS_CAGR,twin_OOS_CAGR,sel_OOS_MaxDD,twin_OOS_MaxDD,sel_4b,twin_4b,sel_4a,twin_4a,spy_oos,base_oos
U56,IS_bought,count-form,False,K-MAX(widest n),50,0.9,50,0.4,False,1.2272026873946131,1.253584179661019,-0.026381492266405848,0.09574191555290579,0.0803571569223438,-0.12850933737503611,-0.0973096758150338,False,False,False,False,0.872122672456382,1.2746660728287855
U56,IS_bought,count-form,False,LOOSEST(gate),50,0.9,5,0.9,False,1.2272026873946131,0.9255285569930494,0.30167413040156377,0.09574191555290579,0.18820356517878123,-0.12850933737503611,-0.24579224560844504,False,False,False,False,0.872122672456382,1.2746660728287855
U56,IS_bought,count-form,False,CORNER(widest+loosest),50,0.9,50,0.9,True,1.2272026873946131,1.2272026873946131,0.0,0.09574191555290579,0.09574191555290579,-0.12850933737503611,-0.12850933737503611,False,False,False,False,0.872122672456382,1.2746660728287855
U56,bought_pp,count-form,False,K-MAX(widest n),50,0.9,50,0.4,False,1.2272026873946131,1.253584179661019,-0.026381492266405848,0.09574191555290579,0.0803571569223438,-0.12850933737503611,-0.0973096758150338,False,False,False,False,0.872122672456382,1.2746660728287855
U56,bought_pp,count-form,False,LOOSEST(gate),50,0.9,5,0.9,False,1.2272026873946131,0.9255285569930494,0.30167413040156377,0.09574191555290579,0.18820356517878123,-0.12850933737503611,-0.24579224560844504,False,False,False,False,0.872122672456382,1.2746660728287855
U56,bought_pp,count-form,False,CORNER(widest+loosest),50,0.9,50,0.9,True,1.2272026873946131,1.2272026873946131,0.0,0.09574191555290579,0.09574191555290579,-0.12850933737503611,-0.12850933737503611,False,False,False,False,0.872122672456382,1.2746660728287855
U56,n_elig_IS,count-form,False,K-MAX(widest n),5,0.9,50,0.4,False,0.9255285569930494,1.253584179661019,-0.3280556226679696,0.18820356517878123,0.0803571569223438,-0.24579224560844504,-0.0973096758150338,False,False,False,False,0.872122672456382,1.2746660728287855
U56,n_elig_IS,count-form,False,LOOSEST(gate),5,0.9,5,0.9,True,0.9255285569930494,0.9255285569930494,0.0,0.18820356517878123,0.18820356517878123,-0.24579224560844504,-0.24579224560844504,False,False,False,False,0.872122672456382,1.2746660728287855
U56,n_elig_IS,count-form,False,CORNER(widest+loosest),5,0.9,50,0.9,False,0.9255285569930494,1.2272026873946131,-0.30167413040156377,0.18820356517878123,0.09574191555290579,-0.24579224560844504,-0.12850933737503611,False,False,False,False,0.872122672456382,1.2746660728287855
U56,Ebar_IS,count-form,False,K-MAX(widest n),5,0.9,50,0.4,False,0.9255285569930494,1.253584179661019,-0.3280556226679696,0.18820356517878123,0.0803571569223438,-0.24579224560844504,-0.0973096758150338,False,False,False,False,0.872122672456382,1.2746660728287855
