panel,fam,book,band,n,gross,freq,window,CAGR,Vol,Sharpe,Sortino,MaxDD,Calmar,WinRate,BestDay,WorstDay,Total,Years,pass4a,pass4b,IS_Sharpe,IS_CAGR,IS_MaxDD,IS_Calmar,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,full_Sharpe,full_CAGR,full_MaxDD,H1_Sharpe,H2_Sharpe
U56,BENCH,RULES v2 (U56),,,,W,full,0.08613208348721235,0.07097780641015537,1.199806892667932,1.4867210002303257,-0.12054945176473186,0.7144958539945122,0.5675371454299865,0.023957932203699857,-0.03559657814415264,3.2904492731413475,17.626984126984127,,,,,,,,,,,,,,
U56,BENCH,SPY (U56),,,,W,full,0.15111316477020176,0.17712421254155228,0.8834737236154954,1.0987321442270106,-0.3371725677562024,0.4481775186392576,0.5533543448896894,0.10501932426155847,-0.10942383083004459,10.948857508656177,17.626984126984127,,,,,,,,,,,,,,
U56,BENCH,RULES v2 (U56),,,,W,H1,0.08365792679406692,0.06688549917397711,1.2348551724631611,1.5702965085696676,-0.07887447581713691,1.0606463742214907,0.5668617739756866,0.02195811867106758,-0.023826501623706885,1.030122454180495,8.813492063492063,,,,,,,,,,,,,,
U56,BENCH,SPY (U56),,,,W,H1,0.1551417525956058,0.1644473942247344,0.9595433758547895,1.222145775145219,-0.22061944945147527,0.7032097713113407,0.5560558307068888,0.07182986123433999,-0.06512287047638865,2.564803193804118,8.813492063492063,,,,,,,,,,,,,,
U56,BENCH,RULES v2 (U56),,,,W,H2,0.08861188905828432,0.07486150570737131,1.171836142861671,1.4259320361882604,-0.1205494517647312,0.73506671130469,0.5682125168842863,0.023957932203699857,-0.03559657814415264,1.11339432471491,8.813492063492063,,,,,,,,,,,,,,
U56,BENCH,SPY (U56),,,,W,H2,0.14709862675282315,0.18898980454872474,0.8210748074939859,1.0063722123718897,-0.3371725677562024,0.43627103987648536,0.5506528590724898,0.10501932426155847,-0.10942383083004459,2.351898228049188,8.813492063492063,,,,,,,,,,,,,,
U56,BENCH,RULES v2 (U56),,,,W,IS,0.07609419114593785,0.06855323664563993,1.1042568982946726,1.420914543402291,-0.07887447581713691,0.9647505147591106,0.5625311410064773,0.02195811867106758,-0.023826501623706885,0.7933488807592624,7.964285714285714,,,,,,,,,,,,,,
U56,BENCH,SPY (U56),,,,W,IS,0.14958787307713028,0.1715557469031355,0.8986364369154567,1.1655951977236587,-0.22061944945147527,0.6780357463906725,0.5530642750373692,0.07182986123433999,-0.06512287047638865,2.035115132097597,7.964285714285714,,,,,,,,,,,,,,
U56,BENCH,RULES v2 (U56),,,,W,OOS,0.09442051909927174,0.07294080887968976,1.273727018629424,1.5368077284439705,-0.12054945176473142,0.7832513355892001,0.5714872637633525,0.023957932203699857,-0.03559657814415264,1.3903961173372403,9.658730158730158,,,,,,,,,,,,,,
U56,BENCH,SPY (U56),,,,W,OOS,0.1515300853370627,0.18164384990741717,0.8680088897924336,1.0488484397082571,-0.33717256775620263,0.4494140384713286,0.5534100246507806,0.10501932426155847,-0.10942383083004459,2.9069826430222343,9.658730158730158,,,,,,,,,,,,,,
U56,GATE,U56|GATE|b0.00|g0.50|W,0.0,,0.5,W,ALL,,,,,,,,,,,,False,False,1.0541976427090338,0.0474016711765568,-0.05856003513994523,0.8094542816321325,1.2524959695462006,0.059851880961411474,-0.080964971434906,1.1655758195930184,0.054221882808414,-0.08096497143490589,1.1892248704108392,1.1468030551266308
U56,GATE,U56|GATE|b0.00|g0.50|M,0.0,,0.5,M,ALL,,,,,,,,,,,,False,False,1.131443218728724,0.0546702256382503,-0.05276301320867305,1.0361467686091845,1.2620018725854674,0.06222843599402661,-0.08030099654346234,1.2039247065192205,0.05881776926331095,-0.08030099654346223,1.2535352469945171,1.158625024981399
