panel,anchor,N,gross,cadence,H,cost_bps,turn_yr,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4a,keep4b,fail4a,fail4b,A_H1,A_H2,A_DD,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,A,20,0.75,W,5,0.0,9.84816050088518,0.14247411729997372,1.1699190916981868,-0.18401160427321817,0.13061587211442327,1.1764230260499704,-0.11541979505469047,0.1544513193774546,1.172213538699532,-0.1840116042732184,0.12004497434888983,1.0722021673857811,-0.11541979505469047,0.16125927264508588,1.2447802386701816,-0.1840116042732185,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,10,0.0,7.921357787214142,0.14416053938227247,1.1587457899477611,-0.19238509970966533,0.136840367879967,1.2025185132043263,-0.11171790652418556,0.15152452255657445,1.1296334262480132,-0.19238509970966533,0.1253852626189782,1.0936265539068823,-0.11171790652418556,0.1598385316536477,1.2099271709516073,-0.19238509970966522,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,21,0.0,6.140692353412129,0.1507030990324163,1.1644058811679185,-0.20178821338922415,0.1467908007739538,1.2632339760684934,-0.11724118000200356,0.15462697603521414,1.09598887277813,-0.20178821338922437,0.13796448983730047,1.1746016638606558,-0.11724118000200356,0.16128794246425748,1.1638495313179982,-0.20178821338922392,False,True,"A_H2,A_DD",-,True,False,False,True,True,True,True,True
U56,A,20,0.75,W,42,0.0,4.670666585323883,0.14704882957019683,1.1041104598492133,-0.22792747071583297,0.13679652107669682,1.1742566033330275,-0.119960009129229,0.1573889271637019,1.064795536168849,-0.22792747071583275,0.12393274658935605,1.0578738268293957,-0.119960009129229,0.1664186875874769,1.1445102451365252,-0.22792747071583264,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,63,0.0,3.8695517784372626,0.1540854851194391,1.131168958112142,-0.2566887393808768,0.14702042959881068,1.2301802128083157,-0.12753526893135736,0.16119085162612268,1.0695955768922467,-0.2566887393808768,0.13801551311699822,1.1405883248316633,-0.12753526893135736,0.16747364738886472,1.1339051865535876,-0.2566887393808768,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,90,0.0,3.4566854054458607,0.16015251672560704,1.1478204326532646,-0.2382723701135483,0.15722115360608524,1.2875052433349836,-0.1262774040232879,0.16308998222759685,1.0570612026245534,-0.23827237011354807,0.1469297445164035,1.1902674911624527,-0.1262774040232879,0.17114297608251428,1.1297424318416087,-0.2382723701135484,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,126,0.0,2.8960911169131665,0.15953979864704482,1.163925382784598,-0.19077302784114702,0.15180442993212373,1.2278337552778171,-0.13824240025488743,0.1673236038736039,1.1218734971077347,-0.19077302784114714,0.1423104851749908,1.134722047739574,-0.13824240025488743,0.17390622758184904,1.189847614569703,-0.19077302784114736,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,189,0.0,2.311305267167222,0.15870277887887152,1.1383782561931657,-0.2220114117840173,0.16361759680964938,1.354883926883906,-0.12962628391943498,0.1538109157744212,0.9962433996346844,-0.22201141178401684,0.15500586941588534,1.264998072747092,-0.12962628391943498,0.16175250622985926,1.0682256389375753,-0.22201141178401673,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,252,0.0,2.0834084202067036,0.16154238032085022,1.182319916148544,-0.21825525457850092,0.15285825367303585,1.2415782505743458,-0.1602351703578484,0.17028797290379383,1.1442883247029108,-0.2182552545785008,0.14408051139455913,1.1481276628772383,-0.1602351703578484,0.17610507335220316,1.2115663710552935,-0.21825525457850126,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,5,10.0,9.84816050088518,0.13128318484765367,1.0878800989072726,-0.18482481532133566,0.11993818334636064,1.0896892286585163,-0.1219557381625963,0.14273793265027956,1.0935840921835274,-0.18482481532133566,0.10912485369268077,0.9843432802968605,-0.1219557381625963,0.14984074741459352,1.1666773664286534,-0.18482481532133577,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,10,10.0,7.921357787214142,0.13513519601955992,1.0940917178290157,-0.19330056547489605,0.12798427167227167,1.1325539668218192,-0.11384453417758567,0.14232820812532565,1.069035846109609,-0.19330056547489582,0.11637194331010381,1.0229954508643888,-0.11384453417758567,0.15080488730094954,1.149374252546475,-0.19330056547489605,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,21,10.0,6.140692353412129,0.14366167985566558,1.1162539775946898,-0.20241628648552024,0.1399563341919321,1.210613884610567,-0.11825916304387041,0.14737739527713734,1.0509915611722376,-0.20241628648552024,0.1310796196055557,1.1221268777490399,-0.11825916304387041,0.15411578085439204,1.1184397798067252,-0.20241628648552012,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,42,10.0,4.670666585323883,0.14170901646849865,1.0689247675638487,-0.22822536265217575,0.1317029407713508,1.1350546145866796,-0.12059466760807303,0.15179900306947247,1.0321942295213384,-0.22822536265217563,0.11876670222242058,1.0183407770054391,-0.12059466760807303,0.16093223163606218,1.111916402319334,-0.22822536265217575,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,63,10.0,3.8695517784372626,0.14963211468865367,1.1025379116549574,-0.2569212407170116,0.1428279400238328,1.1990100134363935,-0.1280546084388534,0.15647371329646997,1.042557714156768,-0.2569212407170116,0.13381165775054682,1.109729536548025,-0.1280546084388534,0.16281041630091497,1.1065464462272472,-0.2569212407170116,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,90,10.0,3.4566854054458607,0.15615123153598742,1.12272303806346,-0.23867701553754395,0.1534476568440455,1.2601176565115095,-0.12764632079651894,0.15885992324541598,1.0333866043275075,-0.2386770155375444,0.14319095167696783,1.1634455982570528,-0.12764632079651894,0.16692165159983996,1.1055854458430214,-0.2386770155375444,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,126,10.0,2.8960911169131665,0.15618726699090724,1.1424328977344387,-0.19127563591226426,0.14864305495022045,1.2051807432714048,-0.13952247957155728,0.16377760327533974,1.1011635298139153,-0.19127563591226415,0.1391140719342452,1.1121763073381954,-0.13952247957155728,0.17042230856703666,1.1690155684196564,-0.19127563591226404,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,189,10.0,2.311305267167222,0.15602985842663064,1.1216386362976694,-0.22213526208853607,0.16101720333642477,1.3358261362912498,-0.130184593174147,0.15106616557429398,0.9809630504101663,-0.22213526208853607,0.15239614962381554,1.2461317776953784,-0.130184593174147,0.1590273194617391,1.0526948324707202,-0.22213526208853618,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,252,10.0,2.0834084202067036,0.15912649336850393,1.166824689366497,-0.21843527860630385,0.15050994462247047,1.2246112928610173,-0.16074254477689398,0.16780365635473737,1.1298516746784049,-0.21843527860630374,0.14177127967108416,1.1317834375757896,-0.16074254477689398,0.17359942687788488,1.1966138497404248,-0.21843527860630374,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,5,25.0,9.84816050088518,0.1146959259204654,0.9645091522438579,-0.18604394055812967,0.10410506717810475,0.9592611277768734,-0.13167335757434795,0.12538354416319475,0.975336986315946,-0.18604394055812945,0.09293836266257083,0.852256334852323,-0.13167335757434795,0.13291669398927386,1.0492011381925543,-0.18604394055812945,False,False,"A_H1,A_H2,A_DD",L_H1,False,False,False,False,True,True,True,True
U56,A,20,0.75,W,10,25.0,7.921357787214142,0.1217260147979129,0.9969077179077555,-0.19467249811415865,0.11482561544876835,1.0273827667710034,-0.11845418981939115,0.12866599378159527,0.9779492773413913,-0.19467249811415932,0.1029833129777924,0.9168547026490254,-0.11845418981939115,0.13738114273921886,1.058331819792141,-0.194672498114159,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,21,25.0,6.140692353412129,0.13317761405915807,1.0438987149748677,-0.2033577887429313,0.12977863120465916,1.1315217081859945,-0.11978429027700432,0.13658528766526334,0.9833891715666915,-0.20335778874293153,0.12082797206585072,1.0432782936247442,-0.11978429027700432,0.14343762847079056,1.0502025418315089,-0.20335778874293153,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,42,25.0,4.670666585323883,0.13374357606663811,1.016020974278829,-0.22867212394546998,0.12410333381629246,1.0761305510604033,-0.12173393922408426,0.1434621019525273,0.9831665160642443,-0.22867212394546965,0.11106008087679431,0.9589434211993012,-0.12173393922408426,0.15274838988455008,1.062888571234244,-0.22867212394546976,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,63,25.0,3.8695517784372626,0.14298239483098651,1.0594948200956629,-0.2572699047872601,0.13656625818897794,1.1521279222374154,-0.12883316965249336,0.14943184239729912,1.001921238847189,-0.2572699047872601,0.12753329239304745,1.063328399239891,-0.12883316965249336,0.15584845197442387,1.0654202431246043,-0.2572699047872604,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,90,25.0,3.4566854054458607,0.15017415601166073,1.0850320920847218,-0.23928369798112292,0.14780952975576955,1.2189647345882384,-0.129696011828761,0.15254258716540403,0.9978440191370542,-0.2392836979811228,0.13760468485146804,1.123148950662524,-0.129696011828761,0.16061709258996948,1.0693145430248434,-0.23928369798112326,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,126,25.0,2.8960911169131665,0.15117558717544144,1.1101462985303532,-0.19202940727590978,0.14391625148744236,1.1711315779586906,-0.141439481022262,0.15847769568168135,1.0700642560249025,-0.1920294072759099,0.1343351840080511,1.0782938966045905,-0.141439481022262,0.16521474460001984,1.1377290670852822,-0.1920294072759099,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,189,25.0,2.311305267167222,0.1520311383790034,1.0964846053474446,-0.22232100879275152,0.15712660904459153,1.3071636947284024,-0.13102154865338345,0.14696038191105765,0.958012947202099,-0.22232100879275152,0.14849170656384958,1.2177641052601145,-0.13102154865338345,0.15495064067691167,1.0293648929938397,-0.22232100879275118,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,252,25.0,2.0834084202067036,0.15551134349200635,1.1435427871975536,-0.21870524370698674,0.14699565950820492,1.199108439021681,-0.16150309013859443,0.16408637909587953,1.1081660999292813,-0.21870524370698685,0.13831542892204962,1.1072248446440773,-0.16150309013859443,0.16985022678379758,1.1741481945719185,-0.21870524370698763,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,5,50.0,9.84816050088518,0.08757340517822132,0.7584179297127855,-0.18807397248090463,0.078198417468609,0.7414145529371811,-0.1476418378455856,0.09702563841303391,0.7777791885930068,-0.1880739724809043,0.06646949413033298,0.6317334121941196,-0.1476418378455856,0.1052448999999207,0.8528735329612611,-0.18807397248090463,False,False,"A_H1,A_H2,A_DD","L_H1,L_H2,L_OOS,L_CAGR",False,False,False,False,False,False,True,False
U56,A,20,0.75,W,10,50.0,7.921357787214142,0.09971673303104334,0.8345964599725726,-0.1969556785671368,0.0932250729592281,0.8517139256251878,-0.1304348869968921,0.10624399617100289,0.8258245979942637,-0.19695567856713658,0.0810147948110318,0.7396535474210201,-0.1304348869968921,0.11534211613924295,0.9062189814165698,-0.19695567856713658,False,False,"A_H1,A_H2,A_DD","L_H1,L_CAGR",False,False,False,False,True,True,True,False
U56,A,20,0.75,W,21,50.0,6.140692353412129,0.11591035818769835,0.9230483201335437,-0.20492534019713315,0.11301127970442071,0.9993659862516758,-0.12232124928493515,0.11881567930989223,0.8705065349035904,-0.20492534019713415,0.1039417398453526,0.9115966847411117,-0.12232124928493515,0.12585223790586153,0.9362197556275919,-0.20492534019713327,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,42,50.0,4.670666585323883,0.12058509363520753,0.9275641042618465,-0.22941652182903693,0.11154528904237626,0.9776659962671295,-0.12368317549565933,0.12969430143374217,0.901160038543726,-0.2294165218290366,0.09832811192155289,0.8597524607234495,-0.12368317549565933,0.1392300393742112,0.9808521832454944,-0.2294165218290366,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,63,50.0,3.8695517784372626,0.13197996240750132,0.9875310236209699,-0.25785077713244275,0.12620187217717915,1.073694435848599,-0.13046950881149544,0.13778507962560838,0.9340081519763099,-0.25785077713244275,0.11714206473852662,0.9857320493993302,-0.13046950881149544,0.14433234638593317,0.9966696125467255,-0.25785077713244253,False,False,"A_H1,A_H2,A_DD",L_DD,False,False,False,True,True,True,False,True
U56,A,20,0.75,W,90,50.0,3.4566854054458607,0.1402782849797719,1.0221081948079829,-0.24029407384418355,0.13847133836992986,1.1502048656147026,-0.1331023606648415,0.14208728510887636,0.9385356815808052,-0.24029407384418333,0.12835240789995606,1.0558353540100118,-0.1331023606648415,0.15018222894533317,1.008780661589071,-0.2402940738441839,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,126,50.0,2.8960911169131665,0.14286823922335534,1.056221044325875,-0.19351324617376364,0.13607877238398602,1.1142142200167149,-0.14462618584573694,0.14969520125445324,1.0181517291502735,-0.19351324617376398,0.12641215014935825,1.0216697518228108,-0.14462618584573694,0.15658409434335852,1.0854938944272363,-0.19351324617376342,False,True,"A_H1,A_H2,A_DD",-,False,False,False,True,True,True,True,True
U56,A,20,0.75,W,189,50.0,2.311305267167222,0.1453949397006402,1.0544509941056495,-0.22263050997110978,0.15066885666914787,1.2592046848638492,-0.13241511954804008,0.1401475500156708,0.9196901133436962,-0.22263050997110956,0.14201124606143778,1.1703161183014241,-0.13241511954804008,0.1481856798636214,0.9903982695664051,-0.22263050997110945,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,252,50.0,2.0834084202067036,0.1495091730605993,1.1046424207692034,-0.21915499642537606,0.14116026452801833,1.1564742293714576,-0.1627692901666128,0.15791536826156727,1.071946841300573,-0.21915499642537628,0.13257694183612112,1.0661900452039221,-0.1627692901666128,0.1636262030150104,1.1366129679889785,-0.21915499642537528,False,False,"A_H2,A_DD",L_DD,True,False,False,True,True,True,False,True
U56,A,20,0.75,W,5,100.0,9.84816050088518,0.035235627195200125,0.3468854424673224,-0.23940866805296168,0.028144369870653607,0.306704110636553,-0.20281622807184863,0.04237257237783831,0.3830791953981255,-0.23940866805296124,0.0153869901125685,0.1920752630458629,-0.20281622807184863,0.05185243724068833,0.4604046535045525,-0.23940866805296201,False,False,"A_H1,A_H2,A_DD","L_H1,L_H2,L_OOS,L_DD,L_CAGR",False,False,False,False,False,False,False,False
U56,A,20,0.75,W,10,100.0,7.921357787214142,0.05694287440063217,0.5100743994026756,-0.21724097470290005,0.05123647780092222,0.5003872884798425,-0.16970973967421765,0.06267766012830767,0.5216999870863811,-0.2172409747029006,0.03834561349173171,0.38559169798841814,-0.16970973967421765,0.07248928740732108,0.6018838338262373,-0.21724097470289883,False,False,"A_H1,A_H2,A_DD","L_H1,L_H2,L_OOS,L_DD,L_CAGR",False,False,False,False,False,False,False,False
