panel,family,level,cad,gross,ident_max_err,window,c_bar,c_sd,gap0_pp,pred0_pp,resid0_pp,CAGR_rs0,CAGR_dg0
SMALL439,QUANTILE,0.2,D,0.5,3.469446951953614e-17,FULL,0.20121765475456083,0.0008828539159222397,-4.492166020481081,-4.4892127784903035,-0.0029532419907774,0.05707313960540472,0.012151479400593912
SMALL439,QUANTILE,0.2,D,0.5,3.469446951953614e-17,IS,0.20147310111513117,0.0010328705886742777,-2.4291136638970423,-2.423933399907008,-0.005180263990034462,0.031155373064536196,0.006864236425565773
SMALL439,QUANTILE,0.2,D,0.5,3.469446951953614e-17,OOS,0.20105989141838623,0.0007328633181318481,-5.797355190747622,-5.79645444828929,-0.0009007424583318269,0.0734042850150014,0.015430733107525185
SMALL439,QUANTILE,0.2,D,0.75,5.204170427930421e-17,FULL,0.20121765475456088,0.0008828539159222304,-6.394871179789474,-6.390399395006918,-0.004471784782555943,0.08205071704001843,0.018102005242123687
SMALL439,QUANTILE,0.2,D,0.75,5.204170427930421e-17,IS,0.2014731011151314,0.0010328705886742341,-3.344206147029083,-3.336375384098944,-0.007830762930138846,0.0436199870845726,0.010177925614281769
SMALL439,QUANTILE,0.2,D,0.75,5.204170427930421e-17,OOS,0.20105989141838615,0.0007328633181318072,-8.346219084992912,-8.344842640245043,-0.0013764447478692432,0.10648911523385696,0.023026924383927838
SMALL439,QUANTILE,0.2,D,1.0,6.938893903907228e-17,FULL,0.20121765475456083,0.0008828539159222397,-8.038929577146515,-8.032911465583116,-0.006018111563399486,0.10435568266111184,0.023966386889646696
SMALL439,QUANTILE,0.2,D,1.0,6.938893903907228e-17,IS,0.20147310111513117,0.0010328705886742777,-4.047435188530635,-4.036914082192156,-0.010521106338479136,0.053885788468257756,0.013411436582951408
SMALL439,QUANTILE,0.2,D,1.0,6.938893903907228e-17,OOS,0.20105989141838623,0.0007328633181318481,-10.618593075953719,-10.616723798192007,-0.0018692777617115297,0.13672588124777896,0.030539950488241763
SMALL439,QUANTILE,0.2,W,0.5,3.2959746043559335e-17,FULL,0.20131321341377378,0.0017480369481474938,-5.430379462633006,-5.424084600798662,-0.006294861834343912,0.06866138983574688,0.014357595209416818
SMALL439,QUANTILE,0.2,W,0.5,3.2959746043559335e-17,IS,0.20151235836034107,0.001670314810514165,-4.2878583506389845,-4.278068346566011,-0.009790004072973701,0.054207479647458756,0.011328896141068912
SMALL439,QUANTILE,0.2,W,0.5,3.2959746043559335e-17,OOS,0.2011902217568067,0.0017836189398158229,-6.1454278904048865,-6.141594347733914,-0.0038335426709723563,0.07768692366269292,0.016232644758644055
SMALL439,QUANTILE,0.2,W,0.75,5.204170427930421e-17,FULL,0.20135098368919482,0.0024355805212456197,-7.862460071946109,-7.848623506527486,-0.013836565418623437,0.10006360305678563,0.021439002337324542
SMALL439,QUANTILE,0.2,W,0.75,5.204170427930421e-17,IS,0.20151792452515446,0.002234238055853043,-6.208415311540194,-6.1894455020160555,-0.018969809524138626,0.07899566413372683,0.016911511018324887
SMALL439,QUANTILE,0.2,W,0.75,5.204170427930421e-17,OOS,0.20124788124856516,0.002546993855855736,-8.903486921637494,-8.893206411968402,-0.010280509669092552,0.1132801073650922,0.024245238148717263
SMALL439,QUANTILE,0.2,W,1.0,6.591949208711867e-17,FULL,0.20138729878129646,0.0031583354635036365,-10.070690765670554,-10.045752877554914,-0.02493788811563924,0.12915949877720778,0.028452591120502246
SMALL439,QUANTILE,0.2,W,1.0,6.591949208711867e-17,IS,0.2015223677628784,0.0028449890542572845,-7.959747413167739,-7.928372760645552,-0.03137465252218696,0.10203530878649358,0.02243783465481619
SMALL439,QUANTILE,0.2,W,1.0,6.591949208711867e-17,OOS,0.2013038803559938,0.003335031372530876,-11.40588438293586,-11.385346393062012,-0.020537989873847806,0.14624380186980224,0.032184958040443634
SMALL439,QUANTILE,0.2,M,0.5,1.214306433183765e-17,FULL,0.20157936174002464,0.0037657039080491294,-5.752564716417297,-5.732442878350086,-0.020121838067210795,0.07256010438630067,0.015034457222127706
SMALL439,QUANTILE,0.2,M,0.5,1.214306433183765e-17,IS,0.20164257092220988,0.0030752438859537805,-4.738348362036793,-4.708586196705777,-0.02976216533101539,0.059589317041544465,0.012205833421176537
SMALL439,QUANTILE,0.2,M,0.5,1.214306433183765e-17,OOS,0.20154032383227696,0.004135068221426926,-6.386467633711246,-6.372410200270617,-0.014057433440628486,0.08065003496039846,0.016785358623286006
SMALL439,QUANTILE,0.2,M,0.75,1.8214596497756474e-17,FULL,0.2017565617321997,0.005575649262661411,-8.403857389611847,-8.35500765432422,-0.04884973528762693,0.10651137156384993,0.02247279766773147
