panel,unmapped_pit_namedays,unmapped_frozen_names,n_names
U56,0.2571872571872572,0.2909090909090909,55
B136,0.18785772042580506,0.17777777777777778,135
SMALL663,0.7075285323724364,0.7616892911010558,663
