panel,family,gross,rung,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,spy_CAGR,spy_MaxDD,spy_H1,spy_H2,base_Sharpe,base_H1,base_H2,base_MaxDD,L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor,n_fail,fail_set,pass4b,pass4a
U56,BAND03,0.5,0.0,0.05846299275000333,1.2251448261826505,-0.08099976028649936,1.2597097327361932,1.197620501248388,1.30001756247356,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.2248372305508213,1.260089538043156,1.1967571546998699,-0.1202981548835792,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.5,10.0,0.05719859436086572,1.199844322358388,-0.08117567547064919,1.2341907674554682,1.1724424508369555,1.27522530022446,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.199806892667932,1.2348551724631611,1.1718361428616708,-0.12054945176473186,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.5,25.0,0.05530473348828613,1.1618543492569566,-0.08143952122950004,1.1958702612496106,1.1346383746133266,1.2379969593775735,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.1622229225040759,1.1969623080789507,1.1344183839091448,-0.12092633917052897,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.5,50.0,0.052155583024730445,1.0984451394944137,-0.08187919211690808,1.1319036352879754,1.0715440965855105,1.1758540422406607,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.0994921533336801,1.1337101352602323,1.0719697687271095,-0.12155433041184815,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.5,100.0,0.045884506947149184,0.9713607737575165,-0.08275826374233486,1.0036870586476063,0.9451032595387862,1.0512829269230766,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.9737696571400969,1.0069271157609634,0.9468254820520172,-0.12280973381364502,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.75,0.0,0.0880607057045717,1.2248372305508213,-0.1202981548835792,1.260089538043156,1.1967571546998699,1.299203156776206,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.2248372305508213,1.260089538043156,1.1967571546998699,-0.1202981548835792,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.75,10.0,0.08613208348721235,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.1718361428616708,1.2746660728287855,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.199806892667932,1.2348551724631611,1.1718361428616708,-0.12054945176473186,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.75,25.0,0.08324534143182216,1.1622229225040759,-0.12092633917052897,1.1969623080789507,1.1344183839091448,1.2378212747972102,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.1622229225040759,1.1969623080789507,1.1344183839091448,-0.12092633917052897,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.75,50.0,0.07845056920919857,1.0994921533336801,-0.12155433041184815,1.1337101352602323,1.0719697687271095,1.1763194444773202,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.0994921533336801,1.1337101352602323,1.0719697687271095,-0.12155433041184815,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,0.75,100.0,0.06892246075144115,0.9737696571400969,-0.12280973381364502,1.0069271157609634,0.9468254820520172,1.0530359446988669,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.9737696571400969,1.0069271157609634,0.9468254820520172,-0.12280973381364502,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,1.0,0.0,0.11786617380656517,1.2245136890974877,-0.15878997423611618,1.260464618516783,1.1958719162460827,1.2983620799161115,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.2248372305508213,1.260089538043156,1.1967571546998699,-0.1202981548835792,True,True,True,True,True,0,NONE,True,False
U56,BAND03,1.0,10.0,0.11523943200801279,1.1996276726447264,-0.15910990855024065,1.235383412714137,1.1710868450157041,1.2739575885086263,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.199806892667932,1.2348551724631611,1.1718361428616708,-0.12054945176473186,True,True,True,True,True,0,NONE,True,False
U56,BAND03,1.0,25.0,0.11131049391984482,1.1622605646491118,-0.15958971136082134,1.1977205654512029,1.1338734534479598,1.2373121315362285,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.1622229225040759,1.1969623080789507,1.1344183839091448,-0.12092633917052897,True,True,True,True,True,0,NONE,True,False
U56,BAND03,1.0,50.0,0.1047919538963229,1.0998921389955383,-0.1603891196338878,1.134852380236231,1.0717665678362287,1.1761436460192263,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.0994921533336801,1.1337101352602323,1.0719697687271095,-0.12155433041184815,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND03,1.0,100.0,0.09186548105720971,0.9748970009734638,-0.1619869497529558,1.0088389065392618,0.9473092463388777,1.0535303386920265,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.9737696571400969,1.0069271157609634,0.9468254820520172,-0.12280973381364502,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.5,0.0,0.057330803105544614,1.1603410839828132,-0.09755529092303339,1.258157739460498,1.0796889961984129,1.1792951706357087,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.2248372305508213,1.260089538043156,1.1967571546998699,-0.1202981548835792,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.5,10.0,0.0565215757192048,1.1446648023938177,-0.09763782626136197,1.2426753291923605,1.0637837355200157,1.1635410070089536,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.199806892667932,1.2348551724631611,1.1718361428616708,-0.12054945176473186,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.5,25.0,0.05530884654813528,1.12113489517397,-0.09776162153796752,1.2194343349362435,1.0399120567373639,1.139894025527259,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.1622229225040759,1.1969623080789507,1.1344183839091448,-0.12092633917052897,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.5,50.0,0.053290592869663866,1.0818807789991254,-0.09796792638385732,1.180656509010674,1.0000930000176358,1.1004441835805443,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.0994921533336801,1.1337101352602323,1.0719697687271095,-0.12155433041184815,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.5,100.0,0.04926516807044434,1.0032564770952237,-0.09838045877285384,1.102963967430892,0.9203573806744954,1.0214266304039472,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.9737696571400969,1.0069271157609634,0.9468254820520172,-0.12280973381364502,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.75,0.0,0.08626250974921379,1.1597288578838336,-0.1445586182888322,1.2583973392570917,1.0785371389525036,1.178120323910962,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.2248372305508213,1.260089538043156,1.1967571546998699,-0.1202981548835792,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.75,10.0,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.0629290546954617,1.1626595234215018,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.199806892667932,1.2348551724631611,1.1718361428616708,-0.12054945176473186,True,True,True,True,False,1,L5_CAGRfloor,False,False
U56,BAND08,0.75,25.0,0.0832089208503819,1.1213077721752216,-0.14483510056810367,1.2205096569052054,1.0395037378971292,1.1394531950995364,0.15111316477020176,-0.3371725677562024,0.9595433758547895,0.8210748074939859,1.1622229225040759,1.1969623080789507,1.1344183839091448,-0.12092633917052897,True,True,True,True,False,1,L5_CAGRfloor,False,False
