chooser,panel,ladder,pick,IS_obs_maxdd,phi,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD
K_NONULL,U56,N,40,12.581421125997172,1.12255427548023,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.12806181559145302,1.1761930490300028,-0.12581421125997172,0.13939367595266128,1.0944875184055334,-0.22984197733835132,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_BLOCK,U56,N,20,13.952273332906884,1.0806810093622163,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True,False,False,False
K_CORR,U56,N,10,18.868986952427957,0.9735071452505446,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17604215688083014,1.0897021911713625,-0.20771054445737946,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_IID,U56,N,20,13.952273332906884,1.0806810093622163,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True,False,False,False
K_NONULL,U56,H,21,11.825894639973056,0.979643872635678,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.15308885804711703,1.1116898505481745,-0.2024163164242747,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_BLOCK,U56,H,21,11.825894639973056,0.979643872635678,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.15308885804711703,1.1116898505481745,-0.2024163164242747,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_CORR,U56,H,21,11.825894639973056,0.979643872635678,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.15308885804711703,1.1116898505481745,-0.2024163164242747,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_IID,U56,H,21,11.825894639973056,0.979643872635678,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.15308885804711703,1.1116898505481745,-0.2024163164242747,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_NONULL,U56,GROSS,0.3,5.68335214454806,1.0994598269792581,0.06167183543315402,1.1362956420701376,-0.07990335554891148,1.2032865443333627,1.0910660690418807,0.05531820206122129,1.1105042433202028,-0.056833521445480595,0.06692878140314584,1.1594224522798233,-0.07990335554891137,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,True,False,True,True,False,False,False,True
K_BLOCK,U56,GROSS,0.3,5.68335214454806,1.0994598269792581,0.06167183543315402,1.1362956420701376,-0.07990335554891148,1.2032865443333627,1.0910660690418807,0.05531820206122129,1.1105042433202028,-0.056833521445480595,0.06692878140314584,1.1594224522798233,-0.07990335554891137,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,True,False,True,True,False,False,False,True
K_CORR,U56,GROSS,0.6,11.231620872827719,1.0905386398162054,0.12411909391210885,1.137578906405842,-0.15513474393540005,1.2044710215373224,1.0925451291031891,0.11112396667680113,1.1115350421260386,-0.11231620872827719,0.13492641145125295,1.160916054216475,-0.15513474393540005,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,True,True,False,True,True,True,True,True,True,True,True,False,False,False
K_IID,U56,GROSS,0.3,5.68335214454806,1.0994598269792581,0.06167183543315402,1.1362956420701376,-0.07990335554891148,1.2032865443333627,1.0910660690418807,0.05531820206122129,1.1105042433202028,-0.056833521445480595,0.06692878140314584,1.1594224522798233,-0.07990335554891137,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,True,False,True,True,False,False,False,True
K_NONULL,U56,CADENCE,D,13.089783804216037,0.9492142862411455,0.15384239439499425,1.0956626765611153,-0.2313086816428257,1.204364881041773,1.02854241861233,0.13291307702536015,1.0756296390998652,-0.13089783804216037,0.1713543452439681,1.1185146651720415,-0.2313086816428257,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_BLOCK,U56,CADENCE,D,13.089783804216037,0.9492142862411455,0.15384239439499425,1.0956626765611153,-0.2313086816428257,1.204364881041773,1.02854241861233,0.13291307702536015,1.0756296390998652,-0.13089783804216037,0.1713543452439681,1.1185146651720415,-0.2313086816428257,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_CORR,U56,CADENCE,D,13.089783804216037,0.9492142862411455,0.15384239439499425,1.0956626765611153,-0.2313086816428257,1.204364881041773,1.02854241861233,0.13291307702536015,1.0756296390998652,-0.13089783804216037,0.1713543452439681,1.1185146651720415,-0.2313086816428257,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_IID,U56,CADENCE,D,13.089783804216037,0.9492142862411455,0.15384239439499425,1.0956626765611153,-0.2313086816428257,1.204364881041773,1.02854241861233,0.13291307702536015,1.0756296390998652,-0.13089783804216037,0.1713543452439681,1.1185146651720415,-0.2313086816428257,0.8684062229066973,0.15150873781069918,-0.33717235283398317,1.2714387324337506,False,False,False,True,True,True,False,True,True,False,True,False,False,False
K_NONULL,B136,N,30,13.184031910077321,0.9198600369832692,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1529253327475546,1.1473205557687152,-0.1318403191007732,0.1661079493963833,1.0695530808226905,-0.24354358049436964,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,True,False
K_BLOCK,B136,N,25,13.583116427242125,0.9287067786425275,0.16366123249678388,1.0968282186007665,-0.216146994859019,1.2780130121206887,0.9570656729830784,0.15929717640987096,1.1513256102955831,-0.13583116427242126,0.16726908215706393,1.0622507626045483,-0.21614699485901911,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_CORR,B136,N,25,13.583116427242125,0.9287067786425275,0.16366123249678388,1.0968282186007665,-0.216146994859019,1.2780130121206887,0.9570656729830784,0.15929717640987096,1.1513256102955831,-0.13583116427242126,0.16726908215706393,1.0622507626045483,-0.21614699485901911,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_IID,B136,N,30,13.184031910077321,0.9198600369832692,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1529253327475546,1.1473205557687152,-0.1318403191007732,0.1661079493963833,1.0695530808226905,-0.24354358049436964,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,True,False
K_NONULL,B136,H,21,13.330540815429682,0.9377102062338605,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.17161433050886887,1.2111577064313546,-0.1333054081542968,0.15547309710536084,0.9966114494768078,-0.2569070436953067,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_BLOCK,B136,H,126,14.636241107806825,0.8662929968018873,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_CORR,B136,H,126,14.636241107806825,0.8662929968018873,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_IID,B136,H,21,13.330540815429682,0.9377102062338605,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.17161433050886887,1.2111577064313546,-0.1333054081542968,0.15547309710536084,0.9966114494768078,-0.2569070436953067,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_NONULL,B136,GROSS,0.3,5.950543193582258,1.118517617667712,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,True,False,True,True,False,True,False,True
