chooser,panel,ladder,pick,IS_obs_maxdd,phi,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,pass_4b,pass_4b_oos,pass_4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD
K_BLOCK,B136,GROSS,0.3,5.950543193582258,1.118517617667712,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,True,False,True,True,False,True,False,True
K_CORR,B136,GROSS,0.4,7.907033015066456,1.114146489050758,0.08530141429279392,1.0603980371058317,-0.11450196962857728,1.2868827103437144,0.8811108785965581,0.08502816295230642,1.1416269857989212,-0.07907033015066456,0.08552659548697572,1.006573394298753,-0.11450196962857706,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,True,False,True,True,False,True,False,True
K_IID,B136,GROSS,0.3,5.950543193582258,1.118517617667712,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,True,False,True,True,False,True,False,True
K_NONULL,B136,CADENCE,D,13.871440711014749,0.7754016659877407,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.1601733696976615,1.1237189721053256,-0.1387144071101475,0.17050660867462075,0.9522190783873681,-0.283637731649679,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_BLOCK,B136,CADENCE,W,14.636241107806825,0.8083798933737727,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_CORR,B136,CADENCE,D,13.871440711014749,0.7754016659877407,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.1601733696976615,1.1237189721053256,-0.1387144071101475,0.17050660867462075,0.9522190783873681,-0.283637731649679,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_IID,B136,CADENCE,D,13.871440711014749,0.7754016659877407,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.1601733696976615,1.1237189721053256,-0.1387144071101475,0.17050660867462075,0.9522190783873681,-0.283637731649679,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.105887869727878,False,False,False,True,True,True,False,True,True,False,True,True,False,False
K_NONULL,SMALL,N,40,20.519092937781625,1.0937765497940362,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.09257292059011846,0.6681499269418703,-0.20519092937781624,0.06134701812548604,0.42810230023996493,-0.3611659367125417,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_BLOCK,SMALL,N,5,36.22835445842786,0.9236368227896039,0.037697701421296026,0.2732394273530588,-0.5069846791498913,0.3398484955147066,0.2227874110801282,0.0715495465080338,0.41303348205424534,-0.3622835445842786,0.017360335262571303,0.19721885492764335,-0.5069846791498911,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_CORR,SMALL,N,5,36.22835445842786,0.9236368227896039,0.037697701421296026,0.2732394273530588,-0.5069846791498913,0.3398484955147066,0.2227874110801282,0.0715495465080338,0.41303348205424534,-0.3622835445842786,0.017360335262571303,0.19721885492764335,-0.5069846791498911,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_IID,SMALL,N,40,20.519092937781625,1.0937765497940362,0.07315025898766603,0.5093623329860766,-0.3611659367125416,0.7127799063159106,0.364962762296151,0.09257292059011846,0.6681499269418703,-0.20519092937781624,0.06134701812548604,0.42810230023996493,-0.3611659367125417,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_NONULL,SMALL,H,21,20.518527378876428,1.149098109071834,0.08076156385512956,0.5289316115907242,-0.38294667892209755,0.8374203882589638,0.2973056804955721,0.10491417075665188,0.7178485557014874,-0.20518527378876428,0.06613330401210393,0.4353158102219297,-0.38294667892209755,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,True,False,False
K_BLOCK,SMALL,H,21,20.518527378876428,1.149098109071834,0.08076156385512956,0.5289316115907242,-0.38294667892209755,0.8374203882589638,0.2973056804955721,0.10491417075665188,0.7178485557014874,-0.20518527378876428,0.06613330401210393,0.4353158102219297,-0.38294667892209755,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,True,False,False
K_CORR,SMALL,H,21,20.518527378876428,1.149098109071834,0.08076156385512956,0.5289316115907242,-0.38294667892209755,0.8374203882589638,0.2973056804955721,0.10491417075665188,0.7178485557014874,-0.20518527378876428,0.06613330401210393,0.4353158102219297,-0.38294667892209755,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,True,False,False
K_IID,SMALL,H,21,20.518527378876428,1.149098109071834,0.08076156385512956,0.5289316115907242,-0.38294667892209755,0.8374203882589638,0.2973056804955721,0.10491417075665188,0.7178485557014874,-0.20518527378876428,0.06613330401210393,0.4353158102219297,-0.38294667892209755,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,True,False,False
K_NONULL,SMALL,GROSS,0.3,10.771415329336254,1.0754071001167682,0.034699100738013744,0.5051090762148539,-0.15665461197088537,0.6608628389793229,0.3921004857601011,0.038912818244802194,0.6091330662563939,-0.10771415329336254,0.03210950949710423,0.45128964370922336,-0.15665461197088537,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,True,False,False,True,False,False,False,False
K_BLOCK,SMALL,GROSS,0.75,25.28247650575779,1.0650715769527372,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_CORR,SMALL,GROSS,0.75,25.28247650575779,1.0650715769527372,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_IID,SMALL,GROSS,0.75,25.28247650575779,1.0650715769527372,0.07874421355849703,0.5072342327234493,-0.3581405418032815,0.6634315052819472,0.3940851174727154,0.09165345698554872,0.6114970302860944,-0.2528247650575779,0.070860770065448,0.45333717990397243,-0.3581405418032817,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_NONULL,SMALL,CADENCE,D,21.67382227322475,1.27485365796933,0.06971269552937387,0.4543550056283079,-0.3830845902276777,0.6779668743129086,0.28398309597338495,0.09658786977628542,0.6293952576619932,-0.21673822273224752,0.053471176631334716,0.36332906666222164,-0.3830845902276765,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_BLOCK,SMALL,CADENCE,M,23.138862788204552,1.1527147488288136,0.05383712958413378,0.3810795634902937,-0.38523856599538087,0.6037033043614497,0.23044040489322185,0.09404938574126431,0.6666549078842304,-0.2313886278820455,0.029782993979285077,0.2482123898640132,-0.3852385659953811,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_CORR,SMALL,CADENCE,M,23.138862788204552,1.1527147488288136,0.05383712958413378,0.3810795634902937,-0.38523856599538087,0.6037033043614497,0.23044040489322185,0.09404938574126431,0.6666549078842304,-0.2313886278820455,0.029782993979285077,0.2482123898640132,-0.3852385659953811,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
K_IID,SMALL,CADENCE,D,21.67382227322475,1.27485365796933,0.06971269552937387,0.4543550056283079,-0.3830845902276777,0.6779668743129086,0.28398309597338495,0.09658786977628542,0.6293952576619932,-0.21673822273224752,0.053471176631334716,0.36332906666222164,-0.3830845902276765,0.8767140742030719,0.15331699963496637,-0.33717235283398317,0.5600309396391431,False,False,False,False,False,False,False,False,False,False,False,False,False,False
