n,scope,y,N,R2_sd,t_sd,R2_W,t_W,pR2_sd_given_W,t_sd_given_W,t_W_given_sd,R2_both,kill,pR2_sd_given_Wcw,t_sd_given_Wcw,t_sd_given_W_Wmax,R2_sd_W_Wmax,rho_sd_y,rho_W_y
5,pooled,CAND Sharpe,150,0.22174751230099077,6.49381597303362,0.1392047291510624,4.892241826669621,0.11516210011240306,4.374028387481626,1.7892730033715947,0.23833572030885108,0.5193388593964782,0.13700322649520466,4.830804686292378,4.881172932574633,0.2604591002472014,0.4099897773234366,0.3465274012178319
5,pooled,EWall Sharpe,150,0.3436627428902187,8.803057828936895,0.18335714463584218,5.764527201559073,0.21286076180377453,6.304936143091372,1.7587148347039276,0.35718836495026685,0.6193885319473569,0.2474497313107203,6.952394432145853,6.378843380174497,0.36508336843856415,0.6156202497888795,0.4184701542290769
5,pooled,premium,150,0.0025836940649140994,-0.619174653176011,4.283411309202734e-06,-0.025178315853922422,0.003634260963654117,-0.7322465417222407,0.39449583065212956,0.00363852880792892,1.4066142787594111,0.0031726618633193334,-0.6840070712261347,-0.3042649392177558,0.010928306321179138,-0.08560913818391928,0.050190675141117386
5,k=20,CAND Sharpe,50,0.3678987585415162,5.285565489377849,0.26728901752402046,4.184512075272634,0.1892909757027981,3.312694450799136,1.7359284461313937,0.40598459430505485,0.5145192021120594,0.2635343374935549,4.10101429029691,4.254754432773647,0.48944386061375045,0.5273949579831932,0.46381752701080425
5,k=20,EWall Sharpe,50,0.3351115732514188,4.918593655450033,0.22036362386904085,3.683363027508671,0.17857437428753814,3.196497535076733,1.3402359094465999,0.3595867019084307,0.5328803555034549,0.23554284490270352,3.8054613211977046,3.7476717982307863,0.4076098301415437,0.5430492196878751,0.4748619447779111
5,k=20,premium,50,0.001388527906488246,0.25834475543070073,0.005010874592985326,0.491663783079699,3.487097626005195e-05,-0.04048447897046159,0.4156352408026578,0.005045570835156443,0.025113630123750872,1.76233220610397e-05,-0.028780388017809397,0.21637701174021695,0.01709364821037851,0.052004801920768305,0.043745498199279705
5,k=40,CAND Sharpe,50,0.08988218335094356,2.1772515944192814,0.05734549992888327,1.708810947754475,0.046198520209282445,1.5088079559664065,0.7587309418088604,0.10089474290078959,0.5139897417589542,0.03365294915547129,1.2793634252790829,1.9726711367054528,0.14019081505815856,0.27241296518607444,0.23870348139255704
5,k=40,EWall Sharpe,50,0.2579033707422729,4.084311887109252,0.09038869482339984,2.1839855052374078,0.18772795105766346,3.2958136228886477,0.45432181580765996,0.2611481614030905,0.7279003392524991,0.18608880611963824,3.278087509784568,3.8262375841461567,0.31148678068038493,0.5061704681872748,0.347611044417767
5,k=40,premium,50,0.015162776224687313,-0.8596620475637219,4.995913457950252e-05,-0.04897099416719414,0.018948771442434217,-0.9527821554290318,0.42864430122001335,0.018997783912791166,1.249690106985997,0.02872527389959052,-1.1789896001732427,-0.8257115986120875,0.019236854421033067,-0.13824729891956783,-0.0024489795918367346
5,k=80,CAND Sharpe,50,0.2634142455060666,4.143130281682778,0.23775558512527617,3.8693574995900684,0.09644114653921393,2.2397620848986888,1.80708449751508,0.31126731043890665,0.3661197075880728,0.08417666160178083,2.0784468564761203,2.1057716317597133,0.3128261687490793,0.5176950780312125,0.4447058823529411
5,k=80,EWall Sharpe,50,0.4260580569100505,5.969267317453621,0.2099607801349339,3.5716211153113226,0.2803073925806825,4.278511305714313,0.6654170842590628,0.43141461389178737,0.6579089117891299,0.2712586421670112,4.1826739540429045,4.987912209150068,0.5065475977592991,0.6920048019207683,0.49349339735894354
5,k=80,premium,50,0.048935898950875134,1.5715547278903985,0.09831022943924372,2.287659597530261,0.0014822875916639213,0.26414188876997297,1.6270207988140823,0.09964679299767643,0.03029039260425016,7.37635785231326e-06,0.018619650275399264,-0.07300254470492068,0.14986455666509224,0.18050420168067227,0.3001680672268907
20,pooled,CAND Sharpe,150,0.30623478187621544,8.082614289242496,0.15540997322531136,5.2185196859010246,0.18986847933200948,5.869584218692828,1.43135036743941,0.3157709972680024,0.6200095174321416,0.21468865641712453,6.33931425075132,6.918447250358606,0.36714045582920984,0.49861593848615493,0.32421885417129653
20,pooled,EWall Sharpe,150,0.3436627428902187,8.803057828936895,0.18335714463584218,5.764527201559073,0.21286076180377453,6.304936143091372,1.7587148347039276,0.35718836495026685,0.6193885319473569,0.2474497313107203,6.952394432145853,6.378843380174497,0.36508336843856415,0.6156202497888795,0.4184701542290769
20,pooled,premium,150,0.06204095998221315,-3.1288026844194308,0.037867425826798695,-2.4134943705500884,0.029486781676150747,-2.1133509678389886,-0.8128161458126983,0.06623761898495706,0.4752792620327678,0.03496464136794879,-2.3078181967296723,-1.324210097830548,0.08671976770484746,-0.2738130583581493,-0.1912138317258545
20,k=20,CAND Sharpe,50,0.3576298798130142,5.16945609661949,0.26442623583658065,4.153935747847904,0.1800014009993357,3.2120353514818873,1.7477365583043762,0.39683054392435113,0.5033175670149511,0.2524567875496841,3.984045627072647,3.5718727411949476,0.4251001410938453,0.5007923169267706,0.42914765906362545
20,k=20,EWall Sharpe,50,0.3351115732514188,4.918593655450033,0.22036362386904085,3.683363027508671,0.17857437428753814,3.196497535076733,1.3402359094465999,0.3595867019084307,0.5328803555034549,0.23554284490270352,3.8054613211977046,3.7476717982307863,0.4076098301415437,0.5430492196878751,0.4748619447779111
20,k=20,premium,50,0.07760678503000551,-2.00961292434247,0.03403003412256034,-1.30037915523618,0.045698933729569194,-1.5002348781946135,-0.17003321561815712,0.07817383157794744,0.5888522983125816,0.05471240156727649,-1.6493386567734705,-1.882352445675515,0.11347459922498448,-0.2864345738295318,-0.2680912364945978
20,k=40,CAND Sharpe,50,0.29351963755394994,4.465695971994086,0.05437056259680173,1.6612769543222463,0.25458894564189855,4.006552018430018,-0.3263936787753597,0.29511736403322386,0.8673659717064218,0.22515607131008428,3.6955888048451193,4.491133085703815,0.3426680071110858,0.5148139255702281,0.22487394957983195
20,k=40,EWall Sharpe,50,0.2579033707422729,4.084311887109252,0.09038869482339984,2.1839855052374078,0.18772795105766346,3.2958136228886477,0.45432181580765996,0.2611481614030905,0.7279003392524991,0.18608880611963824,3.278087509784568,3.8262375841461567,0.31148678068038493,0.5061704681872748,0.347611044417767
20,k=40,premium,50,0.006338818564337156,-0.5533572664776459,0.04429179218327983,-1.4914873956142594,0.0008285012768359964,0.19741288771839433,-1.3809337595497186,0.045083597653738705,0.13070279081613562,0.0009994896261640255,-0.21684789932539877,-0.024200341869120366,0.050692253259016384,-0.10271308523409363,-0.20547418967587033
20,k=80,CAND Sharpe,50,0.4063640368626854,5.732157966165655,0.1593227588654631,3.016094068754169,0.29398501192480647,4.423892481793772,0.09128484496334072,0.4064692676253132,0.7234523364678234,0.2822729662215127,4.299361074847435,4.693120294379607,0.43404830688141827,0.6341896758703481,0.41358943577430973
20,k=80,EWall Sharpe,50,0.4260580569100505,5.969267317453621,0.2099607801349339,3.5716211153113226,0.2803073925806825,4.278511305714313,0.6654170842590628,0.43141461389178737,0.6579089117891299,0.2712586421670112,4.1826739540429045,4.987912209150068,0.5065475977592991,0.6920048019207683,0.49349339735894354
20,k=80,premium,50,0.016706350138967485,0.9030666227497193,0.00011801229838381833,0.07526791409783196,0.024098451836858426,1.0773095183275565,-0.6013295875983946,0.024213620221553045,1.4424725709925652,0.02681618556256266,1.138020253696642,0.8901514858988244,0.03712139355110555,0.07524609843937576,0.06919567827130851
