panel,cost,q,arm,n_fix,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,held_mean,q_real_mean,q_real_sd,gross_mean,turnover,y2020,y2022,fail4a,fail4b,fail4b_oos
u56,10,0.1,FIXQ,4,0.1873278138903749,0.9115750408642622,-0.3526126454677114,1.054851548637344,0.78707898000748,0.16268340865402764,0.7938890322837442,-0.3526126454677122,1.066896406891727,3.7044379364721784,0.10025292061915253,0.016944231749533464,0.7488173011939626,23.415693533555864,0.3735795922718177,-0.1548454738458025,DD,"H2,OOS,DD","H2,OOS,DD"
u56,25,0.1,FIXQ,4,0.14633363761141727,0.7464800630829196,-0.37876612588721825,0.8886205681080747,0.6225524516942457,0.12147992437255772,0.6299792331111056,-0.3787661258872186,0.9000523481079523,3.7044379364721784,0.10025292061915253,0.016944231749533464,0.7488173011939626,23.415693533555864,0.32308180674753495,-0.19109501222206227,DD,"H1,H2,OOS,DD","H1,H2,OOS,DD"
u56,10,0.1,FIXN,4,0.19494975553492955,1.0141260874026305,-0.242992366770724,1.0694534346973736,0.9763356720377309,0.20021133575319228,0.981820595790861,-0.24299236677072433,1.0681359539022224,3.9443568371254787,0.13141900143579904,0.1071301180270266,0.75,19.83509062089424,0.38279858374290265,-0.08450786699529311,DD,DD,DD
u56,25,0.1,FIXN,4,0.15992476052399995,0.860679253486346,-0.25080339604054525,0.908173753533626,0.828179002659975,0.1641083938958141,0.8346146335465046,-0.2508033960405447,0.904597233315096,3.9443568371254787,0.13141900143579904,0.1071301180270266,0.75,19.83509062089424,0.346619593000816,-0.11050151453382051,DD,"H1,H2,OOS,DD","H2,OOS,DD"
u56,10,0.2,FIXQ,7,0.16685104090815028,1.0073469288596286,-0.3001940685967367,1.0795689870229357,0.9500509264233825,0.16749365611989853,0.9740704644924718,-0.3001940685967365,1.0550019933299903,7.42374408650597,0.19765383133444706,0.015018575403103085,0.7496620860554178,19.584805531614247,0.21688817354863255,0.04468446466041187,DD,DD,DD
u56,25,0.2,FIXQ,7,0.1330767160481967,0.8312763581802843,-0.31380838318136917,0.8938648923076664,0.781285138098184,0.13370760488324418,0.8060715172832378,-0.3138083831813684,0.8674528498322702,7.42374408650597,0.19765383133444706,0.015018575403103085,0.7496620860554178,19.584805531614247,0.17253513103844687,1.5668117429923356e-05,DD,"H1,H2,OOS,DD","H1,H2,OOS,DD"
u56,10,0.2,FIXN,7,0.14836578495134156,0.9473830603844667,-0.1874524771139171,0.8909102251642711,1.0011616622680295,0.16997597087744842,1.0124213631087673,-0.1863438876074277,0.8619525947690607,6.912142374408651,0.22692228838938336,0.16373795438969213,0.75,16.40922976430404,0.22912082629428143,-0.02890639903856984,DD,H1,H1
u56,25,0.2,FIXN,7,0.1204554577788064,0.7930157689548637,-0.2071280286615168,0.7211328568518611,0.8587666583864484,0.1418583638464519,0.8686935951770698,-0.18790712632119666,0.6918544586592301,6.912142374408651,0.22692228838938336,0.16373795438969213,0.75,16.40922976430404,0.19515967897868625,-0.05062663481536711,DD,"H1,OOS,DD","H1,OOS"
u56,10,0.3,FIXQ,11,0.15288040303428296,1.0505354593940321,-0.2504942213491269,1.0365354742647643,1.0672343858769227,0.16915598006284238,1.1078962640360521,-0.2504942213491269,0.9766415711511719,11.205451678305925,0.29866077659523016,0.016019714052211583,0.75,16.36210243687821,0.2132256897174083,0.04289255331619568,DD,DD,DD
u56,25,0.3,FIXQ,11,0.12493297251985513,0.881570632384136,-0.261695112512078,0.856034122065358,0.9075563084974981,0.1413196230542746,0.9486478719273421,-0.2616951125120782,0.7944069155565155,11.205451678305925,0.29866077659523016,0.016019714052211583,0.75,16.36210243687821,0.18362705238223098,0.00530012036857852,DD,"H1,DD",DD
u56,10,0.3,FIXN,11,0.13505793904223928,0.9803834123141414,-0.1738391736402053,0.9537764164096408,1.0094157743262975,0.152565705758261,1.0357031517926782,-0.17383917364020507,0.9087098091429493,10.782158143726065,0.34096547863288257,0.19118795402518682,0.75,14.090502093447,0.23559959790471985,-0.05451021488198615,DD,H1,-
u56,25,0.3,FIXN,11,0.11133407456164046,0.8286685190762021,-0.17488922926246409,0.788552151728114,0.8679883643572673,0.1283134881947814,0.8918380532865714,-0.17488922926246409,0.7451536090126583,10.782158143726065,0.34096547863288257,0.19118795402518682,0.75,14.090502093447,0.20758866932598252,-0.0740325233994319,DD,H1,H1
u56,10,0.4,FIXQ,15,0.1387687800501558,1.034753729779221,-0.22405897883908177,0.9874061266583845,1.0803879102352993,0.16053872604189423,1.1365083108587244,-0.224058978839081,0.9021186789852608,14.922279792746114,0.39776929604056516,0.0153734971722534,0.75,14.97274611947563,0.20148482901448506,-0.009344013099301773,DD,DD,DD
u56,25,0.4,FIXQ,15,0.11348173715788845,0.8672882143405178,-0.23536455706049975,0.811643620739604,0.9194336759981556,0.13484463260897828,0.9761415781058381,-0.2353645570604992,0.7249819442161662,14.922279792746114,0.39776929604056516,0.0153734971722534,0.75,14.97274611947563,0.17039010581989023,-0.04487608601654203,DD,"H1,DD",DD
u56,10,0.4,FIXN,15,0.13353884454420473,1.0358109574300507,-0.19171827080007342,1.0607164064182864,1.0224041586522463,0.148437521438896,1.0792313896976498,-0.19171827080007353,0.9810531612509789,14.560937148006309,0.44616985774430734,0.20049408402021562,0.75,12.424455059303332,0.19736108942511654,-0.1089529494216891,DD,-,-
