selector,real_dOOS,real_dMaxDD,real_mean_n,cells_live,mean_s,null_mean,null_sd,null_p5,null_p50,null_p95,pct,z,inside_90,null_mean_dMaxDD,null_mean_n,rho_n_dOOS
SCREEN 4bIS [AS165],0.02865352140336713,-0.007503586062336428,9.727272727272727,4,5.7272727272727275,0.02718695289103101,0.013939448053927092,0.0038288359551488975,0.027298063086501193,0.04854618110763091,54.50000000000001,0.10520994135940341,True,-0.002235139949951641,10.49181818181818,0.36775822497877253
SCREEN 4bIS [PUB],0.017150723905352952,-0.011617512790926375,13.909090909090908,4,3.727272727272727,0.020509027492629648,0.022791019963629366,-0.023529301412569103,0.02450187358142648,0.05186582756332985,34.0,-0.1473520532488666,True,-0.0036845456248408882,10.631363636363636,0.5072755774480541
SIZE n>=10,0.05427687294359562,-0.021048741880810292,16.181818181818183,11,61.36363636363637,0.026678924258219078,0.015544946241808104,0.004850048159763553,0.025641105055920543,0.05386995720679283,95.0,1.7753646912687233,False,-0.00354679398353314,9.301818181818183,0.3495560158806448
SIZE n>=15,0.07601803841334266,-0.03211156199654739,20.181818181818183,11,47.72727272727273,0.03579392895629321,0.01516728835320645,0.012299498260353967,0.035135184422838514,0.05937926369746048,99.0,2.6520303775029013,False,-0.0031727267189923716,9.719545454545456,0.04549395493479852
SIZE n>=20,0.07083142940645522,-0.032104178125730035,22.727272727272727,11,43.18181818181818,0.04059529472967139,0.017019030311898716,0.013920831277161021,0.040314573019790786,0.06812208642462243,96.0,1.776607369671613,False,-0.001606547455569715,9.781818181818183,0.17582932153758896
SIZE n>=25,0.1296877079612792,-0.035252600039644304,27.818181818181817,11,36.72727272727273,0.04711378363815879,0.018075728012381585,0.02009915818361261,0.04548260706837536,0.07447455068343882,100.0,4.568221222766717,False,-0.0030861202393956968,10.323181818181817,0.12610340797053018
