panel,cadence,m,turn_per_yr,CAGR_0,Sharpe_0,MaxDD_0,H1_0,H2_0,OOS_Sharpe_0,OOS_CAGR_0,OOS_MaxDD_0,keep4b_0,fail4b_0,keep4a_0,fail4a_0,CAGR_10,Sharpe_10,MaxDD_10,H1_10,H2_10,OOS_Sharpe_10,OOS_CAGR_10,OOS_MaxDD_10,keep4b_10,fail4b_10,keep4a_10,fail4a_10,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,OOS_Sharpe_25,OOS_CAGR_25,OOS_MaxDD_25,keep4b_25,fail4b_25,keep4a_25,fail4a_25
U56,D,0,27.05140458161893,0.1417781023249447,1.1849411321500152,-0.17922708135916754,1.1722301657896104,1.201760006846357,1.2661608835521951,0.1600446316337325,-0.17922708135916798,True,,False,"H1,H2,DD",0.11131393876459783,0.954993454795303,-0.18379678305989977,0.9264458212407496,0.984332535679639,1.047588797135237,0.129277546406948,-0.18379678305989977,False,H1,False,"H1,H2,DD",0.06712534180020491,0.6101741552409298,-0.19768193920070976,0.557618223505852,0.6584571955971553,0.7199626477700684,0.0846402691111765,-0.19768193920070942,False,"H1,H2,OOS,CAGR",False,"H1,H2,DD"
U56,D,20,11.344926285649013,0.13263202267683938,1.137399359372942,-0.17936346569008998,1.0786059963756878,1.1941671162546112,1.2822682060249642,0.16023270228547304,-0.17936346569008998,True,,False,"H1,H2,DD",0.11985777815181398,1.0388947748927833,-0.18289121945843212,0.9809230497629746,1.094370026157188,1.1847717007032832,0.14660368909209476,-0.1828912194584318,True,,False,"H1,H2,DD",0.10096170785189007,0.8910055515011442,-0.18815845346516402,0.8341902324365651,0.9445993629610275,1.0384232053602847,0.12645482937863362,-0.18815845346516413,False,"H1,CAGR",False,"H1,H2,DD"
U56,W,0,10.996244092602641,0.14034814475179003,1.1550935984443078,-0.1822003619415382,1.164554484570374,1.1544363444434362,1.218588771085467,0.1573376597525562,-0.1822003619415381,True,,False,"H1,H2,DD",0.12788458697149974,1.0635392242670008,-0.18308348697878107,1.0681688586356108,1.0663899991214876,1.1306969416161394,0.14453585654383216,-0.1830834869787813,True,,False,"H1,H2,DD",0.10943762843851523,0.9258519118821691,-0.18440712200737264,0.9231772688851755,0.9340026251423675,0.9985108040321351,0.12559120208679553,-0.18440712200737253,False,H1,False,"H1,H2,DD"
U56,W,20,5.264804894861113,0.13463436239588944,1.1575211897145463,-0.17157929921234194,1.1888390169317393,1.1402662370232735,1.2320736365982308,0.1530784402420149,-0.17157929921234194,True,,False,"H1,H2,DD",0.12867784657519143,1.1115921870079182,-0.17221713376542136,1.1438000672369368,1.0932334843689966,1.1867336821065984,0.14674506044827407,-0.17221713376542125,True,,False,"H1,H2,DD",0.11979844698374054,1.0425033399521662,-0.17317352452166968,1.07606223172976,1.0224784238646272,1.1185047413519618,0.13730649650448368,-0.17317352452166956,True,,False,"H1,H2,DD"
U56,2W,0,7.380493577983882,0.14148948571156938,1.135379377568068,-0.2125868620884196,1.0685932017795978,1.199550310532473,1.2626416182732811,0.16940455195204462,-0.21258686208841948,False,DD,False,"H1,H2,DD",0.13309831666907712,1.0754285764980467,-0.2155317100934362,1.0032641667572095,1.1436047792751476,1.2065064274683788,0.1608530413719591,-0.2155317100934362,False,DD,False,"H1,H2,DD",0.12062143223643096,0.9852211541061678,-0.21993369768616755,0.9050123322888254,1.0593914976413736,1.1219873414433623,0.14813696630474582,-0.21993369768616788,False,"H1,DD",False,"H1,H2,DD"
U56,2W,20,3.790535293749359,0.12527197481420949,1.0578298515603175,-0.2150421283089443,1.150385875784589,0.9916684292609428,1.087292896720379,0.1376069000774851,-0.2150421283089441,False,DD,False,"H1,H2,DD",0.12101426106754731,1.0256226271389242,-0.2179158677327354,1.1180163594523145,0.9592631876283042,1.055949347933035,0.13313215218953856,-0.21791586773273497,False,DD,False,"H1,H2,DD",0.11465499262011103,0.9771556641365681,-0.22221206220114742,1.069312819320195,0.9104963408935295,1.0087613634469004,0.1264497566000382,-0.2222120622011473,False,DD,False,"H1,H2,DD"
U56,M,0,4.816013584145754,0.15856713327761374,1.2516498075162354,-0.1944713056113222,1.2408021350924694,1.2685715123529901,1.3439334741403164,0.18141486640554927,-0.1944713056113222,True,,False,"H1,DD",0.15300803657862327,1.213020386645567,-0.1950684146967384,1.1998724049396627,1.2316381565932149,1.3072101124225666,0.17571416256818795,-0.1950684146967384,True,,False,"H1,DD",0.14471448807516207,1.1547333003536802,-0.19596407832486218,1.1381225255991423,1.1759032625167272,1.2517693831349568,0.16720952465336936,-0.19596407832486196,True,,False,"H1,DD"
U56,M,20,2.7609729557140223,0.1361451764864121,1.1322065939403338,-0.1865360824533041,1.2188350257705574,1.065433625945287,1.1469220528846844,0.14477165330711483,-0.18653608245330444,True,,False,"H1,H2,DD",0.133014809355827,1.1090610296674057,-0.18725363542300766,1.1963452740839016,1.041536222356836,1.124087541242119,0.14149025296489937,-0.187253635423008,True,,False,"H1,H2,DD",0.12833276505606062,1.074164575909194,-0.1883299648775636,1.1624447727579874,1.005504156725078,1.089642378823447,0.13658285124483416,-0.18832996487756348,True,,False,"H1,H2,DD"
U56,6W,0,4.000874613660089,0.1605422625094961,1.2284163741276863,-0.22017740106674877,1.1081442665319476,1.337890729129479,1.3915432985357006,0.19759434643474627,-0.22017740106674888,False,DD,False,"H1,DD",0.15591070072153235,1.1971235502884632,-0.2208363242235888,1.0729640286317943,1.3095084257230338,1.3633950637294165,0.19297973186282413,-0.22083632422358868,False,DD,False,"H1,DD",0.14899348528345446,1.1499183910939526,-0.22182470895884843,1.0199296253430192,1.2666756661201797,1.320903791366852,0.18608679211580026,-0.22182470895884843,False,DD,False,"H1,DD"
U56,6W,20,2.2852418937101686,0.14568118178306255,1.1776699997790967,-0.1936552432315758,1.1749848110790195,1.1930321849705072,1.2674624826159897,0.17057987629279947,-0.19365524323157568,True,,False,"H1,H2,DD",0.14306706487147847,1.158893609008218,-0.19415000200770627,1.1545447385129783,1.175334361741886,1.2504449692284416,0.1679531596461783,-0.19415000200770627,True,,False,"H1,H2,DD",0.13915480089544952,1.1305815207630028,-0.19489214017190248,1.123715007063228,1.1486544780302481,1.2247814251322289,0.16402196772576816,-0.19489214017190237,True,,False,"H1,H2,DD"
U56,Q,0,2.7074696540800947,0.14690713053939208,1.0788177675357602,-0.2712238820591202,1.1572704412907209,1.0328755558848046,1.1169860386432606,0.16606426253603335,-0.2712238820591203,False,DD,False,"H1,H2,DD",0.14381168397524302,1.059057201864514,-0.27122388205911996,1.135471734432137,1.0143922879840181,1.098216884973809,0.16280759091826602,-0.2712238820591205,False,DD,False,"H1,H2,DD",0.13917964436765873,1.0291824463154906,-0.2712238820591205,1.1024918161749298,0.9864604699183678,1.0698380511322592,0.157934685778768,-0.27122388205912007,False,DD,False,"H1,H2,DD"
U56,Q,20,1.6606513419276556,0.13877979907315385,1.0610090490978528,-0.2450515637921481,1.222050866545091,0.9520192324901263,1.042690446711838,0.14811127949283232,-0.24505156379214799,False,DD,False,"H1,H2,DD",0.13689350996273864,1.0484166691594559,-0.24505156379214765,1.2098492578562796,0.9388990882988489,1.029772645481175,0.14597724654697553,-0.24505156379214799,False,DD,False,"H1,H2,DD",0.13406761011988344,1.0293997712095075,-0.24505156379214799,1.1914184657804932,0.9190937606464833,1.0102606490105506,0.14278073142882586,-0.24505156379214799,False,DD,False,"H2,DD"
B136,D,0,33.82319890796957,0.13604010056818727,0.9962278463479839,-0.21865784871798122,1.1646466051661897,0.8461715650615877,0.9341126565950155,0.1296981309998615,-0.2186578487179811,False,DD,False,"H1,H2,DD",0.0982704862968311,0.7503200899997112,-0.22326958610823544,0.9125037035983898,0.6054313247383082,0.6907278865619205,0.09154995719794545,-0.22326958610823489,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",0.04394547551884864,0.38149878095730194,-0.2510372332099263,0.5340950097096467,0.244541015204762,0.3259172345138107,0.03671717756409443,-0.25103723320992566,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD"
B136,D,20,10.091001111440164,0.14727202940632433,1.063984667568835,-0.2085183303356113,1.2342156454853523,0.9150933859012774,1.0124373014888584,0.1439812201150632,-0.2085183303356113,False,DD,False,"H1,H2,DD",0.1357602841015535,0.9910285278288045,-0.21154088871247156,1.1616011562324275,0.841645851052126,0.939129246462899,0.13204789884470491,-0.21154088871247156,False,DD,False,"H1,H2,DD",0.11870612855201812,0.8814914229040103,-0.216055897793212,1.0525423729994499,0.731398256284325,0.8290841525842622,0.11437808199288457,-0.2160558977932121,False,"H2,OOS,DD",False,"H1,H2,DD"
B136,W,0,14.310741802245708,0.14620897388850618,1.0454701923010825,-0.19983154054596752,1.208158640684983,0.9041382414427861,0.9861110497210084,0.14134119698337289,-0.19983154054596786,True,,False,"H1,H2,DD",0.12992958836952506,0.9431848997615343,-0.2005204833110832,1.1047866702854354,0.8025166021122436,0.8836022780725372,0.12454335283909401,-0.20052048331108296,False,H2,False,"H1,H2,DD",0.10593330741535789,0.7894767167611467,-0.20155317029654185,0.9493769877220685,0.6498638573002592,0.7295843836804319,0.09979856674461329,-0.20155317029654185,False,"H1,H2,OOS,CAGR",False,"H1,H2,DD"
B136,W,20,6.201259355559795,0.1497822242760125,1.0522249357020474,-0.2039136601732351,1.2776311214240241,0.8617508623952588,0.9701524349866727,0.14260465573001135,-0.2039136601732352,False,DD,False,"H2,DD",0.14267571537048496,1.0085763379054384,-0.2042990643223589,1.2349925606540537,0.8170244951422461,0.9256202816542227,0.13506271313090923,-0.20429906432235911,False,"H2,DD",False,"H2,DD",0.13209511336373825,0.9430022760017366,-0.20487699670089143,1.1709249384597804,0.7498471335099519,0.858718662846498,0.12383941459085168,-0.2048769967008912,False,"H2,OOS,DD",False,"H1,H2,DD"
