panel,cadence,m,turn_per_yr,CAGR_0,Sharpe_0,MaxDD_0,H1_0,H2_0,OOS_Sharpe_0,OOS_CAGR_0,OOS_MaxDD_0,keep4b_0,fail4b_0,keep4a_0,fail4a_0,CAGR_10,Sharpe_10,MaxDD_10,H1_10,H2_10,OOS_Sharpe_10,OOS_CAGR_10,OOS_MaxDD_10,keep4b_10,fail4b_10,keep4a_10,fail4a_10,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,OOS_Sharpe_25,OOS_CAGR_25,OOS_MaxDD_25,keep4b_25,fail4b_25,keep4a_25,fail4a_25
B136,2W,0,9.712824192674027,0.14049637665068504,0.9928013226562521,-0.24818599815218167,1.2131585009308923,0.8054181719096536,0.9155079847175841,0.13320872020802033,-0.24818599815218167,False,"H2,DD",False,"H1,H2,DD",0.12947687090728865,0.9247298213712218,-0.2513384510581774,1.143223896991914,0.738566354673801,0.8481670396514843,0.12190020755414754,-0.2513384510581773,False,"H2,OOS,DD",False,"H1,H2,DD",0.11313825208275285,0.8223446861036016,-0.2560482818664329,1.0380216817933807,0.6380328724454204,0.7468609021278333,0.10513944211116821,-0.256048281866433,False,"H2,OOS,DD",False,"H1,H2,DD"
B136,2W,20,5.130853693772326,0.1463044297179732,1.0085038929238315,-0.2574804970096475,1.2615301430924697,0.8004207860958387,0.915390588108078,0.13791833671686127,-0.2574804970096477,False,"H2,DD",False,"H2,DD",0.14044216578799062,0.9734243594868195,-0.2602003025461671,1.2258273713990029,0.7655428444688464,0.8807503641938773,0.13183083672597506,-0.26020030254616733,False,"H2,OOS,DD",False,"H1,H2,DD",0.13170150339590303,0.9206751844916061,-0.26426670074448766,1.1721432195537576,0.713100751588284,0.8286521008355903,0.12275681691100004,-0.26426670074448755,False,"H2,OOS,DD",False,"H1,H2,DD"
B136,M,0,6.52660467232208,0.17377389829353085,1.152855551821959,-0.2606601526409168,1.3486398105194712,1.0004227179916358,1.083647875134575,0.17204714586161174,-0.2606601526409166,False,DD,False,"H2,DD",0.16614674606903423,1.1091265923130587,-0.26104593526574216,1.302298303727373,0.9584939854145156,1.040825665648853,0.1641084332685605,-0.2610459352657427,False,DD,False,"H2,DD",0.15479034915531442,1.0431731753026323,-0.26162460920298114,1.2323253200588458,0.8953080047691857,0.9762596530045626,0.15229188380832603,-0.26162460920298136,False,DD,False,"H2,DD"
B136,M,20,4.16094713437367,0.1725293716514127,1.1355364063165971,-0.2627763546814158,1.2694033121700457,1.03302290105561,1.1192294001727985,0.18047901333801275,-0.26277635468141536,False,DD,False,DD,0.1676678941494607,1.108013050991847,-0.2631145001406452,1.2407201490942927,1.0062513715067964,1.0922305260060183,0.1753653553496659,-0.2631145001406453,False,DD,False,DD,0.16040943263533003,1.066552880860304,-0.2636217183294899,1.1974918160116605,0.9659389072061291,1.051559447865757,0.16773193526609975,-0.2636217183294898,False,DD,False,DD
B136,6W,0,5.504269256069083,0.17084685705099023,1.127115265547428,-0.24470656566052484,1.2900101186460684,1.0004701685521855,1.077904933015051,0.1722625293588682,-0.24470656566052496,False,DD,False,"H2,DD",0.16442366639815043,1.0904162726347706,-0.24513919020242803,1.2512790083114245,0.9650650106174291,1.042290631223896,0.16559939052153072,-0.24513919020242791,False,DD,False,"H2,DD",0.15484680626979896,1.0350559528022987,-0.24578812701528252,1.1928379103529496,0.911670314575097,0.9885545726242828,0.1556669003610034,-0.24578812701528308,False,DD,False,"H2,DD"
B136,6W,20,3.4846259774824198,0.1715241638792091,1.1106562710948886,-0.25876691685767894,1.2180959846470871,1.0339286949109225,1.1059430785267215,0.18318011608647078,-0.2587669168576786,False,DD,False,"H1,DD",0.16745097371324524,1.0878917049461556,-0.259143735260131,1.193460587443891,1.012421535470376,1.0845440244675535,0.1790102322406948,-0.2591437352601311,False,DD,False,"H1,DD",0.16136407826894783,1.05360896616447,-0.2597089628638096,1.1563437485335037,0.9800424138838414,1.052317645388785,0.17277923132238082,-0.2597089628638094,False,DD,False,"H1,DD"
B136,Q,0,3.6330754922265247,0.14538061526614965,0.9542220273854711,-0.27063847287815335,1.2860968979951388,0.7073703832781787,0.8069730967529501,0.12914641838239116,-0.2706384728781538,False,"H2,OOS,DD",False,"H2,DD",0.14123011138373087,0.930804485207703,-0.27063847287815357,1.2610614160911369,0.6848947366983615,0.7838710930468973,0.12476796403682955,-0.27063847287815335,False,"H2,OOS,DD",False,"H2,DD",0.13502507875356407,0.8954328543388307,-0.27063847287815357,1.223135794330017,0.6510138285476724,0.7490219068106475,0.11822380755867146,-0.2706384728781537,False,"H2,OOS,DD",False,"H2,DD"
B136,Q,20,2.621495016181652,0.1571121225605956,1.018982256240698,-0.2738492369770923,1.2659627773713145,0.8349885652757846,0.9381642836230044,0.1538039860705751,-0.27384923697709185,False,DD,False,"H2,DD",0.15408544351313536,1.0021176024277652,-0.27384923697709185,1.248152585853022,0.8186435766304349,0.9214736954543307,0.1505755040511536,-0.27384923697709196,False,"H2,DD",False,"H2,DD",0.14955593398033318,0.9766672796414447,-0.27384923697709196,1.2212398337548107,0.794002747153628,0.8962971890502945,0.14574473149560263,-0.27384923697709185,False,"H2,DD",False,"H2,DD"
SMALL439,D,0,44.531803057709844,0.07290495790451423,0.503983466701881,-0.3358416215093717,0.7449756018500311,0.31192949749404447,0.475465643126651,0.07037454682587585,-0.3358416215093716,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.02618034496807331,0.23838359210346646,-0.40325062286791824,0.4822679484868513,0.04162140131147058,0.20255692708102885,0.020276764369957956,-0.40325062286792035,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",-0.04013679846365059,-0.15999072347682433,-0.5917312565537606,0.08798030267606388,-0.3636760994317686,-0.20672276915014434,-0.05052804536104816,-0.591731256553761,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD"
SMALL439,D,20,17.27275284446359,0.08792866185978832,0.5877864819900462,-0.3403461025290151,0.8248073579186835,0.39679310861202755,0.5213256164872011,0.07892821823220131,-0.34034610252901487,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.06929638465062427,0.4844616826828346,-0.34629678056353963,0.7338079494013862,0.28248912139663074,0.40992671546075066,0.05806761711066488,-0.3462967805635393,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.04193921463577244,0.32951806616961216,-0.3737146390163293,0.5973038295334845,0.11112043044147427,0.2429079408916303,0.02752394270854075,-0.3737146390163305,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,W,0,20.446093460601475,0.0860306923698364,0.5700230108127359,-0.313691751058328,0.7241229025131677,0.4486521997413709,0.5889205753173833,0.09331664899323333,-0.3136917510583286,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.06404932322062762,0.44991579434596285,-0.334794167175974,0.6056001345009001,0.32625490108889843,0.46573138739537995,0.06952666704630439,-0.33479416717597366,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.03189102807552846,0.2697121599344528,-0.36525380708468347,0.4276241673156127,0.14272950276559032,0.28093788655636576,0.03478849138134987,-0.3652538070846839,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD"
SMALL439,W,20,11.959193552976107,0.08656298857156708,0.5757826160301255,-0.3208816454592648,0.7763146163628103,0.41343452691023796,0.5350927376973242,0.0822073497483502,-0.32088164545926456,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.07364089999472134,0.5049605767603478,-0.32804803963056217,0.7103396747451943,0.3380744984467784,0.4609425706866999,0.06810872066669105,-0.3280480396305624,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.05453755969834151,0.3987039831328675,-0.34720284317673145,0.6113076388062577,0.2250585650575581,0.3497201185673091,0.04729522301235023,-0.34720284317673233,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,2W,0,14.630461033511839,0.09749757740081466,0.6245393889874864,-0.3228661377220885,0.7607275211168109,0.5197969949089166,0.6496652411985209,0.10685251372484705,-0.32286613772208883,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.08154985697398587,0.5397984079372593,-0.32426795104612993,0.6752144350757506,0.4349520512452593,0.5640982640625276,0.08982067039755393,-0.3242679510461298,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.05804390743828591,0.41259166546236686,-0.3277105908930371,0.5466947903924622,0.3076983201685049,0.4357418643622218,0.06474300951914191,-0.32771059089303645,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,2W,20,9.873643741510758,0.09027556384210067,0.5887938224455579,-0.3417370580023592,0.752677155184227,0.461425617537312,0.5434766087929963,0.08533843199323288,-0.341737058002359,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.07955631384407669,0.5312502240849255,-0.34799952353935526,0.6978047086350271,0.40122392717850924,0.4834825661110877,0.07365460064311602,-0.3479995235393555,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.06366532528043822,0.44487645184179964,-0.36268390518781657,0.615365122697577,0.31092473327006465,0.39349940985608917,0.05635324948254006,-0.3626839051878169,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,M,0,9.662772974904422,0.077687886762974,0.5180756895728748,-0.35072951294388766,0.6876259605561009,0.38178581564607633,0.4600977069229083,0.06927807184101398,-0.3507295129438883,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.06732911068372727,0.46247137253506565,-0.3590518891955007,0.6320033705903705,0.32575096116071717,0.4036410121458843,0.05836340851915578,-0.3590518891955007,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.051961206722995756,0.37886592807204217,-0.371347054276133,0.5482967575771311,0.24156066678168936,0.3187527572146789,0.042182119374708726,-0.3713470542761328,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,M,20,7.505671187216637,0.07306998625464534,0.4924603546560958,-0.3619845591540046,0.7199931161180253,0.30607390924926714,0.38205004041208146,0.054245467018929405,-0.3619845591540043,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.06504897341711402,0.4493868863753925,-0.3685187844866066,0.6788829968543788,0.2610281321671028,0.3370157701006077,0.04564951222559599,-0.368518784486607,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.05311948828210489,0.3846520418643213,-0.37820207519638105,0.6170497074062552,0.19338143620976755,0.2693460875169305,0.032875116595002085,-0.37820207519638216,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,6W,0,7.862238383389023,0.08918412303196388,0.574606594525506,-0.38816541077254185,0.8716576863640413,0.3424422365784871,0.4542966805084041,0.06920513581061027,-0.38816541077254174,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.08064765434346488,0.5297173391382254,-0.3949571667566296,0.8251626909324143,0.2984205192956422,0.40939921775140053,0.06036276270663854,-0.3949571667566293,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.06795334331611436,0.4622270171222576,-0.4050149840683086,0.7550920926358926,0.23234791244289424,0.3419646792243789,0.047219973802486104,-0.4050149840683095,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,6W,20,6.094425079212057,0.0945318541704574,0.6048573665834969,-0.35831879796664956,0.8052968793177987,0.4508544385535201,0.486882062542944,0.0755193859789145,-0.358318797966649,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.08787882897635901,0.5698946731007166,-0.363793366614411,0.7699936570201874,0.4158137761239119,0.4512170006827912,0.06846485746817765,-0.36379336661441053,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",0.07796565272115785,0.5173264482240052,-0.37192472505725416,0.7168435099868863,0.36317911731085245,0.39763111728842004,0.057959226156075294,-0.3719247250572537,False,"H1,H2,OOS,DD,CAGR",False,"H2,DD"
SMALL439,Q,0,4.59866022679187,0.030948313529328697,0.25937504845633286,-0.42382944751304286,0.4461394959493318,0.11569816831473781,0.17854028678597558,0.015877868063244316,-0.4238294475130425,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",0.026216408971030614,0.233942346680302,-0.42753640650256,0.4189313108802648,0.09138431960206143,0.15311041791196645,0.010925354455400438,-0.4275364065025613,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",0.019148878734984498,0.19573959330240454,-0.43305965152653714,0.37797809809935756,0.05491230632033311,0.11494594308959158,0.0035305441727850884,-0.4330596515265368,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD"
SMALL439,Q,20,3.927552873580724,0.04048667158747343,0.3100002447632301,-0.4402899676609765,0.49672910478991017,0.1639255978601965,0.21550191351364975,0.0231140284500162,-0.44028996766097594,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",0.03640614566480149,0.2883172610161946,-0.44343135352197594,0.4745064162587147,0.14245683116896635,0.19321322964262952,0.018747447545214957,-0.44343135352197616,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",0.030307517314845933,0.2557403532690436,-0.4481160964843818,0.44106828037219376,0.11023799362406844,0.1597549245987121,0.012223608441411571,-0.44811609648438255,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD"
