panel,family,dg_band,dg_cad,dg_oCAGR,dg_oSharpe,dg_oMaxDD,replay_band,replay_cad,replay_oCAGR,replay_oSharpe,replay_oMaxDD,ctrl_oSharpe,spy_oSharpe,live_oSharpe,dg_beats_replay,dg_beats_spy,dg_beats_live
SMALL439,MA,0.05,M,0.046868512782883176,0.6543160827818258,-0.1670216550038619,0.12,W,0.05577206062683704,0.6391693371817836,-0.20165477283758393,0.623487716376168,0.8820107671822842,1.285072363206482,True,False,False
SMALL439,MAVOL,0.05,M,0.02045253006110559,0.4103882046409047,-0.14720903811890373,0.12,W,0.04724093205194957,0.6394683286391113,-0.17159545860986358,0.623487716376168,0.8820107671822842,1.285072363206482,False,False,False
SMALL439,TOP20,0.05,W,0.04108112233251604,0.3512745406200082,-0.32802821521911774,0.02,W,0.10100986827507108,0.6372397898153221,-0.3615807884073561,0.6372397047059916,0.8820107671822842,1.285072363206482,False,False,False
U56,MA,0.0,M,0.09525336534908102,1.2815379797668454,-0.11871482153159385,0.02,Q,0.09845178425601597,1.1749564572454245,-0.15406933556961466,1.15791067880551,0.8820107671822842,1.285072363206482,True,True,False
U56,MAVOL,0.12,M,0.08972377043444535,1.1925620811139472,-0.13946844954622983,0.02,Q,0.09658883316860467,1.1751155657443182,-0.15127223164588877,1.15791067880551,0.8820107671822842,1.285072363206482,True,True,False
U56,TOP20,0.08,Q,0.12653841756640838,0.9733670304057725,-0.25776075206900817,0.12,Q,0.1356480473854622,1.1713908175754737,-0.20907383929888834,1.1707905611440506,0.8820107671822842,1.285072363206482,False,True,False
B136,MA,0.08,W,0.0838487794148215,1.1138297407558022,-0.14771278701030988,0.12,Q,0.09869360151583773,1.134298090684656,-0.17401425994695086,1.103817145654307,0.8820239235972316,1.285072363206482,False,True,False
B136,MAVOL,0.12,M,0.08351793099104565,1.0229545599017993,-0.19471573091480532,0.12,Q,0.0972639669037958,1.1344803906643235,-0.1715823762797245,1.1103425595250431,0.8820239235972316,1.285072363206482,False,True,False
B136,TOP20,0.12,M,0.11736997617290723,0.9802931709156614,-0.2091716781755536,0.03,Q,0.13897579209823552,1.1285801689409933,-0.2415973981279519,1.1103425595250431,0.8820239235972316,1.285072363206482,False,True,False
