item,census_class,smult,grid_step,grid_points,hmult,half_w,crossing,last_nonpos,argmax,interior,n_defined,distinct_readings,span_all_steps,span_hmult_steps,span_smult_steps,interior_reads,reads
159c,not a pooled-curve location,1,0.07999999999999996,14,1.0,0.07999999999999996,0.03,,0.05,False,9,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,1,0.07999999999999996,14,2.0,0.15999999999999992,0.03,,0.03,False,14,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,1,0.07999999999999996,14,3.0,0.23999999999999988,0.03,,0.03,False,14,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,1,0.07999999999999996,14,4.0,0.31999999999999984,0.03,,0.03,False,14,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,1,0.07999999999999996,14,5.0,0.3999999999999998,0.03,,0.05,False,14,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,2,0.15000000000000002,7,0.5,0.07500000000000001,0.03,,0.03,False,4,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,2,0.15000000000000002,7,1.0,0.15000000000000002,0.03,,0.03,False,7,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,2,0.15000000000000002,7,2.0,0.30000000000000004,0.03,,0.03,False,7,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,2,0.15000000000000002,7,3.0,0.45000000000000007,0.03,,0.075,False,7,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,2,0.15000000000000002,7,4.0,0.6000000000000001,0.03,,0.03,False,7,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,2,0.15000000000000002,7,5.0,0.7500000000000001,0.03,,0.075,False,7,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,4,0.30000000000000004,4,0.5,0.15000000000000002,0.03,,0.03,False,4,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,4,0.30000000000000004,4,1.0,0.30000000000000004,0.03,,0.03,False,4,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,4,0.30000000000000004,4,2.0,0.6000000000000001,0.03,,0.03,False,4,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,4,0.30000000000000004,4,3.0,0.9000000000000001,0.03,,0.03,False,4,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,4,0.30000000000000004,4,4.0,1.2000000000000002,0.03,,0.9,False,4,1,0.0,0.0,0.0,0,18
159c,not a pooled-curve location,4,0.30000000000000004,4,5.0,1.5000000000000002,0.03,,0.9,False,4,1,0.0,0.0,0.0,0,18
168B,edge/argmax/no-crossing,1,0.25,9,0.5,0.125,,1.0,0.25,False,9,0,,,,0,18
168B,edge/argmax/no-crossing,1,0.25,9,1.0,0.25,,1.0,0.0,False,9,0,,,,0,18
168B,edge/argmax/no-crossing,1,0.25,9,2.0,0.5,,1.0,0.25,False,9,0,,,,0,18
168B,edge/argmax/no-crossing,1,0.25,9,3.0,0.75,,1.0,0.5,False,9,0,,,,0,18
168B,edge/argmax/no-crossing,1,0.25,9,4.0,1.0,,1.0,0.75,False,9,0,,,,0,18
168B,edge/argmax/no-crossing,1,0.25,9,5.0,1.25,,1.0,1.0,False,9,0,,,,0,18
168B,edge/argmax/no-crossing,2,0.5,5,0.5,0.25,,1.0,0.0,False,5,0,,,,0,18
168B,edge/argmax/no-crossing,2,0.5,5,1.0,0.5,,1.0,0.5,False,5,0,,,,0,18
168B,edge/argmax/no-crossing,2,0.5,5,2.0,1.0,,1.0,1.0,False,5,0,,,,0,18
168B,edge/argmax/no-crossing,2,0.5,5,3.0,1.5,,1.0,1.0,False,5,0,,,,0,18
168B,edge/argmax/no-crossing,2,0.5,5,4.0,2.0,,1.0,1.0,False,5,0,,,,0,18
168B,edge/argmax/no-crossing,2,0.5,5,5.0,2.5,,1.0,1.0,False,5,0,,,,0,18
168B,edge/argmax/no-crossing,4,1.0,3,0.5,0.5,,1.0,0.0,False,3,0,,,,0,18
168B,edge/argmax/no-crossing,4,1.0,3,1.0,1.0,,1.0,1.0,False,3,0,,,,0,18
168B,edge/argmax/no-crossing,4,1.0,3,2.0,2.0,,1.0,1.0,False,3,0,,,,0,18
168B,edge/argmax/no-crossing,4,1.0,3,3.0,3.0,,1.0,1.0,False,3,0,,,,0,18
168B,edge/argmax/no-crossing,4,1.0,3,4.0,4.0,,1.0,1.0,False,3,0,,,,0,18
168B,edge/argmax/no-crossing,4,1.0,3,5.0,5.0,,1.0,1.0,False,3,0,,,,0,18
168c,interior crossing,1,0.25,11,0.5,0.125,0.0,-0.1,1.0,True,11,5,5.0,5.0,2.0,12,18
168c,interior crossing,1,0.25,11,1.0,0.25,0.1,0.0,1.0,True,11,5,5.0,5.0,2.0,12,18
168c,interior crossing,1,0.25,11,2.0,0.5,0.1,0.0,1.0,True,11,5,5.0,5.0,2.0,12,18
168c,interior crossing,1,0.25,11,3.0,0.75,0.5,0.25,1.0,True,11,5,5.0,5.0,2.0,12,18
168c,interior crossing,1,0.25,11,4.0,1.0,0.75,0.5,1.0,True,11,5,5.0,5.0,2.0,12,18
168c,interior crossing,1,0.25,11,5.0,1.25,1.0,0.75,1.0,True,11,5,5.0,5.0,2.0,12,18
168c,interior crossing,2,0.4,6,0.5,0.2,0.1,-0.1,1.0,True,6,5,5.0,5.0,2.0,12,18
168c,interior crossing,2,0.4,6,1.0,0.4,0.1,-0.1,1.0,True,6,5,5.0,5.0,2.0,12,18
168c,interior crossing,2,0.4,6,2.0,0.8,0.5,0.1,1.0,True,6,5,5.0,5.0,2.0,12,18
168c,interior crossing,2,0.4,6,3.0,1.2000000000000002,1.0,0.5,1.0,True,6,5,5.0,5.0,2.0,12,18
168c,interior crossing,2,0.4,6,4.0,1.6,,1.0,1.0,False,6,5,5.0,5.0,2.0,12,18
168c,interior crossing,2,0.4,6,5.0,2.0,,1.0,1.0,False,6,5,5.0,5.0,2.0,12,18
168c,interior crossing,4,0.75,3,0.5,0.375,0.5,-0.1,0.5,True,3,5,5.0,5.0,2.0,12,18
168c,interior crossing,4,0.75,3,1.0,0.75,0.5,-0.1,0.5,True,3,5,5.0,5.0,2.0,12,18
168c,interior crossing,4,0.75,3,2.0,1.5,,0.5,0.5,False,3,5,5.0,5.0,2.0,12,18
168c,interior crossing,4,0.75,3,3.0,2.25,,0.5,0.5,False,3,5,5.0,5.0,2.0,12,18
168c,interior crossing,4,0.75,3,4.0,3.0,,0.5,0.5,False,3,5,5.0,5.0,2.0,12,18
168c,interior crossing,4,0.75,3,5.0,3.75,,0.5,0.5,False,3,5,5.0,5.0,2.0,12,18
103,edge/argmax/no-crossing,1,0.034617926024125806,25,0.5,0.017308963012062903,-0.0112974636741161,,-0.0112974636741161,False,23,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,1,0.034617926024125806,25,1.0,0.034617926024125806,-0.0112974636741161,,-0.0112974636741161,False,25,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,1,0.034617926024125806,25,2.0,0.06923585204825161,-0.0112974636741161,,0.0233204623500097,False,25,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,1,0.034617926024125806,25,3.0,0.10385377807237742,-0.0112974636741161,,-0.0112974636741161,False,25,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,1,0.034617926024125806,25,4.0,0.13847170409650322,-0.0112974636741161,,-0.0112974636741161,False,25,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,1,0.034617926024125806,25,5.0,0.17308963012062903,-0.0112974636741161,,0.0233204623500097,False,25,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,2,0.0692358520482516,13,0.5,0.0346179260241258,-0.0112974636741161,,-0.0112974636741161,False,13,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,2,0.0692358520482516,13,1.0,0.0692358520482516,-0.0112974636741161,,-0.0112974636741161,False,13,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,2,0.0692358520482516,13,2.0,0.1384717040965032,-0.0112974636741161,,-0.0112974636741161,False,13,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,2,0.0692358520482516,13,3.0,0.20770755614475478,-0.0112974636741161,,-0.0112974636741161,False,13,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,2,0.0692358520482516,13,4.0,0.2769434081930064,-0.0112974636741161,,-0.0112974636741161,False,13,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,2,0.0692358520482516,13,5.0,0.346179260241258,-0.0112974636741161,,-0.0112974636741161,False,13,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,4,0.1384717040965032,7,0.5,0.0692358520482516,-0.0112974636741161,,-0.0112974636741161,False,7,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,4,0.1384717040965032,7,1.0,0.1384717040965032,-0.0112974636741161,,-0.0112974636741161,False,7,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,4,0.1384717040965032,7,2.0,0.2769434081930064,-0.0112974636741161,,-0.0112974636741161,False,7,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,4,0.1384717040965032,7,3.0,0.41541511228950956,-0.0112974636741161,,-0.0112974636741161,False,7,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,4,0.1384717040965032,7,4.0,0.5538868163860128,-0.0112974636741161,,-0.0112974636741161,False,7,1,0.0,0.0,0.0,0,18
103,edge/argmax/no-crossing,4,0.1384717040965032,7,5.0,0.692358520482516,-0.0112974636741161,,-0.0112974636741161,False,7,1,0.0,0.0,0.0,0,18
61,not a pooled-curve location,1,0.3476085814074241,25,0.5,0.17380429070371206,,8.601415634650671,2.344461169317039,False,15,0,,,,0,18
61,not a pooled-curve location,1,0.3476085814074241,25,1.0,0.3476085814074241,,8.601415634650671,3.0396783321318868,False,21,0,,,,0,18
61,not a pooled-curve location,1,0.3476085814074241,25,2.0,0.6952171628148482,,8.601415634650671,6.86337272761355,False,24,0,,,,0,18
61,not a pooled-curve location,1,0.3476085814074241,25,3.0,1.0428257442222724,,8.601415634650671,2.344461169317039,False,25,0,,,,0,18
61,not a pooled-curve location,1,0.3476085814074241,25,4.0,1.3904343256296965,,8.601415634650671,2.344461169317039,False,25,0,,,,0,18
61,not a pooled-curve location,1,0.3476085814074241,25,5.0,1.7380429070371206,,8.601415634650671,2.6920697507244626,False,25,0,,,,0,18
61,not a pooled-curve location,2,0.6952171628148478,13,0.5,0.3476085814074239,,8.601415634650671,3.0396783321318868,False,10,0,,,,0,18
61,not a pooled-curve location,2,0.6952171628148478,13,1.0,0.6952171628148478,,8.601415634650671,1.649244006502191,False,13,0,,,,0,18
61,not a pooled-curve location,2,0.6952171628148478,13,2.0,1.3904343256296956,,8.601415634650671,2.344461169317039,False,13,0,,,,0,18
61,not a pooled-curve location,2,0.6952171628148478,13,3.0,2.0856514884445434,,8.601415634650671,3.0396783321318868,False,13,0,,,,0,18
61,not a pooled-curve location,2,0.6952171628148478,13,4.0,2.780868651259391,,8.601415634650671,3.7348954949467346,False,13,0,,,,0,18
61,not a pooled-curve location,2,0.6952171628148478,13,5.0,3.476085814074239,,8.601415634650671,4.430112657761583,False,13,0,,,,0,18
61,not a pooled-curve location,4,1.390434325629696,7,0.5,0.695217162814848,,8.601415634650671,1.649244006502191,False,7,0,,,,0,18
61,not a pooled-curve location,4,1.390434325629696,7,1.0,1.390434325629696,,8.601415634650671,3.0396783321318868,False,7,0,,,,0,18
61,not a pooled-curve location,4,1.390434325629696,7,2.0,2.780868651259392,,8.601415634650671,4.430112657761583,False,7,0,,,,0,18
61,not a pooled-curve location,4,1.390434325629696,7,3.0,4.171302976889088,,8.601415634650671,0.2588096808724951,False,7,0,,,,0,18
61,not a pooled-curve location,4,1.390434325629696,7,4.0,5.561737302518784,,8.601415634650671,0.2588096808724951,False,7,0,,,,0,18
61,not a pooled-curve location,4,1.390434325629696,7,5.0,6.952171628148481,,8.601415634650671,0.2588096808724951,False,7,0,,,,0,18
277,edge/argmax/no-crossing,1,0.125,8,0.5,0.0625,,0.875,0.5,False,8,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,1,0.125,8,1.0,0.125,,0.875,0.375,False,8,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,1,0.125,8,2.0,0.25,,0.875,0.5,False,8,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,1,0.125,8,3.0,0.375,0.0,,0.625,False,8,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,1,0.125,8,4.0,0.5,0.0,,0.75,False,8,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,1,0.125,8,5.0,0.625,0.0,,0.875,False,8,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,2,0.25,4,0.5,0.125,,0.75,0.5,False,4,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,2,0.25,4,1.0,0.25,0.0,,0.5,False,4,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,2,0.25,4,2.0,0.5,0.0,,0.75,False,4,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,2,0.25,4,3.0,0.75,0.0,,0.0,False,4,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,2,0.25,4,4.0,1.0,0.0,,0.75,False,4,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,2,0.25,4,5.0,1.25,0.0,,0.75,False,4,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,4,0.5,2,0.5,0.25,0.0,,0.5,False,2,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,4,0.5,2,1.0,0.5,0.0,,0.0,False,2,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,4,0.5,2,2.0,1.0,0.0,,0.5,False,2,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,4,0.5,2,3.0,1.5,0.0,,0.5,False,2,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,4,0.5,2,4.0,2.0,0.0,,0.5,False,2,1,0.0,0.0,0.0,0,18
277,edge/argmax/no-crossing,4,0.5,2,5.0,2.5,0.0,,0.5,False,2,1,0.0,0.0,0.0,0,18
bandgate,edge/argmax/no-crossing,1,0.025,7,0.5,0.0125,0.02,0.0,0.2,True,7,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,1,0.025,7,1.0,0.025,0.0,,0.2,False,7,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,1,0.025,7,2.0,0.05,0.0,,0.2,False,7,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,1,0.025,7,3.0,0.07500000000000001,0.0,,0.2,False,7,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,1,0.025,7,4.0,0.1,0.0,,0.2,False,7,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,1,0.025,7,5.0,0.125,0.0,,0.2,False,7,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,2,0.05,4,0.5,0.025,0.0,,0.2,False,4,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,2,0.05,4,1.0,0.05,0.0,,0.2,False,4,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,2,0.05,4,2.0,0.1,0.0,,0.2,False,4,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,2,0.05,4,3.0,0.15000000000000002,0.0,,0.2,False,4,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,2,0.05,4,4.0,0.2,0.0,,0.2,False,4,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,2,0.05,4,5.0,0.25,0.0,,0.2,False,4,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,4,0.08,2,0.5,0.04,0.0,,0.08,False,2,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,4,0.08,2,1.0,0.08,0.0,,0.08,False,2,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,4,0.08,2,2.0,0.16,0.0,,0.08,False,2,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,4,0.08,2,3.0,0.24,0.0,,0.08,False,2,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,4,0.08,2,4.0,0.32,0.0,,0.08,False,2,2,1.0,1.0,0.0,1,18
bandgate,edge/argmax/no-crossing,4,0.08,2,5.0,0.4,0.0,,0.08,False,2,2,1.0,1.0,0.0,1,18
