panel,r_target,source,kind,etf_share,r_real,rev_is,rev_oos,breadth,disp,corr,evol,phat_CHAR,phat_CHAR+s,phat_S_ONLY
ETF36,0.05,ETF36,NAMED,1.0,0.037037037037037035,True,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.6074359402755571,0.642215058349441,0.5189189189189187
ETF36,0.1,ETF36,NAMED,1.0,0.1111111111111111,False,True,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.575947315749868,0.6107470473948539,0.5189189189189187
ETF36,0.2,ETF36,NAMED,1.0,0.18518518518518517,True,True,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.5444586912241789,0.5792790364402668,0.5189189189189187
ETF36,0.35,ETF36,NAMED,1.0,0.3333333333333333,True,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.48148144217280076,0.5163430145310925,0.5189189189189187
ETF36,0.5,ETF36,NAMED,1.0,0.5185185185185185,True,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.402759880858578,0.4376729871446246,0.5189189189189187
ETF36,0.75,ETF36,NAMED,1.0,0.7407407407407407,False,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.30829400728151074,0.3432689542808632,0.5189189189189187
ETF36,1.0,ETF36,NAMED,1.0,1.0,False,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422,0.19808382144159892,0.23313091593980825,0.5189189189189187
MIX~s0.000~0,0.05,MIX,MIX,0.0,0.037037037037037035,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,0.3668162741556025,0.18535804448821785,0.3073359073359077
MIX~s0.000~0,0.1,MIX,MIX,0.0,0.1111111111111111,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,0.3353276496299134,0.15389003353363068,0.3073359073359077
MIX~s0.000~0,0.2,MIX,MIX,0.0,0.18518518518518517,True,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,0.3038390251042243,0.12242202257904358,0.3073359073359077
MIX~s0.000~0,0.35,MIX,MIX,0.0,0.3333333333333333,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,0.24086177605284612,0.05948600066986931,0.3073359073359077
MIX~s0.000~0,0.5,MIX,MIX,0.0,0.5185185185185185,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,0.1621402147386234,-0.01918402671659858,0.3073359073359077
MIX~s0.000~0,0.75,MIX,MIX,0.0,0.7407407407407407,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,0.06767434116155613,-0.11358805958036,0.3073359073359077
MIX~s0.000~0,1.0,MIX,MIX,0.0,1.0,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866,-0.04253584467835575,-0.22372609792141496,0.3073359073359077
MIX~s0.000~1,0.05,MIX,MIX,0.0,0.038461538461538464,False,True,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.45252000067122466,0.523247291751206,0.3073359073359077
MIX~s0.000~1,0.1,MIX,MIX,0.0,0.11538461538461539,True,False,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.41982027520223986,0.49056897268298083,0.3073359073359077
MIX~s0.000~1,0.2,MIX,MIX,0.0,0.19230769230769232,False,True,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.38712054973325505,0.4578906536147557,0.3073359073359077
MIX~s0.000~1,0.35,MIX,MIX,0.0,0.34615384615384615,False,False,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.3217210987952854,0.3925340154783055,0.3073359073359077
MIX~s0.000~1,0.5,MIX,MIX,0.0,0.5,True,False,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.2563216478573157,0.3271773773418553,0.3073359073359077
MIX~s0.000~1,0.75,MIX,MIX,0.0,0.7692307692307693,False,True,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.14187260871586876,0.21280326060306745,0.3073359073359077
MIX~s0.000~1,1.0,MIX,MIX,0.0,1.0,False,False,0.6533119658119658,0.09544613786846182,0.37904547339301936,0.24639242142719334,0.04377343230891434,0.11476830339839211,0.3073359073359077
MIX~s0.000~2,0.05,MIX,MIX,0.0,0.037037037037037035,True,True,0.6867654914529915,0.1000453378963139,0.3724241704244479,0.24269188221815885,0.5835840280748412,0.6728791365049727,0.3073359073359077
MIX~s0.000~2,0.1,MIX,MIX,0.0,0.1111111111111111,False,True,0.6867654914529915,0.1000453378963139,0.3724241704244479,0.24269188221815885,0.5520954035491521,0.6414111255503855,0.3073359073359077
