window,W,panel,anchor,ladder,chooser,keying,rung,L,f,clamped,obs_rung,P_pick,RESOLVED
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f0.02,20,0.01984126984126984,False,0.75,0.748,False
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f0.04,40,0.03968253968253968,False,0.75,0.835,False
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f0.08,81,0.08035714285714286,False,0.75,0.816,False
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f0.15,151,0.1498015873015873,False,0.75,0.888,False
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f0.3,302,0.2996031746031746,False,0.75,0.996,True
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f0.6,605,0.6001984126984127,False,0.75,0.999,True
W1008,1008,U56,B,GROSS,CH_ISSHARPE,FRAC,f1,1008,1.0,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,1,1,0.000992063492063492,False,0.75,0.993,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,2,2,0.001984126984126984,False,0.75,0.995,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,5,5,0.00496031746031746,False,0.75,0.996,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,10,10,0.00992063492063492,False,0.75,0.999,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,21,21,0.020833333333333332,False,0.75,0.997,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,42,42,0.041666666666666664,False,0.75,0.999,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,63,63,0.0625,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,126,126,0.125,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,252,252,0.25,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,504,504,0.5,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,1008,1008,1.0,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,ABS,T,1008,1.0,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.0006,1,0.000992063492063492,False,0.75,0.993,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.002,2,0.001984126984126984,False,0.75,0.995,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.005,5,0.00496031746031746,False,0.75,0.996,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.01,10,0.00992063492063492,False,0.75,0.999,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.02,20,0.01984126984126984,False,0.75,0.999,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.04,40,0.03968253968253968,False,0.75,0.999,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.08,81,0.08035714285714286,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.15,151,0.1498015873015873,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.3,302,0.2996031746031746,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f0.6,605,0.6001984126984127,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISCAGR,FRAC,f1,1008,1.0,False,0.75,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,1,1,0.000992063492063492,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,2,2,0.001984126984126984,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,5,5,0.00496031746031746,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,10,10,0.00992063492063492,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,21,21,0.020833333333333332,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,42,42,0.041666666666666664,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,63,63,0.0625,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,126,126,0.125,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,252,252,0.25,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,504,504,0.5,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,1008,1008,1.0,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,ABS,T,1008,1.0,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.0006,1,0.000992063492063492,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.002,2,0.001984126984126984,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.005,5,0.00496031746031746,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.01,10,0.00992063492063492,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.02,20,0.01984126984126984,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.04,40,0.03968253968253968,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.08,81,0.08035714285714286,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.15,151,0.1498015873015873,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.3,302,0.2996031746031746,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f0.6,605,0.6001984126984127,False,0.3,1.0,True
W1008,1008,U56,B,GROSS,CH_ISDD,FRAC,f1,1008,1.0,False,0.3,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,1,1,0.000992063492063492,False,M,0.492,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,2,2,0.001984126984126984,False,M,0.487,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,5,5,0.00496031746031746,False,M,0.51,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,10,10,0.00992063492063492,False,M,0.508,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,21,21,0.020833333333333332,False,M,0.535,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,42,42,0.041666666666666664,False,M,0.616,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,63,63,0.0625,False,M,0.694,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,126,126,0.125,False,M,0.64,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,252,252,0.25,False,M,0.611,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,504,504,0.5,False,M,0.619,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,1008,1008,1.0,False,M,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,ABS,T,1008,1.0,False,M,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.0006,1,0.000992063492063492,False,M,0.492,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.002,2,0.001984126984126984,False,M,0.487,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.005,5,0.00496031746031746,False,M,0.51,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.01,10,0.00992063492063492,False,M,0.508,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.02,20,0.01984126984126984,False,M,0.569,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.04,40,0.03968253968253968,False,M,0.599,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.08,81,0.08035714285714286,False,M,0.679,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.15,151,0.1498015873015873,False,M,0.629,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.3,302,0.2996031746031746,False,M,0.612,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f0.6,605,0.6001984126984127,False,M,0.743,False
W1008,1008,U56,B,CADENCE,CH_ISSHARPE,FRAC,f1,1008,1.0,False,M,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,1,1,0.000992063492063492,False,M,0.414,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,2,2,0.001984126984126984,False,M,0.421,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,5,5,0.00496031746031746,False,M,0.416,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,10,10,0.00992063492063492,False,M,0.429,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,21,21,0.020833333333333332,False,M,0.467,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,42,42,0.041666666666666664,False,M,0.57,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,63,63,0.0625,False,M,0.61,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,126,126,0.125,False,M,0.605,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,252,252,0.25,False,M,0.543,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,504,504,0.5,False,M,0.53,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,1008,1008,1.0,False,M,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISCAGR,ABS,T,1008,1.0,False,M,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.0006,1,0.000992063492063492,False,M,0.414,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.002,2,0.001984126984126984,False,M,0.421,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.005,5,0.00496031746031746,False,M,0.416,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.01,10,0.00992063492063492,False,M,0.429,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.02,20,0.01984126984126984,False,M,0.512,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.04,40,0.03968253968253968,False,M,0.58,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.08,81,0.08035714285714286,False,M,0.623,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.15,151,0.1498015873015873,False,M,0.547,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.3,302,0.2996031746031746,False,M,0.55,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f0.6,605,0.6001984126984127,False,M,0.689,False
W1008,1008,U56,B,CADENCE,CH_ISCAGR,FRAC,f1,1008,1.0,False,M,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,1,1,0.000992063492063492,False,D,0.265,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,2,2,0.001984126984126984,False,D,0.289,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,5,5,0.00496031746031746,False,D,0.291,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,10,10,0.00992063492063492,False,D,0.257,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,21,21,0.020833333333333332,False,D,0.325,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,42,42,0.041666666666666664,False,D,0.377,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,63,63,0.0625,False,D,0.446,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,126,126,0.125,False,D,0.614,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,252,252,0.25,False,D,0.707,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,504,504,0.5,False,D,0.693,False
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,1008,1008,1.0,False,D,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISDD,ABS,T,1008,1.0,False,D,1.0,True
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.0006,1,0.000992063492063492,False,D,0.265,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.002,2,0.001984126984126984,False,D,0.289,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.005,5,0.00496031746031746,False,D,0.291,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.01,10,0.00992063492063492,False,D,0.257,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.02,20,0.01984126984126984,False,D,0.284,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.04,40,0.03968253968253968,False,D,0.394,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.08,81,0.08035714285714286,False,D,0.533,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.15,151,0.1498015873015873,False,D,0.635,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.3,302,0.2996031746031746,False,D,0.697,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f0.6,605,0.6001984126984127,False,D,0.591,False
W1008,1008,U56,B,CADENCE,CH_ISDD,FRAC,f1,1008,1.0,False,D,1.0,True
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,1,1,0.000992063492063492,False,8,0.378,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,2,2,0.001984126984126984,False,8,0.388,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,5,5,0.00496031746031746,False,8,0.371,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,10,10,0.00992063492063492,False,8,0.39,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,21,21,0.020833333333333332,False,8,0.365,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,42,42,0.041666666666666664,False,8,0.399,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,63,63,0.0625,False,8,0.405,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,126,126,0.125,False,8,0.342,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,252,252,0.25,False,8,0.187,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,504,504,0.5,False,8,0.301,False
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,1008,1008,1.0,False,8,1.0,True
W1008,1008,B136,A,N,CH_ISSHARPE,ABS,T,1008,1.0,False,8,1.0,True
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.0006,1,0.000992063492063492,False,8,0.378,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.002,2,0.001984126984126984,False,8,0.388,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.005,5,0.00496031746031746,False,8,0.371,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.01,10,0.00992063492063492,False,8,0.39,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.02,20,0.01984126984126984,False,8,0.345,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.04,40,0.03968253968253968,False,8,0.399,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.08,81,0.08035714285714286,False,8,0.404,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.15,151,0.1498015873015873,False,8,0.29,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.3,302,0.2996031746031746,False,8,0.204,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f0.6,605,0.6001984126984127,False,8,0.333,False
W1008,1008,B136,A,N,CH_ISSHARPE,FRAC,f1,1008,1.0,False,8,1.0,True
W1008,1008,B136,A,N,CH_ISCAGR,ABS,1,1,0.000992063492063492,False,5,0.65,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,2,2,0.001984126984126984,False,5,0.663,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,5,5,0.00496031746031746,False,5,0.64,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,10,10,0.00992063492063492,False,5,0.622,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,21,21,0.020833333333333332,False,5,0.628,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,42,42,0.041666666666666664,False,5,0.62,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,63,63,0.0625,False,5,0.626,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,126,126,0.125,False,5,0.711,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,252,252,0.25,False,5,0.84,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,504,504,0.5,False,5,0.824,False
W1008,1008,B136,A,N,CH_ISCAGR,ABS,1008,1008,1.0,False,5,1.0,True
W1008,1008,B136,A,N,CH_ISCAGR,ABS,T,1008,1.0,False,5,1.0,True
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.0006,1,0.000992063492063492,False,5,0.65,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.002,2,0.001984126984126984,False,5,0.663,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.005,5,0.00496031746031746,False,5,0.64,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.01,10,0.00992063492063492,False,5,0.622,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.02,20,0.01984126984126984,False,5,0.639,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.04,40,0.03968253968253968,False,5,0.642,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.08,81,0.08035714285714286,False,5,0.601,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.15,151,0.1498015873015873,False,5,0.77,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.3,302,0.2996031746031746,False,5,0.792,False
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f0.6,605,0.6001984126984127,False,5,0.949,True
W1008,1008,B136,A,N,CH_ISCAGR,FRAC,f1,1008,1.0,False,5,1.0,True
W1008,1008,B136,A,N,CH_ISDD,ABS,1,1,0.000992063492063492,False,40,0.566,False
W1008,1008,B136,A,N,CH_ISDD,ABS,2,2,0.001984126984126984,False,40,0.618,False
W1008,1008,B136,A,N,CH_ISDD,ABS,5,5,0.00496031746031746,False,40,0.625,False
W1008,1008,B136,A,N,CH_ISDD,ABS,10,10,0.00992063492063492,False,40,0.588,False
W1008,1008,B136,A,N,CH_ISDD,ABS,21,21,0.020833333333333332,False,40,0.649,False
W1008,1008,B136,A,N,CH_ISDD,ABS,42,42,0.041666666666666664,False,40,0.698,False
W1008,1008,B136,A,N,CH_ISDD,ABS,63,63,0.0625,False,40,0.735,False
W1008,1008,B136,A,N,CH_ISDD,ABS,126,126,0.125,False,40,0.807,False
W1008,1008,B136,A,N,CH_ISDD,ABS,252,252,0.25,False,40,0.863,False
W1008,1008,B136,A,N,CH_ISDD,ABS,504,504,0.5,False,40,0.985,True
W1008,1008,B136,A,N,CH_ISDD,ABS,1008,1008,1.0,False,40,1.0,True
W1008,1008,B136,A,N,CH_ISDD,ABS,T,1008,1.0,False,40,1.0,True
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.0006,1,0.000992063492063492,False,40,0.566,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.002,2,0.001984126984126984,False,40,0.618,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.005,5,0.00496031746031746,False,40,0.625,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.01,10,0.00992063492063492,False,40,0.588,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.02,20,0.01984126984126984,False,40,0.64,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.04,40,0.03968253968253968,False,40,0.706,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.08,81,0.08035714285714286,False,40,0.795,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.15,151,0.1498015873015873,False,40,0.816,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.3,302,0.2996031746031746,False,40,0.891,False
W1008,1008,B136,A,N,CH_ISDD,FRAC,f0.6,605,0.6001984126984127,False,40,0.987,True
W1008,1008,B136,A,N,CH_ISDD,FRAC,f1,1008,1.0,False,40,1.0,True
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,1,1,0.000992063492063492,False,21,0.389,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,2,2,0.001984126984126984,False,21,0.364,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,5,5,0.00496031746031746,False,21,0.36,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,10,10,0.00992063492063492,False,21,0.344,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,21,21,0.020833333333333332,False,21,0.34,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,42,42,0.041666666666666664,False,21,0.213,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,63,63,0.0625,False,21,0.19,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,126,126,0.125,False,21,0.153,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,252,252,0.25,False,21,0.119,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,504,504,0.5,False,21,0.148,False
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,1008,1008,1.0,False,21,1.0,True
W1008,1008,B136,A,H,CH_ISSHARPE,ABS,T,1008,1.0,False,21,1.0,True
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.0006,1,0.000992063492063492,False,21,0.389,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.002,2,0.001984126984126984,False,21,0.364,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.005,5,0.00496031746031746,False,21,0.36,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.01,10,0.00992063492063492,False,21,0.344,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.02,20,0.01984126984126984,False,21,0.338,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.04,40,0.03968253968253968,False,21,0.248,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.08,81,0.08035714285714286,False,21,0.166,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.15,151,0.1498015873015873,False,21,0.155,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.3,302,0.2996031746031746,False,21,0.14,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f0.6,605,0.6001984126984127,False,21,0.125,False
W1008,1008,B136,A,H,CH_ISSHARPE,FRAC,f1,1008,1.0,False,21,1.0,True
W1008,1008,B136,A,H,CH_ISCAGR,ABS,1,1,0.000992063492063492,False,63,0.393,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,2,2,0.001984126984126984,False,63,0.397,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,5,5,0.00496031746031746,False,63,0.383,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,10,10,0.00992063492063492,False,63,0.392,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,21,21,0.020833333333333332,False,63,0.393,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,42,42,0.041666666666666664,False,63,0.472,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,63,63,0.0625,False,63,0.518,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,126,126,0.125,False,63,0.578,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,252,252,0.25,False,63,0.536,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,504,504,0.5,False,63,0.462,False
W1008,1008,B136,A,H,CH_ISCAGR,ABS,1008,1008,1.0,False,63,1.0,True
W1008,1008,B136,A,H,CH_ISCAGR,ABS,T,1008,1.0,False,63,1.0,True
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.0006,1,0.000992063492063492,False,63,0.393,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.002,2,0.001984126984126984,False,63,0.397,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.005,5,0.00496031746031746,False,63,0.383,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.01,10,0.00992063492063492,False,63,0.392,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.02,20,0.01984126984126984,False,63,0.391,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.04,40,0.03968253968253968,False,63,0.482,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.08,81,0.08035714285714286,False,63,0.529,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.15,151,0.1498015873015873,False,63,0.588,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.3,302,0.2996031746031746,False,63,0.471,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f0.6,605,0.6001984126984127,False,63,0.337,False
W1008,1008,B136,A,H,CH_ISCAGR,FRAC,f1,1008,1.0,False,63,1.0,True
W1008,1008,B136,A,H,CH_ISDD,ABS,1,1,0.000992063492063492,False,252,0.418,False
W1008,1008,B136,A,H,CH_ISDD,ABS,2,2,0.001984126984126984,False,252,0.364,False
W1008,1008,B136,A,H,CH_ISDD,ABS,5,5,0.00496031746031746,False,252,0.423,False
W1008,1008,B136,A,H,CH_ISDD,ABS,10,10,0.00992063492063492,False,252,0.402,False
W1008,1008,B136,A,H,CH_ISDD,ABS,21,21,0.020833333333333332,False,252,0.449,False
W1008,1008,B136,A,H,CH_ISDD,ABS,42,42,0.041666666666666664,False,252,0.57,False
W1008,1008,B136,A,H,CH_ISDD,ABS,63,63,0.0625,False,252,0.669,False
W1008,1008,B136,A,H,CH_ISDD,ABS,126,126,0.125,False,252,0.798,False
W1008,1008,B136,A,H,CH_ISDD,ABS,252,252,0.25,False,252,0.865,False
W1008,1008,B136,A,H,CH_ISDD,ABS,504,504,0.5,False,252,0.889,False
W1008,1008,B136,A,H,CH_ISDD,ABS,1008,1008,1.0,False,252,1.0,True
W1008,1008,B136,A,H,CH_ISDD,ABS,T,1008,1.0,False,252,1.0,True
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.0006,1,0.000992063492063492,False,252,0.418,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.002,2,0.001984126984126984,False,252,0.364,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.005,5,0.00496031746031746,False,252,0.423,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.01,10,0.00992063492063492,False,252,0.402,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.02,20,0.01984126984126984,False,252,0.445,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.04,40,0.03968253968253968,False,252,0.584,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.08,81,0.08035714285714286,False,252,0.713,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.15,151,0.1498015873015873,False,252,0.82,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.3,302,0.2996031746031746,False,252,0.862,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f0.6,605,0.6001984126984127,False,252,0.89,False
W1008,1008,B136,A,H,CH_ISDD,FRAC,f1,1008,1.0,False,252,1.0,True
W1008,1008,B136,A,GROSS,CH_ISSHARPE,ABS,1,1,0.000992063492063492,False,0.75,0.848,False
