panel,n,cadence,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,null_med_IS,PASS_4a,PASS_4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,10,W,0.16069022891858342,1.047099863664847,-0.23275270744244692,1.1328409482116326,0.9954786367985241,1.0948636628737665,0.1709076572303172,1.0255588468417585,-0.23275270744244703,0.49998884369790475,False,False,True,True,True,False,True
U56,12,W,0.15513595023099858,1.0719459145317916,-0.2039190735640487,1.1432887389614048,1.0304063701415276,1.089665749155706,0.16811793884204662,1.069493264870866,-0.20391907356404881,0.5429090363902848,False,False,True,True,True,False,True
U56,20,W,0.14226533432663557,1.1448123201763616,-0.19388761847827074,1.216967782007189,1.0996755579779456,1.125223645932156,0.1564673378099979,1.1659778140380872,-0.1938876184782704,0.6638829218747149,False,True,True,True,True,True,True
U56,30,W,0.12336780805862602,1.1524423393549905,-0.18311123241542682,1.1579373024658195,1.1565752734080936,1.054077568085391,0.1402236807099908,1.2275872367278995,-0.18311123241542726,0.7999148045988589,False,True,True,True,True,True,True
U56,10,M,0.18078682451704564,1.1171925720541456,-0.25031345064313826,1.3245952633409848,0.9733492097553117,1.29779458169806,0.17451538909999664,1.008143310811768,-0.25031345064313837,0.8817993457941388,False,False,True,True,True,False,True
U56,12,M,0.17337974124061728,1.138015603431383,-0.22068174399966056,1.2061200942085832,1.1002730336673971,1.1666747524440222,0.18647788016405542,1.1284844861417977,-0.220681743999661,0.9352606693180373,False,False,True,True,True,False,True
U56,20,M,0.1573089067446065,1.2020595171356676,-0.21458120022809934,1.2759079705499043,1.156873327314588,1.1741810775608115,0.17409485852480988,1.229444076130889,-0.21458120022809957,0.9581279496389521,False,False,True,True,True,False,True
U56,30,M,0.13458652565857432,1.1958249473198972,-0.1812941359473339,1.263115283420301,1.1461523554243476,1.1701546667292517,0.14429189869009829,1.2180001526152553,-0.18129413594733412,1.0262371317349015,False,True,True,True,True,True,True
B136,10,W,0.17155670756070096,0.9667453551920278,-0.2601830748366233,1.2628441370291805,0.7622066347961661,1.1840905737951923,0.15846389447820308,0.8387880093220524,-0.26018307483662284,0.5128672623240449,False,False,True,False,False,False,True
B136,12,W,0.16392170701949094,0.9747016773691373,-0.26383989200324975,1.2491940948123643,0.7805412319735165,1.1513010522170892,0.15626081800127523,0.8699190344896967,-0.2638398920032503,0.544629322553318,False,False,True,False,False,False,True
B136,20,W,0.14577294423539033,0.985696440628205,-0.2400480428052294,1.19702845995372,0.8234651706149267,1.1057235174730415,0.14127901110953922,0.9072698866047166,-0.24004804280522962,0.610614012484059,False,False,True,False,True,False,True
B136,30,W,0.13472708913986797,1.00768532045584,-0.2114181347009908,1.1887320412116809,0.8589617481859259,1.0973639109957873,0.13082129170269097,0.9440651654330556,-0.21141813470099058,0.6516861899333748,False,False,True,True,True,False,True
B136,10,M,0.19688060634691618,1.0593091217146178,-0.2851505327531757,1.336187177201343,0.8781692266338698,1.2601659162048184,0.1904819117590888,0.9480968779360269,-0.2851505327531757,0.9143734579705847,False,False,True,True,True,False,True
B136,12,M,0.19300874496809417,1.0862145146501787,-0.2743365231863705,1.4156439597509152,0.860969620630794,1.3333439748208007,0.17904741344899922,0.9417476918680613,-0.2743365231863706,0.9462414975235525,False,False,True,True,True,False,True
B136,20,M,0.17162617193214058,1.0983269409511376,-0.25459365614245744,1.3889614681943123,0.881902438717174,1.2957404339552785,0.1605797217521754,0.9723066799335589,-0.25459365614245766,0.9837150542694482,False,False,True,True,True,False,True
B136,30,M,0.1486773382768043,1.0502765698730534,-0.2626332576127377,1.259025297534936,0.8921049311977913,1.1668473972644007,0.14536730396909747,0.97397048811649,-0.2626332576127376,1.0026454761947199,False,False,True,True,True,False,True
SMALL,10,W,0.1608568270773687,0.7200901365156679,-0.41410053526041635,0.9565571515760061,0.589556458338572,0.8490030318604058,0.16329079397746193,0.6799354093841447,-0.4141005352604177,0.26663106980438667,False,False,True,False,False,False,True
SMALL,12,W,0.14767423129670898,0.7048051746180316,-0.32542896272436317,0.9795208719618442,0.5492510681011282,0.8492229315576063,0.1476722705751361,0.6572687137729604,-0.3254289627243614,0.3013271616475118,False,False,True,False,False,False,True
