arm,window,G,LOOKAHEAD_vs_capC0,LOOKAHEAD_vs_capC,CONTENT_at_S,CONTENT_at_D,MEMBERSHIP_capC,MEMBERSHIP_advQ,pathA,pathB,pathA_err,pathB_err,interaction,mean_LOOK,mean_CONT,mean_MEMB,largest
MA-RS,FULL,0.45998543125492397,-0.7814954418463604,-0.3681218467374522,-0.14447521505719518,-0.2929809022246298,0.3848444867421016,0.236338799574667,0.45998543125492397,0.45998543125492397,0.0,0.0,0.0,0.5748086442919063,0.2187280586409125,0.3105916431583843,LOOK
MA-RS,IS,0.09015612101554826,-0.15915923692041434,-0.07236620253160264,0.10505920507781297,-0.1391054261471657,0.15689534463111132,-0.08726928659386735,0.09015612101554826,0.09015612101554826,0.0,0.0,0.0,0.11576271972600849,0.12208231561248933,0.12208231561248933,CONT
MA-RS,OOS,0.6342565779177874,-0.9647608669085836,-0.35053674855123396,-0.1014291531115987,-0.06004441540148239,0.3437642447680358,0.3851489824781521,0.6342565779177873,0.6342565779177873,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,0.6576488077299087,0.08073678425654054,0.36445661362309395,LOOK
MA-DG,FULL,0.31137866848352624,-0.8962037934628205,-0.29978422472585653,0.03183654252009632,-0.2608132219398394,0.2724076656975091,-0.020242098762426608,0.31137866848352624,0.3113786684835262,0.0,-5.551115123125783e-17,5.551115123125783e-17,0.5979940090943385,0.14632488222996787,0.14632488222996787,LOOK
MA-DG,IS,0.013709884401160444,-0.24928079511155127,-0.094466386224824,0.05380705362871008,-0.2741846311674706,0.19342812934380704,-0.13456355545237364,0.013709884401160444,0.013709884401160444,0.0,0.0,0.0,0.17187359066818764,0.16399584239809034,0.16399584239809034,LOOK
MA-DG,OOS,0.12340102789429441,-1.0759771121567607,-0.23626107897488302,0.041318433710652136,-0.2967618535097495,0.1839018024291609,-0.15417848479124074,0.12340102789429441,0.12340102789429441,0.0,0.0,0.0,0.6561190955658218,0.1690401436102008,0.1690401436102008,LOOK
