panel,stat,column,declared_degree,measured_slope,matches_declared,lo,hi
U56,|MaxDD|,IS_ADD,1,0.979073249045941,True,0.03803412322586064,0.1840428723324149
U56,vol,IS_VOL,1,1.00107122031435,True,0.0330590836083386,0.1655746659206753
U56,ulcer,IS_ULC,1,1.013944154435163,True,0.010631817404579295,0.05431685449692638
U56,CAGR,IS_CAGR,1,1.0061174176629009,True,0.03681086463697025,0.18573787194779512
U56,Sharpe,IS_Sharpe,0,0.0012978264335961997,True,1.1100892768306232,1.1122163085374979
U56,UPI,IS_UPI,0,-0.007826736772261702,True,3.4623304028072583,3.41952555368068
U56,TUW,IS_TUW,0,0.007718075011352271,True,0.8555057299451918,0.8639760837070254
B136,|MaxDD|,IS_ADD,1,0.9811435235347555,True,0.0398010783932895,0.19320089419784126
B136,vol,IS_VOL,1,1.0009653034358952,True,0.036931256981167206,0.18493765675233156
B136,ulcer,IS_ULC,1,1.0023183913677214,True,0.011878692377384568,0.059606886966548527
B136,CAGR,IS_CAGR,1,1.0107632554743768,True,0.04228423847056195,0.21490354668676792
B136,Sharpe,IS_Sharpe,0,0.003266294790598744,True,1.1399578913914885,1.145687542276945
B136,UPI,IS_UPI,0,0.008444864106655924,True,3.559671142849482,3.605347596954226
B136,TUW,IS_TUW,0,0.005298951499098866,True,0.8510214250124564,0.8570004982561036
