n,scope,y,N,lam,scheme,R2_sd,t_sd,R2_F,pR2_sd_given_F,t_sd_given_F,t_F_given_sd,kill_F,pR2_sd_given_W,t_sd_given_W,kill_W
5,pooled,CAND Sharpe,150,0.5,IS,0.22174751230099066,6.493815973033624,0.9735052487632169,0.010901938965902774,1.2728899726265528,65.7400641634168,0.049163748683254425,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,0.5,OOF,0.22174751230099066,6.493815973033624,0.0669752399246697,0.1563842925503207,5.220149050915666,8.498002898281474,0.7052358374963472,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,2.0,IS,0.22174751230099066,6.493815973033624,0.954751223559984,0.015700657706354527,1.531277822544893,51.83556078175065,0.07080421125556133,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,2.0,OOF,0.22174751230099066,6.493815973033624,0.41452133570459704,0.13823693155427602,4.855978675583991,10.097188179317998,0.6233978912315331,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,8.0,IS,0.22174751230099066,6.493815973033624,0.8974887868300758,0.021027790166138056,1.7769299313463538,37.14940742022858,0.09482762601456303,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,8.0,OOF,0.22174751230099066,6.493815973033624,0.4909921730424951,0.12482538934394195,4.578917060051742,10.515424308700107,0.5629167517988174,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,32.0,IS,0.22174751230099066,6.493815973033624,0.7339538826863491,0.03904726315121653,2.444009856294603,25.372611489516764,0.17608884422665105,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,32.0,OOF,0.22174751230099066,6.493815973033624,0.38842289262527085,0.13300629022113258,4.7488317650167815,9.45873371053233,0.5998096160853227,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,128.0,IS,0.22174751230099066,6.493815973033624,0.4349932692771197,0.09347032701362071,3.8931804721204077,16.088726530340107,0.4215169137354202,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,128.0,OOF,0.22174751230099066,6.493815973033624,0.19517887883520013,0.18051998768881017,5.690522336039495,6.704400888514878,0.8140789757486885,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,512.0,IS,0.22174751230099066,6.493815973033624,0.18035035423665657,0.18669761873495752,5.80900880543828,7.569432372404487,0.8419378273860503,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,CAND Sharpe,150,512.0,OOF,0.22174751230099066,6.493815973033624,0.05271297053331858,0.22301105036973548,6.495527680323297,2.9824824512568577,1.0056980935462752,0.11516210011240337,4.374028387481545,0.5193388593964798
5,pooled,EWall Sharpe,150,0.5,IS,0.3436627428902188,8.8030578289369,0.9689788838537737,0.007366902218709118,1.0444959109765188,55.13447124921271,0.02143642967158193,0.21286076180377494,6.30493614309125,0.6193885319473579
5,pooled,EWall Sharpe,150,0.5,OOF,0.3436627428902188,8.8030578289369,-0.11269747666893926,0.24694016080979583,6.942882047163726,6.750299199469397,0.7185537737754701,0.21286076180377494,6.30493614309125,0.6193885319473579
5,pooled,EWall Sharpe,150,2.0,IS,0.3436627428902188,8.8030578289369,0.9517919103497183,0.018547245635992683,1.6667239656828343,45.3883927510862,0.05396932318007337,0.21286076180377494,6.30493614309125,0.6193885319473579
5,pooled,EWall Sharpe,150,2.0,OOF,0.3436627428902188,8.8030578289369,0.3588739553295446,0.2180290302295231,6.402071405093765,8.699060571076371,0.6344273120673174,0.21286076180377494,6.30493614309125,0.6193885319473579
