pa,tha,xa,sa,doma,pb,thb,xb,sb,domb,dx,same_sign,same_dom
B136,0.3,0.040101454916018145,-0.5851581072816137,DROP,U56,0.3,0.04258870572676662,-5.36827971880256,DROP,0.0024872508107484717,1,1
B136,0.2,0.10978500679546047,-1.4331076051784741,DROP,U56,0.2,0.10223652894330977,-1.6060536227098243,DROP,0.007548477852150695,1,1
B136,0.2,0.10978500679546047,-1.4331076051784741,DROP,SMALL439,0.3,0.10112529842021868,3.7940211810427726,DROP,0.008659708375241784,0,1
B136,0.12,0.2633705578143511,0.8992043980591724,DROP,U56,0.12,0.2320147742060299,3.2917931637586495,DROP,0.0313557836083212,1,1
B136,0.12,0.2633705578143511,0.8992043980591724,DROP,SMALL439,0.12,0.2767374432461607,2.2623804839096096,DROP,0.013366885431809583,1,1
B136,0.06,0.4765978692543492,0.10392274965240755,DROP,U56,0.06,0.4407995099690702,-0.04633212434115297,DROP,0.035798359285279024,0,1
B136,0.06,0.4765978692543492,0.10392274965240755,DROP,SMALL439,0.0,0.5035660827185529,-0.3897609162319071,DROP,0.02696821346420364,0,1
B136,0.0,0.7086307681916201,-1.0512892460249557,DROP,U56,0.0,0.7082024406166496,-1.2709910259824486,DROP,0.00042832757497046625,1,1
B136,0.0,0.7086307681916201,-1.0512892460249557,DROP,SMALL439,-0.12,0.7234020063320128,-0.5701447721946584,DROP,0.014771238140392717,1,1
B136,-0.06,0.8520949403311823,-1.4717289041479287,DROP,U56,-0.06,0.8576633052825114,-1.321693481220776,DROP,0.005568364951329174,1,1
B136,-0.06,0.8520949403311823,-1.4717289041479287,DROP,SMALL439,-0.25,0.8599310007221341,-0.5289549634370561,DROP,0.00783606039095186,1,1
B136,-0.12,0.9222797596218516,-1.4025221328197057,DROP,U56,-0.12,0.9220595407578257,-1.1356755780529637,DROP,0.00022021886402590063,1,1
B136,-0.12,0.9222797596218516,-1.4025221328197057,DROP,U56,-0.25,0.9715831586358515,-0.3887391874361157,DROP,0.04930339901399994,1,1
B136,-0.12,0.9222797596218516,-1.4025221328197057,DROP,SMALL439,-0.4,0.9322638438075956,-0.6452253449825474,DROP,0.009984084185744035,1,1
B136,-0.25,0.9764663967909389,-0.6258312249579401,DROP,U56,-0.25,0.9715831586358515,-0.3887391874361157,DROP,0.004883238155087399,1,1
B136,-0.25,0.9764663967909389,-0.6258312249579401,DROP,U56,-0.4,0.9893380113539196,-0.1303003657113111,DROP,0.012871614562980693,1,1
B136,-0.25,0.9764663967909389,-0.6258312249579401,DROP,SMALL439,-0.4,0.9322638438075956,-0.6452253449825474,DROP,0.0442025529833433,1,1
B136,-0.4,0.9915201273992101,-0.22729158714926978,DROP,U56,-0.25,0.9715831586358515,-0.3887391874361157,DROP,0.019936968763358598,1,1
B136,-0.4,0.9915201273992101,-0.22729158714926978,DROP,U56,-0.4,0.9893380113539196,-0.1303003657113111,DROP,0.0021821160452905053,1,1
SMALL439,0.3,0.10112529842021868,3.7940211810427726,DROP,U56,0.2,0.10223652894330977,-1.6060536227098243,DROP,0.001111230523091089,0,1
SMALL439,0.12,0.2767374432461607,2.2623804839096096,DROP,U56,0.12,0.2320147742060299,3.2917931637586495,DROP,0.04472266904013078,1,1
SMALL439,-0.12,0.7234020063320128,-0.5701447721946584,DROP,U56,0.0,0.7082024406166496,-1.2709910259824486,DROP,0.015199565715363184,1,1
SMALL439,-0.25,0.8599310007221341,-0.5289549634370561,DROP,U56,-0.06,0.8576633052825114,-1.321693481220776,DROP,0.0022676954396226856,1,1
SMALL439,-0.4,0.9322638438075956,-0.6452253449825474,DROP,U56,-0.12,0.9220595407578257,-1.1356755780529637,DROP,0.010204303049769936,1,1
SMALL439,-0.4,0.9322638438075956,-0.6452253449825474,DROP,U56,-0.25,0.9715831586358515,-0.3887391874361157,DROP,0.0393193148282559,1,1
