family,cells,edge_median,edge_mean,edge_p90,edge_max,share_positive,dd_gain_pp_median,cagr_cost_pp_median
CASH,720,0.0,0.0,0.0,0.0,0.0,10.004809287908728,5.455953019472803
VOLCAP,216,-1.827809943320609,-2.467624416057624,-0.34560163820954504,1.0226761609140822,0.038461538461538464,7.609873349507867,6.851928737113577
VT,216,0.0,-0.047797264632202664,1.5590417540559598,3.0592469398860995,0.46534653465346537,4.725725162783945,2.6375572578861917
MKT,180,0.22587489667480753,-0.38836054829508176,2.194084330178079,4.185087463802005,0.5333333333333333,4.508282594911689,3.306405877689167
DDSTOP,180,-0.4631974580331846,-0.9441180544224888,0.7954517574034938,3.6017720374207225,0.18571428571428572,0.0,2.0018216353349882
BREADTH,180,-0.168228455340666,-0.30102892409215426,2.841409797820224,4.944903916621565,0.45695364238410596,3.7272894046749605,3.01724381089028
