panel,constr,m,n,cost,k,CAGR,Sharpe,dCAGR,dSharpe,dCAGR_OOS,dSharpe_OOS
u56,lit,0.2,7,0.0,-1.0,0.06534852425703996,0.8526401714205144,-0.09945898313560053,-0.1939614217249438,-0.1290227183889998,-0.384799902247563
u56,lit,0.2,7,0.0,-0.75,0.0824418542471328,0.9602589622536051,-0.0823656531455077,-0.08634263089185312,-0.10502358736899575,-0.1969929616234637
u56,lit,0.2,7,0.0,-0.5,0.09726327675941193,0.9678733404165768,-0.06754423063322856,-0.0787282527288814,-0.08272491198684895,-0.12412461185361301
u56,lit,0.2,7,0.0,-0.25,0.1484732185329254,1.1052667251562005,-0.016334288859715107,0.058665132010742305,-0.022006380960589933,0.03227503413992716
u56,lit,0.2,7,0.0,0.0,0.1648075073926405,1.0466015931454582,0.0,0.0,0.0,0.0
u56,lit,0.2,7,0.0,0.25,0.19064978324525517,1.1119551613695982,0.02584227585261467,0.06535356822413996,0.015581429615985298,0.004921581351785775
u56,lit,0.2,7,0.0,0.5,0.1942304669327113,1.108214225612117,0.029422959540070792,0.06161263246665882,0.018110253370058116,-0.001936849582995448
u56,lit,0.2,7,0.0,0.75,0.19611315537390817,1.1035366270411322,0.03130564798126767,0.056935033895674,0.027307195864149536,0.02617344420269574
u56,lit,0.2,7,0.0,1.0,0.20847113309288678,1.156010762813933,0.04366362570024629,0.10940916966847469,0.04675398069503567,0.1056284043222695
u56,lit,0.2,7,10.0,-1.0,0.04455753080929403,0.5988894342412177,-0.10226196216135897,-0.3491554315080774,-0.13215881421724496,-0.5410970641574061
u56,lit,0.2,7,10.0,-0.75,0.060963045553571016,0.7280301682419649,-0.08585644741708198,-0.22001469750733016,-0.1092710470439251,-0.33601729079189524
u56,lit,0.2,7,10.0,-0.5,0.07558833179656266,0.7710794700462281,-0.07123116117409034,-0.1769653957030669,-0.08752505062706128,-0.22935107394186982
u56,lit,0.2,7,10.0,-0.25,0.12796138132063706,0.9704064679439923,-0.01885811165001594,0.022361602194697294,-0.02500285060287788,-0.0036484920221908634
u56,lit,0.2,7,10.0,0.0,0.146819492970653,0.948044865749295,0.0,0.0,0.0,0.0
u56,lit,0.2,7,10.0,0.25,0.17258671655300528,1.0221805693089616,0.025767223582352283,0.07413570355966659,0.015121640590630037,0.01044770587175381
u56,lit,0.2,7,10.0,0.5,0.17510271174223435,1.015466454587046,0.028283218771581353,0.06742158883775096,0.016631970394291873,0.0007656246790641585
u56,lit,0.2,7,10.0,0.75,0.1761482096708249,1.0082315244068505,0.029328716700171897,0.06018665865755546,0.02428824483656955,0.023938964289044184
