panel,book,cost,blend,pool,n_arms,pool_empty,members,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross,TO,m_H1,m_H2,m_OOS,m_DD,m_CAGR,pass4b,fail4b,pass4b_oos,fail4b_oos,pass4a_v2,pass4a_v1
u56,EWall,0.0,MENU_SEP,P_ALL,17,False,control;g200-dg;g200-rw;band3-dg;band3-rw;abs12-dg;abs12-rw;vol60-dg;vol60-rw;v1gate-dg;v1gate-rw;stop15;stop25;ddctl-8/.5/recover;ddctl-8/.5/high;ebud-0.10;ebud-0.20,0.11241872012023979,1.1894331995911842,-0.16953201812626162,1.2417393741461433,1.1487225397532248,0.1030518078408893,1.138843986789716,-0.10257147832540592,0.12020861039041764,1.2294252045212963,-0.16953201812626129,0.6786598229886236,2.8595041333132865,0.28511946670103017,0.3147063652016536,0.34741421993161314,0.03277171707778115,0.005822405214273116,True,-,True,-,False,False
u56,EWall,0.0,MENU_NET,P_ALL,17,False,control;g200-dg;g200-rw;band3-dg;band3-rw;abs12-dg;abs12-rw;vol60-dg;vol60-rw;v1gate-dg;v1gate-rw;stop15;stop25;ddctl-8/.5/recover;ddctl-8/.5/high;ebud-0.10;ebud-0.20,0.11241872012023979,1.1894331995911842,-0.16953201812626162,1.2417393741461433,1.1487225397532248,0.1030518078408893,1.138843986789716,-0.10257147832540592,0.12020861039041764,1.2294252045212963,-0.16953201812626129,0.6786598229886236,2.287700101994285,0.28511946670103017,0.3147063652016536,0.34741421993161314,0.03277171707778115,0.005822405214273116,True,-,True,-,False,False
u56,EWall,0.0,MENU_SEP,P_S1,10,False,control;g200-rw;band3-rw;abs12-rw;vol60-dg;vol60-rw;stop15;stop25;ebud-0.10;ebud-0.20,0.12777427244144746,1.1750009769506038,-0.1981059909141064,1.243306718496313,1.121210229506674,0.12038844418833872,1.154378272032737,-0.11219310995894671,0.13390605837306935,1.1919095468823377,-0.1981059909141064,0.7457847136010095,2.788966230756092,0.28668681105119975,0.28719405495510275,0.30989856229265456,0.004197744289936356,0.021177957535480782,True,-,True,-,False,False
u56,EWall,0.0,MENU_NET,P_S1,10,False,control;g200-rw;band3-rw;abs12-rw;vol60-dg;vol60-rw;stop15;stop25;ebud-0.10;ebud-0.20,0.12777427244144746,1.1750009769506038,-0.1981059909141064,1.243306718496313,1.121210229506674,0.12038844418833872,1.154378272032737,-0.11219310995894671,0.13390605837306935,1.1919095468823377,-0.1981059909141064,0.7457847136010095,2.0909761596345744,0.28668681105119975,0.28719405495510275,0.30989856229265456,0.004197744289936356,0.021177957535480782,True,-,True,-,False,False
u56,EWall,10.0,MENU_SEP,P_ALL,17,False,control;g200-dg;g200-rw;band3-dg;band3-rw;abs12-dg;abs12-rw;vol60-dg;vol60-rw;v1gate-dg;v1gate-rw;stop15;stop25;ddctl-8/.5/recover;ddctl-8/.5/high;ebud-0.10;ebud-0.20,0.10940389980392617,1.160203223062641,-0.17029594083584954,1.2144053033004538,1.1177205931303158,0.1003472290498224,1.1113602798823865,-0.10408701472832727,0.11693400204146465,1.1988233129027976,-0.17029594083584954,0.6786647227547685,2.8572336446356035,0.25778539585534066,0.2837044185787446,0.31681232831311446,0.03200779436819323,0.0028075848979595003,True,-,True,-,False,False
u56,EWall,10.0,MENU_NET,P_ALL,17,False,control;g200-dg;g200-rw;band3-dg;band3-rw;abs12-dg;abs12-rw;vol60-dg;vol60-rw;v1gate-dg;v1gate-rw;stop15;stop25;ddctl-8/.5/recover;ddctl-8/.5/high;ebud-0.10;ebud-0.20,0.11003756724679548,1.1663990904396,-0.17000427385604366,1.2203639441272038,1.1241420493831333,0.10093997416180223,1.117400498879038,-0.10372778639925251,0.11760191815958221,1.2051448381548246,-0.17000427385604355,0.6786647227547685,2.2866017705454476,0.2637440366820907,0.29012587483156216,0.32313385356514146,0.0322994613479991,0.0034412523408288015,True,-,True,-,False,False
u56,EWall,10.0,MENU_SEP,P_S1,10,False,control;g200-rw;band3-rw;abs12-rw;vol60-dg;vol60-rw;stop15;stop25;ebud-0.10;ebud-0.20,0.12463197896998968,1.148774956959529,-0.19889366140169873,1.2172928435976815,1.0946893246544582,0.11736872758333838,1.128027287205226,-0.11368461847319355,0.13066149814846173,1.1657571445246746,-0.19889366140169917,0.7457847136010095,2.788966230756092,0.26067293615256837,0.26067315010288705,0.2837461599349914,0.003410073802344038,0.018035664064023002,True,-,True,-,False,False
u56,EWall,10.0,MENU_NET,P_S1,10,False,control;g200-rw;band3-rw;abs12-rw;vol60-dg;vol60-rw;stop15;stop25;ebud-0.10;ebud-0.20,0.12541833453465734,1.155401350055301,-0.19854761522273134,1.2236001782470218,1.1016107393533614,0.11809792266481556,1.1344125415103488,-0.11323803838474156,0.13149556323270928,1.1725735186661055,-0.198547615222731,0.7457847136010095,2.0909761596345744,0.26698027080190867,0.2675945648017902,0.2905625340764223,0.0037561199813114232,0.018822019628690664,True,-,True,-,False,False
u56,EWall,25.0,MENU_SEP,P_ALL,17,False,control;g200-dg;g200-rw;band3-dg;band3-rw;abs12-dg;abs12-rw;vol60-dg;vol60-rw;v1gate-dg;v1gate-rw;stop15;stop25;ddctl-8/.5/recover;ddctl-8/.5/high;ebud-0.10;ebud-0.20,0.1043509800276381,1.110478260056109,-0.1714409536278716,1.1648715780621197,1.0673326998642114,0.09563569329035904,1.0613162561228344,-0.10635582455634396,0.11159542987130378,1.149312618501961,-0.17144095362787148,0.6784562087484722,2.8594132296494155,0.20825167061700656,0.23331652531264024,0.2673016339122779,0.030862781576171172,-0.002245334878328578,False,CAGR,True,-,False,False
u56,EWall,25.0,MENU_NET,P_ALL,17,False,control;g200-dg;g200-rw;band3-dg;band3-rw;abs12-dg;abs12-rw;vol60-dg;vol60-rw;v1gate-dg;v1gate-rw;stop15;stop25;ddctl-8/.5/recover;ddctl-8/.5/high;ebud-0.10;ebud-0.20,0.10593456108627963,1.1260249769823834,-0.1707122926605411,1.1797576681554776,1.0835023533217933,0.09711230860264775,1.0764033962285928,-0.10545962172926282,0.11326850072365047,1.1652279044290783,-0.17071229266054144,0.6784562087484722,2.2866982140754186,0.2231377607103644,0.24948617877022217,0.2832169198393951,0.03159144254350166,-0.0006617538196870415,False,CAGR,True,-,False,False
