population,tau,predictor,auc_published,auc_threeway,d_auc,n_pub,n_det
REC-CELLS,0.0,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
REC-CELLS,0.0,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
REC-CELLS,0.0,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
REC-CELLS,0.0,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
REC-CELLS,0.0,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
REC-CELLS,0.0,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
REC-CELLS,0.0,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
REC-CELLS,0.0,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
REC-CELLS,1e-16,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
REC-CELLS,1e-16,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
REC-CELLS,1e-16,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
REC-CELLS,1e-16,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
REC-CELLS,1e-16,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
REC-CELLS,1e-16,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
REC-CELLS,1e-16,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
REC-CELLS,1e-16,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
REC-CELLS,1e-15,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
REC-CELLS,1e-15,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
REC-CELLS,1e-15,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
REC-CELLS,1e-15,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
REC-CELLS,1e-15,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
REC-CELLS,1e-15,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
REC-CELLS,1e-15,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
REC-CELLS,1e-15,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
REC-CELLS,1e-12,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
REC-CELLS,1e-12,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
REC-CELLS,1e-12,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
REC-CELLS,1e-12,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
REC-CELLS,1e-12,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
REC-CELLS,1e-12,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
REC-CELLS,1e-12,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
REC-CELLS,1e-12,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
REC-CELLS,1e-09,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
REC-CELLS,1e-09,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
REC-CELLS,1e-09,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
REC-CELLS,1e-09,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
REC-CELLS,1e-09,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
REC-CELLS,1e-09,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
REC-CELLS,1e-09,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
REC-CELLS,1e-09,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
REC-CELLS,1e-06,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
REC-CELLS,1e-06,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
REC-CELLS,1e-06,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
REC-CELLS,1e-06,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
REC-CELLS,1e-06,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
REC-CELLS,1e-06,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
REC-CELLS,1e-06,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
REC-CELLS,1e-06,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
REC-CELLS,0.0001,GAP,0.8494208494208494,0.848910411622276,-0.0005104377985734043,324,323
REC-CELLS,0.0001,SD,0.9790057915057915,0.9789346246973366,-7.116680845487e-05,324,323
REC-CELLS,0.0001,RHO1,0.42458976833976836,0.4226392251815981,-0.0019505431581702815,324,323
REC-CELLS,0.0001,RHO5,0.42784749034749037,0.42590799031477,-0.0019395000327203649,324,323
REC-CELLS,0.0001,DRHO1,0.5287162162162162,0.5271186440677966,-0.0015975721484196015,324,323
REC-CELLS,0.0001,RUN,0.6576923076923077,0.6576923076923077,0.0,324,323
REC-CELLS,0.0001,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,323
REC-CELLS,0.0001,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,323
REC-CELLS,0.001,GAP,0.8494208494208494,0.848910411622276,-0.0005104377985734043,324,323
REC-CELLS,0.001,SD,0.9790057915057915,0.9789346246973366,-7.116680845487e-05,324,323
REC-CELLS,0.001,RHO1,0.42458976833976836,0.4226392251815981,-0.0019505431581702815,324,323
REC-CELLS,0.001,RHO5,0.42784749034749037,0.42590799031477,-0.0019395000327203649,324,323
REC-CELLS,0.001,DRHO1,0.5287162162162162,0.5271186440677966,-0.0015975721484196015,324,323
REC-CELLS,0.001,RUN,0.6576923076923077,0.6576923076923077,0.0,324,323
REC-CELLS,0.001,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,323
REC-CELLS,0.001,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,323
REC-LADDER,0.0,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,0.0,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,0.0,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,0.0,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,0.0,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,0.0,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,0.0,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,0.0,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,1e-16,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,1e-16,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,1e-16,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,1e-16,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,1e-16,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,1e-16,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,1e-16,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,1e-16,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,1e-15,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,1e-15,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,1e-15,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,1e-15,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,1e-15,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,1e-15,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,1e-15,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,1e-15,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,1e-12,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,1e-12,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,1e-12,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,1e-12,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,1e-12,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,1e-12,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,1e-12,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,1e-12,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,1e-09,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,1e-09,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,1e-09,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,1e-09,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,1e-09,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,1e-09,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,1e-09,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,1e-09,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,1e-06,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,1e-06,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,1e-06,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,1e-06,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,1e-06,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,1e-06,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,1e-06,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,1e-06,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,0.0001,GAP,0.9477278697136853,0.9477278697136853,0.0,432,432
REC-LADDER,0.0001,SD,0.9950091935907539,0.9950091935907539,0.0,432,432
REC-LADDER,0.0001,RHO1,0.4294720252167061,0.4294720252167061,0.0,432,432
REC-LADDER,0.0001,RHO5,0.4305227213028631,0.4305227213028631,0.0,432,432
REC-LADDER,0.0001,DRHO1,0.44208037825059104,0.44208037825059104,0.0,432,432
REC-LADDER,0.0001,RUN,0.7009456264775413,0.7009456264775413,0.0,432,432
REC-LADDER,0.0001,TIMING,0.7180194378775939,0.7180194378775939,0.0,432,432
REC-LADDER,0.0001,DDTIME,0.40596270028894144,0.40596270028894144,0.0,432,432
REC-LADDER,0.001,GAP,0.9477278697136853,0.947228851763458,-0.0004990179502273318,432,428
REC-LADDER,0.001,SD,0.9950091935907539,0.9949615486608326,-4.7644929921264456e-05,432,428
REC-LADDER,0.001,RHO1,0.4294720252167061,0.42402545743834524,-0.0054465677783608335,432,428
REC-LADDER,0.001,RHO5,0.4305227213028631,0.4250861840360647,-0.005436537266798436,432,428
REC-LADDER,0.001,DRHO1,0.44208037825059104,0.43675417661097854,-0.0053262016396125045,432,428
REC-LADDER,0.001,RUN,0.7009456264775413,0.698090692124105,-0.0028549343534363114,432,428
REC-LADDER,0.001,TIMING,0.7180194378775939,0.7163882259347654,-0.0016312119428285587,432,428
REC-LADDER,0.001,DDTIME,0.40596270028894144,0.40983823919384776,0.0038755389049063282,432,428
REC-SHUFFLE,0.0,GAP,0.6170842637086733,0.6484855192942628,0.03140125558558948,1404,1305
REC-SHUFFLE,0.0,SD,0.6170297274214626,0.6484325324868004,0.03140280506533788,1404,1305
REC-SHUFFLE,0.0,RHO1,0.40661947048352076,0.40207920232482564,-0.0045402681586951266,1404,1305
REC-SHUFFLE,0.0,RHO5,0.4068942098926767,0.4021580937937141,-0.004736116098962628,1404,1305
REC-SHUFFLE,0.0,DRHO1,0.4739728141753187,0.4720759524673013,-0.00189686170801745,1404,1305
REC-SHUFFLE,0.0,RUN,0.45518660671105027,0.4615092055746831,0.0063225988636328445,1404,1305
REC-SHUFFLE,0.0,TIMING,0.45792576891020037,0.46445880452342486,0.0065330356132244916,1404,1305
REC-SHUFFLE,0.0,DDTIME,0.5767366720516963,0.5733926157585121,-0.003344056293184239,1404,1305
REC-SHUFFLE,1e-16,GAP,0.6170842637086733,0.6484855192942628,0.03140125558558948,1404,1305
REC-SHUFFLE,1e-16,SD,0.6170297274214626,0.6484325324868004,0.03140280506533788,1404,1305
REC-SHUFFLE,1e-16,RHO1,0.40661947048352076,0.40207920232482564,-0.0045402681586951266,1404,1305
REC-SHUFFLE,1e-16,RHO5,0.4068942098926767,0.4021580937937141,-0.004736116098962628,1404,1305
REC-SHUFFLE,1e-16,DRHO1,0.4739728141753187,0.4720759524673013,-0.00189686170801745,1404,1305
REC-SHUFFLE,1e-16,RUN,0.45518660671105027,0.4615092055746831,0.0063225988636328445,1404,1305
REC-SHUFFLE,1e-16,TIMING,0.45792576891020037,0.46445880452342486,0.0065330356132244916,1404,1305
REC-SHUFFLE,1e-16,DDTIME,0.5767366720516963,0.5733926157585121,-0.003344056293184239,1404,1305
REC-SHUFFLE,1e-15,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
REC-SHUFFLE,1e-15,SD,0.6170297274214626,0.7342514419263855,0.11722171450492291,1404,924
REC-SHUFFLE,1e-15,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
REC-SHUFFLE,1e-15,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
REC-SHUFFLE,1e-15,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
REC-SHUFFLE,1e-15,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
REC-SHUFFLE,1e-15,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
REC-SHUFFLE,1e-15,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
REC-SHUFFLE,1e-12,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
REC-SHUFFLE,1e-12,SD,0.6170297274214626,0.7342514419263855,0.11722171450492291,1404,924
REC-SHUFFLE,1e-12,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
REC-SHUFFLE,1e-12,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
REC-SHUFFLE,1e-12,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
REC-SHUFFLE,1e-12,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
REC-SHUFFLE,1e-12,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
REC-SHUFFLE,1e-12,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
REC-SHUFFLE,1e-09,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
REC-SHUFFLE,1e-09,SD,0.6170297274214626,0.7342514419263855,0.11722171450492291,1404,924
REC-SHUFFLE,1e-09,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
REC-SHUFFLE,1e-09,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
REC-SHUFFLE,1e-09,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
REC-SHUFFLE,1e-09,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
REC-SHUFFLE,1e-09,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
REC-SHUFFLE,1e-09,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
REC-SHUFFLE,1e-06,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
REC-SHUFFLE,1e-06,SD,0.6170297274214626,0.7342514419263855,0.11722171450492291,1404,924
REC-SHUFFLE,1e-06,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
REC-SHUFFLE,1e-06,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
REC-SHUFFLE,1e-06,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
REC-SHUFFLE,1e-06,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
REC-SHUFFLE,1e-06,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
REC-SHUFFLE,1e-06,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
REC-SHUFFLE,0.0001,GAP,0.6170842637086733,0.7373732275895217,0.12028896388084842,1404,913
REC-SHUFFLE,0.0001,SD,0.6170297274214626,0.7373323720259553,0.12030264460449269,1404,913
REC-SHUFFLE,0.0001,RHO1,0.40661947048352076,0.3659240567171353,-0.04069541376638547,1404,913
REC-SHUFFLE,0.0001,RHO5,0.4068942098926767,0.36553472722903146,-0.04135948266364525,1404,913
REC-SHUFFLE,0.0001,DRHO1,0.4739728141753187,0.45563566450372506,-0.018337149671593667,1404,913
REC-SHUFFLE,0.0001,RUN,0.45518660671105027,0.45888248017303535,0.0036958734619850775,1404,913
REC-SHUFFLE,0.0001,TIMING,0.45792576891020037,0.4501490026435953,-0.007776766266605062,1404,913
REC-SHUFFLE,0.0001,DDTIME,0.5767366720516963,0.5852871905791877,0.008550518527491335,1404,913
REC-SHUFFLE,0.001,GAP,0.6170842637086733,0.7462215074155373,0.12913724370686397,1404,876
REC-SHUFFLE,0.001,SD,0.6170297274214626,0.7461691193034476,0.1291393918819851,1404,876
REC-SHUFFLE,0.001,RHO1,0.40661947048352076,0.35656134909866255,-0.05005812138485821,1404,876
REC-SHUFFLE,0.001,RHO5,0.4068942098926767,0.3562208263700801,-0.05067338352259659,1404,876
REC-SHUFFLE,0.001,DRHO1,0.4739728141753187,0.45088876432160013,-0.02308404985371859,1404,876
REC-SHUFFLE,0.001,RUN,0.45518660671105027,0.45133406327436176,-0.0038525434366885047,1404,876
REC-SHUFFLE,0.001,TIMING,0.45792576891020037,0.45787471906874894,-5.1049841451433764e-05,1404,876
REC-SHUFFLE,0.001,DDTIME,0.5767366720516963,0.5835511805661059,0.006814508514409567,1404,876
FRESH-CELLS,0.0,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
FRESH-CELLS,0.0,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
FRESH-CELLS,0.0,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
FRESH-CELLS,0.0,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
FRESH-CELLS,0.0,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
FRESH-CELLS,0.0,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
FRESH-CELLS,0.0,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
FRESH-CELLS,0.0,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
FRESH-CELLS,1e-16,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
FRESH-CELLS,1e-16,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
FRESH-CELLS,1e-16,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
FRESH-CELLS,1e-16,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
FRESH-CELLS,1e-16,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
FRESH-CELLS,1e-16,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
FRESH-CELLS,1e-16,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
FRESH-CELLS,1e-16,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
FRESH-CELLS,1e-15,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
FRESH-CELLS,1e-15,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
FRESH-CELLS,1e-15,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
FRESH-CELLS,1e-15,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
FRESH-CELLS,1e-15,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
FRESH-CELLS,1e-15,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
FRESH-CELLS,1e-15,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
FRESH-CELLS,1e-15,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
FRESH-CELLS,1e-12,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
FRESH-CELLS,1e-12,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
FRESH-CELLS,1e-12,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
FRESH-CELLS,1e-12,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
FRESH-CELLS,1e-12,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
FRESH-CELLS,1e-12,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
FRESH-CELLS,1e-12,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
FRESH-CELLS,1e-12,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
FRESH-CELLS,1e-09,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
FRESH-CELLS,1e-09,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
FRESH-CELLS,1e-09,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
FRESH-CELLS,1e-09,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
FRESH-CELLS,1e-09,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
FRESH-CELLS,1e-09,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
FRESH-CELLS,1e-09,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
FRESH-CELLS,1e-09,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
FRESH-CELLS,1e-06,GAP,0.8494208494208494,0.8494208494208494,0.0,324,324
FRESH-CELLS,1e-06,SD,0.9790057915057915,0.9790057915057915,0.0,324,324
FRESH-CELLS,1e-06,RHO1,0.42458976833976836,0.42458976833976836,0.0,324,324
FRESH-CELLS,1e-06,RHO5,0.42784749034749037,0.42784749034749037,0.0,324,324
FRESH-CELLS,1e-06,DRHO1,0.5287162162162162,0.5287162162162162,0.0,324,324
FRESH-CELLS,1e-06,RUN,0.6576923076923077,0.6576923076923077,0.0,324,324
FRESH-CELLS,1e-06,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,324
FRESH-CELLS,1e-06,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,324
FRESH-CELLS,0.0001,GAP,0.8494208494208494,0.848910411622276,-0.0005104377985734043,324,323
FRESH-CELLS,0.0001,SD,0.9790057915057915,0.9789346246973366,-7.116680845487e-05,324,323
FRESH-CELLS,0.0001,RHO1,0.42458976833976836,0.4226392251815981,-0.0019505431581702815,324,323
FRESH-CELLS,0.0001,RHO5,0.42784749034749037,0.42590799031477,-0.0019395000327203649,324,323
FRESH-CELLS,0.0001,DRHO1,0.5287162162162162,0.5271186440677966,-0.0015975721484196015,324,323
FRESH-CELLS,0.0001,RUN,0.6576923076923077,0.6576923076923077,0.0,324,323
FRESH-CELLS,0.0001,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,323
FRESH-CELLS,0.0001,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,323
FRESH-CELLS,0.001,GAP,0.8494208494208494,0.848910411622276,-0.0005104377985734043,324,323
FRESH-CELLS,0.001,SD,0.9790057915057915,0.9789346246973366,-7.116680845487e-05,324,323
FRESH-CELLS,0.001,RHO1,0.42458976833976836,0.4226392251815981,-0.0019505431581702815,324,323
FRESH-CELLS,0.001,RHO5,0.42784749034749037,0.42590799031477,-0.0019395000327203649,324,323
FRESH-CELLS,0.001,DRHO1,0.5287162162162162,0.5271186440677966,-0.0015975721484196015,324,323
FRESH-CELLS,0.001,RUN,0.6576923076923077,0.6576923076923077,0.0,324,323
FRESH-CELLS,0.001,TIMING,0.7074175824175825,0.7074175824175825,0.0,324,323
FRESH-CELLS,0.001,DDTIME,0.43956043956043955,0.43956043956043955,0.0,324,323
FRESH-SHUFFLE,0.0,GAP,0.6170842637086733,0.6484855192942628,0.03140125558558948,1404,1305
FRESH-SHUFFLE,0.0,SD,0.6169937128921725,0.6483866105869996,0.031392897694827115,1404,1305
FRESH-SHUFFLE,0.0,RHO1,0.40661947048352076,0.40207920232482564,-0.0045402681586951266,1404,1305
