file,level,n,n_conv,raw_modal,noise_modal,flip
2026-09-04_drawdown-control_C.grid.csv,L0_DECLARED,722,722,H2,CAGR,0.6772853185595568
2026-09-04_drawdown-control_C.grid.csv,L5_TRANSITIVE,722,722,H2,CAGR,0.6772853185595568
2026-09-04_drawdown-insurance-price-list_B.grid.csv,L0_DECLARED,204,204,DD,CAGR,0.46078431372549017
2026-09-04_drawdown-insurance-price-list_B.grid.csv,L5_TRANSITIVE,204,204,DD,CAGR,0.46078431372549017
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,L0_DECLARED,368,368,DD,DD,0.3016304347826087
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,L5_TRANSITIVE,368,368,DD,DD,0.3016304347826087
2026-09-04_turnover-budget_B.grid.csv,L0_DECLARED,176,176,CAGR,CAGR,0.1590909090909091
2026-09-04_turnover-budget_B.grid.csv,L5_TRANSITIVE,176,176,CAGR,CAGR,0.1590909090909091
2026-09-04_which-4b-bar-binds_B.gladder.csv,L0_DECLARED,312,312,CAGR,CAGR,0.1987179487179487
2026-09-04_which-4b-bar-binds_B.gladder.csv,L5_TRANSITIVE,312,312,CAGR,CAGR,0.1987179487179487
2026-09-04_which-4b-bar-binds_B.grid.csv,L0_DECLARED,480,480,CAGR,CAGR,0.19583333333333333
2026-09-04_which-4b-bar-binds_B.grid.csv,L5_TRANSITIVE,480,480,CAGR,CAGR,0.19583333333333333
2026-09-05_absorbing-state-audit_B.ddctl.csv,L0_DECLARED,1340,1340,H1,CAGR,0.7007462686567164
2026-09-05_absorbing-state-audit_B.ddctl.csv,L5_TRANSITIVE,1340,1340,H1,CAGR,0.7007462686567164
2026-09-05_absorbing-state-audit_B.stop.csv,L0_DECLARED,396,396,H2,CAGR,0.6414141414141414
2026-09-05_absorbing-state-audit_B.stop.csv,L5_TRANSITIVE,396,396,H2,CAGR,0.6414141414141414
2026-09-05_band-width-at-g085_cloud.grid.csv,L0_DECLARED,200,200,CAGR,CAGR,0.205
2026-09-05_band-width-at-g085_cloud.grid.csv,L5_TRANSITIVE,200,200,CAGR,CAGR,0.205
2026-09-05_cagr-floor-calibration_B.grid.csv,L0_DECLARED,306,306,H2,CAGR,0.6339869281045751
2026-09-05_cagr-floor-calibration_B.grid.csv,L5_TRANSITIVE,306,306,H2,CAGR,0.6339869281045751
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,L0_DECLARED,306,306,H2,CAGR,0.6339869281045751
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,L5_TRANSITIVE,306,306,H2,CAGR,0.6339869281045751
2026-09-05_defensive-class-census_B.grid.csv,L0_DECLARED,2244,2244,H2,CAGR,0.4710338680926916
2026-09-05_defensive-class-census_B.grid.csv,L5_TRANSITIVE,2244,2244,H2,CAGR,0.4710338680926916
2026-09-05_gross-as-the-missing-third-bar_B.grid.csv,L0_DECLARED,306,306,H2,CAGR,0.6339869281045751
