book,instr,floor,bps,CAGR,Sharpe,MaxDD,H1,H2,turn_yr,path4a,path4b,selected_by
EWALL,DV,0.0,0,0.10373800712651082,0.6888680761027063,-0.35992703250466873,0.8088978581728745,0.6242233105521522,1.7409003477225007,KILL(DD),"KILL(H1,H2,OOS,DD)",23
EWALL,DV,0.0,5,0.10277748334141146,0.6835017479793578,-0.3607959660009904,0.8029588850463496,0.6191018709341869,1.7409003477225007,KILL(DD),"KILL(H1,H2,OOS,DD)",23
EWALL,DV,0.0,10,0.1018177783174512,0.678135269658678,-0.3616637358208413,0.7970199840580422,0.6139801956312066,1.7409003477225007,KILL(DD),"KILL(H1,H2,OOS,DD)",23
EWALL,DV,0.0,25,0.09894356898141088,0.6620350100338488,-0.36426007858275133,0.779203812346195,0.5986138224529461,1.7409003477225007,KILL(DD),"KILL(H1,H2,OOS,DD)",23
EWALL,DV,250000.0,0,0.08366285515703309,0.5481191616210571,-0.39004086933098536,0.6182664973419841,0.5044021647160878,2.2049160277281543,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,250000.0,5,0.08246851991120341,0.5417900769374746,-0.3911088421941581,0.6111795177543292,0.4985342486650114,2.2049160277281543,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,250000.0,10,0.0812754743733346,0.5354608566988247,-0.3921749699031797,0.6040926394700914,0.4926660890176788,2.2049160277281543,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,250000.0,25,0.07770406237404792,0.5164725061306382,-0.39536231353119433,0.5828327815281641,0.4750602481523763,2.2049160277281543,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,500000.0,0,0.07300406822666239,0.4884948793203105,-0.39008968801372745,0.5732545792333562,0.4323425591165632,2.3767574890922787,"KILL(H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,500000.0,5,0.0717294176190042,0.48173871823118375,-0.3912542027191055,0.5656802201578747,0.42609061434013445,2.3767574890922787,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,500000.0,10,0.07045625059054572,0.47498240414634274,-0.39241652355503975,0.5581059245219746,0.419838418724911,2.3767574890922787,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,500000.0,25,0.06664563407760427,0.45471269428291405,-0.39589036358415997,0.5353836263024758,0.4010804470358457,2.3767574890922787,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
EWALL,DV,1000000.0,0,0.06199904886315477,0.4275903815871232,-0.39700455221316355,0.5257788505303421,0.360219132509303,2.634939042041155,"KILL(H1,H2,DD)","KILL(H1,H2,OOS,DD,CAGR)",3
