file,arm_col,arm,overlay_arm,unit,ctrl_CAGR,ctrl_MaxDD,dCAGR_pp,dDD_pp,ratio,bar_CF,bar_MED,bar_LO,bar_HI,kill_CF,kill_MED,kill_LO,kill_HI
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sellinmay,True,1.0,0.1041922539911697,0.1587469210684226,-1.5012336303512397,4.9960036108132044e-14,3.3279321151660466e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sep,True,1.0,0.1041922539911697,0.1587469210684226,-0.4816965202701695,1.942890293094024e-14,4.033432278074821e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sep,True,1.0,0.1041922539911697,0.1587469210684226,-0.35157841478803964,2.7755575615628914e-14,7.894561909428444e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sep,True,1.0,0.1041922539911697,0.1587469210684226,-0.2255312577439897,3.885780586188048e-14,1.7229454688710892e-13,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst1,True,1.0,0.1041922539911697,0.1587469210684226,-1.03871768729418,3.885780586188048e-14,3.740940039550456e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst1,True,1.0,0.1041922539911697,0.1587469210684226,-0.7695501602800705,3.885780586188048e-14,5.0494182013734554e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst1,True,1.0,0.1041922539911697,0.1587469210684226,-0.24528488693107975,1.942890293094024e-14,7.920953946257349e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst2,True,1.0,0.1041922539911697,0.1587469210684226,-1.9353916280884496,3.885780586188048e-14,2.0077489898134785e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst2,True,1.0,0.1041922539911697,0.1587469210684226,-1.4327988635045794,1.942890293094024e-14,1.3560104928767026e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst3,True,1.0,0.1041922539911697,0.1587469210684226,-1.5958377354269595,3.885780586188048e-14,2.434947175345759e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst3,True,1.0,0.1041922539911697,0.1587469210684226,-0.7819186088828798,1.942890293094024e-14,2.484773058246835e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst6,True,1.0,0.1041922539911697,0.1587469210684226,-5.09289554411394,1.942890293094024e-14,3.814903086593831e-15,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,worst6,True,1.0,0.1041922539911697,0.1587469210684226,-1.6642631168907907,1.942890293094024e-14,1.1674177438503655e-14,1.523596188655986,1.4706578081548078,1.4243182415797855,1.6477279476920401,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sellinmay,True,1.0,0.1267328078382215,0.1830832162946144,-7.30671036537345,6.106226635438361e-14,8.357012020588375e-15,1.4446394695864864,1.394444493714663,1.3505063640604653,1.5623383978641108,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sellinmay,True,1.0,0.1267328078382215,0.1830832162946144,-5.465436351173319,3.0531133177191805e-14,5.586220608101562e-15,1.4446394695864864,1.394444493714663,1.3505063640604653,1.5623383978641108,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sellinmay,True,1.0,0.1267328078382215,0.1830832162946144,-3.6321525494074995,4.163336342344337e-14,1.1462449018071907e-14,1.4446394695864864,1.394444493714663,1.3505063640604653,1.5623383978641108,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sellinmay,True,1.0,0.1267328078382215,0.1830832162946144,-1.80865686094418,2.220446049250313e-14,1.2276767899971725e-14,1.4446394695864864,1.394444493714663,1.3505063640604653,1.5623383978641108,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sep,True,1.0,0.1267328078382215,0.1830832162946144,-0.5613025309796599,4.163336342344337e-14,7.417276980878616e-14,1.4446394695864864,1.394444493714663,1.3505063640604653,1.5623383978641108,True,True,True,True
2026-09-04_monthly-seasonality_cloud.grid.csv,mask,sep,True,1.0,0.1267328078382215,0.1830832162946144,-0.4134084311103098,1.1102230246251565e-14,2.6855355166399974e-14,1.4446394695864864,1.394444493714663,1.3505063640604653,1.5623383978641108,True,True,True,True
