panel,dial,bps,IS_pick,do_nothing,full_argmax,pick_OOS_Sharpe,pick_OOS_CAGR,pick_OOS_MaxDD,dn_OOS_Sharpe,dn_OOS_CAGR,dn_OOS_MaxDD,rand_OOS_Sharpe,oracle_OOS_Sharpe,d_pick_minus_dn,d_rand_minus_dn,base_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,N,0,3.0,20.0,40.0,1.1531445333508021,0.35381299024075097,-0.32337028283803804,1.2468785564484455,0.20749965681398796,-0.23868813822669677,1.1882964298358245,1.3245335952743515,-0.09373402309764334,-0.058582126612620966,0.9780477105237234,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,N,5,3.0,20.0,40.0,1.1066286351476755,0.3348469210042102,-0.3272354684897605,1.2075958763913341,0.19983171930378796,-0.23923863044548765,1.147663121964331,1.295099256811797,-0.10096724124365863,-0.05993275442700319,0.8627148928624647,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,N,10,3.0,20.0,40.0,1.0600259507668313,0.31613802120712187,-0.33108064723055164,1.168267874332243,0.19221129777967927,-0.23978888764278372,1.106976323068305,1.2656340533192179,-0.10824192356541174,-0.06129155126393804,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,N,15,3.0,20.0,40.0,1.0133451427330804,0.29768291823775317,-0.33490591209286447,1.1288982639691845,0.1846381050183732,-0.24033890986237672,1.0662409001959667,1.2361396444735557,-0.11555312123610406,-0.06265736377321773,0.6311942008866749,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,N,20,3.0,20.0,40.0,0.966594924141741,0.27947828222867876,-0.33871135572449496,1.089490772164654,0.17711185548957742,-0.24088869714805705,1.0254617415937421,1.2066176958166104,-0.12289584802291309,-0.06402903057091192,0.515206231293208,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,N,25,3.0,20.0,40.0,0.9197840505338857,0.26152082553369027,-0.3424970703899711,1.0500491371822835,0.16963226534626608,-0.24143824954361714,0.9846437534552375,1.1770698782854547,-0.13026508664839787,-0.06540538372704607,0.39920030769494996,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,N,30,40.0,20.0,40.0,1.1474978677399716,0.13595784089304086,-0.18550886745471284,1.0105771069139815,0.1621990524150132,-0.24198756709284652,0.9437918566477926,1.1474978677399716,0.13692076082599014,-0.06678525026618887,0.2832765209429081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,G,0,0.08,0.0,0.12,1.23362671636343,0.20849496490056607,-0.24191959611755587,1.2468785564484455,0.20749965681398796,-0.23868813822669677,1.2629798387461446,1.2849825603752363,-0.013251840085015454,0.016101282297699138,0.9780477105237234,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,G,5,0.08,0.0,0.12,1.1998564918045018,0.2017724133340788,-0.24231666736686808,1.2075958763913341,0.19983171930378796,-0.23923863044548765,1.226956724303978,1.2532047867856708,-0.007739384586832321,0.01936084791264392,0.8627148928624647,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,G,10,0.08,0.0,0.12,1.1660475889376822,0.19508629986196602,-0.2427136070086866,1.168267874332243,0.19221129777967927,-0.23978888764278372,1.1908932120847033,1.2213958789942125,-0.0022202853945607615,0.02262533775246034,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284
