panel,cost,dial,dial_class,rho_IS_OOS,IS_spread,near_tie,q_IS_star,q_OOS_star,dq,IS_Sharpe_pick,OOS_Sharpe_pick,OOS_Sharpe_best,regret,OOS_spread,regret_frac,OOS_CAGR_pick,OOS_MaxDD_pick,OOS_CAGR_best,OOS_MaxDD_best,vs_anchor,anchor_param,OOS_Sharpe_anchor,OOS_vs_SPY,OOS_vs_v2,OOS_SPY_Sharpe,OOS_SPY_CAGR,OOS_SPY_MaxDD,OOS_v2_Sharpe,OOS_v2_CAGR,OOS_v2_MaxDD,hi_end_higher_vol,IS_undersells_vol_end,inverted,pass4a_n,pass4b_n
U56,0,C1,composition,-0.09999999999999999,0.02276186896888399,0,0.5,0.75,-0.25,0.7459159625220178,1.1638488726743033,1.176999019636379,-0.013150146962075837,0.11637024281646391,-0.11300265981927961,0.12142181173890632,-0.14877059439717377,0.13372705139983077,-0.1685460021292624,-0.011229378074311791,1.0,1.175078250748615,0.28183810549201904,-0.1457497043300655,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,1,1,0,0
U56,0,C2,composition,0.7,0.06267736785904121,0,0.75,1.0,-0.25,0.7363054119165123,1.121960804226086,1.175078250748615,-0.05311744652252903,0.5329799814509475,-0.09966124126824764,0.12641438929247495,-0.1694367940985414,0.14597223444367957,-0.18833782795514442,-0.05311744652252903,1.0,1.175078250748615,0.2399500370438018,-0.18763777277828275,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,1,0,0,0
U56,0,C3,composition,0.9999999999999999,0.46829481688896263,0,1.0,1.0,0.0,0.7237959493845305,1.0606287768199152,1.0606287768199152,0.0,0.21325669768414646,0.0,0.09664879732157328,-0.11392171931881623,0.09664879732157328,-0.11392171931881623,0.0,1.0,1.0606287768199152,0.17861800963763097,-0.24896980018445358,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,0,0,0,0,0
U56,0,C4,composition,0.9999999999999999,0.04006834281664762,0,0.0,0.0,0.0,0.7632224363697814,1.2578275495612412,1.2578275495612412,0.0,0.08274929881262616,0.0,0.1368114097020927,-0.16057233605656185,0.1368114097020927,-0.16057233605656185,0.08274929881262616,1.0,1.175078250748615,0.375816782378957,-0.05177102744312756,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,0,0,0,0
U56,0,C5,composition,0.9999999999999999,0.34522064916906314,0,0.0,0.0,0.0,1.129947080577894,1.3095985770043688,1.3095985770043688,0.0,0.33155086648064525,0.0,0.097307362439361,-0.12029812615148383,0.097307362439361,-0.12029812615148383,0.0,0.0,1.3095985770043688,0.42758780982208455,0.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,0,0,1,0
U56,0,C6,composition,0.9999999999999999,0.12180009979944417,0,1.0,1.0,0.0,0.9950579569624981,0.9999471045209973,0.9999471045209973,0.0,0.2646809272621379,0.0,0.18709612845799684,-0.25952763382681576,0.18709612845799684,-0.25952763382681576,0.206684748197141,0.09090909090909091,0.7932623563238563,0.11793633733871312,-0.30965147248337144,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,0,0,0,0
U56,0,W1,control-width,0.7999999999999999,0.3717286289239309,0,0.75,1.0,-0.25,1.1564550603327617,1.058023889138913,1.1342620773834844,-0.07623818824457129,0.22198784014185957,-0.34343407366751205,0.1111227279992717,-0.13794177280178788,0.11865143119775401,-0.17293395244675835,0.07997617861518957,5.0,0.9780477105237235,0.17601312195662888,-0.25157468786545567,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,0,0,0,0,2
U56,0,W2,control-width,-0.09999999999999999,0.05820974954662139,0,0.75,0.25,0.5,1.1317599942162133,1.189590591736828,1.3095985770043688,-0.12000798526754086,0.16930144740461128,-0.708842051307071,0.09128006835173341,-0.12143639803117678,0.097307362439361,-0.12029812615148383,-0.12000798526754086,0.03,1.3095985770043688,0.3075798245545437,-0.12000798526754086,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,0,1,1,0
U56,0,G1,control-gross,-0.9999999999999999,0.001012009146740489,1,1.0,0.0,1.0,1.1302602786933702,1.3087566123983263,1.3113568264554019,-0.002600214057075556,0.002600214057075556,-1.0,0.13045740101238668,-0.15878993795520102,0.02560709843497877,-0.03278288035121746,,,,0.4267458452160421,-0.0008419646060424668,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.3095985770043688,0.097307362439361,-0.12029812615148383,1,0,1,0,1
U56,10,C1,composition,0.09999999999999999,0.021623968524404402,0,0.5,1.0,-0.5,0.7016849234678212,1.134410331147921,1.153030066279316,-0.018619735131395032,0.12950860155521604,-0.1437721889341574,0.11801672945928288,-0.14922967938972587,0.14288813272507528,-0.18855014137091253,-0.018619735131395032,1.0,1.153030066279316,0.2523995639656368,-0.150662032058561,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,1,1,0,0,0
U56,10,C2,composition,0.7,0.055309973072025675,0,0.75,1.0,-0.25,0.6946636917998645,1.0952264496588,1.153030066279316,-0.05780361662051603,0.5454375874102819,-0.10597659192313007,0.123050622310374,-0.1697659448995411,0.14288813272507528,-0.18855014137091253,-0.05780361662051603,1.0,1.153030066279316,0.2132156824765158,-0.189845913547682,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,1,1,0,0,0
U56,10,C3,composition,0.9999999999999999,0.46695961757598725,0,1.0,1.0,0.0,0.6800609549434168,1.0235214647241,1.0235214647241,0.0,0.217628438625185,0.0,0.09294577132835014,-0.1147688085882117,0.09294577132835014,-0.1147688085882117,0.0,1.0,1.0235214647241,0.14151069754181578,-0.261550898482382,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,0,0,0,0,0
U56,10,C4,composition,0.8999999999999998,0.023228769164518992,0,0.25,0.0,0.25,0.7039741482849527,1.199157969126349,1.2250494357897783,-0.02589146666342934,0.07201936951046228,-0.3595069887368019,0.1377194252452214,-0.17107305252041383,0.1328559171594177,-0.16082256620884083,0.04612790284703294,1.0,1.153030066279316,0.31714720194406476,-0.08591439408013302,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,1,0,0,0,0
U56,10,C5,composition,0.9999999999999999,0.5508294398736671,0,0.0,0.0,0.0,1.1042593710951487,1.285072363206482,1.285072363206482,0.0,0.538008528514788,0.0,0.09534722887472857,-0.12054942313126815,0.09534722887472857,-0.12054942313126815,0.0,0.0,1.285072363206482,0.4030615960241978,0.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,1,0,0,1,0
U56,10,C6,composition,0.9999999999999999,0.12402281347276511,0,1.0,1.0,0.0,0.9937538056423494,0.9987326024135407,0.9987326024135407,0.0,0.2678846747009124,0.0,0.18682228230718723,-0.25972061664568447,0.18682228230718723,-0.25972061664568447,0.20987813015434165,0.09090909090909091,0.788854472259199,0.11672183523125645,-0.2863397607929413,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,1,0,0,0,0
U56,10,W1,control-width,0.7999999999999999,0.45224546217189254,0,0.75,1.0,-0.25,1.0056753933933742,0.9144708606386137,1.0296500468443777,-0.11517918620576395,0.3749945404636503,-0.30714896825792243,0.09452087151111987,-0.13924716164118234,0.1065684471745425,-0.17382001834748317,0.1674070259469197,5.0,0.747063834691694,0.0324600934563295,-0.3706015025678683,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,-0.12054942313126815,0,0,0,0,0
