panel,kind,q,k,seed,arm,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,fails4b,spy_Sharpe,spy_OOS_Sharpe,spy_CAGR,spy_MaxDD
U56,NAMED,,55,-1,EWall,0.10456669006068386,1.0544111251716488,-0.1584427027553561,1.0731138704862921,1.0405302470102114,0.9741604371643743,0.11389633797897836,1.1179217294813681,-0.15844270275535588,False,False,CAGR,0.8890296069344827,0.8820107671822842,0.15228044986566602,-0.3371723528339826
U56,NAMED,,55,-1,CAND10,0.13075835389295642,0.9304570940525174,-0.17538190355779548,0.9033560162108623,0.9593984028717507,0.8540267892600896,0.14862652556496214,0.9889777884605899,-0.17538190355779515,False,False,H1,0.8890296069344827,0.8820107671822842,0.15228044986566602,-0.3371723528339826
U56,NAMED,,55,-1,CAND20,0.13039393084556727,1.0821303231772568,-0.18296664075364621,1.0897752444015183,1.082515602356354,0.9994084032116949,0.14668978248534081,1.1457997893360163,-0.18296664075364655,False,True,-,0.8890296069344827,0.8820107671822842,0.15228044986566602,-0.3371723528339826
U56,NAMED,,55,-1,v1,0.0657659788288012,0.6731148258090013,-0.13827796154480854,0.6409429792246714,0.7045175733843105,0.5534675552778545,0.07958278956230891,0.7621605710817947,-0.1382779615448082,False,False,"H1,H2,OOS,CAGR",0.8890296069344827,0.8820107671822842,0.15228044986566602,-0.3371723528339826
U56,NAMED,,55,-1,v2,0.08680871586108085,1.2126679589825617,-0.11896565752846,1.2309983597844687,1.199577267535934,1.1092658562491007,0.09563830138946261,1.2937425022698341,-0.11896565752846011,False,False,CAGR,0.8890296069344827,0.8820107671822842,0.15228044986566602,-0.3371723528339826
B136,NAMED,,135,-1,EWall,0.10734644282026928,1.0278772028988117,-0.1768127133019105,1.1481702648507748,0.9153643662470855,1.037344975936913,0.10595226164169458,1.0197977090316812,-0.17681271330191017,False,True,-,0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
B136,NAMED,,135,-1,CAND10,0.1425213779576584,0.8945662564516421,-0.21444792932259593,1.1180659894707747,0.710413352662198,1.0558595059015365,0.12766905137397422,0.7805933395341813,-0.21444792932259604,False,False,"H2,OOS,DD",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
B136,NAMED,,135,-1,CAND20,0.12992958836952506,0.9431848997615343,-0.20052048331108308,1.1047866702854356,0.8025166021122436,1.0226042049000197,0.12454335283909401,0.883602278072537,-0.20052048331108296,False,False,H2,0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
B136,NAMED,,135,-1,v1,0.06158314652752783,0.6136113717341736,-0.2147930583008587,0.7562149489638128,0.4926787857002675,0.714743531177852,0.055295114566539905,0.5392312258381323,-0.21479305830085738,False,False,"H1,H2,OOS,DD,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
B136,NAMED,,135,-1,v2,0.08034199584015167,1.1078049683658702,-0.12178128651163933,1.23124936086813,0.986083419602645,1.093124006540268,0.07983508528458505,1.12060446918127,-0.12178128651163989,False,False,CAGR,0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
BSTK100,NAMED,,100,-1,EWall,0.12738334929822792,1.0228373951970056,-0.2609327726929145,1.141788746703878,0.9044700210156312,1.0388605326610394,0.12155660613742114,1.0095999331099443,-0.2609327726929146,False,False,DD,0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
BSTK100,NAMED,,100,-1,CAND10,0.14519258303456306,0.8791856605397992,-0.2913080218051687,1.104472264519851,0.6794046184339618,1.0495996581958842,0.12338297887674621,0.7488975844407562,-0.29130802180516846,False,False,"H2,OOS,DD",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
BSTK100,NAMED,,100,-1,CAND20,0.13882130950972837,0.9458199036213336,-0.27294930694382635,1.1062122893653503,0.7963154894849032,1.0130953078333733,0.13046460605228716,0.8910729150865583,-0.27294930694382613,False,False,"H2,DD",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
BSTK100,NAMED,,100,-1,v1,0.08169899324198404,0.6695672129103325,-0.21125356804413953,0.8990963302601018,0.46555573305996434,0.8837671937096808,0.0597336961101913,0.5026265124152564,-0.2112535680441392,False,False,"H1,H2,OOS,DD,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
BSTK100,NAMED,,100,-1,v2,0.09199176301504841,1.1556684895492155,-0.12882213892772998,1.3206683481689527,0.9923646720371688,1.1737509927769931,0.08889334353179068,1.1403459736163715,-0.12882213892772987,False,False,CAGR,0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
ETF36,NAMED,,36,-1,EWall,0.051074398875337934,0.6286991144056556,-0.21789114887889938,0.6623591718911113,0.6014723134136614,0.5817053328817591,0.055802348083681785,0.6655585909084499,-0.21789114887889982,False,False,"H1,H2,OOS,DD,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
ETF36,NAMED,,36,-1,CAND10,0.06174974737462935,0.6058900479637318,-0.22586913434103728,0.6179212334599695,0.5987268667951369,0.5208460178963706,0.07206727726491557,0.6706180757977825,-0.22586913434103673,False,False,"H1,H2,OOS,DD,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
ETF36,NAMED,,36,-1,CAND20,0.06073610609052049,0.673452683510965,-0.22153357165594512,0.6707121817582624,0.6785644006517576,0.5799146864378782,0.070118438241912,0.7458485847307619,-0.221533571655945,False,False,"H1,H2,OOS,DD,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
ETF36,NAMED,,36,-1,v1,0.036116433723793584,0.4441942689576847,-0.17879145793472317,0.6168494348551191,0.30231381614222064,0.5014657723817605,0.03407987370757981,0.404276570885015,-0.17879145793472295,False,False,"H1,H2,OOS,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
ETF36,NAMED,,36,-1,v2,0.04822783174570522,0.8172738715363742,-0.10485324183316336,0.7763000165903398,0.8565669091754262,0.6863231128598973,0.05477576845065224,0.9267499958952138,-0.10485324183316347,False,False,"H1,CAGR",0.8890499106949826,0.8820239235972316,0.15228333786002324,-0.3371595330739301
SMALL439,NAMED,,439,-1,EWall,0.03666279912702519,0.33611343420604756,-0.3998069131118529,0.43943114617044443,0.25876181215049104,0.42105878487589055,0.03139636424374004,0.29095981782086194,-0.39980691311185323,False,False,"H1,H2,OOS,DD,CAGR",0.8615352658239138,0.8820107671822842,0.1412985547640384,-0.3371723528339826
SMALL439,NAMED,,439,-1,CAND10,0.07750552511804099,0.4773220958327365,-0.3140232499932929,0.5334970511331097,0.4332277394888406,0.34390844711271906,0.09690985625461979,0.5507369020764514,-0.31402324999329245,False,False,"H1,H2,OOS,DD,CAGR",0.8615352658239138,0.8820107671822842,0.1412985547640384,-0.3371723528339826
SMALL439,NAMED,,439,-1,CAND20,0.06404932322062762,0.44991579434596285,-0.334794167175974,0.6056001345009001,0.32625490108889843,0.42314714464226266,0.06952666704630439,0.46573138739537995,-0.33479416717597366,False,False,"H1,H2,OOS,DD,CAGR",0.8615352658239138,0.8820107671822842,0.1412985547640384,-0.3371723528339826
SMALL439,NAMED,,439,-1,v1,0.08041564920606836,0.595570533497213,-0.34007525014940854,0.7012816622951336,0.502002567909964,0.6372523446835316,0.07765620835877263,0.5710706738784666,-0.3400752501494083,False,False,"H1,H2,OOS,DD,CAGR",0.8615352658239138,0.8820107671822842,0.1412985547640384,-0.3371723528339826
SMALL439,NAMED,,439,-1,v2,0.03803686076484869,0.5710244752159079,-0.1470362580000899,0.5682458981113393,0.5757362229674686,0.5789899663564635,0.03837588361212907,0.5664863714962136,-0.1470362580000888,False,False,"H1,H2,OOS,CAGR",0.8615352658239138,0.8820107671822842,0.1412985547640384,-0.3371723528339826
k20~q0.250~s00,k20q0.250,0.25,20,0,EWall,0.13892680162375548,1.169343198180734,-0.21916474621847482,1.2040254331705253,1.1430344902189433,1.05247162794396,0.15172330695931047,1.2377205974419885,-0.21916474621847637,False,False,DD,0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s00,k20q0.250,0.25,20,0,CAND10,0.1453614315073175,1.146683128925851,-0.23721742586358163,1.252125961797166,1.0589843374208128,1.0986788260004878,0.1536453445808228,1.1751628448459521,-0.23721742586358163,False,False,DD,0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s00,k20q0.250,0.25,20,0,CAND20,0.1388456237510678,1.167630361614497,-0.21916474621847482,1.2040254331705253,1.139994647208568,1.05247162794396,0.15159052128151917,1.2349518075071038,-0.21916474621847637,False,False,DD,0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s00,k20q0.250,0.25,20,0,v1,0.12451126774359245,0.9671982792528792,-0.2659219074369489,1.2291427618778974,0.764195109347701,1.0730108034089747,0.12317178684932206,0.9149748287332007,-0.26592190743694777,False,False,"H2,DD",0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s00,k20q0.250,0.25,20,0,v2,0.09687499035622427,1.1738975553692124,-0.12125154302768504,1.151470328602524,1.1957054376688807,1.025626863613954,0.10425338273548546,1.2678238857708928,-0.1212515430276846,False,False,CAGR,0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s01,k20q0.250,0.25,20,1,EWall,0.14071260797972474,0.9531780631051912,-0.23031958029088906,0.9648561407075723,0.9439026758552165,0.8485309344035501,0.15280938667927035,1.0163385972923256,-0.21487590167237713,False,False,DD,0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s01,k20q0.250,0.25,20,1,CAND10,0.1405468376402499,0.9116673418769734,-0.23925868223009905,0.8004856375692518,1.0141678868819235,0.7419998435862608,0.16188649465846883,1.011140446262405,-0.22186911859935732,False,False,"H1,DD",0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
k20~q0.250~s01,k20q0.250,0.25,20,1,CAND20,0.13730791477478266,0.9320610777070586,-0.23031958029088906,0.9232996278369914,0.9415186246970417,0.8353791409436124,0.14867553560701574,0.9902346250026981,-0.2148759016723767,False,False,DD,0.8615657442323101,0.8820239235972316,0.14130109527377144,-0.33715953307393
