panel,selector,gross,cad,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_Sharpe,v2_H1,v2_H2,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,spy_H1,spy_H2,pass4a,pass4b
U56,IS_Sharpe,1.0,M,0.11949141499657201,1.1823862626255857,-0.1855547130420857,1.228097475891192,1.145271258178488,0.12892670824546237,1.2358705283485532,-0.18555471304208582,1.2869370851429263,1.2400253416154363,1.1843533888528497,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9595432326093216,0.8259249406598581,False,True
U56,IS_CAGR,1.0,M,0.11949141499657201,1.1823862626255857,-0.1855547130420857,1.228097475891192,1.145271258178488,0.12892670824546237,1.2358705283485532,-0.18555471304208582,1.2869370851429263,1.2400253416154363,1.1843533888528497,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9595432326093216,0.8259249406598581,False,True
U56,IS_MaxDD,0.5,W,0.057428671227060635,1.208939426087305,-0.0800940409838008,1.2393615436682874,1.1849638409362346,0.06301205579343039,1.287496202956469,-0.08009404098380057,1.2869370851429263,1.2400253416154363,1.1843533888528497,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9595432326093216,0.8259249406598581,False,False
U56,IS_Calmar,1.0,M,0.11949141499657201,1.1823862626255857,-0.1855547130420857,1.228097475891192,1.145271258178488,0.12892670824546237,1.2358705283485532,-0.18555471304208582,1.2869370851429263,1.2400253416154363,1.1843533888528497,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9595432326093216,0.8259249406598581,False,True
B136,IS_Sharpe,1.0,W,0.10658471139154302,1.1011541895860804,-0.16076612898501252,1.2380714806071054,0.9663797330353604,0.10524514734729751,1.1068458223464837,-0.16076612898501275,1.1079386067354258,1.237036654624176,0.9674542419605919,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9595622658772724,0.8259431438686403,False,True
B136,IS_CAGR,1.0,M,0.11177586615692037,1.0901059174516672,-0.20400080413621902,1.2244287794754019,0.9612612401351134,0.11040458891622484,1.087432326397608,-0.20400080413621868,1.1079386067354258,1.237036654624176,0.9674542419605919,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9595622658772724,0.8259431438686403,False,False
B136,IS_MaxDD,0.5,W,0.05310428786562715,1.101204212714066,-0.08199216729466752,1.235865424777344,0.9683930908411955,0.0524834279087012,1.1088872486092087,-0.08199216729466785,1.1079386067354258,1.237036654624176,0.9674542419605919,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9595622658772724,0.8259431438686403,False,False
B136,IS_Calmar,1.0,M,0.11177586615692037,1.0901059174516672,-0.20400080413621902,1.2244287794754019,0.9612612401351134,0.11040458891622484,1.087432326397608,-0.20400080413621868,1.1079386067354258,1.237036654624176,0.9674542419605919,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9595622658772724,0.8259431438686403,False,False
SMALL,IS_Sharpe,1.0,M,0.06581883325919469,0.735926229948293,-0.2193752654567882,0.9349651140375109,0.57972926058638,0.054380632694361,0.5961084074131403,-0.21937526545678787,0.5609843172411436,0.8098618716927735,0.5546060880668212,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9137937617974383,0.8343920404686629,False,False
SMALL,IS_CAGR,1.0,M,0.06581883325919469,0.735926229948293,-0.2193752654567882,0.9349651140375109,0.57972926058638,0.054380632694361,0.5961084074131403,-0.21937526545678787,0.5609843172411436,0.8098618716927735,0.5546060880668212,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9137937617974383,0.8343920404686629,False,False
SMALL,IS_MaxDD,0.5,M,0.03331260812282655,0.732087252023576,-0.11424561259053767,0.9317394358989073,0.576127418582023,0.027889110466761124,0.592573472753849,-0.114245612590538,0.5609843172411436,0.8098618716927735,0.5546060880668212,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9137937617974383,0.8343920404686629,True,False
SMALL,IS_Calmar,1.0,M,0.06581883325919469,0.735926229948293,-0.2193752654567882,0.9349651140375109,0.57972926058638,0.054380632694361,0.5961084074131403,-0.21937526545678787,0.5609843172411436,0.8098618716927735,0.5546060880668212,0.876714419369064,0.15331699963496637,-0.33717235283398306,0.9137937617974383,0.8343920404686629,False,False
