panel,family,rung,gross_dev,gross_anc,f_star,dev_CAGR,dev_MaxDD,dev_Sharpe,anc_CAGR,anc_MaxDD,anc_Sharpe,d_Sharpe_matchedgross,d_CAGR_matchedgross,d_MaxDD_matchedgross,frontier_CAGR_at_dev_MaxDD,vertical_CAGR_gap,frontier_MaxDD_at_dev_CAGR,horizontal_MaxDD_gap,dominated,n_dominating_rungs
U56,BAND,c=0.02,0.719437444122222,0.7194374484033089,0.9997141299409001,0.12454926035727754,-0.1755425215628298,1.0763004131354708,0.122368479391886,-0.1798567409356141,1.0643794695899231,0.011920943545547624,0.0021807809653915378,0.0043142193727843114,0.11927250740499601,0.005276752952281527,,,False,0
U56,BAND,c=0.04,0.7131427065853205,0.7131427819148515,0.990957198813343,0.12385212775014054,-0.18321094455188502,1.0651392484966131,0.12129573770252677,-0.17836337238572664,1.0643756698328999,0.000763578663713238,0.0025563900476137658,-0.004847572166158387,,,,,False,0
U56,BAND,c=0.06,0.71182888010636,0.7118289555691849,0.9891294676454631,0.12428513631778304,-0.1832109445518849,1.0595018166830845,0.12107182630071334,-0.1780514977358939,1.0643748560100594,-0.004873039326974915,0.0032133100170697038,-0.005159446815991009,,,,,False,0
U56,BAND,c=0.08,0.7142212784665819,0.7142213498906562,0.9924576552859053,0.12907926954696358,-0.1859243266990106,1.0900600299430157,0.12147955273275013,-0.17861935560823972,1.0643763331350924,0.025683696807923262,0.007599716814213453,-0.007304971090770884,,,,,False,0
U56,BAND,c=0.10,0.7215905538470322,,,0.129029545078456,-0.18321094455188514,1.0882659431112756,,,,,,,,,,,False,0
U56,STOP,d=0.050,0.46188734220594996,0.46188736610925124,0.6415555361329647,0.05350919083395733,-0.16627274740696685,0.6213641932922198,0.07845311687690959,-0.11759910106136806,1.0640784076513206,-0.44271421435910074,-0.024943926042952258,-0.04867364634559879,0.11264562347990377,-0.05913643264594644,-0.08114672042408798,-0.08512602698287887,True,25
U56,STOP,d=0.075,0.5406374372596313,0.5406375175103098,0.7510380498976653,0.06942546716200582,-0.14901626458980277,0.7237288237395471,0.09188141835901154,-0.13688691727508684,1.0642008988305047,-0.34047207509095767,-0.02245595119700572,-0.012129347314715933,0.1004074863658386,-0.030982019203832784,-0.10450092925266166,-0.04451533533714111,True,13
U56,STOP,d=0.100,0.5926836840154213,0.5926837289818715,0.8234102609780322,0.09193409356847049,-0.2020283318890853,0.8874326873238311,0.10075769624840958,-0.14951268020326147,1.0642682270734802,-0.17683553974964916,-0.008823602679939091,-0.05251565168582384,,,-0.1369612134465686,-0.0650671184425167,True,13
U56,STOP,d=0.150,0.7121843817891018,0.7121844577171809,0.9896240242069163,0.11986687443989563,-0.17990546913754213,1.0510732223780197,0.12113241371431283,-0.17813589252462692,1.0643750769017586,-0.013301854523738887,-0.0012655392744171934,-0.0017695766129152135,0.1224034974833299,-0.002536623043434272,-0.17637207372941335,-0.0035333954081287755,True,1
U56,STOP,d=0.200,0.7196429358596218,0.7196429358596218,1.0,0.1224034974833299,-0.17990546913754213,1.0643795900473585,0.1224034974833299,-0.17990546913754213,1.0643795900473585,0.0,0.0,0.0,0.1224034974833299,0.0,-0.17990546913754213,0.0,False,0
U56,VOLTGT,v=0.08,0.5599408823473541,0.5599409129345011,0.7778787795268882,0.08633622226234872,-0.10781385333008087,1.0395544215104537,0.09517351645873107,-0.14158096694205047,1.0642271848848515,-0.02467276337439772,-0.00883729419638235,0.0337671136119696,0.07170201006561225,0.014634212196736468,-0.1289489373367347,0.021135084006653843,False,0
U56,VOLTGT,v=0.10,0.6314443221388065,0.6314443586386749,0.8773159161985484,0.09752270167966981,-0.12719983082871178,1.0237164680539135,0.10736774118983261,-0.1588526463932608,1.0643102490422733,-0.04059378098835986,-0.0098450395101628,0.03165281556454902,0.08511774577548746,0.01240495590418235,-0.14492191160105136,0.017722080772339582,False,0
U56,VOLTGT,v=0.12,0.6747391214879305,0.6747391548822373,0.9375348745966242,0.10750490043158134,-0.1382591451225309,1.040212043482839,0.11474967340850606,-0.16922173593982226,1.06434881454072,-0.024136771057881035,-0.007244772976924718,0.030962590817291358,0.09284297253027533,0.014661927901306007,-0.15904564051305953,0.020786495390528625,False,0
U56,VOLTGT,v=0.15,0.7057046733603445,0.705704682358039,0.9806097706173678,0.11567322447963724,-0.15080003974678402,1.0470413070526357,0.1200280473309443,-0.17659691145130152,1.0643709539852566,-0.017329646932620957,-0.004354822851307061,0.0257968717045175,0.10166721078674364,0.014006013692893601,-0.17051383740046966,0.01971379765368564,False,0
U56,VOLTGT,v=0.20,0.7174364444019987,0.7174364838900184,0.9969304369539354,0.12249211516633673,-0.16697146309112487,1.0741123961289725,0.12202748141907227,-0.17938217690024272,1.0643782856075175,0.009734110521455008,0.0004646337472644646,0.012410713809117846,0.11314420874468271,0.00934790642165402,,,False,0
U56,MAXVOL,m=0.25,0.6652991240886236,0.665299177216281,0.92440409236459,0.07331518813945648,-0.10248123606421944,0.9096489854412437,0.11314028592779457,-0.16696657139344817,1.064341160532113,-0.1546921750908692,-0.03982509778833809,0.06448533532922873,0.0680395898680233,0.005275598271433174,-0.1101580375688288,0.007676801504609365,False,0
