file,TIGHT,LOOSE,windows,max_w,live_share_max_w,publishes_live_share,live_sites,mentions_warmup,date
research/CHANGELOG.md,True,True,252;504;1008;2016,2016,0.604771550753995,True,5,True,
research/LEADERBOARD.md,True,True,252;504;756;1008;2016,2016,0.604771550753995,True,34,True,
research/backtests/2026-09-04_52w-high-proximity_C.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-04
research/backtests/2026-09-04_sharpe-bound-book-change_cloud.py,False,True,756,756,0.8883637182084178,False,0,False,2026-09-04
research/backtests/2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-05
research/backtests/2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-05
research/backtests/2026-09-05_post-trigger-short-term-reversal_cloud.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-05
research/backtests/2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-05
research/backtests/2026-09-05_the-on-share-column_cloud.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-05
research/backtests/2026-09-06_delisting-aware-small-panel_B.py,False,True,756,756,0.8883637182084178,False,0,True,2026-09-06
research/backtests/2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-06
research/backtests/2026-09-08_audit-every-published-key-for-the-adjustment-leak_B.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-08
research/backtests/2026-09-09_is-the-SELECTION-vs-TIMING-split-a-record-wide-way-to-read-every-ABSOLUTE-threshold_cloud.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-09
research/backtests/2026-09-10_does-a-ROLLING-breadth-quantile-fire-at-its-own-nominal-rate_B.result.md,False,True,252;756,756,0.8883637182084178,False,0,False,2026-09-10
research/backtests/2026-09-10_does-a-ROLLING-breadth-quantile-fire-at-its-own-nominal-rate_cloud.py,False,True,2016,2016,0.604771550753995,False,0,True,2026-09-10
research/backtests/2026-09-10_does-a-ROLLING-breadth-quantile-fire-at-its-own-nominal-rate_cloud.result.md,True,True,252;1008;2016,2016,0.604771550753995,False,0,True,2026-09-10
research/backtests/2026-09-10_does-a-TERMINAL-DATING-certificate-belong-BEFORE-rule-8_B.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-10
research/backtests/2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.result.md,False,True,1008,1008,0.8316452847175332,False,0,False,2026-09-10
research/backtests/2026-09-10_does-the-SCALE-channel-need-its-own-pre-rule-8-gate_C.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-10
research/backtests/2026-09-10_does-the-TAX-to-c-star-rho-close-under-a-TURNOVER-NORMALISATION_C.result.md,False,True,504,504,0.9450821516993023,False,0,False,2026-09-10
research/backtests/2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.py,False,True,252;2016,2016,0.604771550753995,False,0,True,2026-09-10
research/backtests/2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.result.md,False,True,2016,2016,0.604771550753995,False,0,False,2026-09-10
research/backtests/2026-09-10_is-the-TWIN-WIN-RATE-a-SWITCHING-COST-statistic_C.py,False,True,252;2016,2016,0.604771550753995,False,0,True,2026-09-10
research/backtests/2026-09-10_is-the-TWIN-WIN-RATE-a-SWITCHING-COST-statistic_C.result.md,False,True,2016,2016,0.604771550753995,False,0,False,2026-09-10
research/backtests/2026-09-10_market-cap-as-the-third-substitution_B.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-10
research/backtests/2026-09-10_publish-an-AS-OF-DATE-beside-every-input-the-record-reads_C.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-10
research/backtests/2026-09-10_re-read-every-published-EXPANDING-QUANTILE-verdict-at-w-1008_cloud.py,False,True,1008;2016,2016,0.604771550753995,False,0,True,2026-09-10
research/backtests/2026-09-12_609_BYPRODUCT_MEMO.md,False,True,252,252,0.9997749268512266,False,0,False,2026-09-12
research/backtests/2026-09-12_adjudicate-the-THREE-2026-09-12-runs-of-idea-609-against-each-other_C.py,False,True,252;504;1008,1008,0.8316452847175332,False,0,True,2026-09-12
research/backtests/2026-09-12_adjudicate-the-THREE-2026-09-12-runs-of-idea-609-against-each-other_C.result.md,True,True,252,252,0.9997749268512266,False,0,False,2026-09-12
research/backtests/2026-09-12_adjudicate-the-THREE-2026-09-12-runs-of-idea-609_cloud.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-12
research/backtests/2026-09-12_adjudicate-the-THREE-2026-09-12-runs-of-idea-609_cloud.result.md,False,True,504,504,0.9450821516993023,False,0,False,2026-09-12
research/backtests/2026-09-12_b136-qroll-q012-w1008-depth050-gross100_4b_cloud_MEMO.md,False,True,1008,1008,0.8316452847175332,False,0,False,2026-09-12
research/backtests/2026-09-12_does-any-DE-GROSSING-FAMILY-beat-its-TWIN-with-NO-2020-DRAWDOWN_cloud.result.md,False,True,252;504,504,0.9450821516993023,False,0,False,2026-09-12
research/backtests/2026-09-12_does-any-committed-PERMUTATION-or-BOOTSTRAP-p-value-NAME-ITS-POOL_cloud.py,False,True,1008;2016,2016,0.604771550753995,False,0,True,2026-09-12
research/backtests/2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-12
research/backtests/2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.result.md,False,True,252,252,0.9997749268512266,False,0,False,2026-09-12
research/backtests/2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.result.md,False,True,504,504,0.9450821516993023,False,0,False,2026-09-12
research/backtests/2026-09-12_how-many-INDEPENDENT-BOOK-FORMS-does-the-record-actually-contain_cloud.py,False,True,252,252,0.9997749268512266,False,0,False,2026-09-12
research/backtests/2026-09-12_is-QROLL-ON-TOP-an-entirely-POST-2017-fact_cloud.result.md,False,True,252,252,0.9997749268512266,False,0,False,2026-09-12
research/backtests/2026-09-12_is-a-FLAT-cash-rate-the-wrong-instrument-entirely_B.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-12
research/backtests/2026-09-12_is-the-PRE-POST-ASYMMETRY-QROLL-s-or-the-WINDOW-s_C.result.md,False,True,252;504;1008;2016,2016,0.604771550753995,False,0,True,2026-09-12
research/backtests/2026-09-12_is-the-QROLL-LOOKBACK-MONOTONICITY-a-WINDOW-fact-or-a-WARM-UP-fact_C.py,False,True,252;504;1008;2016,2016,0.604771550753995,True,33,True,2026-09-12
research/backtests/2026-09-12_is-the-QROLL-LOOKBACK-MONOTONICITY-a-WINDOW-fact-or-a-WARM-UP-fact_C.result.md,False,True,252;504;1008;2016,2016,0.604771550753995,True,15,True,2026-09-12
research/backtests/2026-09-12_is-the-TIE-CONVENTION-doing-the-work-in-every-committed-TWIN-WIN-RATE_C.result.md,True,True,504;2016,2016,0.604771550753995,False,0,True,2026-09-12
research/backtests/2026-09-12_is-the-TWIN-ORDERING-window-invariant-on-a-ROLLING-census_B.py,False,True,252;504;1008,1008,0.8316452847175332,False,0,True,2026-09-12
research/backtests/2026-09-12_is-the-TWIN-ORDERING-window-invariant-on-a-ROLLING-census_B2.py,False,True,252,252,0.9997749268512266,False,0,True,2026-09-12
research/backtests/2026-09-12_is-the-TWIN-ORDERING-window-invariant-on-a-ROLLING-census_cloud.result.md,True,True,252,252,0.9997749268512266,False,0,False,2026-09-12
research/backtests/2026-09-12_re-price-the-record-s-MATCHED-GROSS-TWIN-claims-under-WINMATCH_C.py,True,True,252,252,0.9997749268512266,False,0,True,2026-09-12
research/backtests/2026-09-12_re-price-the-record-s-MATCHED-GROSS-TWIN-claims-under-WINMATCH_C.result.md,False,True,252,252,0.9997749268512266,False,0,False,2026-09-12
