panel,book,gross,cadence,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,turn_per_yr,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_H1,spy_H2,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,base_Sharpe,base_H1,base_H2,base_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,OL_H1,OL_H2,OL_OOS,OL_DD,OL_CAGR,pass4b_OOSPURE,A_H1,A_H2,A_DD,pass4a
U56,TOP10,0.75,D,10.0,0.10805117735904335,0.8123985094194508,-0.19001799819274123,0.7367066575269463,0.8816664652847067,0.0788070850018654,0.6530165895149589,-0.17597644039542493,0.1327295802874111,0.9313096653744257,-0.19001799819274146,0.9696890553830223,0.895796781557141,32.847142348323466,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False
U56,TOP10,0.75,W,10.0,0.12779759550158176,0.9240696188389669,-0.17538194483484482,0.9165030674208643,0.9361232371265428,0.10995089202557051,0.8651476928976523,-0.141087008314836,0.14271058156461303,0.9698453155073322,-0.1753819448348447,1.0355805624821626,0.9063637424751991,13.898235357782891,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
U56,TOP10,0.75,M,10.0,0.1669173408949931,1.123792862924794,-0.2321515876720519,1.2164075006138357,1.0547747027204584,0.16033678141714525,1.168713401902219,-0.1320933998700654,0.17236479815079186,1.0965341657159378,-0.23215158767205202,1.1358995727270018,1.0555016051270223,6.101370735082856,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False
U56,TOP10,0.75,Q,10.0,0.15089827366772712,0.9728088053284837,-0.2446128798993824,1.2347086515591954,0.7763739200473808,0.163665181578873,1.1547017297814195,-0.17707646873703808,0.14048928715823017,0.8573862304889315,-0.24461287989938285,0.8869463723559179,0.8264433975393816,3.265539842927191,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
U56,TOP10,1.0,D,10.0,0.14173168694670313,0.8124532578879662,-0.24663157396381263,0.7367414649163777,0.881738704120872,0.10233923069445283,0.6530492544872905,-0.22941212212431383,0.17522832496001395,0.9313809058470995,-0.24663157396381263,0.9698466459301219,0.8957869258150668,43.786360957381454,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False
U56,TOP10,1.0,W,10.0,0.16913981216831786,0.9255190562238673,-0.22995282423061347,0.9178186063585008,0.937705186150911,0.14516482790391172,0.8662439430949681,-0.18675600989945706,0.1892609367995386,0.9715552258968558,-0.22995282423061325,1.0383094619047335,0.9069483253530755,18.52067369235712,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False
U56,TOP10,1.0,M,10.0,0.22394937301320494,1.1278099837243953,-0.29792752767405706,1.2210231889759757,1.0582239635228163,0.21581080871317715,1.1730236122982902,-0.17382189192954312,0.23069280861763275,1.1002496960925965,-0.2979275276740573,1.140797828897214,1.0579460678280699,8.11744023763743,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False
U56,TOP10,1.0,Q,10.0,0.20121980113151672,0.9780545707772748,-0.3168014821807429,1.2384552000322036,0.7837278172127611,0.21967278209182672,1.157616706714237,-0.23259573817074952,0.18623260859127,0.8644545926410074,-0.316801482180743,0.8942214052545304,0.8333283135004167,4.322469289756468,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
U56,TOP20,0.75,D,10.0,0.10839804396838804,0.9708679860598582,-0.16338710179348803,0.9396145750030936,1.0020169451190681,0.0873076818496279,0.8376462770230777,-0.13099547362997344,0.12607392024536157,1.0725473344844065,-0.1633871017934877,1.1821649466456003,0.9604060899417234,23.02157616221142,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
U56,TOP20,0.75,W,10.0,0.12600959041078985,1.08801998656665,-0.1830833978748887,1.093725509440543,1.0892589630564742,0.10639549931429637,0.9935286158196956,-0.11652971901102549,0.14242367360152275,1.1602457909090318,-0.18308339787488848,1.2444943870544773,1.0720989611528313,9.642695002546747,0.15130245537273979,0.8845060132920908,-0.33717267708462395,0.9588463983520052,0.8236326128682195,0.15271636385461385,0.8739575612872552,-0.33717267708462373,1.201257610460695,1.232199628438694,1.1769614323135538,-0.12054947951644912,0.09464348447629667,1.2771844071673888,-0.1205494795164489,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
