family,rung,T_trade,n,refresh_mean,refresh_sd,refresh_cv,turn_cv,gross_cv
SDMULT,1.0,W,15,44.67634219279408,13.449394339118477,0.30104063311807455,0.2756268339470826,0.15530927108293813
SDMULT,1.0,M,15,44.32485905265136,12.2706469186271,0.2768344261185668,0.33849910678297707,0.15536299702968573
FRACG,0.1,W,15,21.33556484764002,11.038652500244948,0.517382716561449,0.29487200046982937,0.15406430240158203
FRACG,0.1,M,15,21.467534944907374,11.191233185511809,0.5213096526560747,0.3715517956160314,0.15387071941443356
ASYMG,0.1,W,15,38.67391981418669,19.698969584585292,0.5093605633778853,0.30267602142380295,0.15283668520368815
ASYMG,0.1,M,15,38.64958258602349,19.800311938607706,0.512303383730926,0.37027950549807476,0.15334042614373392
ASYMH,0.12,W,15,22.210241398562612,10.227743129687235,0.4604967116813574,0.2929934871307939,0.15629381364432648
ASYMH,0.12,M,15,22.323531593188548,10.180373784540755,0.4560377797770598,0.35891125246124633,0.15632517482210878
FIXH,0.12,W,15,10.445397133979348,4.746584165103597,0.4544187362357669,0.2780319788862942,0.14643458728832962
FIXH,0.12,M,15,10.675084933321413,4.8967285525520134,0.45870628506825945,0.35140185896056625,0.1466957956242283
