panel,site,chooser,pick,gross,arm_OOS_Sharpe,twin_OOS_Sharpe,arm_OOS_CAGR,twin_OOS_CAGR,arm_OOS_MaxDD,twin_OOS_MaxDD,arm_4b_FULL,twin_4b_FULL,arm_4b_OOS,twin_4b_OOS
U56,N,C1_SHARPE,50,0.75,1.1066699703285108,1.128103058486071,0.12362159769205716,0.13701664432325344,-0.18647359635189842,-0.22525880022924205,True,False,True,False
U56,N,C2_SHARPE_DD,50,0.75,1.1066699703285108,1.128103058486071,0.12362159769205716,0.13701664432325344,-0.18647359635189842,-0.22525880022924205,True,False,True,False
U56,N,C4_CAGR,50,0.75,1.1066699703285108,1.128103058486071,0.12362159769205716,0.13701664432325344,-0.18647359635189842,-0.22525880022924205,True,False,True,False
U56,GROSS,C1_SHARPE,1.00,1.0,1.2764827179455562,1.127687895924075,0.12681530813545194,0.183147726691123,-0.15910995440549058,-0.29178987659422995,True,False,True,False
U56,GROSS,C2_SHARPE_DD,1.00,1.0,1.2764827179455562,1.127687895924075,0.12681530813545194,0.183147726691123,-0.15910995440549058,-0.29178987659422995,True,False,True,False
U56,GROSS,C3_CALMAR,1.00,1.0,1.2764827179455562,1.127687895924075,0.12681530813545194,0.183147726691123,-0.15910995440549058,-0.29178987659422995,True,False,True,False
U56,GROSS,C4_CAGR,1.00,1.0,1.2764827179455562,1.127687895924075,0.12681530813545194,0.183147726691123,-0.15910995440549058,-0.29178987659422995,True,False,True,False
U56,VOLCAP,C1_SHARPE,0.80,0.75,0.975910147060631,1.128103058486071,0.10726905967505229,0.13701664432325344,-0.1729796239179654,-0.22525880022924205,False,False,True,False
U56,VOLCAP,C2_SHARPE_DD,0.80,0.75,0.975910147060631,1.128103058486071,0.10726905967505229,0.13701664432325344,-0.1729796239179654,-0.22525880022924205,False,False,True,False
U56,VOLCAP,C3_CALMAR,0.80,0.75,0.975910147060631,1.128103058486071,0.10726905967505229,0.13701664432325344,-0.1729796239179654,-0.22525880022924205,False,False,True,False
U56,VOLCAP,C4_CAGR,0.80,0.75,0.975910147060631,1.128103058486071,0.10726905967505229,0.13701664432325344,-0.1729796239179654,-0.22525880022924205,False,False,True,False
B136,GROSS,C1_SHARPE,1.00,1.0,1.1048029424254944,1.090675723899892,0.1052418687479828,0.18387692910888553,-0.16157983013208965,-0.32721807417003745,True,False,False,False
B136,GROSS,C2_SHARPE_DD,1.00,1.0,1.1048029424254944,1.090675723899892,0.1052418687479828,0.18387692910888553,-0.16157983013208965,-0.32721807417003745,True,False,False,False
B136,GROSS,C3_CALMAR,1.00,1.0,1.1048029424254944,1.090675723899892,0.1052418687479828,0.18387692910888553,-0.16157983013208965,-0.32721807417003745,True,False,False,False
B136,GROSS,C4_CAGR,1.00,1.0,1.1048029424254944,1.090675723899892,0.1052418687479828,0.18387692910888553,-0.16157983013208965,-0.32721807417003745,True,False,False,False
U56,BANDxGROSS,C1_SHARPE,b0.08_g1.00,1.0,1.163573347220819,1.127687895924075,0.12015132965351971,0.183147726691123,-0.19050613852673592,-0.29178987659422995,True,False,True,False
U56,BANDxGROSS,C2_SHARPE_DD,b0.08_g1.00,1.0,1.163573347220819,1.127687895924075,0.12015132965351971,0.183147726691123,-0.19050613852673592,-0.29178987659422995,True,False,True,False
U56,BANDxGROSS,C3_CALMAR,b0.02_g1.00,1.0,1.278888532733247,1.127687895924075,0.12546580533419083,0.183147726691123,-0.15652433903758922,-0.29178987659422995,True,False,True,False
U56,BANDxGROSS,C4_CAGR,b0.08_g1.00,1.0,1.163573347220819,1.127687895924075,0.12015132965351971,0.183147726691123,-0.19050613852673592,-0.29178987659422995,True,False,True,False
U56,NxGROSS,C3_CALMAR,n10_g1.00,1.0,0.8793940367302904,1.127687895924075,0.12491729176103994,0.183147726691123,-0.18784915171587435,-0.29178987659422995,True,False,False,False
B136,BANDxGROSS,C1_SHARPE,b0.08_g1.00,1.0,1.0974353329692366,1.090675723899892,0.11047139028283737,0.18387692910888553,-0.19499148724221482,-0.32721807417003745,True,False,True,False
B136,BANDxGROSS,C2_SHARPE_DD,b0.08_g1.00,1.0,1.0974353329692366,1.090675723899892,0.11047139028283737,0.18387692910888553,-0.19499148724221482,-0.32721807417003745,True,False,True,False
B136,BANDxGROSS,C3_CALMAR,b0.03_g1.00,1.0,1.1048029424254944,1.090675723899892,0.1052418687479828,0.18387692910888553,-0.16157983013208965,-0.32721807417003745,True,False,False,False
B136,BANDxGROSS,C4_CAGR,b0.08_g1.00,1.0,1.0974353329692366,1.090675723899892,0.11047139028283737,0.18387692910888553,-0.19499148724221482,-0.32721807417003745,True,False,True,False
